,Comments,Datetime,num_words
0,"Again new measures implement by the high rank officers with no practical or real works experience,  no wonder till now after more than 5 month, you still cannot control the virus!",2020-09-09,30
1,"Move out the uninfected FWs into the Community Centres. Test them in batches and send the negative ones back. We have 20,000 beds?",2020-09-09,22
2,Only after so long then now implement pre departure tests from India? And u want to open up businesses but still go down hard on enforcement of safe distancing measures? Your policies just keep baffling us. Thank you for the entertainment @MOH,2020-09-09,41
3,"We need to implement WFH permanently, so that we can protect our people, and build resilience for families, business & countries. Learn to redesign and manage online organization. We can do that & do well with matured technological infrastructure. Many countries could not. We will be prepared for disease X. And we can open to tourist and yet prevent infection. Otherwise it will be forever fighting fire like the dorm case, and widespread in SG. Worse, harming our own people.",2020-09-10,78
4,"Im not sure if MOH is aware, but on ground observations showed that these workers arent following preventive measures in the public space. E.g not wearing masks properly, large gathering e.t.c. Perhaps they were not well informed, or they just couldnt care.",2020-09-09,45
5,It is more important FW observe a safe distancing. and sharing of food and eating utensils ,2020-09-09,16
6,"It is really so sad😔 that new re-infection again, I don't know when it will end😭.what the main root cause here?  try to find out  solved the problem🙏🙏",2020-09-09,27
7,"After so many months, Spore is only now taking steps?",2020-09-10,10
8,🤣🤣🤣after letting in so many useless CECA to stretch our medical personal...now dan request fm india to have covid test ar...india will not do it la...they do not have the capacity to do it and they do not care...bloody useless...puiiiii,2020-09-10,45
9,"CLEARED, must go dictionary check meaning of the word 🤣🤣🤣",2020-09-09,9
10,Kindly pay attention to the imported cases as well...we are at risk...without knowing whether these group conform the the stay-at-home stipulation.,2020-09-09,22
11,"I want to say with sad bcause so many people have they are clear to covid-19 but last 5 month over ready man can not go shop, working ,visite other place .they miss there likely food can not also buy.how many days run this way?so many man face more few days mantality probem.I do not know MOM what want?but day by day spacily worker so manu problem face 😭😭😭😭😭😭😭😭",2020-09-09,69
12,So migrant worker can go anyplace now bye bus and mrt rught,2020-09-10,12
13,Really sad. Be brave lads.,2020-09-09,5
14,The mom has failed big tine! Congratulations Jo teo,2020-09-10,9
15,"Everyday in my work place, I had to remind Indian migrant workers to put on their mask. Is these don't care attitude contributing to these spread?",2020-09-09,25
16,Me every day 3 corona eat verry tasty,2020-09-09,7
17,Hello MOH. I want to cancel my work permit and want to go back my country. But my company still not helping me. They told me to call my embassy and settle me myself. What should I do now? It's my Family problem.,2020-09-10,42
18,"We know very well MOH and MOM do what ever for us, it's really good for us, but please MOM and MOH try to understand about our sichuation, we came here for work and earning money, if we can't earn money then my family can live, we don't have money then our family will die 😭, we know you all give us very good place and food, give give Star hotels room, but sir we want to live together with our family, So please 🙏 before give us qurentain ensure our salary, if no have salary we may be no die but our family will die and our family don't have we no point to live sir,🙏🙏🙏. If I say anything wrong please forgive me 🙏 🙏🙏.",2020-09-09,119
19,Do not complaint always dormitory workers never follow safe distance Our Singaporean also never follow  safe distance .!,2020-09-10,17
20,"Now the virus is nothing.Now Nobody will worry about the virus , people want to work and earn money for there family . Now people if affect the virus also nothing, all body now adjustable the virus and recovering  and not get major problem...if 1 person felling sick...so full dormitory give home quarantine. before also anytime people can sick,or body pain etc.I don't know why.... what ever before doing MOH it's good for all  but now MOH doing the think it's much crazy. Everybody felling good but also give quarantine.... make the life hell. All stay together home but whoever before going hotel only this people every time take SWB test if dormitory 1 person problem so lasted swb test people again going hotel... it's just crazy...",2020-09-09,122
21,Many netizens had asked Govt to produce negative test results before flying into SG. Those seating in high office ignored these suggestion. Many countries such as Malaysia are smarter I guessed. They start long ago. Bty why still allowed Indian travellers from India when Wuhan travellers were prevented after China cases rises. SG never learn.,2020-09-10,55
22,"I don't understand. Why India getting more cases reported everyday and still the country is open to Indian travellers. How to prevent if they are allowed home stay in SG? Where they throw their used items? Into rubbish chute. Cleaners may be infected unknowly and bring home the virus. Service people like aircon, plumber, electrician etc.. might also go into their houses unknowingly. How will these people know. Will there be a notice somewhere or a site to check on those under quarantined?",2020-09-10,82
23,"Thank you MOH for sharing more info on your plans. This helps to calm we people heart. It helps our mind to understand how the govt is preparing to tackle the situation than just being faced with silent end. Thank you, SG stand united with you. Let's pray n hope the dark period is gonna be past soon.",2020-05-12,57
24,"Ensure no 2nd wave, please. Please deep disinfect all public transports such as buses and trains after each long trip. We cannot afford to have potential clusters forming in public transports, especially they are enclosed air-conditioned environments. MOH and LTA, please read this. Thank you.",2020-05-12,43
25,"Pls don’t rush. We have already come so far, so much sacrifices and self restraint.. pls do it a step at a time.. look at what is happening to Germany and S Korea when they start easing the lockdown.. pls observe and learn from around the world and not to just look inwardly and be pressured unnecessarily. Thank you.",2020-05-12,60
26,"Dear Ministry of Health We understand and respect the frontline workers,having to test all FW is no easy task. We may not be expert in medical or infectious disease,we only want to seek clarification. We have a dormitory room(2 Tampines) of 12 FW staying in same bunk. Last week,MOH bring only 3 FW for test and same 3 FW are sent back to same bunk whereby 9 other FW ( not tested,but isolated for 6 weeks without symptoms) Will it be better to separate “tested” and “untest” What happen if one of 3 tested,is Postive? Whole bunk of 12,  QO another 14 days?  Thanks",2020-05-13,100
27,"Thank you. But please do not rush to ease the measures. We need to ensure it""s all clear. A week or two delay may be better if the numbers are still fluctuating. Shoudn't we hit 0 community cases before easing more measures?",2020-05-13,41
28,I stay home to support your move .. let you all focus on the planned action and carry out as planed . Of course there could always be exceptions.. ,2020-05-12,27
29,"When thecircuit breaker      reopened in the construction industries  Foreign labour workers  appointed a safety officers experience in both safety works cum medical performance in checked the workers healths being and take down reports if the migraint is unwell and have sick symptons. However if certified unwell should have a separate dorm to accommodate and refer to a doctor for medical checkup. Dorm stay at home do not visiting crowded gathering and outdoor activities. Drinking alcohol is their favourite bewerage. Working wise have a distancing of 1 metre with a mask , no chatting at work , as sliva droplets might flow the air woth close contact to.each others.Hygiene in wash hand after works for meals and check temperature at all time. This might keep the sick c-v 19 at bay.🤧🤮🥵",2020-05-13,123
30,For Keeping Singapore Safe and winning the battle situation is really awesome when compared to other US and European nations   Kudos SG,2020-05-12,22
31,Will not be normal my dear Must wear masks n social distancing  Schools choice not open too soon too Must be vigilant to prevent 2nd wave🙏,2020-05-13,25
32,MOH must remember to thank the people for making this happen.  This is what country leaders do when they flatten the curve and break the chain of transmission.,2020-05-12,28
33,"@Ministry of Health Pls reconsider and do a proper risk assessment of schools reopening next mth, along with childcares and studentcare centres.  Some of these centres have limited space and it maybe close to impossible to impose safe distancing in classrooms n common areas.   Pls extend the hbl scheme if necessary by 2 wks to a month",2020-05-12,55
34,The nightmare starts again. The second wave of COVID-19 virus is coming: https://www.todayonline.com/world/wuhan-test-entire-population-after-new-virus-cluster-state-media?fbclid=IwAR287sIhcvMG3uUQ6Pn8HKi576m3pI3GXJDMJgbQ-iy2kHDk7qq_GNZNGQs,2020-05-13,12
35,"May as well do for all, why limit to only foreign workers in dorms? ",2020-05-13,14
36,"MOH, MOE & MINISTER LAWRENCE WONG: Every day high # of infected in d dorms reported. Very very depressing🙁 Understand  is a mammoth task but if CB is to end 1June, when is dorms testing expected completion n segregation of non-infected to a safe place😷? to ensure no 2nd wave infection after 1/6 - 19 more days to go. Most locals commute on a crowded train to work. Is there going to b social distancing n more trains running?  It takes only 1 infected in d trn to b the SPREADER🤮 STAY @HOME👍",2020-05-13,83
37,Just send back all workers back . And all entry new workers are to do the tests ...,2020-05-12,16
38,Those FW outside Dorm do not need to test? Just one FW spread to them again then 2nd wave come. What is the preventive action and control plan?,2020-05-13,27
39,Number of reported infection among FW is a function of how many FW MOH actually tested daily. It is not that MOH is controlling Covid 19...it is controlling the number of infected cases based on tests conducted. Key question is how many more cases when MOH conducts a full tests on all the 300K FW and when to report the final results? MOH needs to follow Taiwan and SKorea to complete the full testings asap. Please stop putting up a show of control and be transparent when can MOH conduct full tests on all FWs to determine how big a boo-boo they have done.,2020-05-12,102
40,Happy international nurses day to all healthcare workers ! 🌻😊😊 thank you for all the hardwork,2020-05-12,14
41,"If gonna extend another month, the Government of Singapore please understand the pain and misery of those who have endure the past 2 months of CB. I Strongly Suggest if Singapore want to extend another month please make it for ALL, except foods and medical only.",2020-05-12,45
42,"Food vouchers should be given to the foreign workers for them to buy food at the dormitory canteen. They should not be allowed to cook. Because its oily, messy n unhygienic. All dormitory should indicate NO COOKING ALLOWED or Cooking Prohibited. The food discount voucher should either be v Borne by the employer or government. Unhygienic problem solved",2020-05-12,58
43,"Don't kid the war against this virus is far from over!  We are praying for divine intervention to assist not by you strength, mind or gift of the gab!",2020-05-12,28
44,"What is ‘stabilised’? Meaning confirmed cases are increasing at the same rate daily? Perhaps infection cases will only stop when every of the300,000 FW is infected.",2020-05-13,26
45,It's showing a very good sign.  Thank you Task Force!,2020-05-12,9
