thread,datetime,thread_url,post_id,post_timestamp,post_text
TraceTogether Bluetooth issues?,06-02-2021 10:50 PM,https://forums.hardwarezone.com.sg/iphone-chat-room-240/tracetogether-bluetooth-issues-6426119.html,131323347,10-12-2020  08:34 PM,"I have been getting a lot of random disconnection between my iPhone and AirPods ever since I started leaving TraceTogether app running in the background One of the reasons is because when my AirPods get disconnected, and I immediately open my settings->Bluetooth, I would see that I have random mobile phones connected to my device via Bluetooth, be it iOS or android phone. Also this problem only occurs when I\x92m in crowded places, like on the train. Does anyone else encounter such issues?"
TraceTogether Bluetooth issues?,06-02-2021 10:50 PM,https://forums.hardwarezone.com.sg/iphone-chat-room-240/tracetogether-bluetooth-issues-6426119.html,131323404,10-12-2020  08:39 PM,Same. My AirPod pro was working fine all along since last year oct. Until lately then randomly disconnect by its self. Maybe new iOS is lousy Or maybe TT sucks
TraceTogether Bluetooth issues?,06-02-2021 10:50 PM,https://forums.hardwarezone.com.sg/iphone-chat-room-240/tracetogether-bluetooth-issues-6426119.html,131324501,10-12-2020  09:51 PM,hmm... just happened to me the last 2-3 days. and i thought my airpods pro was flaky... so it's tracetogether interfering instead
TraceTogether Bluetooth issues?,06-02-2021 10:50 PM,https://forums.hardwarezone.com.sg/iphone-chat-room-240/tracetogether-bluetooth-issues-6426119.html,131324555,10-12-2020  09:55 PM,"rdreamer wrote: hmm... just happened to me the last 2-3 days. and i thought my airpods pro was flaky... so it's tracetogether interfering instead same for my Samsung Note and sony wf-1000xm3, I thought my Sonys were faulty."
TraceTogether Bluetooth issues?,06-02-2021 10:50 PM,https://forums.hardwarezone.com.sg/iphone-chat-room-240/tracetogether-bluetooth-issues-6426119.html,131324866,10-12-2020  10:15 PM,rdreamer wrote: hmm... just happened to me the last 2-3 days. and i thought my airpods pro was flaky... so it's tracetogether interfering instead I\x92m having experiencing this issue too. And sometimes my AirPods Pro just gets dc-ed As usual the TT app notification asking if I\x92ve turned off Bluetooth accidentally All Things \uf8ff HardwareZone Forums app
TraceTogether Bluetooth issues?,06-02-2021 10:50 PM,https://forums.hardwarezone.com.sg/iphone-chat-room-240/tracetogether-bluetooth-issues-6426119.html,131327498,11-12-2020  05:24 AM,So it\x92s TT APP faulty
TraceTogether Bluetooth issues?,06-02-2021 10:50 PM,https://forums.hardwarezone.com.sg/iphone-chat-room-240/tracetogether-bluetooth-issues-6426119.html,131327921,11-12-2020  07:35 AM,Use the token instead?
TraceTogether Bluetooth issues?,06-02-2021 10:50 PM,https://forums.hardwarezone.com.sg/iphone-chat-room-240/tracetogether-bluetooth-issues-6426119.html,131328085,11-12-2020  08:01 AM,The TT app has for the longest time been reminding me to turn on Bluetooth even though its on \U0001f644 Reinstall didn\x92t help. But touchwood so far my airpod pro not affected.
TraceTogether Bluetooth issues?,06-02-2021 10:50 PM,https://forums.hardwarezone.com.sg/iphone-chat-room-240/tracetogether-bluetooth-issues-6426119.html,131328094,11-12-2020  08:02 AM,Darkshadows wrote: Use the token instead? Not available at my CC plus some stupid shops don\x92t even have scanner for Nric/token & insist u show them your safeentry screen on phone.
TraceTogether Bluetooth issues?,06-02-2021 10:50 PM,https://forums.hardwarezone.com.sg/iphone-chat-room-240/tracetogether-bluetooth-issues-6426119.html,131328459,11-12-2020  08:35 AM,TT app is causing my Apple Watch disconnected from my iPhone. I have to restart both devices to establish link again. Notice this happened after I went to super crowded places with 100+ TT devices nearby. Maybe there is a cap on how many bluetooth devices can be connected at one time?
