thread,datetime,thread_url,post_id,post_timestamp,post_text
Taiwan trip corona virus,15-03-2020 11:34 AM,https://forums.hardwarezone.com.sg/taiwan-291/taiwan-trip-corona-virus-6212735.html,125268733,20-02-2020  11:27 AM,"Can use this thread to share any updates from the airline as well as topics related to the above title ... then dont need to open multiple air tickets for sales From Jetstar website: https://www.jetstar.com/sg/en/travel-alerts The Taiwanese government has recently announced it will postpone the Taiwan school summer holiday period by two weeks due to the 2019-nCoV. The holiday period will now commence on 15 July 2020 and end on 13 Sept 2020.  Any customer who had previously booked a Jetstar flight (before 4 February) for travel between 28 June \x96 15 July 2020 (inclusive), to or from Taipei, who now wish to change their travel plans may contact us via our Live Chat for the following options: A full refund in the form of a voucher Change your date of travel with a waived change fee (fare difference will apply) for flights departing between 15 July and 13 September 2020 The Taiwanese government is also advising citizens of Taiwan not to visit any countries with a warning level of \x91orange\x92, \x91red\x92, \x91alert\x92 or \x91warning.\x92 Customers departing Taipei between 23 January and 31 March and travelling to these countries, which includes Singapore, who now wish to change their travel plans may contact us via our Live Chat for the following options: A full refund in the form of a voucher Change your date of travel with a waived change fee (fare difference will apply) for flights departing before 31 August  2020"
Taiwan trip corona virus,15-03-2020 11:34 AM,https://forums.hardwarezone.com.sg/taiwan-291/taiwan-trip-corona-virus-6212735.html,125391260,27-02-2020  12:22 AM,"From Jetstar travel advisory: Last Updated: 25/02/2020 08:47 AM For Travel to/ from Taiwan (Updated on 20 February 2020) \xb7        The Taiwanese government is also advising citizens of Taiwan not to visit any countries with a warning level of \x91orange\x92, \x91red\x92, \x91alert\x92 or \x91warning.\x92 Customers departing Taipei between 31 January and 31 March and travelling to these countries, which includes Singapore, who now wish to change their travel plans may contact us via our Live Chat for the following options: A full refund in the form of a voucher to the value of their un-flown booking Change your date of travel with a waived change fee (fare difference will apply) for flights departing before 31 August  2020"
Taiwan trip corona virus,15-03-2020 11:34 AM,https://forums.hardwarezone.com.sg/taiwan-291/taiwan-trip-corona-virus-6212735.html,125396704,27-02-2020  11:36 AM,have spoken to js live chat cso . the refund in the form of voucher is only valid for Taiwan citizens.
Taiwan trip corona virus,15-03-2020 11:34 AM,https://forums.hardwarezone.com.sg/taiwan-291/taiwan-trip-corona-virus-6212735.html,125398213,27-02-2020  12:52 PM,"Also spoke to the CSO, only applies to Taiwan Passport holders, doesn\x92t apply to non-Taiwanese. dede1217 wrote: have spoken to js live chat cso . the refund in the form of voucher is only valid for Taiwan citizens."
Taiwan trip corona virus,15-03-2020 11:34 AM,https://forums.hardwarezone.com.sg/taiwan-291/taiwan-trip-corona-virus-6212735.html,125398351,27-02-2020  01:00 PM,"PunggolLRT wrote: Also spoke to the CSO, only applies to Taiwan Passport holders, doesn\u2019t apply to non-Taiwanese. the other option would be to do change the flight. change fees is $60 per person per sector price difference applies For example, my Tpe to Sin is $20+ (booked during their 0 fare two way exclude tax promo) Date change is $60 one way + $58.77 (price diff in Jul) => $118.77 Might be worth for this case, because added 40kg and emergency seats."
Taiwan trip corona virus,15-03-2020 11:34 AM,https://forums.hardwarezone.com.sg/taiwan-291/taiwan-trip-corona-virus-6212735.html,125438516,29-02-2020  05:52 PM,"The government's Central Epidemic Command Centre said a cleaner and three nurses were the four staff who had been infected at the hospital, which was treating another coronavirus case. Taiwan reported a five-person jump in new cases of the coronavirus on Saturday (Feb 29), including four people who had contact with another infected patient in a hospital and one person returning from the Middle East, bringing Taiwan's total to 39. https://www.straitstimes.com/asia/ea...es-total-at-39"
Taiwan trip corona virus,15-03-2020 11:34 AM,https://forums.hardwarezone.com.sg/taiwan-291/taiwan-trip-corona-virus-6212735.html,125469904,02-03-2020  02:15 PM,"dede1217 wrote: The government's Central Epidemic Command Centre said a cleaner and three nurses were the four staff who had been infected at the hospital, which was treating another coronavirus case. Taiwan reported a five-person jump in new cases of the coronavirus on Saturday (Feb 29), including four people who had contact with another infected patient in a hospital and one person returning from the Middle East, bringing Taiwan's total to 39. https://www.straitstimes.com/asia/ea...es-total-at-39 Is this updated? Thank you for the note bro!"
Taiwan trip corona virus,15-03-2020 11:34 AM,https://forums.hardwarezone.com.sg/taiwan-291/taiwan-trip-corona-virus-6212735.html,125471068,02-03-2020  03:22 PM,"dede1217 wrote: The government's Central Epidemic Command Centre said a cleaner and three nurses were the four staff who had been infected at the hospital, which was treating another coronavirus case. Taiwan reported a five-person jump in new cases of the coronavirus on Saturday (Feb 29), including four people who had contact with another infected patient in a hospital and one person returning from the Middle East, bringing Taiwan's total to 39. https://www.straitstimes.com/asia/ea...es-total-at-39 now taiwan has 40 cases already ..."
Taiwan trip corona virus,15-03-2020 11:34 AM,https://forums.hardwarezone.com.sg/taiwan-291/taiwan-trip-corona-virus-6212735.html,125687039,14-03-2020  01:36 PM,"Check out this site for Taiwan-related news. 50th case just confirmed. https://focustaiwan.tw/society/202003130013 I was there earlier this week,and didn't feel much less safer than i was back in Singapore."
Taiwan trip corona virus,15-03-2020 11:34 AM,https://forums.hardwarezone.com.sg/taiwan-291/taiwan-trip-corona-virus-6212735.html,125688897,14-03-2020  03:45 PM,"Ryuichi wrote: Check out this site for Taiwan-related news. 50th case just confirmed. https://focustaiwan.tw/society/202003130013 I was there earlier this week,and didn't feel much less safer than i was back in Singapore. Their precaution measures not as good as Singapore ?"
Taiwan trip corona virus,15-03-2020 11:34 AM,https://forums.hardwarezone.com.sg/taiwan-291/taiwan-trip-corona-virus-6212735.html,125690325,14-03-2020  05:22 PM,dede1217 wrote: Their precaution measures not as good as Singapore ? I believed he meant that he feels as safe as SG. Their safety for this virus is now well know around the globe even BBC news interviewed them and ask for advise from TW.
Taiwan trip corona virus,15-03-2020 11:34 AM,https://forums.hardwarezone.com.sg/taiwan-291/taiwan-trip-corona-virus-6212735.html,125690534,14-03-2020  05:34 PM,"the issue with taiwan is everyone is wearing masks, whereas in singapore, 1 out of 20 wear masks. also, they are unfriend with china, so immediate ban china from entering taiwan when the virus escalated. singapore friendly with china, cannot immediate ban all chinese visitors."
Taiwan trip corona virus,15-03-2020 11:34 AM,https://forums.hardwarezone.com.sg/taiwan-291/taiwan-trip-corona-virus-6212735.html,125693321,14-03-2020  08:29 PM,"twosix wrote: the issue with taiwan is everyone is wearing masks, whereas in singapore, 1 out of 20 wear masks. also, they are unfriend with china, so immediate ban china from entering taiwan when the virus escalated. singapore friendly with china, cannot immediate ban all chinese visitors. haha ya lor ... china big country, cant afford to offend them ..."
Taiwan trip corona virus,15-03-2020 11:34 AM,https://forums.hardwarezone.com.sg/taiwan-291/taiwan-trip-corona-virus-6212735.html,125701349,15-03-2020  11:34 AM,"dede1217 wrote: Their precaution measures not as good as Singapore ? Think i articulated wrongly, i felt real safe right there. Most of the malls or sights do required temperate check and having our hands sanitized.  Typically in crowded area like train station, you can spotted 90% of the people wearing masks. Somehow, i felt Taipei is a lot more cleaner than i was there 6-7 years back twosix wrote: the issue with taiwan is everyone is wearing masks, whereas in singapore, 1 out of 20 wear masks. also, they are unfriend with china, so immediate ban china from entering taiwan when the virus escalated. singapore friendly with china, cannot immediate ban all chinese visitors. Yeah, unfortunately their retail and tourism sector are taking a beating when they curb the number of chinese tourists. I was in Yilan and i can see a lot of Taxi line-up waiting for customers. My Airbnb accommodation are also facing empty rooms for this and next coming month."
About Novel Coronavirus in Taiwan,03-02-2020 06:57 PM,https://forums.hardwarezone.com.sg/taiwan-291/about-novel-coronavirus-taiwan-6198166.html,124936638,03-02-2020  06:57 PM,About Novel Coronavirus in Taiwan The current outbreak of novel coronavirus (2019-nCoV) has nothing to do with Taiwan. Confirmed 10 patients have been hospitalized by Taiwan Centers for Disease Control (CDC). Masks are advised but not required in daily life. Just planning your Taiwan vacation as usual. For updated information: https://www.cdc.gov.tw/En
