,Post Description,Post Datetime,Comments,Comment Datetime,num_words
0,"your covid-19 questions answered:
 
does vaccination prevent me from being a covid-19 virus carrier?
 
#vaccineqnsanswered #vaccinationsg",2021-02-22 09:30:53+00:00,"When I went on the appointed date and time to Bishan CC, I was not vaccinated as my medical record shows that I am allergic to the antibiotic tetracycline.The centre says it will contact me in future. Does it mean that I will not be able to travel when all restrictions are lifted as I will not have the vaccination certificate? What to do?",2021-02-22 11:15:16+00:00,63
1,"your covid-19 questions answered:
 
does vaccination prevent me from being a covid-19 virus carrier?
 
#vaccineqnsanswered #vaccinationsg",2021-02-22 09:30:53+00:00,"Vax does not prevent you from being a carrier but since it prevents you from getting really sick from it, you will have less symptoms probably even if you do catch it. Less symptoms means less chance of spreading it to others eg. Less mucus discharge etc.",2021-02-22 15:51:03+00:00,47
5,"your covid-19 questions answered:
 
will i get an allergic reaction from the use of vaccines?
 
#vaccineqnsanswered #vaccinationsg",2021-02-18 09:30:53+00:00,"I m SG citizen, when will I get my vaccine?",2021-02-18 13:55:23+00:00,10
6,"your covid-19 questions answered:
 
will i get an allergic reaction from the use of vaccines?
 
#vaccineqnsanswered #vaccinationsg",2021-02-18 09:30:53+00:00,how about the 72 year old who got heart attack within 12 hours of the vaccine jab??? pls update,2021-02-19 05:49:15+00:00,17
16,"wondering what it's like to take your covid-19 vaccine? watch nursing student gerlin take her first dose at bukit batok polyclinic! for more info visit: vaccine.gov.sg 

song credit:
vt.tiktok.com/zsevvjmd/

#vaccinationsg",2021-02-15 12:24:20+00:00,wow this is so cool and inspiring for the growing teenagers !,2021-02-16 05:50:58+00:00,11
17,"wondering what it's like to take your covid-19 vaccine? watch nursing student gerlin take her first dose at bukit batok polyclinic! for more info visit: vaccine.gov.sg 

song credit:
vt.tiktok.com/zsevvjmd/

#vaccinationsg",2021-02-15 12:24:20+00:00,From Bukit Batok too. Waiting for the vaccine turn 😍. Kudos to the team 👏👏👏,2021-02-15 13:38:21+00:00,13
19,"wondering what it's like to take your covid-19 vaccine? watch nursing student gerlin take her first dose at bukit batok polyclinic! for more info visit: vaccine.gov.sg 

song credit:
vt.tiktok.com/zsevvjmd/

#vaccinationsg",2021-02-15 12:24:20+00:00,Is the jab painful and caused swelling?,2021-02-17 03:29:18+00:00,7
21,"wondering what it's like to take your covid-19 vaccine? watch nursing student gerlin take her first dose at bukit batok polyclinic! for more info visit: vaccine.gov.sg 

song credit:
vt.tiktok.com/zsevvjmd/

#vaccinationsg",2021-02-15 12:24:20+00:00,Johnson & Johnson single dose vaccine is better without any known allergy,2021-02-16 14:54:28+00:00,11
26,"your covid-19 questions answered:
 
why is vaccination not compulsory? 
 
#vaccineqnsanswered #vaccinationsg",2021-02-15 09:30:44+00:00,Only negative thinking won't take it,2021-02-15 10:15:10+00:00,5
27,"your covid-19 questions answered:
 
why is vaccination not compulsory? 
 
#vaccineqnsanswered #vaccinationsg",2021-02-15 09:30:44+00:00,Very well said. Waiting to get vaccinated for a safe need and cause 😍,2021-02-15 10:25:41+00:00,13
28,"your covid-19 questions answered:
 
why is vaccination not compulsory? 
 
#vaccineqnsanswered #vaccinationsg",2021-02-15 09:30:44+00:00,Because of common sense. The result of the vaccines is not convince enough. Waiting for the person that created the virus for the cure (antidote).,2021-02-15 10:19:44+00:00,25
29,"your covid-19 questions answered:
 
why is vaccination not compulsory? 
 
#vaccineqnsanswered #vaccinationsg",2021-02-15 09:30:44+00:00,"sorry, u can say watever but ill never take the vaccine.",2021-02-15 11:16:10+00:00,11
32,"your covid-19 questions answered:
 
why is vaccination not compulsory? 
 
#vaccineqnsanswered #vaccinationsg",2021-02-15 09:30:44+00:00,My shoulder is ready. I'd even be willing to fork cold dollars to get the shot.,2021-02-15 10:57:35+00:00,15
33,"your covid-19 questions answered:
 
why is vaccination not compulsory? 
 
#vaccineqnsanswered #vaccinationsg",2021-02-15 09:30:44+00:00,Because it have direct effect on your body that why not compulsory. It's respect human right. Why you scare virus but you don't dare to take vaccine. Please put your stand on people who work on front-line to save our community. With all of my grateful.❤️,2021-02-15 15:18:39+00:00,43
34,"your covid-19 questions answered:
 
why is vaccination not compulsory? 
 
#vaccineqnsanswered #vaccinationsg",2021-02-15 09:30:44+00:00,"This is a terrible message. I can think of so many things that Singaporeans don’t like to do, but are forced to, for our own good.  Not to say measles and diphtheria  vaccinations are compulsory. This is therefore a nonsensical reason. No government is making it compulsory because the vaccine is still new, even if it’s proven to be safe and effective in the short term. And because no government is making it compulsory, the Singapore government will not be brave enough to be the only one to do so. If you can’t be straightforward, don’t make up nonsensical reasons. - CC",2021-02-16 05:26:24+00:00,105
35,"your covid-19 questions answered:
 
why is vaccination not compulsory? 
 
#vaccineqnsanswered #vaccinationsg",2021-02-15 09:30:44+00:00,Over here in Singapore is compulsory but what about in the state or others countries whereby too many people within countries might not be able have enough vaccines  for every body.,2021-02-15 18:14:07+00:00,31
36,"your covid-19 questions answered:
 
why is vaccination not compulsory? 
 
#vaccineqnsanswered #vaccinationsg",2021-02-15 09:30:44+00:00,If it is compulsory nobody want to came and take the vaccine so at the end the vaccine get wasted thrown away .so the only way to get the people to take the vaccine is to give it out for free that people are willing to take the vaccine cause they don't have to pay for the vaccine,2021-02-15 09:48:33+00:00,57
37,"your covid-19 questions answered:
 
do we still need to practise safe management measures after getting vaccinated?
 
#vaccineqnsanswered #vaccinationsg",2021-02-10 09:30:47+00:00,Then when can take out mask ah…,2021-02-10 09:32:11+00:00,7
38,"your covid-19 questions answered:
 
do we still need to practise safe management measures after getting vaccinated?
 
#vaccineqnsanswered #vaccinationsg",2021-02-10 09:30:47+00:00,"Some say that this social distancing never end, it's so called new normal",2021-02-10 16:17:45+00:00,12
39,"your covid-19 questions answered:
 
do we still need to practise safe management measures after getting vaccinated?
 
#vaccineqnsanswered #vaccinationsg",2021-02-10 09:30:47+00:00,So take vaccine for what?,2021-03-10 19:15:26+00:00,5
40,"your covid-19 questions answered:
 
do we still need to practise safe management measures after getting vaccinated?
 
#vaccineqnsanswered #vaccinationsg",2021-02-10 09:30:47+00:00,So take vaccine for what?,2021-03-10 23:28:54+00:00,5
41,"your covid-19 questions answered:
 
do we still need to practise safe management measures after getting vaccinated?
 
#vaccineqnsanswered #vaccinationsg",2021-02-10 09:30:47+00:00,Till we reach herd immunity I reckon,2021-02-10 10:03:20+00:00,7
42,"your covid-19 questions answered:
 
do we still need to practise safe management measures after getting vaccinated?
 
#vaccineqnsanswered #vaccinationsg",2021-02-10 09:30:47+00:00,If the more infectious variant goes into community it will spread like wildfire 🔥🔥 🔥protect the borders and happy lunar new year 🧧,2021-02-11 09:03:54+00:00,21
43,"your covid-19 questions answered:
 
do we still need to practise safe management measures after getting vaccinated?
 
#vaccineqnsanswered #vaccinationsg",2021-02-10 09:30:47+00:00,We’re trapped and 🇮🇳 India short term visit in and out to visit relatives that are not even citizens.... big time 🃏 🤡,2021-02-14 16:44:20+00:00,21
44,"your covid-19 questions answered:
 
do we still need to practise safe management measures after getting vaccinated?
 
#vaccineqnsanswered #vaccinationsg",2021-02-10 09:30:47+00:00,"Lol I cant take the vaccine, im still a kid",2021-02-12 03:53:15+00:00,10
45,"your covid-19 questions answered:
 
do we still need to practise safe management measures after getting vaccinated?
 
#vaccineqnsanswered #vaccinationsg",2021-02-10 09:30:47+00:00,"There are also risks to vaccination, if still need to social distance then take vaccine for?",2021-03-11 02:54:56+00:00,16
48,"huat better way to have a safe and ox-picious lunar ‘niu' year? 🍊

✅ max 8 unique visitors per household per day
✅ visit a max of 2 other households a day and keep it to family
✅ keep your mask on when visiting
✅ when dining out, max 8 per table, no singing/raising voices
✅ during lohei, keep your mask on and don’t shout auspicious phrases

for more: go.gov.sg/safefamily-ig (link in bio)",2021-02-10 03:22:18+00:00,When will be Singapore open for Tourists ??,2021-02-10 03:25:04+00:00,7
49,"huat better way to have a safe and ox-picious lunar ‘niu' year? 🍊

✅ max 8 unique visitors per household per day
✅ visit a max of 2 other households a day and keep it to family
✅ keep your mask on when visiting
✅ when dining out, max 8 per table, no singing/raising voices
✅ during lohei, keep your mask on and don’t shout auspicious phrases

for more: go.gov.sg/safefamily-ig (link in bio)",2021-02-10 03:22:18+00:00,Time Line For Opening SG Is SET By COVID & Not any Gov..,2021-02-10 05:15:08+00:00,12
