,Comments,Datetime,num_words
0,"Opposition partys is harder to enter in de coming election. Presently is ok for an ang pow. $600. Nice. No complaint. 1day $20. No in China, Thailand, other n so forward. So far no complaint.",2020-04-17,32
1,Thank you so much Sir,2020-02-03,5
2,"SG government had done a good job for us thank you....  But do alert all the food centre owner's in SG their staff/ workers must wearing mask in operations food all the time and rest if they unwell, recently shaw some food worker still coughing without mask in operations food once remind him seems he unhappy and continues work without mask..... So dangerous and unhygienic for us can say 3 meal eat outside person daily busy schedule lifestyle in SG",2020-02-03,78
3,"boss sham, dun read too much into it as sg citizens r all kiasu n kiasi",2020-02-03,16
4,and also going  together to kick  u out,2020-02-03,8
5,Please send some masks to China.,2020-02-03,6
6,God bless you guys most of you guys are doing great keep it up,2020-02-03,14
7,Proud to be Singaporean and do my part and contribute to my community. 👍🏻,2020-02-03,13
8,"They should stop the 30,000 work permit holders from coming in or send them to quarantine that is strictly control and not let them conduct themselves in LOA. To risky to let them do it at home.",2020-02-10,36
11,This bad action.others also need masks for children to go school safely,2020-02-03,11
13,There is nothing  is safe when you are in public  area only in clean room environment  yes,2020-02-03,17
16,"A piece of good news today is we have no new infected cases and the figure remains at 18. Hope they have a speedy recovery.   However, what I noticed today is pretty worrying, saw 2 used masks disposed on walkways and 1 was left on a coffeeshop table. Wonder how to educate these irresponsible people in disposing the used masks.",2020-02-04,57
18,No doubt government has done a very good job to prevention of Coronavirus  Two thumbs up!,2020-02-03,16
21,"When you see some people in another country Q overnite to buy face mask n here we are given 4 for free with just a stroll down the road, what can we say? ""surely the government is fantastic..""",2020-02-04,37
23,"Thank you all the Public Officers & all Singaporeans & our Government for the resilence & unity shown during these trying times. Covid-19 has brought us closer together. Together, we will get thru' & build a better tomorrow under your Abled Leadership, PM Lee. We appreciate u. 🙏😁🇸🇬",2020-10-17,43
24,"My beloved once I found out something  really 100%legit I just got my withdraw sir Dan Arnold Louis online trading platform platform after  48hours of trade,best trading platform make sure invest and earn exclusive profits .. Click on the via link to contact him for more details and start earning like others..  👇👇👇 Dan Arnold Louis",2020-10-16,54
25,"I have subscribed it for my dad yesterday but till now he still have not receive the updates, what should we do the next ? ",2020-03-19,24
29,how do i unsubscribe from the Whatsapp group?,2020-03-04,8
33,how to add what's up group???,2020-03-03,5
35,Please share on how do I unsubscribe?,2020-03-04,7
36,I have subscribed twice but never received any updates,2020-03-07,9
37,Good job. Only 1 community case.,2020-08-01,5
38,Again n again ..more IMPORTED virus to put us at risk !😡😡😡 Stop importing these INFECTED foreigners!😡😡😡,2020-09-02,16
39,"To all infected patients, trust the medical teams and stay positive. May God bless and heal all. May God bless all the medical teams with good health, God be with you!",2020-04-11,31
40,"SG UNITED! Please stay home, stay safe, save life, save ourselves. Let do it together, 🙏break the circuit! Wear mask if you need to go out. keep safety distance. Do not linger around.🙏",2020-04-10,33
41,The numbers are too high for a small nation like Singapore. It is really ok to stay at home and let the kids play indoor. It is a matter of life and death. There are people who still don't seem to get it.,2020-04-10,42
42,"Pls enforce the wearing of mask now!!! Although most are wearing but there are still people who are not wearing, with the government already distributed the masks, there should be no reason for people not to wear mask in public space! And there should  not be people who fall victim to covid due to ppl who are not cooperative!",2020-04-11,59
43,The Government must pass a new law of compulsory mask wearing in public areas to curb further spread. It may appear to be a u-turn of the earlier stance. But it is crucial to stop further spread. The relatively lower number of confirmed cases in Hong Kong and Taiwan is likely a result of people there are very used to wearing masks. Unfortunately a lot of Singaporeans still go out without wearing masks at this very moment.,2020-04-10,76
44,"To all the frontliner be safe,stay healty and take good care,and wee will do are part to stay at home,.to all the patients pray and keep strong that all of you will be heald,.God blees us all.🙏🙏😇",2020-04-11,41
45,"Please stop out doors exercises , please take the law seriously . It’s a matter of life and death ",2020-04-10,18
46,"STAY AT HOME, please!  I’m in my 70s and I’ve been staying at home for 23 days minus 3 days to get necessities!  I occupy myself by clearing or re-arranging my cupboards in the kitchen n rooms. I read, I play puzzle games online. The list goes on!  Let’s do this! Save ourselves, our families, friends and our country!",2020-04-10,58
47,we are already pass the  2000 Mark if we want to break the circuit everyone needs to do their part & STAY HOME please！ 🙏,2020-04-10,22
48,"Dear Government, can you enforce supermarket such as NTUC, Giant, Prime, Cold Storage, to have staff at the entrance, to make sure shoppers must wear mask, and take their temperature before they enter the store? I noticed still there are many people not wearing mask, hanging around inside the store.",2020-04-11,50
50,The way the breakdown shown and explained is clear and simple.,2020-04-10,11
51,Keep calm and let us do our part. It will soon be over... 🙏,2020-04-10,13
52,Today I can see a lot of people till not wear face mask.,2020-04-10,13
54,Play play lockdown every body enjoy outside,2020-04-10,7
55,Stay At Home  Tinggal di rumah  வீட்டிலேயே இரு  呆在家里,2020-04-10,6
56,Lord have mercy on us,2020-04-11,5
63,Stay home be safe. Prevent community spread,2020-04-10,7
67,"Are foreign workers in dorms with COVID cases but not declared as isolation area allowed to continue to go to work? If so, will there be any risk of further transmission in those workplaces?",2020-04-13,34
68,"Good to see a slight decrease in community spread. However, there are still more than 600 unlinked cases, at least 45% in the community.  Hopefully, we'll see significant reduction in number of new cases in 5-9 days time! NZ has seen good results after 11 days of lockdown.  HK has seen its new cases dropped to 4 after 2 weeks of stricter social distancing. We can do it too!  Everyone please continue to stay home. For those who really need to go out, please wear masks!  #SGUnited #StayHomeforSG #WearMaskforSG",2020-04-13,79
69,How come after a week of CB the numbers are even higher ? Isit most coming from dorms or locals ? Most of the daily updates are not follow up the next day. The daily data are too vague to analyse..,2020-04-13,39
70,"High time to relook at what are essential and non-essential. Mr Lawrence Sir is so generous..... anything goes, even Bubble Tea, Starbucks etc. Essential??",2020-04-13,23
71,"Our people still not scare they will kana, I admire them leh, I want to clap for them liao.",2020-04-13,19
72,"Mcdonald, ntuc n mall should close early like 5 pm shorter work time",2020-04-13,12
73,"Thanks to all frontliner that has been working hard and still work hard due to covid 19. I hope government understand that the longer we drag on, the virus will continue to spread wider. Everyday the number of cases is high and didnt you realized it has been a burden to our frontliner and even the contact tracing is getting harder as too many cases. Its time to lockdown before its really too late, the numbers of cases is too high for small country like us. As long as ppl are still travelling from 1 place to another, there are potential of spreading non-stop. We hope things will get better and to get back to our normal life soonest. Thanks to government for all the efforts on the budget planning, we do not know how long this situation will be, the longer it drags, the more our economy will suffer and the heavier burden on our frontliner. Stay home, stay safe.",2020-04-13,158
74,Compulsory mask wearing must be extended to all venues and not just in markets and public transport and must be kept in place even after CB period. This is key to stop further transmission. Let's help each other to fight COVID-19.,2020-04-13,40
75,Of course!! Good luck to SG! Essential but not daily needs still required staff to go to office to work! Company is not taking it seriously! ,2020-04-13,26
76,Thank you frontline fighters. Let's stay home and keep ourselves off the spread.,2020-04-13,12
77,"I think we just need supermarkets, clinic, Tcm, pharmacies and pet shop during this difficult time.  Restaurants and fast food are not essential. Offices are encourage to work strictly at home or close during this period. This virus will continue spraying to more people and more people if there is no full stop🛑 for people to continue meeting and in close contact with people. Also seems like  distancing and wearing a mask, for some people, are so difficult to understand and to follow...😮",2020-04-13,83
78,I think because the unlinked cases are play-down and so many people think don’t understand how serious is it now. ,2020-04-13,20
79,26 unlinked cases outside of the dormitories and worksites. Thank you for highlighting that! ,2020-04-13,13
80,"We should stop FW from working.. fining dormitory operators do not help! Virus are not active, human n animal are the intermediaries ",2020-04-13,22
