,Comments,Datetime,num_words
0,THANK YOU for all your efforts to protect us. Appreciate very much. Take care n keep safe 🙏🙏🙏,2020-03-18,17
1,Thank you for all the tedious efforts.appreciate your call of duty.Pse take of yourselves too.,2020-03-18,13
2,"Thank you! Appreciate your kindness, sacrifices and hardwork! 💐💐💐",2020-03-18,8
3,"Awesome, appreciate very much and a big THANK YOU for the hard work and effort. Yes, we will overcome this challenge.",2020-03-18,21
4,"Really appreciate it very much, with you & frontliner hard work. God bless you all❣🌹",2020-03-18,14
5,Salute  Salaam Shukran Gratitude THANK YOU is too small for all the tiring work u all are doing. God bless.🙏💐,2020-03-19,20
6,Thank you so much for all your hard work and sacrifices. You are our heroes! ❤️ ❤️,2020-03-18,15
7,Thank you. Appreciate the hard work that your teams  .. MOH and SPF are doing .,2020-03-18,14
8,Thank you very much for sharing this to us.👍 And pls take good care of yourself too😆,2020-03-18,17
9,My idea is to suggest WHO to lockdown the whole world for 2 weeks.,2020-03-19,13
10,May I ask if wedding dinners are still allowed to proceed ? Aren’t we afraid of a repeat of safra Jurong case?,2020-03-18,22
13,This only work if everyone uses handphone and have bluetooth on all the time. ,2020-03-21,14
17,"Please tag ppl under LOA, SHN & QO with color wristband.",2020-03-26,10
18,"This is a question for Prof Vernon Lee. You have a tough time tracing contacts but I saw that KTV now are open masquerading as bistro with girls running around rooms serving customers. Imaging if an outbreak happen in this KTV (say one at Sophia Road, Peace Center or the one at 8 Floor Textile Centre) Can you imaging how hard would it be for a contract tracer to trace the origin. All the guys will be saying they never been there and never seen the girl. All this trace together will come to a naught. Can the relevant authority please do something about this KTV cum Bistro? ",2021-01-24,107
19,"Is there a possibility that diff branding and specification of smartphone devices, are difference in responsiveness and reliability of the Bluetooth capability? If so, wud that compromise the effort of TraceTogether?",2020-12-24,31
20,"Too bad with the integration of SafeEntry into TraceTogether, all that privacy shtick is out the window.",2020-12-23,17
21,"Very well explained, Prof Vernon Lee 💖",2020-12-12,6
22,"Hope that ""girl"" will read this article.. because she was so inconsiderate... while walking towards me n my kid... she knows she going to sneeze... she removed her mask and sneezed..after that action... she wore back her mask..... super inconsiderate person u are....😡😡😡😡",2020-12-19,44
23,"Many people talk in the MRT, loudly too. ",2020-12-12,8
25,Your hair like Chen hao Nam,2020-12-20,6
28,The front page design looks awfully similar to smash bros,2020-12-22,10
29,Abit out of the point but... is it just me or do u all also think the backdrop resembles a funeral? 😅,2020-12-22,21
30,Sir how come you are not wearing a Mask ?,2020-12-22,9
32,Cannot even hear what they talking. That's why they all talk so loudly.,2020-12-20,12
34,So why is there need to limit the number of people in lift spending much less time inside that inside crowded train?,2020-12-21,22
35,Dominic Cheong Hair on point!,2020-12-22,5
37,"MOH said mask not effective earlier on, so now changed?",2020-12-22,10
38,Why people can smoke and walking without a mask?,2020-12-22,9
39,"Still waiting lor 2 weeks before going ""end"" of December 🤔😓😂🥲",2020-12-20,9
40,I went to Wheelock place to collect the queue was all the way around the the building and they said at least one hour waiting time.  Why make people stand in the heat?  Can you please make an option for delivevery I would be happy to pay the fees.  Can  mail coronavirus compensation six hundred dollar checks so please figure out a way to deliver this more efficiently.  This current method is not efficient or convenient. ,2020-10-25,76
41,"Station like Ciyuan CC queue like no tomorrow, and the PA personnel issue out the token is slower than hawker.",2020-10-24,20
42,Why not use postal service? Its a small item.. surely can fit into mailbox 📬..,2020-10-24,14
43,Currently where is the tokens available please advice  Thanks,2020-10-24,9
44,Or interested user can opt to pay postage to have them send to them by postal service. Why make ppl to queue and to observe safety distancing?,2020-10-24,27
45,Why is there high demand ? For sale? I thought is all planned out and allocated accordingly just like the mask distribution,2020-10-24,21
