id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1364702136328593408,1364618979009036297,2021-02-25 06:21:58 +08,2021-02-25,06:21:58,+0800,864063973938741250,kureshii_,JS Ng,,"@AbstractFairy If a group doesn't already know its purpose, or the person gathering the group can't articulate the purpose in 5 min, I'm noping the hell out of there.  We can have a discussion about the best way to phrase the purpose, but I'm not deciding that for them if I'm not the founder!",en,[],[],[],0,0,2,[],[],https://twitter.com/kureshii_/status/1364702136328593408,False,,0,,Singapore,,,,,,"[{'screen_name': 'AbstractFairy', 'name': 'Abstract Fairy', 'id': '1256624514500374530'}]",,,,
1364636862372020224,1364636862372020224,2021-02-25 02:02:36 +08,2021-02-25,02:02:36,+0800,189009748,gatheringbooks,Gathering Books,,5 of 5 stars to The Memory Police by Yōko Ogawa  https://t.co/0IgqStXckF,en,[],['https://goodreads.com/review/show/3847771600'],[],0,0,0,[],[],https://twitter.com/GatheringBooks/status/1364636862372020224,False,,0,,Singapore,,,,,,[],,,,
1364615346565509121,1364615346565509121,2021-02-25 00:37:06 +08,2021-02-25,00:37:06,+0800,231658212,radicpunk,CY Ong,,Now is the time for the climate movement to reconnect! I’m joining the Global #JustRecovery Gathering this April and building the future we deserve. Sign up today  https://t.co/4TuYN11adE  https://t.co/8BcJbikBnR,en,[],"['http://justrecoverygathering.org', 'https://act.350.org/signup/gjrg-public-launch-signup-email?akid=s1902045..eShBI1']",[],0,1,1,['justrecovery'],[],https://twitter.com/radicpunk/status/1364615346565509121,False,,0,,Singapore,,,,,,[],,,,
1364612777009057794,1364612777009057794,2021-02-25 00:26:53 +08,2021-02-25,00:26:53,+0800,1062481228840886272,beaunbaek,kagi,,Like why not saying shit is fake and I'll sue or these few months I've been gathering some receipts or smtg. Then again it's not Japan you don't have to bow to public for cheating,en,[],[],[],0,0,1,[],[],https://twitter.com/beaunbaek/status/1364612777009057794,False,https://twitter.com/beaunbaek/status/1364596322314067968,0,,Singapore,,,,,,[],,,,
1364580811933016069,1364580811933016069,2021-02-24 22:19:52 +08,2021-02-24,22:19:52,+0800,1292206554,sadenwala,shahnawaz adenwala,,HamidMir AsmaShirazi jaise log Social Gathering mei bhi jatay hongay kya Wahan koi unsay Unki harkaton ke baray mei koi Puchta nahi hoga. How they face people.,hi,[],[],[],21,15,123,[],[],https://twitter.com/SAdenwala/status/1364580811933016069,False,,0,,Singapore,,,,,,[],,,,
1364579239614324742,1364579239614324742,2021-02-24 22:13:38 +08,2021-02-24,22:13:38,+0800,892519888857686017,theinwi01816972,Thein Win,,Gathering with Bad guys and ugly guys. Military coup  https://t.co/rTvORFnWz2,en,[],[],['https://pbs.twimg.com/media/Eu_1lLiUcAM4ErW.jpg'],0,0,0,[],[],https://twitter.com/TheinWi01816972/status/1364579239614324742,False,,1,https://pbs.twimg.com/media/Eu_1lLiUcAM4ErW.jpg,Singapore,,,,,,[],,,,
1364579189517508617,1364579189517508617,2021-02-24 22:13:26 +08,2021-02-24,22:13:26,+0800,1194290674763366401,zzrnaxo,𝙰𝚕𝚢𝚜𝚢𝚊 𝚉𝚛𝚒𝚗𝚊 ❥,,theres no need for all this gathering,en,[],[],[],0,0,0,[],[],https://twitter.com/zzrnaxo/status/1364579189517508617,False,,0,,Singapore,,,,,,[],,,,
1364453894592417797,1364453894592417797,2021-02-24 13:55:33 +08,2021-02-24,13:55:33,+0800,1015456945447170048,hiremaidea,hiremaid.com.sg,,"Last 4 members of unlawful 12-person gathering on Lazarus Island fined $3,000 each  https://t.co/jnUute1D1k",en,[],['http://dlvr.it/RtMKG7'],[],0,1,0,[],[],https://twitter.com/HIREMAIDEA/status/1364453894592417797,False,,0,,Singapore,,,,,,[],,,,
1364450749896224770,1364450749896224770,2021-02-24 13:43:03 +08,2021-02-24,13:43:03,+0800,41085467,todayonline,TODAY,,Last 4 people fined over 12-person gathering on Lazarus Island during Phase 2 of Covid-19 outbreak  https://t.co/8Uo3e68FXa  https://t.co/yVdnn3hZOD,en,[],['https://tdy.sg/3qPfCrb'],['https://pbs.twimg.com/media/Eu-AuZfUYAI_ze4.png'],0,6,4,[],[],https://twitter.com/TODAYonline/status/1364450749896224770,False,,1,https://pbs.twimg.com/media/Eu-AuZfUYAI_ze4.png,Singapore,,,,,,[],,,,
1364442505815543812,1364418663730737152,2021-02-24 13:10:18 +08,2021-02-24,13:10:18,+0800,1356208289592311812,protestinggirl,Protesting Patriot,,"@mkvenu1 @_sayema Logistics and strategy may be the impediments to Indian vaccination, but above these two is the Indian public's ignorance about the seriousness of Covid-19  Majority of Indians don't think they need this vaccine  Look at any public gathering picture from India, you will know",en,[],[],[],0,0,3,[],[],https://twitter.com/ProtestingGirl/status/1364442505815543812,False,,0,,Singapore,,,,,,"[{'screen_name': 'mkvenu1', 'name': 'M K Venu', 'id': '524262813'}, {'screen_name': '_sayema', 'name': 'Sayema', 'id': '1136996138'}]",,,,
