username,comments,timestamp,postUrl,pubDate,description
heizenberg_el_chino,👏👏👏👏👏👏,2021-02-20T13:40:32.000Z,https://www.instagram.com/p/CLg9cuRB2Y7/,2021-02-20 13:03:56+00:00,"✈️ 🇸🇬 connect@changi - a quarantine-free ‘bubble’ facility for business travellers to conduct meetings in a safe and contained environment - has been launched at singapore expo, with first guests expected to arrive in march 2021. 

watch our video!
for more info, click on the link in bio @todayonline 

#connectatchangi #singapore #singaporenews @singaporeexpo #singaporediscovers #business #businesstrip #businesstravel #businesstraveller #covid_19 #travelduringcovid #travellingduringcovid #innovation #meetingspace #meetingvenue #meetingplace"
dennisonffaith,"Thank you for being there for me when it was hard. @real_carolin  All I needed at the time was a trader, and you came along and showed me that some trader can be more than family.",2021-02-20T16:45:34.000Z,https://www.instagram.com/p/CLg9cuRB2Y7/,2021-02-20 13:03:56+00:00,"✈️ 🇸🇬 connect@changi - a quarantine-free ‘bubble’ facility for business travellers to conduct meetings in a safe and contained environment - has been launched at singapore expo, with first guests expected to arrive in march 2021. 

watch our video!
for more info, click on the link in bio @todayonline 

#connectatchangi #singapore #singaporenews @singaporeexpo #singaporediscovers #business #businesstrip #businesstravel #businesstraveller #covid_19 #travelduringcovid #travellingduringcovid #innovation #meetingspace #meetingvenue #meetingplace"
desiree_loh,How does this help the hotel MICE ?,2021-02-21T01:34:26.000Z,https://www.instagram.com/p/CLg9cuRB2Y7/,2021-02-20 13:03:56+00:00,"✈️ 🇸🇬 connect@changi - a quarantine-free ‘bubble’ facility for business travellers to conduct meetings in a safe and contained environment - has been launched at singapore expo, with first guests expected to arrive in march 2021. 

watch our video!
for more info, click on the link in bio @todayonline 

#connectatchangi #singapore #singaporenews @singaporeexpo #singaporediscovers #business #businesstrip #businesstravel #businesstraveller #covid_19 #travelduringcovid #travellingduringcovid #innovation #meetingspace #meetingvenue #meetingplace"
rcheanglm64,👍,2021-02-22T04:13:17.000Z,https://www.instagram.com/p/CLg9cuRB2Y7/,2021-02-20 13:03:56+00:00,"✈️ 🇸🇬 connect@changi - a quarantine-free ‘bubble’ facility for business travellers to conduct meetings in a safe and contained environment - has been launched at singapore expo, with first guests expected to arrive in march 2021. 

watch our video!
for more info, click on the link in bio @todayonline 

#connectatchangi #singapore #singaporenews @singaporeexpo #singaporediscovers #business #businesstrip #businesstravel #businesstraveller #covid_19 #travelduringcovid #travellingduringcovid #innovation #meetingspace #meetingvenue #meetingplace"
logan.velaitham,Great idea to keep moving. Well-done to all involve in this initiative,2021-02-22T07:36:16.000Z,https://www.instagram.com/p/CLg9cuRB2Y7/,2021-02-20 13:03:56+00:00,"✈️ 🇸🇬 connect@changi - a quarantine-free ‘bubble’ facility for business travellers to conduct meetings in a safe and contained environment - has been launched at singapore expo, with first guests expected to arrive in march 2021. 

watch our video!
for more info, click on the link in bio @todayonline 

#connectatchangi #singapore #singaporenews @singaporeexpo #singaporediscovers #business #businesstrip #businesstravel #businesstraveller #covid_19 #travelduringcovid #travellingduringcovid #innovation #meetingspace #meetingvenue #meetingplace"
indralove17,Only few days ago i wished for #hengsweekeat to appear on tv with budget announcement. Seems like my wish came true. #carefulwhatyouwishfor 😂😂😂,2021-02-15T03:57:55.000Z,https://www.instagram.com/p/CLTGSz8Br5P/,2021-02-15 03:51:22+00:00,"💰 budget 2021 will be delivered tomorrow. 

what’s a k-shaped recovery?

click on the link in bio @todayonline to read on.

#budget #budget2021 #2021 #hengsweekeat #finance #singapore #economy"
maria_nemeto,"𝐈’𝐦 𝐩𝐫𝐨𝐮𝐝 𝐭𝐨 𝐬𝐚𝐲 𝐚𝐦 𝐚𝐦𝐨𝐧𝐠 𝐭𝐡𝐞 𝐩𝐞𝐨𝐩𝐥𝐞 𝐛𝐞𝐧𝐞𝐟𝐢𝐭𝐢𝐧𝐠 𝐟𝐫𝐨𝐦 𝐭𝐫𝐚𝐝𝐢𝐧𝐠, 𝐈 𝐣𝐮𝐬𝐭 𝐠𝐨𝐭 𝐚𝐧𝐨𝐭𝐡𝐞𝐫 $𝟖,𝟓𝟎𝟎 𝐟𝐫𝐨𝐦 𝐚𝐧 𝐢𝐧𝐯𝐞𝐬𝐭𝐦𝐞𝐧𝐭 𝐨𝐟 $𝟕𝟐𝟎 𝐚𝐥𝐥 𝐭𝐡𝐚𝐧𝐤𝐬 𝐭𝐨 @fx.traderbailey",2021-02-15T06:10:06.000Z,https://www.instagram.com/p/CLTGSz8Br5P/,2021-02-15 03:51:22+00:00,"💰 budget 2021 will be delivered tomorrow. 

what’s a k-shaped recovery?

click on the link in bio @todayonline to read on.

#budget #budget2021 #2021 #hengsweekeat #finance #singapore #economy"
bailey.he867,I choose investing with @official_annmcphil over my job yeah I quit my job because in few weeks of trading with her I made $45000 which is way higher than my monthly salary ... thank you so much @official_annmcphil,2021-02-15T08:24:57.000Z,https://www.instagram.com/p/CLTGSz8Br5P/,2021-02-15 03:51:22+00:00,"💰 budget 2021 will be delivered tomorrow. 

what’s a k-shaped recovery?

click on the link in bio @todayonline to read on.

#budget #budget2021 #2021 #hengsweekeat #finance #singapore #economy"
uw_is,@raikinn_ 🙂,2020-11-25T07:28:36.000Z,https://www.instagram.com/p/CIAGTn2BbX2/,2020-11-25 05:11:44+00:00,"be prepared. there is a lot to take in. 

every singaporean aged 18 and over will receive $100 in singaporediscovers vouchers from dec 1, 2020 to jun 30, 2021.the $100 can be used for tours, attraction tickets and staycations bookable at five authorised platforms. there are also physical booths set up islandwide to help those who need assistance to set up their singpass accounts, or to book experiences. 

each adult singaporean can redeem up to six child/youth subsidies (that's a $10 discount per child/youth ticket) for family members aged below 18. 

how to redeem the vouchers online? tip: have your singpass details ready. 

step 1: start shopping for experiences on one of the five authorised booking partners’ websites. eligible products are marked with the singaporediscovers vouchers icon.

step 2: select the experiences and dates you wish to book and add to cart. when you’re ready to pay, click on ‘use singaporediscovers vouchers’ at checkout. 

step 3: log in with singpass...

read on, when you click on the link in bio @todayonline 

#singapore #voucher #singaporediscovers #singaporediscoversvouchers"
dandelions,@yingstaigram Do I hear staycays😳,2020-11-25T07:44:35.000Z,https://www.instagram.com/p/CIAGTn2BbX2/,2020-11-25 05:11:44+00:00,"be prepared. there is a lot to take in. 

every singaporean aged 18 and over will receive $100 in singaporediscovers vouchers from dec 1, 2020 to jun 30, 2021.the $100 can be used for tours, attraction tickets and staycations bookable at five authorised platforms. there are also physical booths set up islandwide to help those who need assistance to set up their singpass accounts, or to book experiences. 

each adult singaporean can redeem up to six child/youth subsidies (that's a $10 discount per child/youth ticket) for family members aged below 18. 

how to redeem the vouchers online? tip: have your singpass details ready. 

step 1: start shopping for experiences on one of the five authorised booking partners’ websites. eligible products are marked with the singaporediscovers vouchers icon.

step 2: select the experiences and dates you wish to book and add to cart. when you’re ready to pay, click on ‘use singaporediscovers vouchers’ at checkout. 

step 3: log in with singpass...

read on, when you click on the link in bio @todayonline 

#singapore #voucher #singaporediscovers #singaporediscoversvouchers"
