post_id,,username,date_time,comments_raw
101577621,70932100,AuthorThe Straits Times,Mar 12 at 10:21 PM,Get stories delivered to you on Telegram: https://t.me/TheStraitsTimes
101577621,70932100,Kapo Sing,Mar 13 at 5:54 AM,"Every symptomatic patient should be made to swab compulsory and immediately. With the availability of resources, now is the best time to do crack down  rather than cover up."
101577621,70932100,Mary Adele Ng,Mar 12 at 10:33 PM,The Singapore government should make it compulsory to have a Swap Test upon arrival regardless of citizen or visitors. Of course not for anyone who can produce a Vaccination or swap test certificate.
101577621,70932100,Edwin Tan H T,Mar 13 at 6:50 AM,This FT case  has created alot of unnecessary  MOH diversion of attention/resources  to manage this event and made unnecessary  anxiety  to the close community. Hope GOV does not slacken off the control for foreign entry into SG as it impact many stakeholders in SG
101577621,70932100,Esther Leow,Mar 12 at 11:09 PM,He developed a runny nose on 1 March and sought medical treatment at a clinic on the same day but he declined to be tested for COVID-19. He was subsequently detected on 11 March and confirmed Covid-19 infection. Don’t know how many innocent people got the virus from him during the good ten days.
101577621,70932100,Rachael Percy,Mar 12 at 11:49 PM,Everyone working in that bank should be tested to prevent further spread into the community. They like to hold hands and go toilet together
101577621,70932100,Julia Schneemann,Mar 12 at 10:47 PM,"“The Indian national's serological test result is positive, which indicates a likely past infection.” - I assume hence why he did not want to get tested. He had had it in the past and thought that either he must be immune and can’t possibly have it."
101577621,70932100,William Teo,Mar 13 at 12:17 AM,So many cases showed positive after their 14 days quarantine... exposed themselves to the public and spread to our local community...   what is MoM and MOH planning to do about all this spreading ?  Can MOH increase the quarantine period for foreigners coming from certain countries as it had been proven that they are positive after 14 days....
101577621,70932100,Howe Wah Beng,Mar 13 at 12:10 AM,Mr Wong what say about this? Singaporeans fault for not being responsible? But its ok for FT n ceca? Amazing! these are the people that YOU gov let them in and after blame  the locals for being not responsible!!
101577621,70932100,David Lim,Mar 13 at 8:21 AM,"So after his digustingly irresponsible behavior and exhausting taxpayers resources and money to treat him and contact tracing, not discounting community spread, this ceca still gets to keep his IT job and even PR ???!"
101577621,70932100,Catherine Chia SH,Mar 12 at 11:35 PM,"Loophole in such imported cases . Some get covid 19 after SHN and decline to go for swab test. Pls set a new ruling . When one arrives from countries with high infection rates and get symptoms even after finishing SHN , they must see doctor and be swab. No choice to decline . "
