post_id,,username,date_time,comments_raw
101577632,74417100,YT Be,Mar 13 at 9:14 AM,"Wow, better than pfizer, when is sg buying this? But we still cant choose, what is the point🤔"
101577632,74417100,Anton Lep,Mar 13 at 9:22 AM,"Our government can get this vaccine and vaccinate our population very fast, So that we will be safer "
101577632,74417100,Lim Guan Seng,Mar 13 at 9:24 AM,U miss out a '?' at the end of the headline.
101577632,74417100,Johnny Leow,Mar 13 at 11:02 AM,"Yes, to acheive herd immunity faster..."
101577632,74417100,Selvan Selvan,Tuesday at 2:33 PM,Baby Johnsons 👶
101577632,74417100,Ruhul Amin Rubel,Mar 13 at 10:22 AM,very good
101577632,74417100,Sally Silampaee,Mar 14 at 8:01 AM,Dutch vaccine you needed one shot 💉
101577632,74417100,Lim Sait Kiat,Mar 13 at 3:26 PM,What is the effectiveness data? Also how safe is it?
101577632,74417100,Kum Meng,Mar 13 at 1:28 PM,WHO??? The very organization that has part to blame in this Wuhan virus pandemic.
101577632,74417100,Ht Ching,Mar 13 at 9:41 AM,Does it contains FBS? 🐄
101577632,74417100,Mohd Arshardd,Mar 13 at 1:55 PM,So who approve?
101577632,74417100,Ria Ayoubdel,Mar 13 at 10:35 AM,I’m ready 
101577632,74417100,Lye Jia Wei,Mar 13 at 10:20 PM,Darryl Kiasu Goh
101577632,74417100,Taporaj Sushan Rai,Mar 14 at 10:44 AM,Ravi Rai
101577632,74417100,Jason Chan,Mar 13 at 7:43 PM,Put into drinking water
101577632,74417100,Lim Onn Sim,Mar 13 at 11:19 AM,For the food concerns during COVID 19 and have a bigger military base instead of paying rental for overseas training site   . Time for our government to consider to buy back Christmas Island from Australia. https://m.youtube.com/watch?v=rZlXUiPFHbs&t=4s
101577632,74417100,Meng Tat Chang,Mar 13 at 9:01 AM,"Listen to the real experts with real degrees, masters, PhD who practice type of experts. Facebook university experts churn out infections diseases specialist are never to be trusted.Vaccination save life and prevent stupidity from brain damage. For those already stupid, I suppose there is no longer a need to be vaccinated... Already stupid"
101577632,74417100,Sebastian Chong,Mar 14 at 4:58 PM,After the injection you will smell like baby.
101577553,62202100,浜中正志,Mar-10,Must avoid any possibility of vaccine discrimination as developed country 
101577553,62202100,PT Khun,Mar-10,What's the use? They are well known for faking anything.  They would and may  pay to buy one .
101577553,62202100,Richard Seetoh,Mar-09,"Only way to prevent fake is digital portal access through gov managed system verified by airlines before they allow boarding, somewhat like the visa!   Cannot accept paper certification! Too risky! "
101577553,62202100,Lee Russell Lance,Mar-10,Unconvinced by such passport..
101577553,62202100,Jacklyn Ng,Mar-09,Betcha counterfeit vaccination passports will be the next big money spinner.
101577553,62202100,Wilkie Ong Keng Soon,Mar-09,"The world is always a messy place, each country comes up with its own health passport and ways of declaration.  At the end of the day, people will face lots of inconveniences when they are using different standards."
101577553,62202100,Adrian Roche,Mar-09,All of the sudden China comes up with the most useful passport and takes the top spot.
101577553,62202100,Pearly Leow,Mar-09,"What happen if you can’t take the vaccine bec of allergies , so cannot travel "
101577553,62202100,Jeffrey Goh,Mar 11 at 2:02 PM,Passport to HELL.
101577553,62202100,Kenneth Sim,Mar-09,So without vaccination mean cannot travel. It'll be messy for world travel now.  So those unable to get vaccination because allergy how?
101577553,62202100,Michael Tan,Mar-09,Soon there will a Fake vaccine passport. 
101577553,62202100,Marcel Cybon,Mar-09,"There should be only one worldwide international vaccination passport, doesn't make much sense if every country does their own."
101577553,62202100,TommyEve Tee,Mar-10,identity theft will be on the rise soon...
101577553,62202100,Ian James Tee,Mar-10,Has there been proven data to show that a person who is vaccinated is truly immune and will not be a carrier? Then there is the issue of document authenticity
101577553,62202100,Parvez Ahmad,Mar-09,I knew this was coming....
101577553,62202100,Yong Yun Fui,Mar-09,Looks like SG and China collaborating on this digital passport to showcase
101577553,62202100,Rick Chew,Mar-09,wahlan...jialat...sg is going to believe n trust it.....
101577553,62202100,Katerina Mrnzevska Ilieva,Mar-10,Better to produce effective cure and to focus on it.  Vaccination will take years and this is not solution at all. 
101577553,62202100,Marria Mao,Mar-09,"They can did everything,,, such as,,,the source of virus from china,,,and they supplies to whole World😷😷 aging they😁😁😁😁"
101577553,62202100,C Jay Collins,Mar-10,"Faked ones, how?"
101577553,62202100,Helen Gonzales,Mar-10,Sign of the beast!
101577553,62202100,楊清華,Mar-10,50 millions 🎲  then  the pandemic will be over
101577553,62202100,楊清華,Mar-10,Every country is  WHO
101577553,62202100,Din Din,Mar-10,Can those vaccinated be a carrier???
101577553,62202100,Meng Tat Chang,Mar-10,This is the way forward.... I am looking for revenge on covid messing up all my holiday plans last year
101577553,62202100,Wee Kuah,Mar-09,"It will just be like the Covid-19 positive travelers we're reporting daily where most if not all were supposed to have cleared departure tests, and the last thing we need is to let Communist China harvest personal information from us thru this facility."
101577553,62202100,Kum Meng,Mar-09,Haha. We can't even trust their vaccine...
101577553,62202100,John Ah Tong,Mar-10,Look out for fake vaccine passports
101577553,62202100,Nizam ZamZam,Mar-10,Shopee got sell?
101577553,62202100,Arula Murthy,Mar-11,Well said
101577553,62202100,Menard Delos Reyes Ching,Mar-09,👎👎👎
101577553,62202100,Jerome Ong,Mar-09, https://www.channelnewsasia.com/news/world/who-advises-against-mandating-covid-19-vaccine-to-travel-14364276
101577553,62202100,Joy Ce,Mar-09,u dare travel?
101577553,62202100,Reese Lee,Mar-10,This china is really fake! U expected ur people to have easy clearance to other countries but still wan travellers to china to be quarantined 14 days and do that stupid anal swab test. 
101577553,62202100,Papocalypse,Mar-10,"‘And that no man might buy or sell, save he that had the mark, or the name of the beast, or the number of his name. Here is wisdom. Let him that hath understanding count the number of the beast: for it is the number of a man; and his number is six hundred and sixty-six.‘ 🔥 666 💉  666 🔥 666 💉 666 🔥 "
101577553,62202100,Cheng,Mar-10,China = FAKE.... maybe can buy from some online sales platform soon   
101577553,62202100,Mervin Quah,Mar-10,I wonder if it’s available on TaoBao 🤣🤣🤣
101577552,31917100,Rose Khoo,Mar-09,Our govt needs to build up its citizens' trust in giving high efficacy vaccines!
101577552,31917100,Wee Kuah,Mar-09,"Yes it's important to know the duration of immunity vaccines can provide, just like a scuba diver needing to know how much air is left in his tanks."
101577552,31917100,Kelvin Lam,Mar-09,Does this mean we shld take the 2nd dose later after 12 or more days?
101577552,31917100,Planterson Pat,Mar-09,https://dryburgh.com/geert-vanden-bossche-open-letter-to-who-halt-all-covid-19-mass-vaccination/
101577552,31917100,Rose Khoo,Mar-09,We need to up our vac rate so that our Changi Airport can reopen soon...our ecomony depends on it!
101577552,31917100,Eslynn Lim,Mar-09,Wonder y their CEO never take their injection?
101577552,31917100,Eng Lee,Mar-10,"By right, vaccines are only approved AFTER the trials have been completed.   But for the Covid vaccines, the trials are still ongoing till 2023. That’s why these Covid vaccines approved for Emergency Use ONLY.   So those willing to be vaccinated are actually volunteering to be part of the ongoing study for the drug companies. Everybody responds or reacts differently to the vaccination.  This is the reason why they can’t confirm: how long the these vaccines will ”protect” you especially if the virus mutates or whether you can still transmit the virus if infected.   Hence, masks and social distancing and the usual hygiene steps are still required even after being vaccinated."
