post_id,,username,date_time,comments_raw
101577477,5097100,Teck Char,Mar-06,What is her job? Surely there r locals who r as capable 
101577477,5097100,Harvey Neo,Mar-06,I find it laughable at how a seemingly innocent act pre covid is now an illegal offence today
101577477,5097100,陈吉米,Mar-06,These people always love to choose the laws they wish to abide which turns out to be none.
101577477,5097100,Kah Lee Tan,Mar-06,Good job Singapore Ministry of Manpower for cancelling their passes ! Must really come down hard on these errant ones who purposely flout our laws !! Otherwise it will surely become like what happened in Australia when a hige group of ‘tourists’ from the UK gathering at bronte beach and purposely defying quarantine measures ! 
101577477,5097100,Ada Tay,Mar-06,Yes!! Make example out of these people who THINK they are above the law... Respect your host country 
101577477,5097100,Richard Yeung Sr.,Mar-06,"Suddenly, the sky is bluer and the air, despite a slight haze smells sweeter. There is justice after all. Cocking a snook at our stringent covid control measures eh? Take that and good riddance. Cheers everybody. I'm so elated she'll be going back to the virus infested dystopia. "
101577477,5097100,Toon Ling,Mar-06,"Other than this case, we want MOM to review all foreigners education background to ensure they are holding legitimate degree"
101577477,5097100,Alvin Tan,Mar-06,Well done MOM!  Respect the laws of the land.  To party in front of everyone is a blatant challenge of our country laws! Good riddance. 
101577477,5097100,James Hughes,Mar-07,"What's really sad about all of this is the xenophobia that is displayed in the majority of the comments. people make mistakes thats part of life and I'm sure you will make some as well, and when you do, should you expect this kind judgement.. try not to be so bitter, be better"
101577477,5097100,ML Seow,Mar-06,Good riddance. Learn to respect local laws and regulations!
101577477,5097100,Evan Tan,Mar-06,Aidios!!! Freedom of speech doesn't exist in sg.. Law does.. But for u.. Enjoy ur trip back to UK.. Bye!!!
101577477,5097100,Jeanne Tham,Mar-06,"In Rome you follow what the Romans do.  So in Singapore, you follow what the Singaporeans do."
101577477,5097100,Rose May,Mar-06,Go back to your country and feel free to roam around and gather without masks.
101577477,5097100,Felicia Chew,Mar-06,"This send a strong msg to FT, SPR to take SG seriously. Well done Singapore!"
