,Comments,Datetime,num_words
0,"With good leadership, Singapore government and the people can overcome any unexpected challenges and soar with dignity and honor for the greater good of mankind. There isn’t any problem with a good solution to end with greater progress and prosperity. ",2021-02-19,41
1,"Thank You, PM Lee for sharing.  I think many things may not return to pre-COVID-19 world.  It has been shown our good leaders (past & present) and many resilient people here have learnt many things during this pandemic. I believe we will emerge stronger 😊.  Grateful.  ",2021-02-17,43
2,Singaporeans are so blessed to have PM Lee and his ministers to manage the country🙏🎉,2021-02-17,15
3,"As a PR in Singapore, having my own business and proudly employing Singaporeans, I must thank the government for all the support given to us (SMEs). I can’t stress how blessed we are, having the opportunity to spent the hardest time of this century in such a country. To all Singaporeans, a HUGE thank you. ",2021-02-17,56
4,"Thank you PM and DPM for taking care Singaporean very well, may be some are not be very happy with the budget this time but they should be thank full of good government and leadership since late LKY",2021-02-17,38
5,Thank you 🙏 and a big 👍 to all singaporean on our tolerant & patience ,2021-02-16,12
6,Its a blessed being a Singaporean having a capable Government that hv always taking care of the people. But we in return hv to do our part as one nation to help our Government in return. Way to go....,2021-02-17,39
7,More should hve been added to help low income families rather den giving out 100 each for every singaporeans,2021-02-16,18
8,"Yes we can and have do it, as we have no choice to survive. We are lucky to have a good Government who is supportive in many ways to  the envy to others who can’t make it.",2021-02-17,38
9,"Lee Hsien Loong it s quite sad that you are unsually quiet about Burma Coup.If China regionally gets stronger after using all resources in Burma,the south east asia will be troubled. Please could you help (as ASEAN team members )on Burma political crisis .Clearly you are the strongest Lion in ASEAN.",2021-02-17,51
10,"A great team for Singaporeans but unfortunately the application for my friend’s recovery grant is unsuccessful, both parents have experienced a drastic drop in personal and household income. I really hope that MSF can look into the application for SEPs. ",2021-02-16,41
11,"Good Afternoon  Thank you PM Lee for the detail plan of the budget, there bounce to be some Singaporeans not happy especially the jobless group, some of us just finish the sgunited course, but todate still struggling to get a job , especially this group age 60 above , hoping DPM will announce another 500 top up skill future for us to take another course  i was a bit disappointed as DPM did not mention at all, neither can we take another sgunited course after finish one course. Thank you.",2021-02-17,86
12,"Sir, a big thank you to you and DPM as well the entire team for standing with the nation during this most difficult time. Yesterday as I listen to DPM - I WOW out loud feeling so grateful that our leaders are all great visionaries - always planning ahead and getting SG ready to move forward. It is certain that when the world opens up, SG is ready - the foundations have already been laid and all preparation work done - we can move forward. Also really a big thank you to all Singaporeans and all who live and work in SG for their great support and cooperations - without everyone in this country we cannot fight this crisis as One United SG. Thank you so much. ",2021-02-17,122
13,May this budget 2021 will support those who is financially situations. It might lighten up their burdens. 🙏,2021-02-16,16
14,Singaporeans are really blessed to have PM Lee and the government for taking care of them. God bless you all. ❤️🙏,2021-02-17,20
15,"Singaporean now with average age of >42. Employers need employ people with capability and not just look at age number.  Many seniors even in 60s still very active, healthy and can be good mentor. Isn't PM Lee already 70, DPM Heng in 60? Are they too old for employers ?  Maybe gov can impose tax rebate for companies with staff average age >50. Then those with staff average age <35, to pay more corp tax.",2021-02-18,67
16,PM always thinking of people's lose job and company is in difficult situation. Without PM support and his wonderful teams members. Everyone must be thankful as govt had done their best Cheers!,2021-02-18,31
17,Can do and must do :) Thank you for the leadership!,2021-02-17,10
18,Thank you  PM and DPM for taking care our Singaporean .,2021-02-16,10
19,Good evening Mr PM Lee . Thank you for sharing the Budget 2021 plan done with Labour of Love announced by Mr DPM Heng .,2021-02-16,22
20,If not for the visionary thinking and the blood sweat and tears by the Pioneer generations we would not even have a reserve to depend on during this terrible crises. We should never ever take our fiscal reserves for granted.  Other countries are larger and even have natural resources to depend on. We only have this man made natural resource which is our reserves. So it is impt to cherish it and also a moral imperative to put back the money for the future generations to use when another crises unfolds.,2021-02-16,91
21,"I go through Singapore from nothing in 1959 when I am 9 years old. Today if we somebody and most other nations talk good about us. I am poor living in Tampines rural area from 1950 to 1974 with no tap water, electricity, telephone, TV, fridge etc  but only a small philip radio to hear the news. We live in attap house with no cement on the floor. Just imagine how poor we are with 9 siblings. Honesty if you are rich and somebody many friends will talk good about you but if are poor and few will contact you.",2021-02-17,95
22,"We can, we will, we must! ",2021-02-16,6
23,Thank you PM and DPM.we much appreciated your kindness to all of us.,2021-02-16,12
24,"Blessed morning! Thank you PM for sharing & caring.  Yes, while grappling with the pandemic, we must not neglect the future. Hence the Budget has many items that build our capabilities and competitiveness. When the sun shines again, we must be ready to seize the new opportunities. 🙏",2021-02-17,46
25,Thank you Mr Lee for sharing. More help are needed for mid career job seekers. Lot of Singaporeans especially those mid career faced more challenge to secure a job. More assistance are needed for this group of people. I feel if there are more employment assistance given will be better. Thank u for the financial assistance given out in 2020,2021-02-17,59
26,That’s the spirit we need. Thank you Sir 🙏,2021-02-16,9
27,The plans are here for us to hear! Thank you 🙂,2021-02-16,10
28,Thank you Very much PM Mr.Lee and DPM for sharing the budget and caring everyone...🙏🙏🙏,2021-02-18,14
29,"Meanwhile, plse cut back on the wasteful aspects of govt expenditure.  E.g. Fold part of the Jurong Region Line into a reconfigured Cross Island Line. Get rid of the rest.  Cut down on unnecessary rd building.  Cut down on unnecessary paper-based collaterals by the public service.  Look hard n sharp enuff n u can find ways to save more.",2021-02-18,59
30,Yes Sir it was a good ones to help those whom are still coping with the Convid 19 situation. The only concern to men on the street is the GST Hike it would cause all prices to increase due to the ingredients involved. Espically in the hawker center cooked food. Hopefully the goverment could step in and encouraged the hawkers to maintain the current food price for heartlanders liked myself. Thank you Sir.........................,2021-02-17,72
31,"Perhaps, consider to make more green parks throughout the city, to refresh and honor the traditional beauty of the city, and of its nature. There is much more to humanity than the commercial and the tall buildings often acclaimed.",2021-02-19,39
32,"💯💪👏👍🙏🥰 Than you all so so much, PM Lee and DPM 千言万语，也无法表达我们对你们的敬意辛苦你们了，为了新加坡🇸🇬以及人民，你们的辛苦付出非常谢谢🙏你们也要保重身体！I’m so Lucky to be a Singaporean 🇸🇬",2021-02-16,18
33,All the angry reacts confirm come from people who feel gahmen not giving them enough money again. ,2021-02-16,17
34,As mention earlier we are too cautious n slow in opening out. Many business is dying. Spore is totally under control. We can afford 99 cases. Let move swiftly. We are capable to overcome covid-19. Thank you sir,2021-02-16,37
35,Singaporeans are very lucky to have great government..think I will come back for good soon ... ,2021-02-19,16
36,Singapore will come out stronger. There is no doubt. Let us grow and adapt to change.,2021-02-16,16
37,"Compared to so called ""civilized and modern"" countries,  I am grateful as a singaporean",2021-02-18,14
39,Singapore will Sun shines again at your experience,2021-02-16,8
40,I have faith in Singapore despite its vulnerabilities . ,2021-02-20,8
41,2020 was a reminder of the story of the three little pigs. With good leaders and savings we will overcome this crisis.,2021-02-16,21
42,Thank you Sir for sharing.. Lets get thru this together as a Nation,2021-02-16,13
43,Forgotten HDB retired elderly and retired seniors. Some more cash specialize for them will make their sunset life more meaningful.,2021-02-17,20
44,Hope there will be no need for a supplementary 2021 budget...,2021-02-16,10
45,Stand together and pull through together. This was what our pioneer taught out in history. It is our time now to unite.,2021-02-19,22
46,-16-Singapore. Not worth i don't like explain. Must -government,2021-02-16,8
47,Abit confuse...so how much $$ do each sgporean get??,2021-02-16,9
48,"Thank you so much  PM Lee & DPM Heng for All the Hardwork both has putting in  Without a Good Leadership , Singapore Could be in very bad shape during this Covid-19 Crisis",2021-02-16,31
49,"I totally and absolutely do not feel pride in Spending reserves, our forefathers & grandfathers money and our predecessors money  ",2021-03-02,19
50,The sun will shine brighter this year.  Stay safe everyone !,2021-02-17,10
51,Thank all our government members have made efforts......🙏🙏🙏💪💪💪💪,2021-02-17,8
52,Please help Pr also thank you so much ,2021-02-17,8
53,I respect the leader of Singapore and always put the people first  God almighty bless you leader of and  Singapore people all,2021-02-17,22
54,Good afternoon  Mr PM Lee. Thank you Sire ! for sharing the Budget 2021 given by Mr DPM Heng . Hope it will bring many hopes and wishes to those who need the good support !,2021-02-17,32
55,I hope u to Good of Luck. Happy Chinese New Year &  Have A Nice DAY. Thanks so Much PM Mr. Lee.,2021-02-17,21
56,Why is the road tax increase so much this year 2021...extra $200++🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️,2021-02-16,11
58,S = Singapore 🇸🇬 will be always S = Strong 💪 ,2021-02-16,7
