,Comments,Datetime,num_words
0,Thank you! I hope that we can ensure that Singaporeans are prioritised in the employment scheme.,2020-05-27,16
1,"i have a simple question, in DPM Heng's Speech, what initiatives did he mention when it comes to the TRAINING & SKILLSFUTURE skills equipping for unemployed workers? did he mention any new scheme for up-skilling or upgrading? Thx. Jem.",2020-05-28,36
5,"It’s so unfair, baby that is born earlier than Oct 2020 can’t get this baby support grant. From March till September is also in the covid 19 period, we are also having a hard time raising our baby. If government wanna come out with this baby support grant should say baby that is born this year could entitled this grant and not from Oct  1 onwards. ",2020-10-09,65
6,"What about families who were half way through their pregnancy when the pandemic hit hard. I lost my job while pregnant. People who are pregnant now were aware of the situation in the world, and they still decided to proceed with having a baby. I had no choice as to give birth while being jobless in the middle of the lockdown. It would be good to have some understanding why the government is prioritising unborn and not even conceived babies over the existing Singaporean babies born during hard times.",2020-10-09,89
7,"So this is what govt giving ""fairly"". So those giving birth before 1 Oct doesn't had hard time raising the child? Then what about those parents who give birth from 1 Oct onwards, they won't get to enjoy benefits from marriage and parenthood package? What a ridiculous support govt had come out. So are we going to put our babies back into the tummy and re give birth again just to get this additional support? Having hard time not only those who gave birth from 1 Oct onwards, we gave birth before that also having hard time. So govt don't see that?!",2020-10-09,96
8,"Ain Nordin sorry, can only think of you.. 😬 ",2020-10-10,8
9,Baby that is born earlier know have no unfair,2020-10-11,9
11,"From here in Australia I wish all Singaporeans the very best in fighting this Covid 19.  I hope and pray that we all, will eventuality come out on top",2020-06-29,28
13,"Yes, good government is what we voted for. Challenges are even greater in the next 3 years. 4G leadership will be tested in fire.",2020-08-30,22
14,Praying hard the 4G leaders will work with the people and for the people. Listening to the voices,2020-09-14,17
16,Ease up a level now?,2020-08-28,5
20,Yes as they get a job .. But salary not even cover on monthly use .. Singaporean work long hours get lesser now day .. Worse than bankalah,2021-02-07,25
21,Hope these contacts will not add to increase in cases as we do not know who is carrier . If can work remote best do so to prevent risk of exposure. Look at the cases from Lee Ah Mooi !,2020-04-14,38
22,singapore government! After circcuit breaker! Please Maintain the Following Laws: (All Hawkers selling Cooked food Must Wear mask! All Passengers taking Public Transport Must Wear mask! When queue up for payment after buying Essentials in the  Queue Must Practice One Metre away from the infront People!!!) Thanks!,2020-04-14,47
23,May the good Lord annoint u with many more good blessings n virtues to help others. U make people feel relax n assured.,2020-04-14,23
24,"Do consider having the different dialects movie shows, variety shows, cooking shows etc specially cater for our old folks so that they will not feel bored at home. Our Circuit Breaker video clip also could have in different dialects for old folks who do not understand English or Chinese. Thank you.",2020-04-14,51
28,NO 😷 wearing of masks should banned entry to EVERYWHERE.  No one should sell anything to people without 😷 masks   Stringent action must be enforced No more excuses  😡,2020-04-14,26
29,Covid 19 lose job feelings so stress.it's government can help cos I'm facing cashless what can I do.I feel just jump can cover stress will do,2020-06-08,25
30,"感恩👍👍👍 Let the Fortitude Budget 2020 be ""case manage""; for every jobseekers and unemployed be serialized, tracked and traced, for placement and not for unending training.  Every contact, every touchpoints,  interviews, work trials and rejections to be screened for - best outcome focus and placements in the most agile manner.  A forum /platform should be created for jobseekers and unemployed to air and have their voices heard on what worked and what don't, mismatches, wastes and irregularities.",2020-06-08,73
31,"All foreigners cannot come here due to COVID-19, sure many jobs can only give to Singaporeans",2020-11-15,16
33,What ever applications sent not answer back...,2020-11-15,7
40,"I have yet to receive the $600 and it’s already 11 May, still did not hear from the government when I submitted my queries through the form. Am I not entitled? ",2020-05-11,30
42,Office not working no pay slip provided. ,2020-05-11,7
43,Someone talking fm the heaven to understand what happening on earth now ,2020-05-11,12
44,How about those retrenched before Jan 23 and still din’t have job up to now,2020-05-13,15
45,what happen to the 600 when can we get it hello,2020-05-11,10
47,Jialat... System say 2wks will know results but it fail.  From prevention pamedic to support grants or funds to Singaporeans all didn't do a very good job as expectations. Disappointment...,2020-05-20,28
48,"Website and link not available, why?  What is the phone number to call?",2020-05-12,13
49,Looks like a Muslim family,2020-05-12,5
50,"You forgot to put pressure on All construction/contractors, cleaning companies & other industries to usel technology/automation & other digitalisation  to Reduce our current So...Heavy reliance on Cheap Foreign labour, which is No longer cheap due to COVID-19",2020-06-19,38
51,"Aiyoh landlords are all dragging their feet with the rebates n waiver. Worst of all, on 6th March, Capitaland announced in newspaper that they are giving 50% rental rebates over 2 trances in April n May. But to our horror, Capitaland circular to their tenants become 30%. So when tenants ask Capitaland, the mall management said their boss told them in their press release that IT IS UP TO 50%!!! WOW like that also can... must we report to POFMA government?",2020-03-10,76
52,When start the house rent waiver?,2020-02-28,6
54,Hong Kong gives its people a better deal,2020-02-27,8
55,"Refund 10% of the minimums sum to us. Not just waiting, that the quickest way to help. Why still keep it??? Is our hard earn money and we should have it at this difficult time.",2020-03-04,34
56,by the time the funds distribute all get infected.or most store will go chapter 11,2020-03-02,13
57,Is the top up of $100 for the silver card already applicable..,2020-02-26,11
58,Always state big numbers but actual amount per household is peanut.,2020-02-26,11
59,A day below 1dollar what type of help will it go ?? While hk giving 1800 n abt 4.9 a day can go a long way to sg budget that help the low income can't even buy a cup of mee,2020-03-01,36
60,"Singaporeans only 2million plus - maximum $300 = $600,000,000 and how to get $1.6 billion",2020-02-27,9
61,Can the government reduce water and electricity charges? Reduce public transport charges? Reduce HDB mortgage? This will then truly help out the normal Singaporeans.,2020-02-26,24
62,Whatever it is please don’t cut our pay and bonuses. We already squeezed dry already. ,2020-02-26,16
64,"Nothing , we are told to live with it .....",2020-02-27,8
65,Is it Really helping us 😂😂😂😂 never feel it. Only know left go to the right,2020-02-26,15
66,$100-300 is nothing when everything in sg is inflated....,2020-03-02,8
67,Chinatown Complex is totally quiet and many retailers make not even a single sale everyday. How long will the coronavirus period goes. How are them going to survive n pay rental? Will the government help to reduce the rent n service conservation charges?,2020-02-27,43
68,"retail in CBD is badly affected as half of the workforce works from home. however, my greedy landlord said he is just a small landlord and the property tax reduction is so negligible, so not 1 cent rental reduction!",2020-02-26,38
69,"Projecting Covid-19 hopefully will be over by then or before receiving the $100-300.   Thereafter, fresh in their mind, will come the election. And people think of the goodies received will continue to vote for them.",2020-03-02,34
70,Help retailers by stopping oversea imports selling here.,2020-03-01,8
72,When all these are going to dispatch???,2020-03-03,7
73,Care + Support $ should be given to us now not in end Aug which is more than 6 months later.,2020-02-26,18
75,"Government forgot about laundry companies only servicing the hotel sector. They are not considered direct hit, but they are!!! Please assist them.",2020-03-02,22
76,So when will we get it??,2020-02-24,6
77,"You meant 2020 budget is to help families and businesses? Wow, wow, how?",2020-03-01,12
78,Grateful for the HDB Commercial properties half month rental waiver but it hasn't taken effect. The effect of COVID-19 already felt by heartland shops. Also looking at the current situation here and the world I would really hope that the rebate be extended more that just a one-off measure. Till the COVID-19 situation turn for the better we really need all the help we can get from the government.,2020-03-03,67
79,So when will we get it??,2020-02-24,6
80,By the time Aug half dead rdy!,2020-02-27,7
81,Care n support should bring forward,2020-02-29,6
82,"Yes we are lowest paid in retail..foreign earning twice as much ,,higher same in retail wats de benefits we really have?? Its getting bad to survive in Sales n homes.Pray for everyone. Now. Perhaps the worst Crisis in this Virus.  Singaporeans needhave better pay",2020-02-28,44
84,I think Government already have done a lot. The move to let go of engine car also helps Singapore and the future generation but I hope we can do it earlier rathan than 2040  Government should use more finance to fund startup of manufacturing factory and expand agriculture sector   The world will need food in a sustainable way.,2020-02-27,57
85,"Hong Kong give every citizen 10k , how about Singapore? Miserable 😖",2020-02-27,9
86,Stay employ ? Many of our local businesses is hit by incompetent government agencies . Employers cut pay  or increase the work load for employees take it or leave it .... How our government going to do ???,2020-03-01,34
87,100-300 is just below $1 a day it can't even buy 1 milo for drink while hk give $1800 to every 18 age that what it called help,2020-02-27,22
88,What most of us failed to do is just working to earn and barely investing. With all you've heard about bitcoin you still not get involved. Inbox me,2020-02-29,27
89,"I don't see how getting $100- $300 will be helping much, it will/does pay whatever the recipient already owes/in need since January. But it will not help the recipient or the whole economy significantly enough to managed this financial crisis caused by COVID-19",2020-03-02,42
91,This period of time had simply reflected how good our government is..10 years ago gave c$300 now still the same $300😂🙄  Si bay Xia suay,2020-02-28,24
