,Post Description,Post Datetime,Comments,Comment Datetime,num_words
2,"The National School Games (NSG) has always been one of the highlights for our students athletes, so I’m sure many are looking forward to the resumption of the NSG this year. 

As the risk of Covid-19 transmission is still present, we are taking a more calibrated approach by resuming 12 sports with minimal contact and intermingling between students. Even as we work towards resuming normal school life and activities, the safety and well-being of our students remain the top priority. 

Don’t be too disappointed if your sport is still suspended - keep training and stay engaged in your CCAs in schools. For all athletes participating in the Games this year, enjoy the process and all the best!

(📷 taken before Covid-19)",2021-03-09 09:06:15+00:00,"@lawrencewongst hi minister, I can't help but think that it is tough for the students not to be disappointed, especially a number of them have been denied NSG participation 2 yrs in a row.. but nonetheless, it's a call that is understandable.",2021-03-09 14:46:47+00:00,38
3,"The National School Games (NSG) has always been one of the highlights for our students athletes, so I’m sure many are looking forward to the resumption of the NSG this year. 

As the risk of Covid-19 transmission is still present, we are taking a more calibrated approach by resuming 12 sports with minimal contact and intermingling between students. Even as we work towards resuming normal school life and activities, the safety and well-being of our students remain the top priority. 

Don’t be too disappointed if your sport is still suspended - keep training and stay engaged in your CCAs in schools. For all athletes participating in the Games this year, enjoy the process and all the best!

(📷 taken before Covid-19)",2021-03-09 09:06:15+00:00,"Sports like swimming, running - how about each sch holding their own events n submit the timings?",2021-03-09 17:24:43+00:00,16
6,Always enjoy doing house visits at this time of the year as it’s a chance to “bai nian” and wish our residents well for the year ahead. We have adjusted our visit formats to minimise contact and ensure safety.  But I will still try to cover as many blocks as possible to personally convey CNY greetings to all @our.limbang residents!,2021-02-09 11:12:23+00:00,Good to win back more supporters for Nation Good! SG 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 ******,2021-02-09 13:50:09+00:00,10
11,Always enjoy doing house visits at this time of the year as it’s a chance to “bai nian” and wish our residents well for the year ahead. We have adjusted our visit formats to minimise contact and ensure safety.  But I will still try to cover as many blocks as possible to personally convey CNY greetings to all @our.limbang residents!,2021-02-09 11:12:23+00:00,Happy new year Mr Lawrence wong!,2021-02-10 11:16:41+00:00,6
12,Always enjoy doing house visits at this time of the year as it’s a chance to “bai nian” and wish our residents well for the year ahead. We have adjusted our visit formats to minimise contact and ensure safety.  But I will still try to cover as many blocks as possible to personally convey CNY greetings to all @our.limbang residents!,2021-02-09 11:12:23+00:00,Waiting for your visits to Yew Tee,2021-02-11 04:58:23+00:00,7
13,"In the recent two weeks, new cases and clusters have emerged. They are likely the result of increased activities over the year-end period (typically new cases present themselves with a 1-2 week lag). Our vulnerabilities have gone up, and we cannot afford to take any chances. The situation can escalate rapidly especially with Chinese New Year coming up soon. Remember cases spiked after CNY last year, and we had many clusters then linked to CNY activities and gatherings.

So we are making a pre-emptive move now to tighten our measures. Under the current rule, home visits are allowed for up to 8 visitors at any time. From 26 Jan onwards, we will limit such visits to 8 distinct visitors per household per day.  For those who are planning to go out visiting, we strongly advise that you minimise your physical gatherings. In particular over the CNY period, visit your family members only, and do not exceed more than two visits per day. 

When dining out, keep your masks on if you are not eating/drinking, and refrain from singing or talking loudly. So during the lohei, masks must remain on, and there should be no shouting of auspicious phrases. For reunion dinners, keep to one table of not more than 8 pax and ensure there are no multiple table bookings, or intermingling across tables. 

I know many will be disappointed at these new restrictions especially over the festive season. But I hope everyone understands why they are necessary. The virus is raging everywhere in the world. Many places in Asia that have successfully controlled the infection are now seeing a rise in cases. Places like China, Taiwan and Hong Kong have all imposed curbs on their CNY celebrations. 

Likewise, we must be mentally prepared that CNY this year will not be the same as before. It will be quieter and more subdued. We will need to stay disciplined and vigilant. I seek everyone’s cooperation on these new measures. If we all do our part, we can continue to keep the infection under control until we get the vaccines out to everyone in Singapore later this year.",2021-01-22 15:28:26+00:00,"Mr Wong, I am not disappointed.  We must do our part.  Thank you!",2021-01-23 00:34:03+00:00,13
14,"In the recent two weeks, new cases and clusters have emerged. They are likely the result of increased activities over the year-end period (typically new cases present themselves with a 1-2 week lag). Our vulnerabilities have gone up, and we cannot afford to take any chances. The situation can escalate rapidly especially with Chinese New Year coming up soon. Remember cases spiked after CNY last year, and we had many clusters then linked to CNY activities and gatherings.

So we are making a pre-emptive move now to tighten our measures. Under the current rule, home visits are allowed for up to 8 visitors at any time. From 26 Jan onwards, we will limit such visits to 8 distinct visitors per household per day.  For those who are planning to go out visiting, we strongly advise that you minimise your physical gatherings. In particular over the CNY period, visit your family members only, and do not exceed more than two visits per day. 

When dining out, keep your masks on if you are not eating/drinking, and refrain from singing or talking loudly. So during the lohei, masks must remain on, and there should be no shouting of auspicious phrases. For reunion dinners, keep to one table of not more than 8 pax and ensure there are no multiple table bookings, or intermingling across tables. 

I know many will be disappointed at these new restrictions especially over the festive season. But I hope everyone understands why they are necessary. The virus is raging everywhere in the world. Many places in Asia that have successfully controlled the infection are now seeing a rise in cases. Places like China, Taiwan and Hong Kong have all imposed curbs on their CNY celebrations. 

Likewise, we must be mentally prepared that CNY this year will not be the same as before. It will be quieter and more subdued. We will need to stay disciplined and vigilant. I seek everyone’s cooperation on these new measures. If we all do our part, we can continue to keep the infection under control until we get the vaccines out to everyone in Singapore later this year.",2021-01-22 15:28:26+00:00,Why not just do it online like Hari raya and deepavali last year and not allow any visitors,2021-01-23 03:09:38+00:00,18
15,"In the recent two weeks, new cases and clusters have emerged. They are likely the result of increased activities over the year-end period (typically new cases present themselves with a 1-2 week lag). Our vulnerabilities have gone up, and we cannot afford to take any chances. The situation can escalate rapidly especially with Chinese New Year coming up soon. Remember cases spiked after CNY last year, and we had many clusters then linked to CNY activities and gatherings.

So we are making a pre-emptive move now to tighten our measures. Under the current rule, home visits are allowed for up to 8 visitors at any time. From 26 Jan onwards, we will limit such visits to 8 distinct visitors per household per day.  For those who are planning to go out visiting, we strongly advise that you minimise your physical gatherings. In particular over the CNY period, visit your family members only, and do not exceed more than two visits per day. 

When dining out, keep your masks on if you are not eating/drinking, and refrain from singing or talking loudly. So during the lohei, masks must remain on, and there should be no shouting of auspicious phrases. For reunion dinners, keep to one table of not more than 8 pax and ensure there are no multiple table bookings, or intermingling across tables. 

I know many will be disappointed at these new restrictions especially over the festive season. But I hope everyone understands why they are necessary. The virus is raging everywhere in the world. Many places in Asia that have successfully controlled the infection are now seeing a rise in cases. Places like China, Taiwan and Hong Kong have all imposed curbs on their CNY celebrations. 

Likewise, we must be mentally prepared that CNY this year will not be the same as before. It will be quieter and more subdued. We will need to stay disciplined and vigilant. I seek everyone’s cooperation on these new measures. If we all do our part, we can continue to keep the infection under control until we get the vaccines out to everyone in Singapore later this year.",2021-01-22 15:28:26+00:00,"Report from Britain today is that the new COVID variant is not only more infectious but deadly. Air crew and residents returning need to be tested and quarantine at least 14 days . If the new variant goes into community or dormitory, all previous efforts could be in vain 😢stay safe , SG ❤️👏",2021-01-22 19:14:00+00:00,50
16,"In the recent two weeks, new cases and clusters have emerged. They are likely the result of increased activities over the year-end period (typically new cases present themselves with a 1-2 week lag). Our vulnerabilities have gone up, and we cannot afford to take any chances. The situation can escalate rapidly especially with Chinese New Year coming up soon. Remember cases spiked after CNY last year, and we had many clusters then linked to CNY activities and gatherings.

So we are making a pre-emptive move now to tighten our measures. Under the current rule, home visits are allowed for up to 8 visitors at any time. From 26 Jan onwards, we will limit such visits to 8 distinct visitors per household per day.  For those who are planning to go out visiting, we strongly advise that you minimise your physical gatherings. In particular over the CNY period, visit your family members only, and do not exceed more than two visits per day. 

When dining out, keep your masks on if you are not eating/drinking, and refrain from singing or talking loudly. So during the lohei, masks must remain on, and there should be no shouting of auspicious phrases. For reunion dinners, keep to one table of not more than 8 pax and ensure there are no multiple table bookings, or intermingling across tables. 

I know many will be disappointed at these new restrictions especially over the festive season. But I hope everyone understands why they are necessary. The virus is raging everywhere in the world. Many places in Asia that have successfully controlled the infection are now seeing a rise in cases. Places like China, Taiwan and Hong Kong have all imposed curbs on their CNY celebrations. 

Likewise, we must be mentally prepared that CNY this year will not be the same as before. It will be quieter and more subdued. We will need to stay disciplined and vigilant. I seek everyone’s cooperation on these new measures. If we all do our part, we can continue to keep the infection under control until we get the vaccines out to everyone in Singapore later this year.",2021-01-22 15:28:26+00:00,"If these clusters we see today resulted even from groups of 5, shouldn’t we be scaling back from 8 to 5?",2021-01-23 00:27:55+00:00,19
17,"In the recent two weeks, new cases and clusters have emerged. They are likely the result of increased activities over the year-end period (typically new cases present themselves with a 1-2 week lag). Our vulnerabilities have gone up, and we cannot afford to take any chances. The situation can escalate rapidly especially with Chinese New Year coming up soon. Remember cases spiked after CNY last year, and we had many clusters then linked to CNY activities and gatherings.

So we are making a pre-emptive move now to tighten our measures. Under the current rule, home visits are allowed for up to 8 visitors at any time. From 26 Jan onwards, we will limit such visits to 8 distinct visitors per household per day.  For those who are planning to go out visiting, we strongly advise that you minimise your physical gatherings. In particular over the CNY period, visit your family members only, and do not exceed more than two visits per day. 

When dining out, keep your masks on if you are not eating/drinking, and refrain from singing or talking loudly. So during the lohei, masks must remain on, and there should be no shouting of auspicious phrases. For reunion dinners, keep to one table of not more than 8 pax and ensure there are no multiple table bookings, or intermingling across tables. 

I know many will be disappointed at these new restrictions especially over the festive season. But I hope everyone understands why they are necessary. The virus is raging everywhere in the world. Many places in Asia that have successfully controlled the infection are now seeing a rise in cases. Places like China, Taiwan and Hong Kong have all imposed curbs on their CNY celebrations. 

Likewise, we must be mentally prepared that CNY this year will not be the same as before. It will be quieter and more subdued. We will need to stay disciplined and vigilant. I seek everyone’s cooperation on these new measures. If we all do our part, we can continue to keep the infection under control until we get the vaccines out to everyone in Singapore later this year.",2021-01-22 15:28:26+00:00,Doing a great job Cheif,2021-01-22 16:37:52+00:00,5
18,"In the recent two weeks, new cases and clusters have emerged. They are likely the result of increased activities over the year-end period (typically new cases present themselves with a 1-2 week lag). Our vulnerabilities have gone up, and we cannot afford to take any chances. The situation can escalate rapidly especially with Chinese New Year coming up soon. Remember cases spiked after CNY last year, and we had many clusters then linked to CNY activities and gatherings.

So we are making a pre-emptive move now to tighten our measures. Under the current rule, home visits are allowed for up to 8 visitors at any time. From 26 Jan onwards, we will limit such visits to 8 distinct visitors per household per day.  For those who are planning to go out visiting, we strongly advise that you minimise your physical gatherings. In particular over the CNY period, visit your family members only, and do not exceed more than two visits per day. 

When dining out, keep your masks on if you are not eating/drinking, and refrain from singing or talking loudly. So during the lohei, masks must remain on, and there should be no shouting of auspicious phrases. For reunion dinners, keep to one table of not more than 8 pax and ensure there are no multiple table bookings, or intermingling across tables. 

I know many will be disappointed at these new restrictions especially over the festive season. But I hope everyone understands why they are necessary. The virus is raging everywhere in the world. Many places in Asia that have successfully controlled the infection are now seeing a rise in cases. Places like China, Taiwan and Hong Kong have all imposed curbs on their CNY celebrations. 

Likewise, we must be mentally prepared that CNY this year will not be the same as before. It will be quieter and more subdued. We will need to stay disciplined and vigilant. I seek everyone’s cooperation on these new measures. If we all do our part, we can continue to keep the infection under control until we get the vaccines out to everyone in Singapore later this year.",2021-01-22 15:28:26+00:00,"Thank you for your hard work sir, I am one of the business continuity taskforce members for Covid-19 and I know how intense it is, so I cannot imagine what it must be like for you and the team, keeping the entire nation safe!! God bless all of you and your families ! ♥️",2021-01-23 01:09:42+00:00,52
20,"In the recent two weeks, new cases and clusters have emerged. They are likely the result of increased activities over the year-end period (typically new cases present themselves with a 1-2 week lag). Our vulnerabilities have gone up, and we cannot afford to take any chances. The situation can escalate rapidly especially with Chinese New Year coming up soon. Remember cases spiked after CNY last year, and we had many clusters then linked to CNY activities and gatherings.

So we are making a pre-emptive move now to tighten our measures. Under the current rule, home visits are allowed for up to 8 visitors at any time. From 26 Jan onwards, we will limit such visits to 8 distinct visitors per household per day.  For those who are planning to go out visiting, we strongly advise that you minimise your physical gatherings. In particular over the CNY period, visit your family members only, and do not exceed more than two visits per day. 

When dining out, keep your masks on if you are not eating/drinking, and refrain from singing or talking loudly. So during the lohei, masks must remain on, and there should be no shouting of auspicious phrases. For reunion dinners, keep to one table of not more than 8 pax and ensure there are no multiple table bookings, or intermingling across tables. 

I know many will be disappointed at these new restrictions especially over the festive season. But I hope everyone understands why they are necessary. The virus is raging everywhere in the world. Many places in Asia that have successfully controlled the infection are now seeing a rise in cases. Places like China, Taiwan and Hong Kong have all imposed curbs on their CNY celebrations. 

Likewise, we must be mentally prepared that CNY this year will not be the same as before. It will be quieter and more subdued. We will need to stay disciplined and vigilant. I seek everyone’s cooperation on these new measures. If we all do our part, we can continue to keep the infection under control until we get the vaccines out to everyone in Singapore later this year.",2021-01-22 15:28:26+00:00,"Minister, Please help to control the number of people at supermarket, malls . They are out of control with not much of distancing",2021-01-23 05:06:13+00:00,22
