,Post Description,Post Datetime,Comments,Comment Datetime,num_words
5,"A very lively atmosphere greeted me at Tampines North Primary yesterday. Thank you for the warm welcome #backtoschool! 

Met some P5 and 6 students who shared their #CircuitBreaker experience with me. They didn’t like it and much preferred going to school. But they also learnt to make the most of the situation. Some picked up new skills, while others helped out with household chores. They spent more time with family members and learnt to appreciate the important things in life. They showed adaptability and resilience and these are the traits that will put them in good stead for the future. Very proud of our young ones!",2020-10-29 09:22:17+00:00,You are doing a good job 😊,2020-10-29 09:27:23+00:00,6
7,"A very lively atmosphere greeted me at Tampines North Primary yesterday. Thank you for the warm welcome #backtoschool! 

Met some P5 and 6 students who shared their #CircuitBreaker experience with me. They didn’t like it and much preferred going to school. But they also learnt to make the most of the situation. Some picked up new skills, while others helped out with household chores. They spent more time with family members and learnt to appreciate the important things in life. They showed adaptability and resilience and these are the traits that will put them in good stead for the future. Very proud of our young ones!",2020-10-29 09:22:17+00:00,Can you come to Marsilling primary school please 🥺,2020-10-29 11:21:12+00:00,8
9,"A very lively atmosphere greeted me at Tampines North Primary yesterday. Thank you for the warm welcome #backtoschool! 

Met some P5 and 6 students who shared their #CircuitBreaker experience with me. They didn’t like it and much preferred going to school. But they also learnt to make the most of the situation. Some picked up new skills, while others helped out with household chores. They spent more time with family members and learnt to appreciate the important things in life. They showed adaptability and resilience and these are the traits that will put them in good stead for the future. Very proud of our young ones!",2020-10-29 09:22:17+00:00,Nurturing the seeds of future governance.,2020-10-30 00:21:51+00:00,6
11,"A very lively atmosphere greeted me at Tampines North Primary yesterday. Thank you for the warm welcome #backtoschool! 

Met some P5 and 6 students who shared their #CircuitBreaker experience with me. They didn’t like it and much preferred going to school. But they also learnt to make the most of the situation. Some picked up new skills, while others helped out with household chores. They spent more time with family members and learnt to appreciate the important things in life. They showed adaptability and resilience and these are the traits that will put them in good stead for the future. Very proud of our young ones!",2020-10-29 09:22:17+00:00,That was fun talking to you 😊,2020-10-30 03:49:15+00:00,6
12,"A very lively atmosphere greeted me at Tampines North Primary yesterday. Thank you for the warm welcome #backtoschool! 

Met some P5 and 6 students who shared their #CircuitBreaker experience with me. They didn’t like it and much preferred going to school. But they also learnt to make the most of the situation. Some picked up new skills, while others helped out with household chores. They spent more time with family members and learnt to appreciate the important things in life. They showed adaptability and resilience and these are the traits that will put them in good stead for the future. Very proud of our young ones!",2020-10-29 09:22:17+00:00,it was fun talking to y’all!,2020-10-30 10:14:27+00:00,7
14,"A very lively atmosphere greeted me at Tampines North Primary yesterday. Thank you for the warm welcome #backtoschool! 

Met some P5 and 6 students who shared their #CircuitBreaker experience with me. They didn’t like it and much preferred going to school. But they also learnt to make the most of the situation. Some picked up new skills, while others helped out with household chores. They spent more time with family members and learnt to appreciate the important things in life. They showed adaptability and resilience and these are the traits that will put them in good stead for the future. Very proud of our young ones!",2020-10-29 09:22:17+00:00,"thankyyouu for coming , it was a great experience !",2020-10-31 15:34:20+00:00,8
17,First time back at MacRitchie Reservoir since the circuit breaker. Always in awe of this green haven. So grateful for these slivers of nature in Singapore!,2020-07-31 12:46:16+00:00,👍Minister Lawrence taking a break after months of hard work 👏,2020-07-31 13:26:28+00:00,10
18,First time back at MacRitchie Reservoir since the circuit breaker. Always in awe of this green haven. So grateful for these slivers of nature in Singapore!,2020-07-31 12:46:16+00:00,@lawrencewongst has the school of rock concert in marina bay sands been postponed from aug 2020 to next year due to covid restrictions?,2020-07-31 13:27:44+00:00,21
20,First time back at MacRitchie Reservoir since the circuit breaker. Always in awe of this green haven. So grateful for these slivers of nature in Singapore!,2020-07-31 12:46:16+00:00,Happy to see you relaxing well deserved,2020-07-31 13:48:35+00:00,7
21,First time back at MacRitchie Reservoir since the circuit breaker. Always in awe of this green haven. So grateful for these slivers of nature in Singapore!,2020-07-31 12:46:16+00:00,You deserve the break👏. Take care and stay healthy.,2020-07-31 14:15:41+00:00,9
25,First time back at MacRitchie Reservoir since the circuit breaker. Always in awe of this green haven. So grateful for these slivers of nature in Singapore!,2020-07-31 12:46:16+00:00,Keeping fit and healthy on public holiday sir! 💪👍,2020-07-31 16:17:25+00:00,8
28,First time back at MacRitchie Reservoir since the circuit breaker. Always in awe of this green haven. So grateful for these slivers of nature in Singapore!,2020-07-31 12:46:16+00:00,"Sir, stay safe and healthy! 👍",2020-08-01 02:59:48+00:00,5
30,First time back at MacRitchie Reservoir since the circuit breaker. Always in awe of this green haven. So grateful for these slivers of nature in Singapore!,2020-07-31 12:46:16+00:00,"Dear sir, i don’t want the greens only in the park but in neighbourhood too. Why does the grass cutter trim the green grasses, the whole patch looks brown now, looking from my apartment. 🤦‍♀️😔 let weeds be weeds, butterflies were back actually.",2020-08-01 05:10:11+00:00,43
33,First time back at MacRitchie Reservoir since the circuit breaker. Always in awe of this green haven. So grateful for these slivers of nature in Singapore!,2020-07-31 12:46:16+00:00,"Enjoy your break amidst the greenery Minister. It’s a shame that many green lungs are diminishing across Singapore - Sungei Kadut, Mandai Rd leading to the zoo.",2020-08-02 09:47:59+00:00,27
34,First time back at MacRitchie Reservoir since the circuit breaker. Always in awe of this green haven. So grateful for these slivers of nature in Singapore!,2020-07-31 12:46:16+00:00,Who took the photo for you?,2020-08-02 11:40:58+00:00,6
36,First time back at MacRitchie Reservoir since the circuit breaker. Always in awe of this green haven. So grateful for these slivers of nature in Singapore!,2020-07-31 12:46:16+00:00,"Dear Mr Minister Wong , did you visit LIM BO SENG tomb site.?",2020-08-08 17:39:04+00:00,12
37,First time back at MacRitchie Reservoir since the circuit breaker. Always in awe of this green haven. So grateful for these slivers of nature in Singapore!,2020-07-31 12:46:16+00:00,Yes thank you Mr Wong for turning slivers of nature into uber fine threads of nature by plowing down virgin forests and wiping out wildlife to build more BTOs.,2020-08-13 01:16:55+00:00,29
41,"Working from home has taken new meaning for most of us. We’re doing more remote meetings with our colleagues and realising that we can be just as productive at home as we have been in the office. The circuit breaker has showed us that we can work effectively in different ways.
We must now embrace working from home as the new norm. So even as more Singaporeans return to work during Phase 1 of the reopening plans, we expect the majority of the workforce to continue to work from home. 
This is why we have imposed the following requirement on employers after 1 June: your staff should return to work only if they need specialised equipment and machinery that cannot be accessed from home, or if they need to fulfil legal requirements (eg to complete contracts or transactions). On that basis, we expect most employees working in an office setting to continue working from home as they are presently doing. 
Many employers and managers will need to adjust their mindsets to this new normal. It’s no longer about having all your staff physically present at work. Even if they have to be on site, consider if they really need to do so every day. You could have hybrid arrangements where your employees work from home several days a week. 
For those who absolutely need to be in the office, employers must ensure that the work environment is safe (eg maintain good ventilation and high hygiene standards, and have officers seated apart etc) and offer them staggered work hours. 
All these workplace measures are critical in our fight against Covid-19 - they will reduce the need for daily movement of people, and minimise the risks of the virus flaring up again.",2020-05-23 13:30:38+00:00,👍😊💪 Have a good Long weekend.,2020-05-23 14:25:53+00:00,5
42,"Working from home has taken new meaning for most of us. We’re doing more remote meetings with our colleagues and realising that we can be just as productive at home as we have been in the office. The circuit breaker has showed us that we can work effectively in different ways.
We must now embrace working from home as the new norm. So even as more Singaporeans return to work during Phase 1 of the reopening plans, we expect the majority of the workforce to continue to work from home. 
This is why we have imposed the following requirement on employers after 1 June: your staff should return to work only if they need specialised equipment and machinery that cannot be accessed from home, or if they need to fulfil legal requirements (eg to complete contracts or transactions). On that basis, we expect most employees working in an office setting to continue working from home as they are presently doing. 
Many employers and managers will need to adjust their mindsets to this new normal. It’s no longer about having all your staff physically present at work. Even if they have to be on site, consider if they really need to do so every day. You could have hybrid arrangements where your employees work from home several days a week. 
For those who absolutely need to be in the office, employers must ensure that the work environment is safe (eg maintain good ventilation and high hygiene standards, and have officers seated apart etc) and offer them staggered work hours. 
All these workplace measures are critical in our fight against Covid-19 - they will reduce the need for daily movement of people, and minimise the risks of the virus flaring up again.",2020-05-23 13:30:38+00:00,"Minister Lawrence, may I confirm if enrichment centres include music schools too?",2020-05-23 15:43:54+00:00,12
43,"Working from home has taken new meaning for most of us. We’re doing more remote meetings with our colleagues and realising that we can be just as productive at home as we have been in the office. The circuit breaker has showed us that we can work effectively in different ways.
We must now embrace working from home as the new norm. So even as more Singaporeans return to work during Phase 1 of the reopening plans, we expect the majority of the workforce to continue to work from home. 
This is why we have imposed the following requirement on employers after 1 June: your staff should return to work only if they need specialised equipment and machinery that cannot be accessed from home, or if they need to fulfil legal requirements (eg to complete contracts or transactions). On that basis, we expect most employees working in an office setting to continue working from home as they are presently doing. 
Many employers and managers will need to adjust their mindsets to this new normal. It’s no longer about having all your staff physically present at work. Even if they have to be on site, consider if they really need to do so every day. You could have hybrid arrangements where your employees work from home several days a week. 
For those who absolutely need to be in the office, employers must ensure that the work environment is safe (eg maintain good ventilation and high hygiene standards, and have officers seated apart etc) and offer them staggered work hours. 
All these workplace measures are critical in our fight against Covid-19 - they will reduce the need for daily movement of people, and minimise the risks of the virus flaring up again.",2020-05-23 13:30:38+00:00,WFH  Not as bad as initially thought!,2020-05-24 05:37:22+00:00,7
47,"We are making progress in controlling the outbreak. The daily infection numbers in the community have been coming down steadily.  In recent days, the number of daily new community cases has been at single digits. If this continues over the next two weeks, we will be in a good position to consider easing on some of the circuit breaker measures after 1 June, but in a careful and calibrated manner.

Note: Table shows the average daily cases over the various time periods, and across different categories",2020-05-14 12:13:56+00:00,🙏thank you but we must still take precautions when we are in our office and not letting our guard down and assume all is ok.,2020-05-14 13:17:11+00:00,25
48,"We are making progress in controlling the outbreak. The daily infection numbers in the community have been coming down steadily.  In recent days, the number of daily new community cases has been at single digits. If this continues over the next two weeks, we will be in a good position to consider easing on some of the circuit breaker measures after 1 June, but in a careful and calibrated manner.

Note: Table shows the average daily cases over the various time periods, and across different categories",2020-05-14 12:13:56+00:00,Thank you..please remember to open the public pools...👏👏👏,2020-05-14 13:23:59+00:00,9
50,"We are making progress in controlling the outbreak. The daily infection numbers in the community have been coming down steadily.  In recent days, the number of daily new community cases has been at single digits. If this continues over the next two weeks, we will be in a good position to consider easing on some of the circuit breaker measures after 1 June, but in a careful and calibrated manner.

Note: Table shows the average daily cases over the various time periods, and across different categories",2020-05-14 12:13:56+00:00,Broo... lets us celebrate our hari raya by visiting our family members,2020-05-14 13:48:50+00:00,12
51,"We are making progress in controlling the outbreak. The daily infection numbers in the community have been coming down steadily.  In recent days, the number of daily new community cases has been at single digits. If this continues over the next two weeks, we will be in a good position to consider easing on some of the circuit breaker measures after 1 June, but in a careful and calibrated manner.

Note: Table shows the average daily cases over the various time periods, and across different categories",2020-05-14 12:13:56+00:00,The cases in FW are still alarming high. Hopefully the the numbers can be brought down soon. Testing only reflects the extent of the cases....,2020-05-14 13:52:39+00:00,25
54,"We are making progress in controlling the outbreak. The daily infection numbers in the community have been coming down steadily.  In recent days, the number of daily new community cases has been at single digits. If this continues over the next two weeks, we will be in a good position to consider easing on some of the circuit breaker measures after 1 June, but in a careful and calibrated manner.

Note: Table shows the average daily cases over the various time periods, and across different categories",2020-05-14 12:13:56+00:00,"thank you, Min Wong! please let us use the swimming pools as it's the best exercise for backaches",2020-05-14 14:29:36+00:00,17
55,"We are making progress in controlling the outbreak. The daily infection numbers in the community have been coming down steadily.  In recent days, the number of daily new community cases has been at single digits. If this continues over the next two weeks, we will be in a good position to consider easing on some of the circuit breaker measures after 1 June, but in a careful and calibrated manner.

Note: Table shows the average daily cases over the various time periods, and across different categories",2020-05-14 12:13:56+00:00,I guess not just CB. But wearing mask too. Just my observation 😁 good job Mr. Lawrence,2020-05-14 14:38:24+00:00,16
56,"We are making progress in controlling the outbreak. The daily infection numbers in the community have been coming down steadily.  In recent days, the number of daily new community cases has been at single digits. If this continues over the next two weeks, we will be in a good position to consider easing on some of the circuit breaker measures after 1 June, but in a careful and calibrated manner.

Note: Table shows the average daily cases over the various time periods, and across different categories",2020-05-14 12:13:56+00:00,"Hoping we don't know ease up too much after June 1. Would suggest to strongly discourage Raya household visits for the timebeing, too risky for now.",2020-05-14 16:00:38+00:00,24
