,Post Description,Post Datetime,Comments,Comment Datetime,num_words
3,"This brings the total number of cases to 59,883. #linkinbio 

Photo from JurongHealth Campus / FB",2021-02-23 12:19:11+00:00,60k count is just around the corner.,2021-02-24 09:39:17+00:00,6
5,"This brings the total number of cases to 59,883. #linkinbio 

Photo from JurongHealth Campus / FB",2021-02-23 12:19:11+00:00,"Aiya, it's fine already, they all vaccinated already",2021-02-23 12:20:31+00:00,7
6,"This brings the total number of cases to 59,883. #linkinbio 

Photo from JurongHealth Campus / FB",2021-02-23 12:19:11+00:00,"You are my source of inspiration, when all hope was lost you brought life to me again with your amazing signals $19000 is more than enough to start life again @grace_crypto_forex",2021-02-23 15:40:07+00:00,29
7,"This brings the total number of cases to 59,883. #linkinbio 

Photo from JurongHealth Campus / FB",2021-02-23 12:19:11+00:00,"@grace_crypto_forex your kind is what we need in this world, your honesty and skills suprise me, waking up to see my earnings of £8,000 in my wallet gives me joy thanks ma’am",2021-02-23 16:44:22+00:00,31
8,"This brings the total number of cases to 59,883. #linkinbio 

Photo from JurongHealth Campus / FB",2021-02-23 12:19:11+00:00,"@grace_crypto_forex your kind is what we need in this world, your honesty and skills suprise me, waking up to see my earnings of £8,000 in my wallet gives me joy thanks ma’am",2021-02-23 16:06:31+00:00,31
9,"This brings the total number of cases to 59,883. #linkinbio 

Photo from JurongHealth Campus / FB",2021-02-23 12:19:11+00:00,"Feel so lucky to have you in my life, you are so supportive and caring. I feel like I won a medal a payout of $30k @grace_crypto_forex",2021-02-23 15:20:57+00:00,25
11,"This brings the total number of cases to 59,883. #linkinbio 

Photo from JurongHealth Campus / FB",2021-02-23 12:19:11+00:00,I can invest my last $1000 on bitcoin with just one woman and that is @grace_crypto_forex woman with a good heart,2021-02-23 14:59:55+00:00,19
13,"This brings the total number of cases to 59,879. #linkinbio

Photo from Getty",2021-02-22 09:52:34+00:00,Claim ur here before jasmine.tan.wee.ling ticket here!,2021-02-22 13:08:44+00:00,6
14,"This brings the total number of cases to 59,879. #linkinbio

Photo from Getty",2021-02-22 09:52:34+00:00,Y those ppl at the background never wore mask?,2021-02-22 13:07:32+00:00,9
15,"This brings the total number of cases to 59,879. #linkinbio

Photo from Getty",2021-02-22 09:52:34+00:00,People behind pretend to exercise to escape $500 fine,2021-02-22 18:52:17+00:00,8
