thread,datetime,thread_url,post_id,post_timestamp,post_text
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912017,6/3/2021 21:10,As per topic. They quietly let the bluster of imposing it on everyone die down liao?
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912021,6/3/2021 21:10,Only free imported goods
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912035,6/3/2021 21:11,hur? what's that? what's a tracetogether? children drawing book?
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912043,6/3/2021 21:11,Vaccination is the flavour of the month
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912048,6/3/2021 21:11,cause alot of TT token now out of batt
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912049,6/3/2021 21:11,Sinkies have short term memory
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912054,6/3/2021 21:12,Cause fail
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912074,6/3/2021 21:13,Now all the hype is on COVID-19 vaccination.
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912085,6/3/2021 21:13,I think school children getting it liao in mar? Apr will hv new badminton pattern chutting out liao... dun worry la...
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912103,6/3/2021 21:14,90% using it Community case low So no panic
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912128,6/3/2021 21:16,What is this overpumped $$ failed app?
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912146,6/3/2021 21:17,Safe entry haven phase out ?
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912222,6/3/2021 21:22,"True, all student getting token, dunno wats the plan/schemeeee.... but then still import blah..... still living dangerously XiaoJinLing wrote: I think school children getting it liao in mar? Apr will hv new badminton pattern chutting out liao... dun worry la..."
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912286,6/3/2021 21:26,Because TT takes a lot of battery and super laggy when singpass already can do the same thing with better QR reader. Even some places stop mandating it to rely on the normal QR code instead
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912303,6/3/2021 21:28,Implementing it when pandemic almost over. Flop
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912359,6/3/2021 21:32,ViviZeh go tarr liaoz taking full Leesponsibility liaoz!! What more you want?? Three apologies?? Verbal??? Written??? Or kowtow huh??
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912416,6/3/2021 21:35,ramlee wrote: Vaccination is the flavour of the month But you are living in Australia
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912443,6/3/2021 21:38,"Found new distractions: tray, retirement age... Can ditch old distractions liao"
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912482,6/3/2021 21:40,desmond_yee1 wrote: cause alot of TT token now out of batt the battery can only tahan 3-6 months.
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912529,6/3/2021 21:44,"Quickly come out with figure say 90% of the people using it (LOL, only kumgong will believe), then faster declare victory to guarantee their bonus can liao. If push too much later will have backlash and headache again."
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912537,6/3/2021 21:45,The new normal Sent from _eMuu_ using GAGT
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912541,6/3/2021 21:45,desmond_yee1 wrote: cause alot of TT token now out of batt Sounds true. My auntie one just died today
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912547,6/3/2021 21:45,Why the Smart minister had not mandated this yet? Why arh?
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912562,6/3/2021 21:46,daylight wrote: the battery can only tahan 3-6 months. those who collectes mid last year most are carrying dead tokens
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912604,6/3/2021 21:49,Let u talk to ur grandchildren...long long time ago got this token that cheng hu came out with.....
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912616,6/3/2021 21:50,"battery dead, go n change lah. they will give u the ADVANCED version blah."
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912686,6/3/2021 21:53,alot of ppl walking around with dead batteies TT
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912834,6/3/2021 22:04,CC still have a handful of people collecting token during weekend afternoon
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132912931,6/3/2021 22:11,"2Blogic wrote: battery dead, go n change lah. they will give u the ADVANCED version blah. batt dead is the best outcome, just use the dead token to scan QR code"
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132913093,6/3/2021 22:19,"Now more important to brainwash vaccines else they expire, more lugi"
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132913548,6/3/2021 22:51,"Recently, a lot of government failures... Jialat every 4-6mths need to change battery. Can\x92t even change it yourself. Such a huge waste of time. Might as well give us the token with spare batteries to last 2 years."
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132913577,6/3/2021 22:53,will it still work after 1 year?
You realise no talk of Tracetogether recently?,7/3/2021 14:09,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/you-realise-no-talk-tracetogether-recently-6477690.html,132913585,6/3/2021 22:54,Gotch people use ?
