,id,date,time,tweet,hashtags,num_words
0,1360871846636183555,2021-02-14,16:41:46,"#COVID19 update in #Singapore 🇸🇬 on Feb. 14:  ◾ Cases in the community: 0 ◾ Cases residing in dormitories: 0 ◾ Imported cases: 14  59,800 coronavirus cases  #Phase3 #WearAMask #SocialDistancing  #StayHome #StayAtHome #StayAtHomeSaveLives  https://t.co/dEgNuelfC6","['covid19', 'singapore', 'phase3', 'wearamask', 'socialdistancing', 'stayhome', 'stayathome', 'stayathomesavelives']",16
1,1360493380157931522,2021-02-13,15:37:53,"#COVID19 update in #Singapore 🇸🇬 on Feb. 13:  ◾ Cases in the community: 0 ◾ Cases residing in dormitories: 0 ◾ Imported cases: 9  59,786 coronavirus cases  #Phase3 #WearAMask #SocialDistancing  #StayHome #StayAtHome #StayAtHomeSaveLives  https://t.co/MV7csrMK3I","['covid19', 'singapore', 'phase3', 'wearamask', 'socialdistancing', 'stayhome', 'stayathome', 'stayathomesavelives']",16
2,1360156585469702144,2021-02-12,17:19:35,"#COVID19 update in #Singapore 🇸🇬 on Feb. 12:  ◾ Cases in the community: 2 ◾ Cases residing in dormitories: 0 ◾ Imported cases: 16  59,777 coronavirus cases  #Phase3 #WearAMask #SocialDistancing  #StayHome #StayAtHome #StayAtHomeSaveLives  https://t.co/cQRm8Stpa8","['covid19', 'singapore', 'phase3', 'wearamask', 'socialdistancing', 'stayhome', 'stayathome', 'stayathomesavelives']",16
3,1359886519830384641,2021-02-11,23:26:26,Migrant Worker Dormitories: One Year On  https://t.co/0bBgGiiXrx,[],6
4,1359788358717743110,2021-02-11,16:56:23,"#COVID19 update in #Singapore 🇸🇬 on Feb. 11:  ◾ Cases in the community: 3 ◾ Cases residing in dormitories: 0 ◾ Imported cases: 9  59,759 coronavirus cases  #Phase3 #WearAMask #SocialDistancing  #StayHome #StayAtHome #StayAtHomeSaveLives  https://t.co/WCYXwGPInq","['covid19', 'singapore', 'phase3', 'wearamask', 'socialdistancing', 'stayhome', 'stayathome', 'stayathomesavelives']",16
5,1359788216191131650,2021-02-11,16:55:49,"The Singaporean government's continued insistence on separating migrants who live in dormitories from ""the community"" in covid stats, even now that the daily cases are low, and that there's often more ""community"" than ""dormitory"" cases, proves this was never just a statistical...  https://t.co/AHQnauQQlc",[],40
6,1359520452075429891,2021-02-10,23:11:49,"MOH is ""unable to rule out"" that the sole #COVID19 case in the dormitories today is a recent infection despite a positive serology test result  https://t.co/nn4y8HL3xW  https://t.co/qLBJciVoLR",['covid19'],24
7,1359409172719173634,2021-02-10,15:49:38,"#COVID19 update in #Singapore 🇸🇬 on Feb. 10:  ◾ Cases in the community: 0 ◾ Cases residing in dormitories: 1 ◾ Imported cases: 14  59,747 coronavirus cases  #Phase3 #WearAMask #SocialDistancing  #StayHome #StayAtHome #StayAtHomeSaveLives  https://t.co/ChqY80Acgf","['covid19', 'singapore', 'phase3', 'wearamask', 'socialdistancing', 'stayhome', 'stayathome', 'stayathomesavelives']",16
8,1359408152672833540,2021-02-10,15:45:34,"COVID-19: Singapore confirms 15 new cases, 1 in the dormitories  https://t.co/juCjJKZBsI via @yahoosg",[],9
9,1359069099385495558,2021-02-09,17:18:18,"#COVID19 update in #Singapore 🇸🇬 on Feb. 9:  ◾ Cases in the community: 0 ◾ Cases residing in dormitories: 0 ◾ Imported cases: 11  59,732 coronavirus cases  #Phase3 #WearAMask #SocialDistancing  #StayHome #StayAtHome #StayAtHomeSaveLives  https://t.co/no2glTviZZ","['covid19', 'singapore', 'phase3', 'wearamask', 'socialdistancing', 'stayhome', 'stayathome', 'stayathomesavelives']",16
10,1358694704582328320,2021-02-08,16:30:35,"#COVID19 update in #Singapore 🇸🇬 on Feb. 8:  ◾ Cases in the community: 2 ◾ Cases residing in dormitories: 0 ◾ Imported cases: 20  59,721 coronavirus cases  #Phase3 #WearAMask #SocialDistancing #StayHome #StayAtHome #StayAtHomeSaveLives  https://t.co/ohEfq7ZVlk","['covid19', 'singapore', 'phase3', 'wearamask', 'socialdistancing', 'stayhome', 'stayathome', 'stayathomesavelives']",16
12,1336209255578267650,2020-12-08,15:21:26,@asago__han Yeah we have it so good in Singapore (notwithstanding the fuck-up with the dormitories).,[],13
13,1334454906929827840,2020-12-03,19:10:17,"@HForAnakLaha Biasa ahh. Workers stuck dekat dormitories lain, materials stuck tak boleh masuk lain. Then, others also have their own financial problems so their payment also stuck. COVID-19 niie leceh betul!!! 😫",[],30
14,1316250454104313856,2020-10-14,13:32:17,Zero cases in the community. Zero cases in dormitories. Zero patients in ICU. Well done Singapore 🇸🇬 🙌👍👏  https://t.co/8fujlUc4HH,[],16
16,1315944112625917952,2020-10-13,17:15:00,@SAdenwala There’s a Difference between dormitories n community (local citizen / PR) cases ! one death yesterday !,[],15
17,1313977468689084417,2020-10-08,07:00:15,"Stats COVID-19 du 7 Oct à Singapour :   New locally transmitted cases: 4 - Cases in community: 0 - Cases residing in dormitories: 4 (4 asymptomatic)  Imported cases: 6 (2 symptomatic, 4 asymptomatic)  Total new cases: 10  https://t.co/etFKCoAsvl",[],24
18,1309269795934744576,2020-09-25,07:13:39,@travelfish The impact the effective response is evident in yesterdays’s #COVID19 update  New cases: 15 - Imported: 5  - Cases in community: 0  - Cases residing in foreign worker dormitories 10.                                      https://t.co/BYxwlzV01c,['covid19'],23
19,1293768072545927169,2020-08-13,12:35:20,Dorms with a view #Singapore @ S11 Dormitories singapore  https://t.co/iRmaLqhB6j,['singapore'],6
