post_id,,username,date_time,comments_raw
101589145,53700600,Steve Wong,Feb-19,The thing that pisses me off is they mention specifically that you can't choose the type of vaccine they inject into your body. So even if they run out of Pfizer and start using China-made ones... good luck to all of us.
101589145,53700600,Crystal White,Feb-24,"Ministry of Health, Singapore... it is not stated in the letter to my mum (seniors above 70) that she has to bring the letter even though I had registered for her and got the confirmation. The registration booth at Canberra CC had requested for the letter though eventually she was accepted to proceed w/o the letter. Pls review your process to reduce unnecessary anxiety caused. Thks!"
101589145,53700600,Arjan Primalani,Feb-20,Hopefully Seniors Health  History & Daily medication dose may be checked thoroughly before they are  Vaccined
101589145,53700600,Richard Williams,Feb-20,Go Singapore!  Both my elderly parents have had the vaccine!  They have had no side effects except my mums arm was a bit sore for a day. Like when she had flu jab. They had it a few weeks ago.  As soon as I and my family are offered the vaccine we are definitely going for it.  I trust this government.  One of the best In the world for looking after us all in covid! Singaporeans must be v proud! 
101589145,53700600,Qiu Lynette Khoo,Feb-20,"""About the vaccination work- flow at CCs.  ""We need tell the vaccine organizers, please put the repetitive instructions on an overhead TV screen. No need repeat to  each of us the same instructions and advice. Their masks get wet, and it's dangerous for all involved.""  Also allow jab into the gluteal muscles if requested. No need privacy screens, the staff nurses are competent enough. Easier if patients wear elastic waistband type of pants."
101589145,53700600,Shirley Parungao,Feb-19,"What about the ofw,do they have the vaccination too"
101589145,53700600,Florence Tan,Feb-20,Great job MOH and PAP government🧧Thank you very much🧧🍊🍊🧧
101589145,53700600,Charles Lim,Feb-20,Orh oh....the pressure is building up now and in no time it would be mandatory.
101589145,53700600,Leong Seng Chen,Feb-20,Will the dialysis ageing patients suitable for vaccination to prevent CoVid-19 pandemic!?
101589145,53700600,Wyatt Yong,Feb-20,Can a senior who has done a balloon surgery on his heart 5 months ago go for the vaccination? 
101589145,53700600,Jamy Hussain,Feb-20,What if any senior who dun want the vaccination at the moment or should I say wait n see see lor...
101589145,53700600,Charissa Wang,Feb-20,No need to check medical history? Just go to get vaccine? What if elderly got underlying medical conditions?
101589145,53700600,Liu RenJie,Feb-19,Then if anything happen? U gonna say not due to the injections again. 
101589145,53700600,Benjamin Boo,Feb-20,will singapore complete all vacine in 6 month. this september we can travel again without quarantine 7 days or more
101589145,53700600,Zakaria Boey,Feb-20,Are we receiving any letters  from MOH to go for the vaccination ? Can MOH advice ?
101589145,53700600,Torking Kok,Feb-20,When is Sinovac coming?
101589145,53700600,Ruby Lee Yuan Ping,Feb-20,When is the vulnerable individuals turn. Those with disability
101589145,53700600,Jasmine Ng,Feb-22,"When the booking for the centre is full, there is no option to save your personal details and these will need to be keyed in again to schedule a slot."
101589145,53700600,Vladi Tridapalli,Feb-20,"I'm anxious, I'm 63, I work in a restaurant."
101589145,53700600,Kamarudin Kusaain,Feb-20,may be they want the senior go first so less problem.
101589145,53700600,Lillian Tan,Feb-20,I hv lots of drugs allergy so received letter than go there than they access me before the jabs right or what?
101589145,53700600,TJ Feng Reuben,Feb-20,"Weird...minister take vaccine shot, nurse never use gloves. Senior citizen take vaccine shot, nurse need to use gloves.. 🤷🤷🤷"
101589145,53700600,Joseph Tan,Feb-20,"If vaccines fail to reach the desired acceptance rate, or fail to confer sufficient efficacy for people to go mask free with herd immunity, there's this, with proper biochem warfare protocols for border control, to prevent virus leaks through our border, after we eliminate local transmission:  https://www.pennlive.com/coronavirus/2021/01/expert-says-use-of-n95-masks-would-stop-the-pandemic-report.html"
101589145,53700600,Alfred PJ,Feb-20,Although it is not a silver bullet against absolute protection against the existing virus but it offers a placebo effect to have a layer of protection than none.
101589145,53700600,Arjan Primalani,Feb-20,"Are Pioneers,with Multiple health problems like Heart decease,surgery made with High blood,colesteral,urinary,Arthiropathy,Joint & Muscle pain, eligible or compolsary to be Vaccinated?"
101589145,53700600,Amk Fong,Feb-20,Finally mask free for those vaccinated
101589145,53700600,Baku Tay,Feb-20,So the purge begins.
101589145,53700600,Kevin Yim,Feb-20,🤣🤣🤣no thank ya...later kena cardiac again say nothing to do with vaccine...you can keep it for all the you know who la😅😅😅
101589145,53700600,James Fok,Feb-22,To MOH: I've received 2nd covid-19 vaccine dose. Do u think it is a good idea to update this record in Health Hub app?
101589145,53700600,Roxanna Hidalgo De Hamel,Feb-20,PLEASE DONT SAY LATER THAT THIS VACINE HAVE NOTHING TO DO WITH WHAT HAPPEND NEXT TO THE PERSON  CAN WE SINGAPOREAN CITIZENS ASK FOR GARANTY ABOUT IT THANK YOU IN YESHUA THE MESSIAH🙏☀️🌎💖🙏
101589145,53700600,Azmi Dasimin,Feb-21,Sadly these centres are operating few days only. People ended up getting their second half of the jab far from their home.
