post_id,,username,date_time,comments_raw
101590569,89378600,Wan Zul,Jan-31,Very scary for injections. I feel well and health. No sick. I better not to take the injections. I am okay.
101590569,89378600,Koh Kheng Joo Johnson,Jan-29,"If you're scared don't inject is the best, no side effect and won't die."
101590569,89378600,Adrian Djong,Feb-02,Nobody knows for sure yet! Because it is an experimental drug approved for emergency use.
101590569,89378600,Lim Lilian,Jan-26,"If ppl got severe side effect the only word u hear from them is we are sorry such thing happen, or they said it might not be due to vaccine bla bla bla but the person or relative lost a love one"
101590569,89378600,Soo Kwan Toh,Feb-07,Would a vaccinated person become a virus carrier to a non vaccinated person?
101590569,89378600,Robert Fu,Jan-25,But WHO has been wrong about Covid19
101590569,89378600,Jack Koh,Feb-03,"Life  so  short,   why  scare.   Alot  of  people  already   jab"
101590569,89378600,KUn GaRy,Jan-30,Life are predestined. When you born in this world already risk why so scare of death.
101590569,89378600,Irene Ong,Feb-05,Take at your own risk. Even the Pfizer CEO n Bill n family not taking the jab..
101590569,89378600,Esmond Lee,Jan-28,Some say their arm cannot move for 2 days after the jab
101590569,89378600,Teo JengYih,Feb-05,Singapore are too successful in prevent the majority public from getting infected that they are only depending on Facebook to know how dangerous covid is. The majority public are more concern about the side effect of the vaccination then the danger of covid.
101590569,89378600,Shah Atimanis,Jan-26,Is the vaccine suitable for dylasis patient?
101590569,89378600,Kelvin Leong,Jan-28,You survived a year without the vaccine - lucky or not - I do not know.  Do you think you need this?
101590569,89378600,Perez Bacani,Feb-07,"This vaccine is safe, not dangerous   people have a uti or high blood  pressure"
101590569,89378600,Springcity Low,Jan-31,Got immunity vaccine ah repair all immunity system
101590569,89378600,Walter Wu,Jan-25,This advert from experts reminds me of healthy don't need to wear mask video previously shown.
101590569,89378600,Jchansan Fook Kee,Jan-26,Always the good not the bad luckily got internet world news
101590569,89378600,Wilson Chua,Feb-02,Those who are more prone to various allergic reactions best Not to take it!
101590569,89378600,Marcky Norico,Feb-06,Ayen Nimer
101590569,89378600,Khatijah Ameer Khan,Feb-04,Adoi sakit nye
