,Post Description,Post Datetime,Comments,Comment Datetime,num_words
1,"Visited the vaccination centre at Jalan Besar CC today with Minister @gankimyong. We will be commencing vaccinations for seniors above 70 years old from next Monday, and more vaccination centres will also be opened progressively for the convenience of all. 

Our vaccination efforts have been going well so far. About 250,000 people have received at least one dose of the vaccine. We are now getting supplies from both Pfizer and Moderna. Based on the expected supply schedule, another 1 million people should be able to get at least one dose of the vaccine by around end-March/early-April. This will cover all seniors above 60. 

Do encourage your seniors at home to get vaccinated when their turn comes, for their protection and safety.",2021-02-19 14:11:41+00:00,How about Singaporean oversea?Will we able to get vaccination at the country singapore embassy?,2021-02-20 03:24:21+00:00,15
3,"Visited the vaccination centre at Jalan Besar CC today with Minister @gankimyong. We will be commencing vaccinations for seniors above 70 years old from next Monday, and more vaccination centres will also be opened progressively for the convenience of all. 

Our vaccination efforts have been going well so far. About 250,000 people have received at least one dose of the vaccine. We are now getting supplies from both Pfizer and Moderna. Based on the expected supply schedule, another 1 million people should be able to get at least one dose of the vaccine by around end-March/early-April. This will cover all seniors above 60. 

Do encourage your seniors at home to get vaccinated when their turn comes, for their protection and safety.",2021-02-19 14:11:41+00:00,Then about 50 year old to 60 year old.When receive the COVID-19 vaccine of the both Pfizer and Moderna?,2021-02-22 04:55:17+00:00,16
8,"Good news! We received our first shipment of Moderna vaccines this afternoon. This follows another batch of Pfizer-BioNTech vaccines that arrived this morning. These shipments will enable us to progressively roll out our vaccination programme, with vaccination for seniors in the community set to begin later next week.
 
We expect more vaccines from both Moderna and Pfizer-BioNTech to arrive over the coming months. We will continue to monitor our supplies closely, to meet our target of vaccinating all Singaporeans and long-term residents by the end of this year.

📷: MCI",2021-02-17 10:32:56+00:00,wish to get it asap. We should only accept high efficacy vaccines like Moderna and Pfizer.,2021-02-17 11:08:10+00:00,16
12,"Good news! We received our first shipment of Moderna vaccines this afternoon. This follows another batch of Pfizer-BioNTech vaccines that arrived this morning. These shipments will enable us to progressively roll out our vaccination programme, with vaccination for seniors in the community set to begin later next week.
 
We expect more vaccines from both Moderna and Pfizer-BioNTech to arrive over the coming months. We will continue to monitor our supplies closely, to meet our target of vaccinating all Singaporeans and long-term residents by the end of this year.

📷: MCI",2021-02-17 10:32:56+00:00,Good. Let wins this fight as one nation. Lion roarsssss 👍,2021-02-17 14:47:06+00:00,10
15,"Good news! We received our first shipment of Moderna vaccines this afternoon. This follows another batch of Pfizer-BioNTech vaccines that arrived this morning. These shipments will enable us to progressively roll out our vaccination programme, with vaccination for seniors in the community set to begin later next week.
 
We expect more vaccines from both Moderna and Pfizer-BioNTech to arrive over the coming months. We will continue to monitor our supplies closely, to meet our target of vaccinating all Singaporeans and long-term residents by the end of this year.

📷: MCI",2021-02-17 10:32:56+00:00,Thanks for doing such a great job. Well appreciated. 👏👏👏,2021-02-18 04:47:02+00:00,9
16,"The Health Sciences Authority has just authorised the Moderna vaccine for pandemic use and the first shipment is expected to arrive around March.  Together with the Pfizer-Biontech vaccine approved earlier, we now have two sources for vaccine supplies. We will continue to consider more vaccine options and progressively build up our vaccine supplies for the entire population.",2021-02-03 12:28:46+00:00,Sir - can we please choose which vaccine to take ? Regards.,2021-02-03 16:44:07+00:00,10
18,"The Health Sciences Authority has just authorised the Moderna vaccine for pandemic use and the first shipment is expected to arrive around March.  Together with the Pfizer-Biontech vaccine approved earlier, we now have two sources for vaccine supplies. We will continue to consider more vaccine options and progressively build up our vaccine supplies for the entire population.",2021-02-03 12:28:46+00:00,Thank you minister  pls give me export price rate,2021-02-03 12:41:45+00:00,9
19,"The Health Sciences Authority has just authorised the Moderna vaccine for pandemic use and the first shipment is expected to arrive around March.  Together with the Pfizer-Biontech vaccine approved earlier, we now have two sources for vaccine supplies. We will continue to consider more vaccine options and progressively build up our vaccine supplies for the entire population.",2021-02-03 12:28:46+00:00,"Thank you, minister Lawrence wong really appreciate your labour work to attend to all these matters that is beyond your control really appreciate you jumping on board to help us to solve all these big small problems just for the whole nation of singaporen out there",2021-02-03 13:34:33+00:00,46
21,"The Health Sciences Authority has just authorised the Moderna vaccine for pandemic use and the first shipment is expected to arrive around March.  Together with the Pfizer-Biontech vaccine approved earlier, we now have two sources for vaccine supplies. We will continue to consider more vaccine options and progressively build up our vaccine supplies for the entire population.",2021-02-03 12:28:46+00:00,Let's only use vaccines from reputable companies and not those from countries with a history of cover ups and dubious quality,2021-02-03 23:36:06+00:00,20
26,"The Health Sciences Authority has just authorised the Moderna vaccine for pandemic use and the first shipment is expected to arrive around March.  Together with the Pfizer-Biontech vaccine approved earlier, we now have two sources for vaccine supplies. We will continue to consider more vaccine options and progressively build up our vaccine supplies for the entire population.",2021-02-03 12:28:46+00:00,Well done! Hopefully the pandemic ends sooner.,2021-02-03 18:15:41+00:00,7
