,Post Description,Post Datetime,Comments,Comment Datetime,num_words
0,"Opened on Feb. 18, Jalan Besar Community Club is Singapore’s third vaccination center. 31 vaccination centers are expected to be in operation by mid March.

Addressing the incident of the 72-year-old man who suffered a cardiac arrest after receiving the vaccine, Health Minister Gan Kim Yong said vaccinated patients will be monitored via thorough questionnaires on their wellbeing and a 30-minute post-vaccination observation period.",2021-02-19 12:55:23+00:00,EH? You're here ⏸ already! 👋👏 Good! I got 😂 super suprise for 🙌 you! 🏻👀 Shopee pee 💦💦 pee pee 💦🚰 pee 💦😮 pee pee. 🚰 99 super 😅 shopping day! Buy 💵 everything 💯😬 on Shopee. Shopee 99 super 👑 shopping day! 🌞 Don't play play! Use 👏 your brain. 🌀 99 super 💙 shopping day. 🌞🎉 Million 💯💯 dollar ❗❎ discount eh! Really ah? 😂😂 Abuden. Don't 🚫🙅 play 🏻 play! 🎽😏 Use 🚀🚀 Shopee! 50% 🔫 off vouchers. 18% 👸💗 cashback leh. Don't 🚫😡 say I never 🚫 say! ☝ Don't play play! 😘👅 Use 👏 Shopee! Best 👌 in 🙏📥 Singapore just 🗼🙏 like me. 👈👧 Listen 🎧👴 to 💦 me what 😤💆 I say. 99 🙅 Super 😅 Shopping Day! 🕞🌚 Shopee pee pee 😮 pee 😮 pee pee pee. 99 super 💙🌟 shopping day! Buy 💵💰 everything 🙌🏻 on 🎁🚶 Shopee. Shopee 99 🤑 super 👑👑 shopping day! 😊🎁 Shopee pee pee pee pee 💦💦 pee 🚰 pee. 99 💵 super 😅 shopping day! 🎉☀ Buy 💵💲 everything on Shopee. Shopee 99 super 💢💙 shopping day! 😵🙌 Freeze! 😥😥 Use your 🤴😩 brain. 👾👾 Don't miss 👞😤 this ☝ shopee 99 ♂ super 😅 shopping day ah! Don't 🚫 play 🎮 play. Download Shopee now!,2021-02-19 13:34:30+00:00,126
1,"Opened on Feb. 18, Jalan Besar Community Club is Singapore’s third vaccination center. 31 vaccination centers are expected to be in operation by mid March.

Addressing the incident of the 72-year-old man who suffered a cardiac arrest after receiving the vaccine, Health Minister Gan Kim Yong said vaccinated patients will be monitored via thorough questionnaires on their wellbeing and a 30-minute post-vaccination observation period.",2021-02-19 12:55:23+00:00,wait he suffered from a cardiac arrest post vaccination 👀👀 uh...,2021-02-19 15:13:25+00:00,10
7,"Along with Teck Ghee CC in Ang Mo Kio, this vaccination centre in Tanjong Pagar CC is part of the first two facilities that have been set up to cater vaccinations to residents aged 70 and above.

Trade and Industry Minister Chan Chun Sing, who visited the centre today (Jan. 26) said: “Our aim is targeting to have one community vaccination centre in every town by the end of March.""",2021-01-26 14:31:40+00:00,"Tanjong Pagar and Teck Ghee: one father, one son",2021-01-26 14:43:34+00:00,9
8,"Along with Teck Ghee CC in Ang Mo Kio, this vaccination centre in Tanjong Pagar CC is part of the first two facilities that have been set up to cater vaccinations to residents aged 70 and above.

Trade and Industry Minister Chan Chun Sing, who visited the centre today (Jan. 26) said: “Our aim is targeting to have one community vaccination centre in every town by the end of March.""",2021-01-26 14:31:40+00:00,Great initiative! Already Enrolled my mom for vaccine tomorrow.,2021-01-26 14:48:07+00:00,9
14,"MTF co-chair Lawrence Wong said: “So for those who chose not to take up, it’s your choice, but we will roll out and push out the vaccines regardless. And if you want to wait, you must accept the consequence that perhaps if you wait later, if the vaccine supply has been taken up, you may- and you want to take it up later on, you may not have the ready supply.”",2021-01-21 10:52:31+00:00,"So basically he's trying to say it's first come first serve? What happened to"" there will be enough for everyone?"" Early days and resorting to scare tactics?",2021-01-21 10:57:05+00:00,25
15,"MTF co-chair Lawrence Wong said: “So for those who chose not to take up, it’s your choice, but we will roll out and push out the vaccines regardless. And if you want to wait, you must accept the consequence that perhaps if you wait later, if the vaccine supply has been taken up, you may- and you want to take it up later on, you may not have the ready supply.”",2021-01-21 10:52:31+00:00,"The cost of Singaporeans not taking up something the government has bought in earnest at the launch of the vaccine can be very high. Pifzer covid 19 vaccines need to be stored at -50 to -70 degrees celsius... This means the cold chain refrigerator needs to work extremely hard. Like SIA planes burning cash every second sitting idle at the airport, the vaccines are also burning cash every second when not being jabbed 😅 It  has become a very stressful situation that we are so well protected by the government 😎",2021-01-21 12:02:39+00:00,86
16,"MTF co-chair Lawrence Wong said: “So for those who chose not to take up, it’s your choice, but we will roll out and push out the vaccines regardless. And if you want to wait, you must accept the consequence that perhaps if you wait later, if the vaccine supply has been taken up, you may- and you want to take it up later on, you may not have the ready supply.”",2021-01-21 10:52:31+00:00,"Yes Mr Lawrence , finally U did the rightful thing 👍👍",2021-01-21 11:03:04+00:00,9
17,"MTF co-chair Lawrence Wong said: “So for those who chose not to take up, it’s your choice, but we will roll out and push out the vaccines regardless. And if you want to wait, you must accept the consequence that perhaps if you wait later, if the vaccine supply has been taken up, you may- and you want to take it up later on, you may not have the ready supply.”",2021-01-21 10:52:31+00:00,Is there a way to get vaccinated or get the invitation asap? 🙋🏻,2021-01-21 11:09:52+00:00,12
18,"MTF co-chair Lawrence Wong said: “So for those who chose not to take up, it’s your choice, but we will roll out and push out the vaccines regardless. And if you want to wait, you must accept the consequence that perhaps if you wait later, if the vaccine supply has been taken up, you may- and you want to take it up later on, you may not have the ready supply.”",2021-01-21 10:52:31+00:00,Dont force ppl to take up the type of vaccine if they are not comfortable with it. Vaccines are paid by tax payers. All singapore citizens should be be given a choice of vaccine. Do not use scare tactics.,2021-01-21 15:21:49+00:00,39
19,"MTF co-chair Lawrence Wong said: “So for those who chose not to take up, it’s your choice, but we will roll out and push out the vaccines regardless. And if you want to wait, you must accept the consequence that perhaps if you wait later, if the vaccine supply has been taken up, you may- and you want to take it up later on, you may not have the ready supply.”",2021-01-21 10:52:31+00:00,Can 12-13 yr olds take the vaccine?,2021-01-21 10:56:35+00:00,6
20,"MTF co-chair Lawrence Wong said: “So for those who chose not to take up, it’s your choice, but we will roll out and push out the vaccines regardless. And if you want to wait, you must accept the consequence that perhaps if you wait later, if the vaccine supply has been taken up, you may- and you want to take it up later on, you may not have the ready supply.”",2021-01-21 10:52:31+00:00,"""There is expiration date of this batch of vaccine supply. "" But But, who has confidence in this Pfizer vaccine?😭",2021-01-21 16:59:04+00:00,19
21,"MTF co-chair Lawrence Wong said: “So for those who chose not to take up, it’s your choice, but we will roll out and push out the vaccines regardless. And if you want to wait, you must accept the consequence that perhaps if you wait later, if the vaccine supply has been taken up, you may- and you want to take it up later on, you may not have the ready supply.”",2021-01-21 10:52:31+00:00,Genuine question why not make it compulsory for those who meet the criteria of being vaccinated,2021-01-21 13:00:26+00:00,16
22,"MTF co-chair Lawrence Wong said: “So for those who chose not to take up, it’s your choice, but we will roll out and push out the vaccines regardless. And if you want to wait, you must accept the consequence that perhaps if you wait later, if the vaccine supply has been taken up, you may- and you want to take it up later on, you may not have the ready supply.”",2021-01-21 10:52:31+00:00,Wait and see after 2 yrs🤣,2021-01-21 15:09:01+00:00,5
23,"MTF co-chair Lawrence Wong said: “So for those who chose not to take up, it’s your choice, but we will roll out and push out the vaccines regardless. And if you want to wait, you must accept the consequence that perhaps if you wait later, if the vaccine supply has been taken up, you may- and you want to take it up later on, you may not have the ready supply.”",2021-01-21 10:52:31+00:00,Finally the right approach. The kiasu factor. 😂,2021-01-22 02:43:13+00:00,7
24,"MTF co-chair Lawrence Wong said: “So for those who chose not to take up, it’s your choice, but we will roll out and push out the vaccines regardless. And if you want to wait, you must accept the consequence that perhaps if you wait later, if the vaccine supply has been taken up, you may- and you want to take it up later on, you may not have the ready supply.”",2021-01-21 10:52:31+00:00,Just roll the vaccines out to the whole country ASAP. You could have everyone inoculated in a month. Then get everything back to normal. No excuses on keeping all the ridiculous draconian measures. Back. To. Normal,2021-01-21 13:09:22+00:00,36
26,PM Lee and Dr Kenneth Mak received the Covid-19 vaccination at Singapore General Hospital today (Jan. 8).,2021-01-08 07:36:31+00:00,"His life is so precious, I don’t think he would take the risk of getting the real vaccine, probably it’s a fake jab right 😂",2021-01-09 02:52:01+00:00,26
27,PM Lee and Dr Kenneth Mak received the Covid-19 vaccination at Singapore General Hospital today (Jan. 8).,2021-01-08 07:36:31+00:00,why tf did I think the injection was the one making the snappy noise,2021-01-09 06:07:34+00:00,14
