,Post Description,Post Datetime,Comments,Comment Datetime,num_words
0,"MOH initially said the first shipment of Moderna's vaccine would arrive around March, provided there were no disruptions to the shipment schedule.

It is the second Covid-19 vaccine to be approved for use here and has an efficacy rate of 94%.

Link in bio @straits_times
📸: Reuters
#StraitsTimes #Covid19 #coronavirus",2021-02-17 06:55:00+00:00,I was vaccinated with Pfizer second dose completed,2021-02-17 07:34:33+00:00,8
2,"MOH initially said the first shipment of Moderna's vaccine would arrive around March, provided there were no disruptions to the shipment schedule.

It is the second Covid-19 vaccine to be approved for use here and has an efficacy rate of 94%.

Link in bio @straits_times
📸: Reuters
#StraitsTimes #Covid19 #coronavirus",2021-02-17 06:55:00+00:00,"Oh wow. Singapore just had the most shocking and blatant show of double standards on Covid-19 handling. Currently everyone who enters/returns to Singapore is required to serve a mandatory 14-days stay-home notice (SHN), even for those who have completed their vacinnation. Yet attendees for an upcoming forum to be held in Singapore are exempted from this mandatory SHN. Shocking @leehsienloong @lawrencewongst @gankimyong",2021-02-17 07:03:08+00:00,59
4,"The error was discovered within minutes of the vaccination last month. There was no adverse reaction and the staff member remains well, said the centre.

Link in bio @straits_times
📸: Lianhe Wanbao
#StraitsTimes #coronavirus #Covid19 #covidvaccine",2021-02-06 12:12:00+00:00,"Auntie, one Covid 19 vaccine Gao please",2021-02-06 12:13:32+00:00,6
5,"The error was discovered within minutes of the vaccination last month. There was no adverse reaction and the staff member remains well, said the centre.

Link in bio @straits_times
📸: Lianhe Wanbao
#StraitsTimes #coronavirus #Covid19 #covidvaccine",2021-02-06 12:12:00+00:00,He’s ready for Covid-95,2021-02-06 12:15:56+00:00,5
7,"The error was discovered within minutes of the vaccination last month. There was no adverse reaction and the staff member remains well, said the centre.

Link in bio @straits_times
📸: Lianhe Wanbao
#StraitsTimes #coronavirus #Covid19 #covidvaccine",2021-02-06 12:12:00+00:00,the person who gave the dose need to go get their eye check up by the national eye care center,2021-02-06 12:22:08+00:00,20
8,"The error was discovered within minutes of the vaccination last month. There was no adverse reaction and the staff member remains well, said the centre.

Link in bio @straits_times
📸: Lianhe Wanbao
#StraitsTimes #coronavirus #Covid19 #covidvaccine",2021-02-06 12:12:00+00:00,The guy gonna be 100% immune now,2021-02-06 12:15:42+00:00,6
10,"The error was discovered within minutes of the vaccination last month. There was no adverse reaction and the staff member remains well, said the centre.

Link in bio @straits_times
📸: Lianhe Wanbao
#StraitsTimes #coronavirus #Covid19 #covidvaccine",2021-02-06 12:12:00+00:00,😰😱😱😱😱 How can this be?? Medical negligence 😰😰😰😰,2021-02-06 12:12:59+00:00,6
11,"The error was discovered within minutes of the vaccination last month. There was no adverse reaction and the staff member remains well, said the centre.

Link in bio @straits_times
📸: Lianhe Wanbao
#StraitsTimes #coronavirus #Covid19 #covidvaccine",2021-02-06 12:12:00+00:00,"Marvel has Spiderman, DC has Batman, Singapore has Covidman",2021-02-06 12:22:53+00:00,9
14,"The error was discovered within minutes of the vaccination last month. There was no adverse reaction and the staff member remains well, said the centre.

Link in bio @straits_times
📸: Lianhe Wanbao
#StraitsTimes #coronavirus #Covid19 #covidvaccine",2021-02-06 12:12:00+00:00,He ain't dying for the next century,2021-02-06 12:19:26+00:00,6
15,"The error was discovered within minutes of the vaccination last month. There was no adverse reaction and the staff member remains well, said the centre.

Link in bio @straits_times
📸: Lianhe Wanbao
#StraitsTimes #coronavirus #Covid19 #covidvaccine",2021-02-06 12:12:00+00:00,Why did the staff member not say anything? 🤨,2021-02-06 12:15:17+00:00,8
18,"It’s the second Covid-19 vaccine to be authorised by the HSA in Singapore, after the one by Pfizer-BioNTech. 

Moderna's Covid-19 vaccine demonstrated a high efficacy of 94%, with the benefits outweighing the known risks, the HSA said. 

The Moderna vaccine requires 2 doses administered 28 days apart, while the Pfizer-BioNTech vaccine’s 2 doses are taken 21 days apart. 
Full story in bio @straits_times 
📸: Bloomberg
#StraitsTimes #Singapore #Coronavirus #Vaccine",2021-02-03 09:14:43+00:00,"so webusing pfizer, moderna or both just to be safe?",2021-02-03 09:18:49+00:00,10
20,"It’s the second Covid-19 vaccine to be authorised by the HSA in Singapore, after the one by Pfizer-BioNTech. 

Moderna's Covid-19 vaccine demonstrated a high efficacy of 94%, with the benefits outweighing the known risks, the HSA said. 

The Moderna vaccine requires 2 doses administered 28 days apart, while the Pfizer-BioNTech vaccine’s 2 doses are taken 21 days apart. 
Full story in bio @straits_times 
📸: Bloomberg
#StraitsTimes #Singapore #Coronavirus #Vaccine",2021-02-03 09:14:43+00:00,It's a blessing  for modernas covid19 vaccine shipment that will arrive in march .94% per cent is ready good enough for us Singaporean to take when is is available for to take it to use .,2021-02-03 09:30:41+00:00,33
22,"It’s the second Covid-19 vaccine to be authorised by the HSA in Singapore, after the one by Pfizer-BioNTech. 

Moderna's Covid-19 vaccine demonstrated a high efficacy of 94%, with the benefits outweighing the known risks, the HSA said. 

The Moderna vaccine requires 2 doses administered 28 days apart, while the Pfizer-BioNTech vaccine’s 2 doses are taken 21 days apart. 
Full story in bio @straits_times 
📸: Bloomberg
#StraitsTimes #Singapore #Coronavirus #Vaccine",2021-02-03 09:14:43+00:00,Hahahahah Gan kim yong said banana during his speech 😂😂😂,2021-02-03 13:33:38+00:00,9
25,"It’s the second Covid-19 vaccine to be authorised by the HSA in Singapore, after the one by Pfizer-BioNTech. 

Moderna's Covid-19 vaccine demonstrated a high efficacy of 94%, with the benefits outweighing the known risks, the HSA said. 

The Moderna vaccine requires 2 doses administered 28 days apart, while the Pfizer-BioNTech vaccine’s 2 doses are taken 21 days apart. 
Full story in bio @straits_times 
📸: Bloomberg
#StraitsTimes #Singapore #Coronavirus #Vaccine",2021-02-03 09:14:43+00:00,Hurrah for the zombie apocalypse conspiracists... 🧟 🧟‍♂️ 🧟‍♀️... 'We regret to announce that a serious problem with ...',2021-02-04 23:10:35+00:00,15
26,"It’s the second Covid-19 vaccine to be authorised by the HSA in Singapore, after the one by Pfizer-BioNTech. 

Moderna's Covid-19 vaccine demonstrated a high efficacy of 94%, with the benefits outweighing the known risks, the HSA said. 

The Moderna vaccine requires 2 doses administered 28 days apart, while the Pfizer-BioNTech vaccine’s 2 doses are taken 21 days apart. 
Full story in bio @straits_times 
📸: Bloomberg
#StraitsTimes #Singapore #Coronavirus #Vaccine",2021-02-03 09:14:43+00:00,I buy old MAL 🇲🇾(coins$ notes)10kkmyr per☝️old Sin🇸🇬(coins$note)10ksgd per☝️OLD BRU🇧🇳(coins$notes)10ksgd per☝️ YA ALLAH 🙏🙏🙏✅✅✅✅,2021-02-03 09:56:10+00:00,17
30,"Singapore’s Covid-19 front-liners who shook off fear of exposure to infection, worked long hours and researched vaccines were collectively named The Straits Times Singaporean of the Year 2020.

They were represented by 5 people, including a nurse clinician and a swabber, who received the award from President Halimah Yacob.

""Covid-19 has united us and we have emerged stronger. The battle is not over yet but we have each other's strength and shoulder to rely on,” said the NCID’s executive director Leo Yee Sin.
Full story in bio @straits_times
📸: Desmond Wee
#StraitsTimes #Singapore #Coronavirus",2021-02-02 12:22:32+00:00,Does this include nsf and reservist personnels ?,2021-02-02 13:34:43+00:00,7
31,"Singapore’s Covid-19 front-liners who shook off fear of exposure to infection, worked long hours and researched vaccines were collectively named The Straits Times Singaporean of the Year 2020.

They were represented by 5 people, including a nurse clinician and a swabber, who received the award from President Halimah Yacob.

""Covid-19 has united us and we have emerged stronger. The battle is not over yet but we have each other's strength and shoulder to rely on,” said the NCID’s executive director Leo Yee Sin.
Full story in bio @straits_times
📸: Desmond Wee
#StraitsTimes #Singapore #Coronavirus",2021-02-02 12:22:32+00:00,Cleaners: Are we a joke to you? 🤨,2021-02-02 12:45:38+00:00,7
