,id,date,time,tweet,hashtags,num_words
0,1364715614737035265,2021-02-25,07:15:32,Snack on healthier goodies for a fresh start after CNY feasts  https://t.co/jwZr2e69Wg,[],11
3,1364609396819468294,2021-02-25,00:13:28,The Last Dance - CNY 2021  https://t.co/F6V0JooCzY via @YouTube,[],5
4,1364592127334752262,2021-02-24,23:04:50,Cny is over but I’m over here still singing dem CNY Songs,[],13
5,1364588847238012928,2021-02-24,22:51:48,Looks like we’re still in (CNY) season! Catching up with residents and retailers at Block 111 yesterday evening during dinner time.  #Marsiling #ChineseNewYear #NiuYear #Singapore #Celebrate  #supportlocal  https://t.co/456CugQGFO,"['marsiling', 'chinesenewyear', 'niuyear', 'singapore', 'celebrate', 'supportlocal']",21
6,1364581818771460097,2021-02-24,22:23:52,(#时空中的绘旅人—For All Time—) Alkaid's CNY 2021 SMS Translation:  琴宁岛的新年 New Year’s on Qinning Island   https://t.co/VCh88eJwtP,['时空中的绘旅人'],11
7,1364581245418528768,2021-02-24,22:21:36,"(#时空中的绘旅人—For All Time—) Alkaid's CNY 2021 Event R Translation  “The sun sinks in the west, the moon rises in the east; the stars light up, and Venus will shine in the early morning after the starry curtain call’s had its turn.”   https://t.co/fwI8zsMrwA",['时空中的绘旅人'],39
8,1364580765564956672,2021-02-24,22:19:41,"(#时空中的绘旅人—For All Time—) Clarence's CNY 2021 Event R Translation  “It all ends after midnight, but it also spells a new beginning. Even then, my wish is for every year to be the same as this one.”   https://t.co/Bru3itjZIi",['时空中的绘旅人'],33
9,1364569039993933832,2021-02-24,21:33:06,BB66 Lunch Fellowship  Thanks @leon_lch for organising and hosting lunch! Thanks @iamwenyi &amp; @adrel for the sinfully nice CNY goodies! @ 钊记面家 Chew Kee Soy Sauce Chicken  https://t.co/afArEHTUy4,[],20
10,1364560738065473537,2021-02-24,21:00:06,2 more days to CNY.  https://t.co/wWCCKLXv1W wishes you and family a bountiful year of the Ox. Find out what's in store for you and your business in our Year of the Ox Business Fengshui Prosperity Guide when you create an account at  https://t.co/sNLGMCyOyg  https://t.co/47x8TmeNT4,[],39
11,1364554828278427655,2021-02-24,20:36:37,More yusheng and fried rice for dinner on CNY Day 13! @ Singapore  https://t.co/UUfgrIqUgS,[],11
