postUrl,description,commentCount,pubDate,username,postId
https://www.instagram.com/p/CLwH2XBrZef/,"Today is the fifteenth and final day of Chinese New Year, 元宵节 (yuánxiāo jié), also colloquially known as Chap Goh Mei.
⠀⠀⠀⠀⠀⠀
Celebrations this year have been subdued due to the pandemic. People are meeting in smaller groups and making fewer house visits. Vaccinations for seniors are underway, and progressively for the rest of our population.
⠀⠀⠀⠀⠀⠀
If the global pandemic abates, I hope next year we can hold our usual boisterous celebrations, and usher in the Year of the Tiger together with a roar! Wishing everyone a safe and healthy Chap Goh Mei! 祝大家元宵节快乐! – LHL
⠀⠀⠀⠀⠀⠀
(MCI Photo by Betty Chua)⠀⠀⠀⠀⠀⠀",95,2021-02-26T10:22:56.000Z,leehsienloong,2517546713601644447
https://www.instagram.com/p/CLp_ewvAghs/,"Singapore’s vaccine drive is progressing smoothly, but we must not forget that we are part of a global community that is also combating the pandemic. 

I recorded this video for the launch of Global Citizen’s (@glblctzn) Recover Better Together campaign. I shared how Singapore is contributing to international efforts, like the COVAX Advance Market Commitment. 

The virus has caused turmoil around the world. Singapore must do its part to foster the global recovery, or else all our own efforts will be for naught. Until everyone is safe, no one is safe. – LHL

(PMO Video by Alex Qiu)",145,2021-02-24T01:15:32.000Z,leehsienloong,2515821057705904236
https://www.instagram.com/p/CLo3fFOr_Rs/,"I could not hold my annual Chap Goh Mei dinner with community leaders and other guests this year because of COVID-19. Instead, I spoke to a small audience at NTUC Auditorium, while groups joined us from 126 other locations virtually.

I took stock of our COVID-19 situation. We want to maintain our current stable position and get Singaporeans vaccinated quickly. The vaccines will take us one big step forward, but not back to business as usual, as many countries will not complete their vaccinations within this year. We have to live with the virus for many more years to come, maybe even permanently.

I also shared my thoughts on our external situation, and the outlook for the future. The next few years will not be easy. We can’t tell exactly how the world will change after the pandemic, but as long as we work together, hold fast to our principles, and keep faith both with our pioneers as well as generations yet unborn, we will emerge stronger and thrive for many years to come. – LHL
 
(MCI Photo by Chwee)",52,2021-02-23T14:45:16.000Z,leehsienloong,2515504420363433068
https://www.instagram.com/p/CLigvw3Lipt/,"Chingay Parade 2020 was one of our last major events before COVID-19 brought large gatherings to a halt. One year later, we still can’t hold the usual street parade. But obstacles can also be opportunities to try something new! 

I was among 150 guests who watched Chingay 2021, our first-ever Digital Chingay, at the Mediacorp theatre last night. Many more tuned in on TV or via the internet. Chingay Parades of years past may have featured fancy floats and large contingents of performers. But this year’s format was refreshing and original, including more performances by members of the community, and friends from ASEAN! I applaud @pafrenz on a captivating reimagining of the show! – LHL

([1] Photo by me; [2-5] MCI Photos by Fyrol)",46,2021-02-21T03:31:07.000Z,leehsienloong,2513715556460014162
https://www.instagram.com/p/CLigvw3Lipt/,"Chingay Parade 2020 was one of our last major events before COVID-19 brought large gatherings to a halt. One year later, we still can’t hold the usual street parade. But obstacles can also be opportunities to try something new! 

I was among 150 guests who watched Chingay 2021, our first-ever Digital Chingay, at the Mediacorp theatre last night. Many more tuned in on TV or via the internet. Chingay Parades of years past may have featured fancy floats and large contingents of performers. But this year’s format was refreshing and original, including more performances by members of the community, and friends from ASEAN! I applaud @pafrenz on a captivating reimagining of the show! – LHL

([1] Photo by me; [2-5] MCI Photos by Fyrol)",46,2021-02-21T03:31:07.000Z,leehsienloong,2513715556485394908
https://www.instagram.com/p/CLigvw3Lipt/,"Chingay Parade 2020 was one of our last major events before COVID-19 brought large gatherings to a halt. One year later, we still can’t hold the usual street parade. But obstacles can also be opportunities to try something new! 

I was among 150 guests who watched Chingay 2021, our first-ever Digital Chingay, at the Mediacorp theatre last night. Many more tuned in on TV or via the internet. Chingay Parades of years past may have featured fancy floats and large contingents of performers. But this year’s format was refreshing and original, including more performances by members of the community, and friends from ASEAN! I applaud @pafrenz on a captivating reimagining of the show! – LHL

([1] Photo by me; [2-5] MCI Photos by Fyrol)",46,2021-02-21T03:31:07.000Z,leehsienloong,2513715556443272164
https://www.instagram.com/p/CLigvw3Lipt/,"Chingay Parade 2020 was one of our last major events before COVID-19 brought large gatherings to a halt. One year later, we still can’t hold the usual street parade. But obstacles can also be opportunities to try something new! 

I was among 150 guests who watched Chingay 2021, our first-ever Digital Chingay, at the Mediacorp theatre last night. Many more tuned in on TV or via the internet. Chingay Parades of years past may have featured fancy floats and large contingents of performers. But this year’s format was refreshing and original, including more performances by members of the community, and friends from ASEAN! I applaud @pafrenz on a captivating reimagining of the show! – LHL

([1] Photo by me; [2-5] MCI Photos by Fyrol)",46,2021-02-21T03:31:07.000Z,leehsienloong,2513715556468468455
https://www.instagram.com/p/CLigvw3Lipt/,"Chingay Parade 2020 was one of our last major events before COVID-19 brought large gatherings to a halt. One year later, we still can’t hold the usual street parade. But obstacles can also be opportunities to try something new! 

I was among 150 guests who watched Chingay 2021, our first-ever Digital Chingay, at the Mediacorp theatre last night. Many more tuned in on TV or via the internet. Chingay Parades of years past may have featured fancy floats and large contingents of performers. But this year’s format was refreshing and original, including more performances by members of the community, and friends from ASEAN! I applaud @pafrenz on a captivating reimagining of the show! – LHL

([1] Photo by me; [2-5] MCI Photos by Fyrol)",46,2021-02-21T03:31:07.000Z,leehsienloong,2513715556476853985
https://www.instagram.com/p/CLigvw3Lipt/,"Chingay Parade 2020 was one of our last major events before COVID-19 brought large gatherings to a halt. One year later, we still can’t hold the usual street parade. But obstacles can also be opportunities to try something new! 

I was among 150 guests who watched Chingay 2021, our first-ever Digital Chingay, at the Mediacorp theatre last night. Many more tuned in on TV or via the internet. Chingay Parades of years past may have featured fancy floats and large contingents of performers. But this year’s format was refreshing and original, including more performances by members of the community, and friends from ASEAN! I applaud @pafrenz on a captivating reimagining of the show! – LHL

([1] Photo by me; [2-5] MCI Photos by Fyrol)",46,2021-02-21T03:31:07.000Z,leehsienloong,2513715556501955988
https://www.instagram.com/p/CLeD0rcLlqS/,"Congratulations to everyone who received their ‘A’ Level results today! It is another cross-roads for many of you – some will start their National Service, others will be pursuing further studies in polytechnic or university.

No matter what route you choose, remember that the world is your oyster. The situation may seem uncertain now because of the pandemic, but continue to pursue your dreams with a passion, and make the world a better place. – LHL

(Release of 2020 ‘A’ Level results at @yishuninnovajc / MCI Photo by Fyrol)",32,2021-02-19T10:01:26.000Z,leehsienloong,2512462456315337362
