postUrl,description,commentCount,pubDate,username,postId
https://www.instagram.com/p/CD3dOQTsLO3/,"Went on a #jalanjalan to the Singapore Zoo last weekend. Our local attractions have been severely affected by the COVID-19 pandemic, but with the gradual re-opening of our economy in Phase 2, most have reopened with the necessary precautionary measures in place such as safe distancing, temperature-taking, and safe entry.

No one can tell how long international travel restrictions will last. COVID-19 will remain a problem for a long time yet, and we will all have to learn to live with it. In the meanwhile, take this time to explore our island — from our world-famous tourist attractions to the places off the beaten path. You may be surprised by what you will discover. – LHL

(Photos by me)",143,2020-08-14T10:33:14.000Z,leehsienloong,2375495848129858123
https://www.instagram.com/p/CD3dOQTsLO3/,"Went on a #jalanjalan to the Singapore Zoo last weekend. Our local attractions have been severely affected by the COVID-19 pandemic, but with the gradual re-opening of our economy in Phase 2, most have reopened with the necessary precautionary measures in place such as safe distancing, temperature-taking, and safe entry.

No one can tell how long international travel restrictions will last. COVID-19 will remain a problem for a long time yet, and we will all have to learn to live with it. In the meanwhile, take this time to explore our island — from our world-famous tourist attractions to the places off the beaten path. You may be surprised by what you will discover. – LHL

(Photos by me)",143,2020-08-14T10:33:14.000Z,leehsienloong,2375495848196970133
https://www.instagram.com/p/CD3dOQTsLO3/,"Went on a #jalanjalan to the Singapore Zoo last weekend. Our local attractions have been severely affected by the COVID-19 pandemic, but with the gradual re-opening of our economy in Phase 2, most have reopened with the necessary precautionary measures in place such as safe distancing, temperature-taking, and safe entry.

No one can tell how long international travel restrictions will last. COVID-19 will remain a problem for a long time yet, and we will all have to learn to live with it. In the meanwhile, take this time to explore our island — from our world-famous tourist attractions to the places off the beaten path. You may be surprised by what you will discover. – LHL

(Photos by me)",143,2020-08-14T10:33:14.000Z,leehsienloong,2375495848171821373
https://www.instagram.com/p/CD3dOQTsLO3/,"Went on a #jalanjalan to the Singapore Zoo last weekend. Our local attractions have been severely affected by the COVID-19 pandemic, but with the gradual re-opening of our economy in Phase 2, most have reopened with the necessary precautionary measures in place such as safe distancing, temperature-taking, and safe entry.

No one can tell how long international travel restrictions will last. COVID-19 will remain a problem for a long time yet, and we will all have to learn to live with it. In the meanwhile, take this time to explore our island — from our world-famous tourist attractions to the places off the beaten path. You may be surprised by what you will discover. – LHL

(Photos by me)",143,2020-08-14T10:33:14.000Z,leehsienloong,2375495848171830775
https://www.instagram.com/p/CD3dOQTsLO3/,"Went on a #jalanjalan to the Singapore Zoo last weekend. Our local attractions have been severely affected by the COVID-19 pandemic, but with the gradual re-opening of our economy in Phase 2, most have reopened with the necessary precautionary measures in place such as safe distancing, temperature-taking, and safe entry.

No one can tell how long international travel restrictions will last. COVID-19 will remain a problem for a long time yet, and we will all have to learn to live with it. In the meanwhile, take this time to explore our island — from our world-famous tourist attractions to the places off the beaten path. You may be surprised by what you will discover. – LHL

(Photos by me)",143,2020-08-14T10:33:14.000Z,leehsienloong,2375495848180315258
https://www.instagram.com/p/CD3dOQTsLO3/,"Went on a #jalanjalan to the Singapore Zoo last weekend. Our local attractions have been severely affected by the COVID-19 pandemic, but with the gradual re-opening of our economy in Phase 2, most have reopened with the necessary precautionary measures in place such as safe distancing, temperature-taking, and safe entry.

No one can tell how long international travel restrictions will last. COVID-19 will remain a problem for a long time yet, and we will all have to learn to live with it. In the meanwhile, take this time to explore our island — from our world-famous tourist attractions to the places off the beaten path. You may be surprised by what you will discover. – LHL

(Photos by me)",143,2020-08-14T10:33:14.000Z,leehsienloong,2375495848154899786
https://www.instagram.com/p/CD3dOQTsLO3/,"Went on a #jalanjalan to the Singapore Zoo last weekend. Our local attractions have been severely affected by the COVID-19 pandemic, but with the gradual re-opening of our economy in Phase 2, most have reopened with the necessary precautionary measures in place such as safe distancing, temperature-taking, and safe entry.

No one can tell how long international travel restrictions will last. COVID-19 will remain a problem for a long time yet, and we will all have to learn to live with it. In the meanwhile, take this time to explore our island — from our world-famous tourist attractions to the places off the beaten path. You may be surprised by what you will discover. – LHL

(Photos by me)",143,2020-08-14T10:33:14.000Z,leehsienloong,2375495848163442452
https://www.instagram.com/p/CD3dOQTsLO3/,"Went on a #jalanjalan to the Singapore Zoo last weekend. Our local attractions have been severely affected by the COVID-19 pandemic, but with the gradual re-opening of our economy in Phase 2, most have reopened with the necessary precautionary measures in place such as safe distancing, temperature-taking, and safe entry.

No one can tell how long international travel restrictions will last. COVID-19 will remain a problem for a long time yet, and we will all have to learn to live with it. In the meanwhile, take this time to explore our island — from our world-famous tourist attractions to the places off the beaten path. You may be surprised by what you will discover. – LHL

(Photos by me)",143,2020-08-14T10:33:14.000Z,leehsienloong,2375495848188678536
https://www.instagram.com/p/CD3dOQTsLO3/,"Went on a #jalanjalan to the Singapore Zoo last weekend. Our local attractions have been severely affected by the COVID-19 pandemic, but with the gradual re-opening of our economy in Phase 2, most have reopened with the necessary precautionary measures in place such as safe distancing, temperature-taking, and safe entry.

No one can tell how long international travel restrictions will last. COVID-19 will remain a problem for a long time yet, and we will all have to learn to live with it. In the meanwhile, take this time to explore our island — from our world-famous tourist attractions to the places off the beaten path. You may be surprised by what you will discover. – LHL

(Photos by me)",143,2020-08-14T10:33:14.000Z,leehsienloong,2375495848205443590
https://www.instagram.com/p/CD3dOQTsLO3/,"Went on a #jalanjalan to the Singapore Zoo last weekend. Our local attractions have been severely affected by the COVID-19 pandemic, but with the gradual re-opening of our economy in Phase 2, most have reopened with the necessary precautionary measures in place such as safe distancing, temperature-taking, and safe entry.

No one can tell how long international travel restrictions will last. COVID-19 will remain a problem for a long time yet, and we will all have to learn to live with it. In the meanwhile, take this time to explore our island — from our world-famous tourist attractions to the places off the beaten path. You may be surprised by what you will discover. – LHL

(Photos by me)",143,2020-08-14T10:33:14.000Z,leehsienloong,2375495848196976699
