,username,comments,timestamp,postUrl,pubDate,description
0,tripadvisor_olevia_explorer,😘😘😘 good reminders 👏👏👏,2021-01-22T10:23:27.000Z,https://www.instagram.com/p/CKVz645nXEi/,2021-01-22T08:37:09.000Z,"Heading out to the malls? Try to avoid crowds by checking crowd levels at www.spaceout.gov.sg, or by shopping during off-peak hours 🕞

Remember to keep your mask on and use TraceTogether and SafeEntry to facilitate contact tracing. 😷

If you're unwell, make sure you see a doctor right away and stay home 🛋️

For more ways to keep yourself and your loved ones safe: go.gov.sg/safeshopping-ig (link in bio)"
1,shah149,So whats with China Town at this point of time? #contradictingwords,2021-02-01T12:27:35.000Z,https://www.instagram.com/p/CKVz645nXEi/,2021-01-22T08:37:09.000Z,"Heading out to the malls? Try to avoid crowds by checking crowd levels at www.spaceout.gov.sg, or by shopping during off-peak hours 🕞

Remember to keep your mask on and use TraceTogether and SafeEntry to facilitate contact tracing. 😷

If you're unwell, make sure you see a doctor right away and stay home 🛋️

For more ways to keep yourself and your loved ones safe: go.gov.sg/safeshopping-ig (link in bio)"
2,shah149,So whats with China Town at this point of time? #contradictingwords,2021-02-01T12:27:51.000Z,https://www.instagram.com/p/CKVz645nXEi/,2021-01-22T08:37:09.000Z,"Heading out to the malls? Try to avoid crowds by checking crowd levels at www.spaceout.gov.sg, or by shopping during off-peak hours 🕞

Remember to keep your mask on and use TraceTogether and SafeEntry to facilitate contact tracing. 😷

If you're unwell, make sure you see a doctor right away and stay home 🛋️

For more ways to keep yourself and your loved ones safe: go.gov.sg/safeshopping-ig (link in bio)"
0,space_boss1,Dammm he lookin THICC,2020-12-15T03:28:56.000Z,https://www.instagram.com/p/CIpx9_3nf4d/,2020-12-11T09:43:35.000Z,"Is TraceTogether secure? Does it track my movements? 📡📍

Why must I wear a mask when dining out with my family? 🍴

Public transport can be crowded - is it ok if we are close together? 🚇🚌

Prof Vernon Lee explains your top questions about COVID-19 safe management measures.

For more: go.gov.sg/explain-vl-ig (Link in Bio)

#ExpertsExplain #WhyAh"
0,hayleynggg,Do we need to 'check out' when we use our ID card to 'check in',2020-12-10T10:09:32.000Z,https://www.instagram.com/p/CInPobSHB2c/,2020-12-10T10:03:48.000Z,"Why must the SafeEntry and TraceTogether App/Token be used together? 📲

Dr @JanilPuthucheary explains how these 2 contracting tools work together to protect you and your loved ones.

For more: go.gov.sg/explain-jp-ig (Link in Bio)

#ExpertsExplain #WhyAh"
1,jesperlau98,When can the phase 3 start in Singapore 🇸🇬? 🤔,2020-12-10T10:17:18.000Z,https://www.instagram.com/p/CInPobSHB2c/,2020-12-10T10:03:48.000Z,"Why must the SafeEntry and TraceTogether App/Token be used together? 📲

Dr @JanilPuthucheary explains how these 2 contracting tools work together to protect you and your loved ones.

For more: go.gov.sg/explain-jp-ig (Link in Bio)

#ExpertsExplain #WhyAh"
2,jchua.21,👏,2020-12-10T12:27:18.000Z,https://www.instagram.com/p/CInPobSHB2c/,2020-12-10T10:03:48.000Z,"Why must the SafeEntry and TraceTogether App/Token be used together? 📲

Dr @JanilPuthucheary explains how these 2 contracting tools work together to protect you and your loved ones.

For more: go.gov.sg/explain-jp-ig (Link in Bio)

#ExpertsExplain #WhyAh"
3,dawntan.sg,It will be good to incorporate some good features of Safe entry into Trace Together app. Personally I like the search feature of locations within close proximity .  I use that when I’m nearing the building to save time and straight to queue for entry instead of scanning the QR code.,2020-12-11T01:53:39.000Z,https://www.instagram.com/p/CInPobSHB2c/,2020-12-10T10:03:48.000Z,"Why must the SafeEntry and TraceTogether App/Token be used together? 📲

Dr @JanilPuthucheary explains how these 2 contracting tools work together to protect you and your loved ones.

For more: go.gov.sg/explain-jp-ig (Link in Bio)

#ExpertsExplain #WhyAh"
4,manisahmohdtahir,Why sometimes scan using the trace together cannot capture the QR code?? Hv to used the normal QR scanner.,2020-12-12T23:46:35.000Z,https://www.instagram.com/p/CInPobSHB2c/,2020-12-10T10:03:48.000Z,"Why must the SafeEntry and TraceTogether App/Token be used together? 📲

Dr @JanilPuthucheary explains how these 2 contracting tools work together to protect you and your loved ones.

For more: go.gov.sg/explain-jp-ig (Link in Bio)

#ExpertsExplain #WhyAh"
0,lieke.maria,😍👍,2020-12-09T00:45:19.000Z,https://www.instagram.com/p/CIiYO_Bj-VK/,2020-12-08T12:42:34.000Z,"Spread cheer not fear 🥳

Looking forward to the holidays? Remember to: 
📱Use SafeEntry and TraceTogether 
🍽️ Dine-out, space-out 
🛍️Beat the crowds by doing Christmas shopping online 
🎉Keep gatherings small and cosy

#DontSabo #StaySafe

Read more: go.gov.sg/safeholidays-ig (Link in Bio)"
