id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1362831838469783554,1362831838469783554,2021-02-20 02:30:05 +08,2021-02-20,02:30:05,+0800,1015456945447170048,hiremaidea,hiremaid.com.sg,,Seniors should wait for vaccination letters before registering: Gan Kim Yong  https://t.co/C2zwGFKfnL,en,[],['http://dlvr.it/Rt45Cs'],[],0,1,0,[],[],https://twitter.com/HIREMAIDEA/status/1362831838469783554,False,,0,,Singapore,,,,,,[],,,,
1362806415564304384,1362806415564304384,2021-02-20 00:49:03 +08,2021-02-20,00:49:03,+0800,37874853,straits_times,The Straits Times,,Seniors should wait for vaccination letters before registering: Gan Kim Yong  https://t.co/yiN46Cxo2Y,en,[],['http://dlvr.it/Rt3mYD'],[],0,1,5,[],[],https://twitter.com/straits_times/status/1362806415564304384,False,,0,,Singapore,,,,,,[],,,,
1362786408281243650,1362786408281243650,2021-02-19 23:29:33 +08,2021-02-19,23:29:33,+0800,1015456945447170048,hiremaidea,hiremaid.com.sg,,S'pore will continue to monitor for adverse effects from Covid-19 vaccine: Gan Kim Yong  https://t.co/kfV5QQtZZf,en,[],['http://dlvr.it/Rt3TSK'],[],0,0,0,[],[],https://twitter.com/HIREMAIDEA/status/1362786408281243650,False,,0,,Singapore,,,,,,[],,,,
1362784390883893255,1362784390883893255,2021-02-19 23:21:32 +08,2021-02-19,23:21:32,+0800,37874853,straits_times,The Straits Times,,S'pore will continue to monitor for adverse effects from Covid-19 vaccine: Gan Kim Yong  https://t.co/EaZTtbUbjG,en,[],['http://dlvr.it/Rt3Rv4'],[],0,0,2,[],[],https://twitter.com/straits_times/status/1362784390883893255,False,,0,,Singapore,,,,,,[],,,,
1362753355223736327,1362753355223736327,2021-02-19 21:18:13 +08,2021-02-19,21:18:13,+0800,38400130,channelnewsasia,CNA,,"VIDEO: Singapore is hoping to conduct #COVID19 vaccinations for most residents aged 70 and above ""within a month or so"", says Health Minister Gan Kim Yong. He gives a timeline of when others can expect to get their jabs  https://t.co/RkNBDOS7SZ   https://t.co/ziD9jLYqze",en,[],"['https://cna.asia/3s7BPRF', 'https://www.youtube.com/watch?v=Iwg8bjJR-QQ']",[],0,3,10,['covid19'],[],https://twitter.com/ChannelNewsAsia/status/1362753355223736327,False,,0,,Singapore,,,,,,[],,,,
1362740658868391936,1362740658868391936,2021-02-19 20:27:46 +08,2021-02-19,20:27:46,+0800,1619325942,mothershipsg,Mothership.sg,,Case of S’porean who had cardiac arrest after vaccination taken ‘very seriously’: Gan Kim Yong  https://t.co/jXbB0ulkKf  https://t.co/WF2HLnwGuG,en,[],['https://bit.ly/2NK3c5h'],['https://pbs.twimg.com/media/EultXreWQAIWpI4.jpg'],1,14,23,[],[],https://twitter.com/MothershipSG/status/1362740658868391936,False,,1,https://pbs.twimg.com/media/EultXreWQAIWpI4.jpg,Singapore,,,,,,[],,,,
1362727695067475974,1362727695067475974,2021-02-19 19:36:15 +08,2021-02-19,19:36:15,+0800,44290654,yperic,Eric Cheng,,"Case of S'porean who had cardiac arrest after vaccination taken 'very seriously', criteria &amp; processes will be refined: Gan Kim Yong  https://t.co/cLbydupNeS",en,[],['https://mothership.sg/2021/02/monitor-vaccinated-patients-gan-kim-yong/'],[],0,0,0,[],[],https://twitter.com/yperic/status/1362727695067475974,False,,0,,Singapore,,,,,,[],,,,
1362720528499310592,1362720528499310592,2021-02-19 19:07:46 +08,2021-02-19,19:07:46,+0800,762668853834883073,tpenghui,Faithkeeper 推特谈兵,,"“Covid-19 vaccinations for people aged 60 to 69 will start around the end of March, with the rest of the population to follow suit in April, said Singapore Health Minister Gan Kim Yong on Friday (Feb 19)” https://t.co/dltI7MlpUY",en,[],['https://www.straitstimes.com/singapore/health/spore-residents-aged-60-69-to-get-covid-19-vaccine-from-march-rest-of-population'],[],0,0,0,[],[],https://twitter.com/tpenghui/status/1362720528499310592,False,,0,,Singapore,,,,,,[],,,,
1352514123121086469,1352514123121086469,2021-01-22 15:11:10 +08,2021-01-22,15:11:10,+0800,483847052,mimi_covergal,Mimi Wan K,,International leisure travel not likely this year: Gan Kim Yong  https://t.co/bkQOhcyKVi #readOnTNP via @thenewpaper,en,"[{'screen_name': 'thenewpaper', 'name': 'the new paper', 'id': '34565395'}]",['https://www.tnp.sg/news/singapore/international-leisure-travel-not-likely-year-gan-kim-yong'],[],0,0,0,['readontnp'],[],https://twitter.com/Mimi_Covergal/status/1352514123121086469,False,,0,,Singapore,,,,,,[],,,,
1349278091445555200,1349278091445555200,2021-01-13 16:52:20 +08,2021-01-13,16:52:20,+0800,908615605875499009,cherylgohcna,Cheryl Goh,,Next in line to get their COVID-19 vaccines - Health Minister Gan Kim Yong and Education Minister Lawrence Wong.  https://t.co/MvX07wkQgU,en,[],[],"['https://pbs.twimg.com/media/ErmZRM0VgAEsdPv.jpg', 'https://pbs.twimg.com/media/ErmZRNJUUAAWKSl.jpg']",0,5,15,[],[],https://twitter.com/CherylGohCNA/status/1349278091445555200,False,,1,https://pbs.twimg.com/media/ErmZRM0VgAEsdPv.jpg,Singapore,,,,,,[],,,,
