id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1364710028867821571,1364615407408214018,2021-02-25 06:53:20 +08,2021-02-25,06:53:20,+0800,728130084599529472,larry67321,Larry,,@mtgreenee I think a plastic box around your head would keep you safer than the face mask.  Would you consider it?  That way nobody could hear your nonsense. We just see you lips moving.  Of course wear oven mitts too.  https://t.co/ubjxYzfHV8,en,[],[],['https://pbs.twimg.com/media/EvBsiVaVkAQRpfA.jpg'],0,0,0,[],[],https://twitter.com/Larry67321/status/1364710028867821571,False,,1,https://pbs.twimg.com/media/EvBsiVaVkAQRpfA.jpg,Singapore,,,,,,"[{'screen_name': 'mtgreenee', 'name': 'Marjorie Taylor Greene 🇺🇸', 'id': '826065164504006657'}]",,,,
1364672164566196227,1364672164566196227,2021-02-25 04:22:53 +08,2021-02-25,04:22:53,+0800,2782089086,johnpaullow,john paul LOW,,Which face mask is best for communication? A new study weighs in   https://t.co/dBTrGG3c27,en,[],['https://www.cnn.com/2021/02/24/health/best-face-masks-for-talking-wellness/index.html'],[],0,0,0,[],[],https://twitter.com/JohnpaulLow/status/1364672164566196227,False,,0,,Singapore,,,,,,[],,,,
1364516915373174784,1364516915373174784,2021-02-24 18:05:58 +08,2021-02-24,18:05:58,+0800,184689230,iamindriwanti,hasianmu,,"Ada sisa facemask ""kakak sini aku beli tp ini dp dulu seringgit"" skrg facemask pun dp😭  https://t.co/m7nA3hsjWv",in,[],[],['https://pbs.twimg.com/media/Eu-804_VEAENcKm.jpg'],0,0,0,[],[],https://twitter.com/iamindriwanti/status/1364516915373174784,False,,1,https://pbs.twimg.com/media/Eu-804_VEAENcKm.jpg,Singapore,,,,,,[],,,,
1364432292391776257,1364432292391776257,2021-02-24 12:29:43 +08,2021-02-24,12:29:43,+0800,10872822,sehof,Sense Hofstede,,Fourth round of free face mask distribution in Singapore to start on 1 March – Yahoo News SG  https://t.co/82px7uLAm3,en,[],['https://sg.news.yahoo.com/fourth-round-free-face-mask-distribution-start-1-march-033840942.html'],[],0,0,0,[],[],https://twitter.com/sehof/status/1364432292391776257,False,,0,,Singapore,,,,,,[],,,,
1364419763586310147,1364419763586310147,2021-02-24 11:39:55 +08,2021-02-24,11:39:55,+0800,115624161,yahoosg,Yahoo Singapore,,Fourth round of free face mask distribution to start on 1 Mar  https://t.co/M2OMvtHTAZ via @yahoosg,en,"[{'screen_name': 'yahoosg', 'name': 'yahoo singapore', 'id': '115624161'}]",['https://sg.news.yahoo.com/fourth-round-free-face-mask-distribution-start-1-march-033840942.html?soc_src=social-sh&soc_trk=tw&tsrc=twtr'],[],0,0,0,[],[],https://twitter.com/YahooSG/status/1364419763586310147,False,,0,,Singapore,,,,,,[],,,,
1364419324119719938,1364398045945733120,2021-02-24 11:38:11 +08,2021-02-24,11:38:11,+0800,1189559660241534976,nrzanaaa,zana,,@hanisafwan_ besar nya face mask budak lelaki tersebut,in,[],[],[],1,0,0,[],[],https://twitter.com/nrzanaaa/status/1364419324119719938,False,,0,,Singapore,,,,,,"[{'screen_name': 'hanisafwan_', 'name': '♪', 'id': '1137722756399677448'}]",,,,
1364368784924975109,1364368784924975109,2021-02-24 08:17:21 +08,2021-02-24,08:17:21,+0800,2308451582,alisinthesis,ali greyson alattas,,I like wearing a face mask. It keeps my nose warm,en,[],[],[],0,0,4,[],[],https://twitter.com/alisinthesis/status/1364368784924975109,False,,0,,Singapore,,,,,,[],,,,
1364219455669039114,1364219455669039114,2021-02-23 22:23:58 +08,2021-02-23,22:23:58,+0800,2985014515,wuqinghe,terencewu,,Just walked up to a male  stranger at NTUC FairPrice and told him to wear a face mask. He didn't even have a mask on his chin. He was apologetic about it.... 🙄🙄 #Covid_19 #facemasks,en,[],[],[],0,0,0,"['covid_19', 'facemasks']",[],https://twitter.com/wuqinghe/status/1364219455669039114,False,,0,,Singapore,,,,,,[],,,,
1364106616061104133,1364099972656816130,2021-02-23 14:55:35 +08,2021-02-23,14:55:35,+0800,1302175457656229888,anisqamarinana,qamar 🌙,,@NyssaKams_26 Muka aku jd lagi teruk sbb perubahan cuaca wehh. Nak sngt pakai mud face mask tp tak de 😭,in,[],[],[],1,0,1,[],[],https://twitter.com/anisqamarinana/status/1364106616061104133,False,,0,,Singapore,,,,,,"[{'screen_name': 'NyssaKams_26', 'name': 'Nicaaacan', 'id': '2217850856'}]",,,,
1364056437677203464,1364056437677203464,2021-02-23 11:36:12 +08,2021-02-23,11:36:12,+0800,1196156037788663808,jayolaatunjay,Jay olaatunjay 🤎,,"Olay guys hear me out, should I purchase a cactus jack face mask for $60?",en,[],[],[],1,0,0,[],[],https://twitter.com/Jayolaatunjay/status/1364056437677203464,False,,0,,Singapore,,,,,,[],,,,
