id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1364719277513846784,1364719277513846784,2021-02-25 07:30:05 +08,2021-02-25,07:30:05,+0800,4179604752,achvoice,A Chronic Voice,,"“We can still believe that if we say ‘no’ we will be seen as rude or unkind and that is #rejection which is a huge #fear for so many people"":  https://t.co/AbrMk8VqSU @THWFibro #human #SayNo #MentalHealth",en,"[{'screen_name': 'thwfibro', 'name': 'the healing within fibromyalgia', 'id': '1295683040958713857'}]",['https://buff.ly/32yIJFW'],[],0,2,8,"['rejection', 'fear', 'human', 'sayno', 'mentalhealth']",[],https://twitter.com/AChVoice/status/1364719277513846784,False,,0,,Singapore,,,,,,[],,,,
1364696618830688256,1364696618830688256,2021-02-25 06:00:03 +08,2021-02-25,06:00:03,+0800,1606227348,serenelhlim,Serene Lim-Allison,,#Remote working was seen as an #opportunity for many but there are some that feel the strain #WFH #COVID19 #mentalhealth  https://t.co/43CU8HeqeT,en,[],['https://lnkd.in/gq9VETz'],[],0,0,0,"['remote', 'opportunity', 'wfh', 'covid19', 'mentalhealth']",[],https://twitter.com/serenelhlim/status/1364696618830688256,False,,0,,Singapore,,,,,,[],,,,
1364695016015159296,1364695016015159296,2021-02-25 05:53:41 +08,2021-02-25,05:53:41,+0800,207867870,wayweirdboobs,thembo representation when?,,Me using semaphore language at mental health profs:   I AM *stabbing swooshing* but not REALLY *sounds of agony*,en,[],[],[],0,0,0,[],[],https://twitter.com/wayweirdboobs/status/1364695016015159296,False,,0,,Singapore,,,,,,[],,,,
1364599164785451008,1364599159110524935,2021-02-24 23:32:48 +08,2021-02-24,23:32:48,+0800,14999812,mikeboyd,Mike Boyd,,"who know how to independently strive and achieve, be active members of their community and give back - what does that look like?   Is there a way to use our Financial Capital to serve these other forms of Family Capital? Healthcare? Education? Insurance? Housing? Mental Health?",en,[],[],[],1,0,3,[],[],https://twitter.com/MikeBoyd/status/1364599164785451008,False,,0,,Singapore,,,,,,[],,,,
1364591684307181570,1364591684307181570,2021-02-24 23:03:05 +08,2021-02-24,23:03:05,+0800,1055073318,official_teyy0,Teyy🍺™,,"For me, its a bad influence to my mental state, read someone tweet about their personal life esp ecially their husband/wife problem. I just need to unfollow all of u for my mental health. Its okay its just me. Keep tweeting.",en,[],[],[],0,0,1,[],[],https://twitter.com/official_teyy0/status/1364591684307181570,False,,0,,Singapore,,,,,,[],,,,
1364589784572649476,1364589784572649476,2021-02-24 22:55:32 +08,2021-02-24,22:55:32,+0800,113614082,eurekamag,EurekaMag,,"Multi-site study exploring the experiences of security staff responding to mental health, drug health and behavioural challenges in the emergency department  https://t.co/AHu62oC9Ri",en,[],['http://dlvr.it/RtP2t9'],[],0,2,0,[],[],https://twitter.com/EurekaMag/status/1364589784572649476,False,,0,,Singapore,,,,,,[],,,,
1364581651901255688,1364581651901255688,2021-02-24 22:23:13 +08,2021-02-24,22:23:13,+0800,931502754299826176,aalapasurlekar,Aalap Asurlekar,,Let's talk about mental health! Wrote a wee article addressing the very important issue of #pillshaming medication used in psychiatry -  https://t.co/CYLqCUa1dK #psychiatry #mentalhealth #MentalHealthAwareness  @dundeeuni @rcpsych,en,"[{'screen_name': 'dundeeuni', 'name': 'university of dundee', 'id': '34934712'}, {'screen_name': 'rcpsych', 'name': 'royal college of psychiatrists', 'id': '15300222'}]",['https://www.linkedin.com/posts/aalap-asurlekar-195057160_pillshaming-psychiatry-mentalhealth-activity-6763846166749831169-wHHh'],[],0,0,0,"['pillshaming', 'psychiatry', 'mentalhealth', 'mentalhealthawareness']",[],https://twitter.com/AalapAsurlekar/status/1364581651901255688,False,,0,,Singapore,,,,,,[],,,,
1364578696128987138,1364559973838020617,2021-02-24 22:11:28 +08,2021-02-24,22:11:28,+0800,78868742,lady_aphrael,❀ ᴮᴱ𝕃𝕒𝕕𝕪 𝔸𝕡𝕙𝕣𝕒𝕖𝕝 ⁷ ❀,,"@minniehrts Take care :) mental health is most impt. Just don’t ever forget that we are here, even if it’s just online.  https://t.co/z8PJ1x49Tv",en,[],[],['https://pbs.twimg.com/tweet_video_thumb/Eu_1FZXUcAoehHE.jpg'],0,0,0,[],[],https://twitter.com/lady_aphrael/status/1364578696128987138,False,,1,https://pbs.twimg.com/tweet_video_thumb/Eu_1FZXUcAoehHE.jpg,Singapore,,,,,,"[{'screen_name': 'minniehrts', 'name': 'heart', 'id': '1213716336309784577'}]",,,,
1364573160809529352,1364338395389001734,2021-02-24 21:49:28 +08,2021-02-24,21:49:28,+0800,167487863,seatosin,Renee Watkins,,@MotherOfDoggons Both the law school and the Texas state bar association should have reporting avenues for students and lawyers in mental health crises. If you feel he has exceeded that support - please reach out to local law enforcement to ensure your safety.,en,[],[],[],0,0,2,[],[],https://twitter.com/seatosin/status/1364573160809529352,False,,0,,Singapore,,,,,,"[{'screen_name': 'MotherOfDoggons', 'name': 'Poké-Mom', 'id': '898944370925121536'}]",,,,
1364572308438851591,1364572308438851591,2021-02-24 21:46:05 +08,2021-02-24,21:46:05,+0800,853346259637108736,nyna7_,Nyna,,Do you ever feel like your mental health is getting a lot more worst than before? And you can feel your body sync-ing with it gradually. Sucks,en,[],[],[],0,0,0,[],[],https://twitter.com/nyna7_/status/1364572308438851591,False,,0,,Singapore,,,,,,[],,,,
