,id,date,time,tweet,hashtags,num_words
0,1364702136328593408,2021-02-25,06:21:58,"@AbstractFairy If a group doesn't already know its purpose, or the person gathering the group can't articulate the purpose in 5 min, I'm noping the hell out of there.  We can have a discussion about the best way to phrase the purpose, but I'm not deciding that for them if I'm not the founder!",[],47
1,1364636862372020224,2021-02-25,02:02:36,5 of 5 stars to The Memory Police by Yōko Ogawa  https://t.co/0IgqStXckF,[],8
2,1364615346565509121,2021-02-25,00:37:06,Now is the time for the climate movement to reconnect! I’m joining the Global #JustRecovery Gathering this April and building the future we deserve. Sign up today  https://t.co/4TuYN11adE  https://t.co/8BcJbikBnR,['justrecovery'],27
3,1364612777009057794,2021-02-25,00:26:53,Like why not saying shit is fake and I'll sue or these few months I've been gathering some receipts or smtg. Then again it's not Japan you don't have to bow to public for cheating,[],31
5,1364579239614324742,2021-02-24,22:13:38,Gathering with Bad guys and ugly guys. Military coup  https://t.co/rTvORFnWz2,[],9
6,1364579189517508617,2021-02-24,22:13:26,theres no need for all this gathering,[],7
7,1364453894592417797,2021-02-24,13:55:33,"Last 4 members of unlawful 12-person gathering on Lazarus Island fined $3,000 each  https://t.co/jnUute1D1k",[],11
8,1364450749896224770,2021-02-24,13:43:03,Last 4 people fined over 12-person gathering on Lazarus Island during Phase 2 of Covid-19 outbreak  https://t.co/8Uo3e68FXa  https://t.co/yVdnn3hZOD,[],14
9,1364442505815543812,2021-02-24,13:10:18,"@mkvenu1 @_sayema Logistics and strategy may be the impediments to Indian vaccination, but above these two is the Indian public's ignorance about the seriousness of Covid-19  Majority of Indians don't think they need this vaccine  Look at any public gathering picture from India, you will know",[],42
10,1364434463153737732,2021-02-24,12:38:20,"IXFXs of #肖战 #샤오잔  #シャオジャン #เซียวจ้าน，New Classics Media updated: Youthful blood, through growth and transformation.  When gathering and dispersing, the splendid passion will be continued.  #斗罗大陆 at CCTV-8 is continuously updated at 12:00 every day.  C:新丽电视  https://t.co/1gigFxSJJy","['肖战', '샤오잔', 'シャオジャン', 'เซียวจ้าน', '斗罗大陆']",30
