,id,date,time,tweet,hashtags,num_words
0,1364531341509816320,2021-02-24,19:03:18,Petition to have twister fries on the menu permanently... #mcdsg @McDonalds  https://t.co/9zm08TXx41,['mcdsg'],9
1,1364517693064310786,2021-02-24,18:09:04,"@russian_market @McDonalds YES 🙌🏻💎 you were able to buy these hamburgers (Roujiamo), with silver for &gt;600 yrs, well b4 even @McDonalds existed 😝...  Using silver, as official currency since Ming Dynasty(1368–1644), until the silver standard was abolished in 1930’s China 🇨🇳! #silverismoney  https://t.co/MCYAKKr5EV",['silverismoney'],33
4,1364394740129533952,2021-02-24,10:00:29,"@JRTomlinAuthor @RuthHarrisBooks @McDonalds Fyi, McDonald's over here serve chilli sauce. When I asked for chilli in London, they looked at me like I was a crazy wild man.",[],24
5,1364394491159879682,2021-02-24,09:59:30,"@JRTomlinAuthor @RuthHarrisBooks @McDonalds McDonald's appeared in Singapore between 78 and 79. I just never noticed the spelling. Just kept saying  Fish O' Fillet,  and the staff never corrected me. Not even when I visited London. They are always so busy. I guess nobody noticed :)",[],38
6,1364386178544197635,2021-02-24,09:26:28,"All my life I've been saying Fish O' Fillet. Today, I learned it's the other way around. Nobody ever corrected me.  @McDonalds",[],19
7,1364275397651689476,2021-02-24,02:06:16,@INFY_VT portable fan?? THAT SURE DOES LOOK LIKE A MACDONALDS BAG TO ME THO,[],13
8,1364216451305938951,2021-02-23,22:12:02,"One day, @McDonalds will accept crypto payments worldwide",[],7
9,1364122286123458560,2021-02-23,15:57:51,"@CryptoMichNL Oh yea this is child' play compared to 18 n 19.  The dumps were really just false hope after false hope, deeper n faster  Then you just go back to Macdonalds",[],29
10,1364120037569662976,2021-02-23,15:48:55,macdonalds should bring back their wedges with sourcream sauce,[],9
11,1364084886231900164,2021-02-23,13:29:15,"not macdonalds putting “service crew up to $2,000” on their recruitment posters like it’s supposed to be attractive.... sounds more like a court sentence",[],24
12,1363871811180650498,2021-02-22,23:22:33,Russian @McDonalds thinks being “against homosexuality” is fine and they see “nothing really bad in it”. Wonder if US company agrees with its franchise holders.,[],24
13,1363685886437691400,2021-02-22,11:03:46,@Nadachan110 Hahaha. Ok. Or I just buy u pancakes from macdonalds hahaha 😂 so u wont be hungry waiting for me to cook them.,[],22
15,1363145727795339265,2021-02-20,23:17:22,A very Specific Vibe indeed Mr macdonalds,[],7
17,1363046137662377994,2021-02-20,16:41:38,use code @RazorChiken if u like @KFC_SG fried chicken &amp; @McDonalds chicken nuggets 🐔🍗🐣 #BrawlStars #ChickenCoop  https://t.co/rujhYHrwgk,"['brawlstars', 'chickencoop']",9
18,1362964661847531520,2021-02-20,11:17:52,"@GrabSG I want coffee with milk, not milk. Did @McDonalds forgot to roast my coffee beans? 😭  https://t.co/ZMqlviJRvY",[],14
19,1362767718605225987,2021-02-19,22:15:17,Hehehe @edricliew told me to go for a walk to ease my back so I won’t have spasm. So now I’m walking to a Macdonald’s. Heh,[],28
21,1362613950307700737,2021-02-19,12:04:16,"Crispy, crunchy, spicy lunch😋 Can never say no to @McDonalds, can we?  Thank you @foodpandasg 🏍 You deliver, and our mouths water.  #Foodie #Lunch #LunchTime #McDonalds #FoodPanda  https://t.co/v5GoUHJL2O","['foodie', 'lunch', 'lunchtime', 'mcdonalds', 'foodpanda']",19
22,1360773531500482560,2021-02-14,10:11:06,"""Macdonald’s Garlic chili and syrup"" in #Singapore #Singapore  https://t.co/aMigEXLa1o #foodwaste #free","['singapore', 'singapore', 'foodwaste', 'free']",7
23,1359333494552465410,2021-02-10,10:48:54,"""Macdonald’s Garlic chili and syrup"" in #Singapore #Singapore  https://t.co/43REQyiogf #foodwaste #free","['singapore', 'singapore', 'foodwaste', 'free']",7
24,1355390261036277760,2021-01-30,13:39:54,@McDonalds  You are supposed to be a “Fast Food” chain and that is clearly not happening in this case!   #McDonalds #mcdonaldssingapore #mcdonaldssg,"['mcdonalds', 'mcdonaldssingapore', 'mcdonaldssg']",18
25,1355389778938769408,2021-01-30,13:37:59,Terrible terrible terrible service @McDonalds Singapore   We’ve been waiting for 1.5 hours for our order and we are unable to track it and your customer service execs aren’t giving us an update either.   #customerservice  #Mcdonaldssingapore #mcdonaldssg #singapore,"['customerservice', 'mcdonaldssingapore', 'mcdonaldssg', 'singapore']",33
28,1352572600732405761,2021-01-22,19:03:32,#foodfie #food #foodie #fastfood #mac #macdonalds  Tiring day... still aching frm yesterday 😅 @ McDonald's  https://t.co/8n8CnYpdaK,"['foodfie', 'food', 'foodie', 'fastfood', 'mac', 'macdonalds']",6
29,1350355905561260032,2021-01-16,16:15:10,Used to be crazy over these minion toys... 2015 MacDonalds happy meal collectibles. But now I decide to sell them away to clear space. 😆 Anyone interested can DM me. ✌️ #minions #toys (Part 2)  https://t.co/Wkqiz6vQc7,"['minions', 'toys']",29
30,1350355745292709889,2021-01-16,16:14:32,Used to be crazy over these minion toys... 2015 MacDonalds happy meal collectibles. But now I decide to sell them away to clear space. 😆 Anyone interested can DM me. ✌️ #minions #toys (Part 1)  https://t.co/PqQfhpTvLr,"['minions', 'toys']",29
31,1348568200305205249,2021-01-11,17:51:28,"I take 1 hour looking at macdonalds menu even tho I always order the same thing.   And I had to decide if I want to get the covid vaccine in a day. Now I'm scheduled for one, but I'm still unsure.😖",[],38
