,id,date,time,tweet,hashtags,num_words
0,1364719071091113988,2021-02-25,07:29:16,#marinabaysands #infinitypool #singapore #dorbiedexplorer #staycation @ Infinity Pool at Sky Park Marina Bay Sands Hotel Singapore  https://t.co/16KDZMI9Yi,"['marinabaysands', 'infinitypool', 'singapore', 'dorbiedexplorer', 'staycation']",10
1,1364619246328684554,2021-02-25,00:52:36,"i slowly felt better being with family, the staycation was freedom. only to realise what you have been saying to the rest of them. what lies have been told",[],29
2,1364610894903189506,2021-02-25,00:19:25,Looking through all the staycation sgrediscover vouchers and all of them are for couples. Makes me feel single af again.,[],20
3,1364595554659958788,2021-02-24,23:18:27,"Great mother daughter catchup, bonding over food and staycation; WFH, working from hotel 😜  https://t.co/B1sqnBsD4v",[],13
4,1364529332467560448,2021-02-24,18:55:19,"My parents went for a staycation to celebrate their 30th wedding anniversary. Their love has only grown stronger after all these years. I’m truly blessed to have them as my role models ❤️  P.S: If my marriage doesn’t look like this in the future, I don’t want it.  https://t.co/xGuOCW08uz",[],50
5,1364491692401823750,2021-02-24,16:25:45,@TamagoKaito2 I got rest days all the way till next week!! Then the boss will update us on our schedule cos it's not too busy for now. Maybe we'll get an extended break XD (I'll immediately book a staycation if we do...),[],38
6,1364490847115382784,2021-02-24,16:22:23,"If you are looking for great hotels in Bali at best offers, contact to us. We have lots of option for you. Book now &amp; avail the discount! #RegistryE #Bali #Staycation #Hotel #Wedding #Honeymoon #dkibutuhgubernur #dukungaksihumanisefpei #covid19 #Lifestyle #Discount #Promo #Deals  https://t.co/oyxMhmFQJS","['registrye', 'bali', 'staycation', 'hotel', 'wedding', 'honeymoon', 'dkibutuhgubernur', 'dukungaksihumanisefpei', 'covid19', 'lifestyle', 'discount', 'promo', 'deals']",27
7,1364483452569935878,2021-02-24,15:53:00,@xyrael The trick is to let them first sample a beach ‘staycation’ so they know what’s possible 😂 then we booked another one in June.,[],24
8,1364480582286245891,2021-02-24,15:41:36,📷 How I wish everyday is a pool day 😼 - - - #Stregis #marriottbonvoy #throwback #later #stregissg #singaporelife #staycation #hotelierlife #2021 . . . . . . . . . . (at The St. Regis Singapore)...  https://t.co/RSYJBilyZG,"['stregis', 'marriottbonvoy', 'throwback', 'later', 'stregissg', 'singaporelife', 'staycation', 'hotelierlife']",13
9,1364480567010549761,2021-02-24,15:41:32,How I wish everyday is a pool day 😼 - - - #Stregis #marriottbonvoy #throwback #later #stregissg #singaporelife #staycation #hotelierlife #2021 . . . . . . . . . . @ The St. Regis Singapore  https://t.co/z22j9xbor0,"['stregis', 'marriottbonvoy', 'throwback', 'later', 'stregissg', 'singaporelife', 'staycation', 'hotelierlife']",12
12,1364365695887286272,2021-02-24,08:05:05,How to Have an Affordable Sydney Staycation in the Rocks  https://t.co/o7Rh2VOjXj via @totraveltoo  https://t.co/YQXw9m5oOF,[],11
13,1364170182420144136,2021-02-23,19:08:11,"RegistryE | Hotel's Offers. For booking &amp; reservation, please contact us at WA 0877 8122 0033 #RegistryE #Staycation #Hotel #Bali #Jakarta #Exotic #Holiday #covid19 #Lifestyle #9miliarambyar #에스에프나인 #스트레이키즈 #Iikaunpadmendunia #슈퍼주니어 #더보이즈 #Promo #Deals  https://t.co/tWZh7kt4ny","['registrye', 'staycation', 'hotel', 'bali', 'jakarta', 'exotic', 'holiday', 'covid19', 'lifestyle', '9miliarambyar', '에스에프나인', '스트레이키즈', 'iikaunpadmendunia', '슈퍼주니어', '더보이즈', 'promo', 'deals']",10
14,1364170023942582275,2021-02-23,19:07:33,Traveloka’s Staycation Packages Include Breakfast &amp; Dining Credits To Squeeze Your Unused SRVs Dry  https://t.co/MJDYfklEqH,[],14
15,1364114028298203138,2021-02-23,15:25:03,All-new property The Clan Hotel Singapore to open with unparalleled staycation experiences.  https://t.co/IXXfR0EwED  https://t.co/M7xEGt2Xnn,[],11
17,1364047682197590022,2021-02-23,11:01:24,"THERE'S ONLY 4 MONTHS LEFT TO USE YOUR SINGAPOLIDAY VOUCHERS, YOU'RE NOT GOING ON A STAYCATION WITH ANYONE ELSE. BOOK YOUR ROOM, JERK OFF AND GET IT OVER AND DONE WITH",[],28
18,1363893546520993792,2021-02-23,00:48:56,Why so many SG gays doing staycation at Andaz hotel. Is there a gay promotion or is it y'all basic. 💀,[],19
22,1363767298599886849,2021-02-22,16:27:16,📷 Monday blues? 😺 - - - #nomondayblues #later #selfie #duxtonreserve #staycation #singaporelife #february #2021 . . . . . . . . . . (at The Duxton)  https://t.co/AeNp7kEU0j  https://t.co/4mP4HetYvD,"['nomondayblues', 'later', 'selfie', 'duxtonreserve', 'staycation', 'singaporelife', 'february']",5
25,1363754718179155970,2021-02-22,15:37:16,"RegistryE | Hotel's Offers. For booking and reservation, please contact us at WA 0877 8122 0033 #RegistryE #Staycation #Hotel #Bali #Luxury #Holiday #apologizetosoojin #museumpaklurah #redmi9t #namjoohyuk #kaixgucci #dont_call_me #bitcoin #aniesngapainaja #Lifestyle #Promo #Deals  https://t.co/ys6sZLIB5T","['registrye', 'staycation', 'hotel', 'bali', 'luxury', 'holiday', 'apologizetosoojin', 'museumpaklurah', 'redmi9t', 'namjoohyuk', 'kaixgucci', 'dont_call_me', 'bitcoin', 'aniesngapainaja', 'lifestyle', 'promo', 'deals']",11
26,1363683650609442821,2021-02-22,10:54:52,"RegistryE | Hotel's Offers. For booking and reservation, please contact us at 0877 8122 0033 #RegistryE #Staycation #Hotel #Bali #Luxury #Holiday #Lifestyle #apologizetosoojin #kaixgucci #aniesngapainaja  #attackontitanfinalseason #mufc #aotseason4NHK #언제나_정우편 #Promo #Deals  https://t.co/LFjRaihkX4","['registrye', 'staycation', 'hotel', 'bali', 'luxury', 'holiday', 'lifestyle', 'apologizetosoojin', 'kaixgucci', 'aniesngapainaja', 'attackontitanfinalseason', 'mufc', 'aotseason4nhk', '언제나_정우편', 'promo', 'deals']",10
28,1363385968766590982,2021-02-21,15:12:00,@bellarmdn @chillfudge93 Shak every weekend staycation skrg hahahaha,[],6
30,1363248709744480257,2021-02-21,06:06:34,nk g staycation on april but dk where to .....,[],9
31,1363163475929747460,2021-02-21,00:27:53,@syasyahiera Staycation + Stay-away from social media 1 day.,[],5
33,1363115522758426631,2021-02-20,21:17:20,📷 Staycay with my half kagebunshi? #DuxtonReserve #Marriottbonvoy #staycation #singaporelife #february #later #weekend #saturday #2021 . . . . . . . . . . . .  https://t.co/x9Yt5aUFcp  https://t.co/yKBboJ6ZPa,"['duxtonreserve', 'marriottbonvoy', 'staycation', 'singaporelife', 'february', 'later', 'weekend', 'saturday']",5
