,Comments,Datetime,num_words
0,Very proud of our government’s treatment of our migrant workers during this difficult period. Their contributions to Singapore’s development r evident n commendable. 👏👏,2020-12-18,25
1,Possibly the only country that give respect to migrant workers. How bless they might felt,2020-12-18,15
2,I’m really proud of you mr PM LEE Sg government. The works is number 1 in Singapore government management in this pandemic crisis. Thanks for care taker all of us,2020-12-18,30
3,"Thanks for the great leadership Sir , respect the contribution done by the gov lead by you ",2020-12-18,16
4,All heartfelt gratitude & blessings 💝 to Our beloved PM Lee & Team for the good work for our migrant workers who greatly contributed to our nation building. #SGUnited ,2020-12-18,25
5,Thank you PM Lee for treating migrants workers same as citizens.,2020-12-18,11
6,Sir thank you very much. Good contribution for migrant workers in Singapore,2020-12-18,12
7,Thank you Mr LEE And Singapore Government for taking care of All the people during this time of difficulty. We are Proud of your Great leadership. May God bless you and The Great Nation of Singapore richly and abundantly always !,2020-12-18,40
8,Thank you SIR for you Leadership  making  this country safe in every means to combat covid not for your fellow  singaporeans but  looking to the welfare of all different  nationalities who is working here.Thanks for you support. A BiG salute  fo you Sir and you TEAM. Hoping other country look how you manage this covid well and they well follow how you really care  and love  your fellow singaporeans and extending it to other nationalities/foreigners  .🤝🙏🤝,2020-12-18,75
9,"Thank you Mr Lee and sg government for - Appreciating the migrant workers, keeping them safe and above all treating them as fellow humans. ",2020-12-18,23
10,Thank You PM Lee. Thank you all our migrant workers for your contributions to our society. Thank you for staying strong and positive throughout the difficult times. Thank you and thank you ❤️,2020-12-18,32
11,"I agree with Mr Lee, I would like to take this opportunity to thanks those migrant workers who have contributed to our society especially nurse and construction workers, salute.",2020-12-18,29
12,Thank you very much sir thank you so please sir give two time interview for the military people because we are until now very tired please give them to chance thank you very much,2020-12-20,34
13,"Yes, GOOD AFTERNOON SIR first I thank you so much for your government agencies, healthcare workers, dorm operators, private sector organisations, who really dedicated their hard work to bring under control covid 19. For their continued support and care for me. I will continue to follow the instructions given by your caring members in Singapore. Salute sir thanks a lot. Together we prosper and I wish in advance happy Christmas and prospers 2021.",2020-12-18,71
14,"We are really proud for coming such as a good country with more & more responsibility for the migrant workers👍👍👍 Thank you, Sir....",2020-12-18,22
15,Congratulations and thanks the government for containing the Covid19 pandemic in Singapore 🇸🇬 ,2020-12-18,12
16,I think that the government should reconsider on using the vaccine at such short notice when there are still alot of uncertainties on the side effects of the vaccine. I have family members in health care line fighting hard during this pandemic... But if I were to see them succumb due to improper vaccination rather than in action... I find it really wronged. https://www.chinapress.com.my/?p=2327043,2020-12-18,63
17,Thank you Mr. PM  Thanks great leadership singapore and thanks all grovernment agencies and heathcare workers and all Dr.,2020-12-18,19
18,"Our Mr Lee is a very cheerful, humble Minister, I met him few times in Ang Mo Kio RC events. Wishing our Mr Lee always in great health and happiness so as to continue to guide our youngest generations for a better tomorrow and our country always safe and sound, wealthy and healthy🎉🎉🎉🎉",2020-12-18,53
19,So grateful to our migrant workers for their hard labour and sacrifices.,2020-12-18,12
20,"All these are true. Without any hesitation it can be Sadi that owning to very effective control measures, our fatality rate very very Low despite so many thousands of cases of infection. We are very lucky to have such a good leadership here. God bless you.",2020-12-18,46
21,"PM sir , hope the migrant workers can understand what you are trying to convey to them in English .. Will be good if there are Translators to relate this message to them in their native languages as not all are able to understand English ",2020-12-18,43
22,Thank you sir . you are really grateful person the world.i wish your family everybody good health and godbless you all the Singaporean and all the migrat worker take care every on.Respect our sg rules and regulation,2020-12-18,36
23,"Covid is like global exam! Every country is sitting exam coercively by far, among them Singapore is one of outstanding students in the world! Congratulations 🍾 ",2020-12-18,25
24,Good Morning Our  Precious Leader PM LEE. Thank you for taking care of all the people in Singapore during this difficult period.,2020-12-18,22
25,The governments of Singapore very careful foregin workers.Foregin  workers very grateful to Singapore governments.,2020-12-18,13
26,I wish to take the opportunity to thank the workers who did my HDB upgrading works at Bukit Batok West. THANK YOU & KEEP IN GOOD HEALTH. GOD BLESS YOU! ,2020-12-18,29
27,"Thank you so much sir for ur great contribution specially you have done great job for migrant workers , we are really feel proud to be a part of singapore , once again thank you very much on behalf of all migrant workers",2020-12-18,41
28,Thanks Mr.PM.we are proud of your great leadership.,2020-12-18,7
29,"I agree with Chaitri Hapugalle that our PM LHL has personally shown great appreciation , recognition  n care to all migrant workers inclusive of thousands of foreign domestic workers ( maids n nurses) who hv given enormous contributions n relentless efforts in helping to build Spore from 3rd to 1st World status.   We, Singaporeans, acknowledge n appreciate the above valuable n remarkable sacrifices n hard strenuous works. We are lucky to have them working  with us.  BRAVO.",2020-12-18,73
30,Your personal hands on involvement and the roundtable Ministers play an significant role in the earlier than expected recovery .👋 👍 😄,2020-12-18,19
31,Thank you 🙏 very much Mr. PM and all  Singaporean's for all that you have done for us. It’s been 13 years fill safe and sound better then anywhere in the world.,2020-12-19,30
32,"The Government has given tremendous support to the migrant workers during this difficult period.MOM, MOH & other partners worked together for the welfare of our migrant workers. Singapore simply sets an example to other countries the way to handle the crisis.Thanks to the task force set up by the Government to handle Covid-19.",2020-12-18,50
33,"With the vaccine, I do hope Singapore will reopen for overseas visitors. I am looking forward to it.",2020-12-18,18
34,"Sir, don't spoil market leh! Working so hard even on your leave. Now my boss will use you as example to make me work during my annual leave.",2020-12-18,27
35,Thank you PM Lee and your government for leading Singapore through.  #SGUnited,2020-12-18,11
36,Mr.Lee since it’s all imported cases I hope the airport is thoroughly clean and well ventilated on all the terminals.,2020-12-18,20
37,He should be awarded the Nobel Prize for this work.,2020-12-18,10
38,Indeed we must never forget the contributions and sacrifices of foreign workers towards the development of our beloved city into such a beautiful and modern metropolis since independence! The magnanimity and compassion of PM should be emulated by all! ,2020-12-18,39
39,Not easy for the migrant brothers to stay within their dormitories even after CB/ being quarantined. Really appreciate their cooperation and perseverance. Thank you.,2020-12-18,24
40,I Am Very Proud Off My Country Singapore And You Our PM MR Lee And All The Leaders Who Have Worked So Hard To Keep All Off Us Safe. And Helping Every One In Many Ways. God Bless Every One Off You And All The Front Line Staff And Their Familys. Thank You PM. MR. LEE. ❤️❤️❤️❤️❤️❤️❤️❤️,2020-12-18,56
41,A leader and Govt acknowledging migrant workers  and their contribution is definitely a feather on SG cap when many world leaders find ways to overlook and uproot them. The genuinity comes through. Really commendable. 👍🏽,2020-12-18,34
42,Nhìn Thủ Tướng những quốc gia người khác thấy thương thấy quý làm sao . Live liên tục cập Nhật những thông tin cần thiết nhanh chống vì công dân của đất nước họ và những công dân các nước khác ,2020-12-18,5
43,"thanks u so much pm lee, migrant workers in Singapore is very good until naw olso can't go olset, only go olset working and buy food, every Sunday also no go olset,migrant workers follow government  👌👌",2020-12-18,35
44,"Until today in my life I  see I know and I believe he is the world best ,good, and honest prime minister Lee Hsien Loong  salute sir and love you sir. Thanks for always supporting and helping foreign workers and all the population in Singapore.",2020-12-18,45
45,Its the hard work of a great human being like you Sir...Singpore is very lucky to have a PM like you Sir....,2020-12-18,23
46,That really amazing mr lee u are the one im salute u are more responsible take care of us singaporean againt this pandemic i wish u vary thank n million with u to try fight againt corona virus thank mr lee take care of  us n foreign workers here ☺😊,2020-12-21,49
47,"My tear in my eyes when i saw this video. Appreciate PM Lee, appreciate Singapore..",2020-12-18,15
48,"Sir you are pinned in our heart, how you care of us and how we are safe in Singapore now. we are always thankful to brave heart. once again Thank you sir 💐.",2020-12-18,32
49,How lucky Singaporean to have you in office!,2020-12-18,8
50,Interestingly all of us are migrants at some point in our historical roots just like how the Americas would admit that and that's how our ethnicity remains in our identity unless we have a new classification that would be unique to this country.,2020-12-18,42
51,You are a great leader sir . My humble respect for you and your team 🙏,2020-12-18,14
52,"Vaccine has came,  hopefully next six month everything will normal including internatinal travelling..Thanks",2020-12-19,14
53,Not the calendar for someone who can make it working hardship to back into safety guidelines .....,2020-12-19,16
54,Purple colour doesn't suit you dear PM. It makes you look sick. Pls go back to pink.,2020-12-19,16
55,"Like said few months ago, evolution virus of new COVID 19 might be starting to happened and the present vaccines might not match! I and buddies had been discussed recently. Noting that few locations have evolution virus issue and even UK. For me, I am thirsty for a vaccination in order be out to earn a living. The possibility is huge! No choice for me as a disabled entrepreneur who can only rely on my self. Purely, myself. https://youtu.be/pwL57BV4hkk",2020-12-18,77
56,"Yes, a BIG Thank you to our foreign workers.   Also, PM working during his leave. Appreciate it.",2020-12-18,17
57,I only heard “return to work soon”,2020-12-18,7
58,Amazing job n care from PAP. As long as I m on earth PAP is my first priority 👍💪💪👏👏,2020-12-18,18
59,Proud to be in this Country as my home🥰🥰🥰in thank much to the very helpful gov of Singapore in to our beloved dear Pm Lee ☺️,2020-12-18,26
60,You are a Great Leader Sir! Big thanks!,2020-12-18,8
61,Thank you respected PM.. MR. LEE SIR,2020-12-18,7
62,Sir we respect you from our bottom of heart .  Salute you for your kind support to all migrants workers .,2020-12-18,19
63,"Thank you sir.you are really grateful person the world,",2020-12-18,8
64,"Thank you to all our migrant workers. Pray that all who work here, live here be safe, peaceful and joyful. ",2020-12-18,20
65,Thank you sir we are very proud of you great salute 👏,2020-12-18,11
66,Very good work and compassion . Good work Singapore ,2020-12-18,8
67,Thanks for your Great effort & Support 🙏,2020-12-18,6
68,much appreciated respected proud touch our father PM LEE,2020-12-19,9
69,"Good human being and a true leader,",2020-12-18,7
70,Its heart touching when every one addressed equally by The respected pm hats 🎩 off to you . Thanks to taking good care of each and every one staying in Singapore 🇸🇬♥️♥️♥️,2020-12-19,29
71,Thanks a lot sir for always support to us.,2020-12-18,9
72,Thank you sir. We appreciate for your leadership and support to migraine workers,2020-12-19,13
