,name,comment,processed_text,demojize_text
0,josephinelimhe,First comment,"['first', 'comment']",First comment
1,toasted_dragon,Second comment,"['second', 'comment']",Second comment
2,sunshinecupcakez,Wow,['wow'],Wow
3,liamengsl,"genuine question, are we able to opt out of the vaccination process? what might the consequences be?","['genuin', 'question', 'abl', 'opt', 'vaccin', 'process', 'might', 'consequ']","genuine question, are we able to opt out of the vaccination process? what might the consequences be?"
4,typically_jj,I hate needles 😂,"['hate', 'needl']",I hate needles :face_with_tears_of_joy:
5,selvi_cake,How about June 2021 still can go holiday,"['june', 'still', 'go', 'holiday']",How about June 2021 still can go holiday
6,potatocoffeepot,NO CHINA VACCINE PLEASE..DONT TRUST CHINA AT ALL...COUNTRY TAT MAKE FAKE MILK POWDER TAT MAKE THEIR OWN BABIES SICK ARE NOT FIT TO MAKE VACCINE FOR THE WORLD,"['china', 'vaccin', 'pleas', 'dont', 'trust', 'china', 'countri', 'tat', 'make', 'fake', 'milk', 'powder', 'tat', 'make', 'babi', 'sick', 'fit', 'make', 'vaccin', 'world']",NO CHINA VACCINE PLEASE..DONT TRUST CHINA AT ALL...COUNTRY TAT MAKE FAKE MILK POWDER TAT MAKE THEIR OWN BABIES SICK ARE NOT FIT TO MAKE VACCINE FOR THE WORLD
7,z.e.l.e.n.e,@elqy__,[],@elqy__
8,theholybeingone,"I just hope covid in our town will be gone and no community cases with the vaccine ,except for the imported cases.","['hope', 'covid', 'town', 'gone', 'commun', 'case', 'vaccin', 'except', 'import', 'case']","I just hope covid in our town will be gone and no community cases with the vaccine ,except for the imported cases."
9,itznat.yc,since when did singapore have towns 😭,"['sinc', 'singapor', 'town']",since when did singapore have towns :loudly_crying_face:
10,try121a,@dr.tirta 🚀,[],@dr.tirta :rocket:
11,yehuda5745,❤️,[],:red_heart:
12,syamvstheuniverse,Scary,['scari'],Scary
13,emily.tan79,👏👏,[],:clapping_hands::clapping_hands:
14,pretty_roxie07,@idreamofrainbowz,[],@idreamofrainbowz
15,bainity_sg,No China vaccine 💉 please,"['china', 'vaccin', 'pleas']",No China vaccine :syringe: please
16,superpro5110,saying town as if singapore very big,"['say', 'town', 'singapor', 'big']",saying town as if singapore very big
17,randomldolt,Good luck for us turning zomble soon,"['good', 'luck', 'us', 'turn', 'zombl', 'soon']",Good luck for us turning zomble soon
18,sarah.ann.wee,meaning 1 town? singapore?,"['mean', 'town', 'singapor']",meaning 1 town? singapore?
19,princessteddy218sg,💪👍👏💖thank you,['thank'],:flexed_biceps::thumbs_up::clapping_hands::sparkling_heart:thank you
0,extremelysaltyplayer,"Cut open, gut it, and transform it into airpod case, would be more useful","['cut', 'open', 'gut', 'transform', 'airpod', 'case', 'would', 'use']","Cut open, gut it, and transform it into airpod case, would be more useful"
1,celestial_dickhead,I need AirPods,"['need', 'airpod']",I need AirPods
2,_mirin.sake_,not everything that is electronic is good but lowkey reminds me of airpods,"['everyth', 'electron', 'good', 'lowkey', 'remind', 'airpod']",not everything that is electronic is good but lowkey reminds me of airpods
3,missym_m,What point of having it if no measures are taken to out a stop on imposted cases from u know where!,"['point', 'measur', 'taken', 'stop', 'impost', 'case', 'u', 'know']",What point of having it if no measures are taken to out a stop on imposted cases from u know where!
4,alvfng,Welp at least it's not the microchip implants that everyone was talking about,"['welp', 'least', 'microchip', 'implant', 'everyon', 'talk']",Welp at least it's not the microchip implants that everyone was talking about
5,2th4n,airpods,['airpod'],airpods
6,_hougang_mrt,"once take the tracker,forever leave it at home","['take', 'tracker', 'forev', 'leav', 'home']","once take the tracker,forever leave it at home"
7,toomanyfandomzzz,Hello police? This is not the airpods i ordered,"['hello', 'polic', 'airpod', 'order']",Hello police? This is not the airpods i ordered
8,nodyaj.inverse,"If it were wireless earbuds it would be way more effective, trust me","['wireless', 'earbud', 'would', 'way', 'effect', 'trust']","If it were wireless earbuds it would be way more effective, trust me"
9,softlyeko,airpods max pro,"['airpod', 'max', 'pro']",airpods max pro
10,ilovefoodnmorr,Lost how,['lost'],Lost how
11,5_a_n_j_a_y,Looks like a airpod holder,"['look', 'like', 'airpod', 'holder']",Looks like a airpod holder
12,rosejurf,Can I have one please🙏🏼🇸🇬,"['one', 'pleas']",Can I have one please:folded_hands_medium-light_skin_tone::Singapore:
13,itsnot.wayne,Ooohh free airpods thx PM Lee,"['ooohh', 'free', 'airpod', 'thx', 'pm', 'lee']",Ooohh free airpods thx PM Lee
14,gtanno,@arferreirarivero,[],@arferreirarivero
15,_smol._.hands,wah goverment giving free airpods? so nice ah? oh wait nvm,"['wah', 'gover', 'give', 'free', 'airpod', 'nice', 'ah', 'oh', 'wait', 'nvm']",wah goverment giving free airpods? so nice ah? oh wait nvm
16,mvwhuut,Pog fake air pods,"['pog', 'fake', 'air', 'pod']",Pog fake air pods
17,robin.worldtour,Lol no fckg way. Not gonna be traced like a dog .....,"['lol', 'fckg', 'way', 'gon', 'na', 'trace', 'like', 'dog']",Lol no fckg way. Not gonna be traced like a dog .....
18,o0psitsme,Only Singaporean will get it? How can we apply?,"['singaporean', 'get', 'appli']",Only Singaporean will get it? How can we apply?
19,sanji_siran,Nice just wasted 10 Mins trying to figure out why it is not blinking then now I realised that it blinks every min,"['nice', 'wast', 'min', 'tri', 'figur', 'blink', 'realis', 'blink', 'everi', 'min']",Nice just wasted 10 Mins trying to figure out why it is not blinking then now I realised that it blinks every min
20,pammyrose6,🙏👍💪❤️🙏,[],:folded_hands::thumbs_up::flexed_biceps::red_heart::folded_hands:
21,itshazelnutzz,🙏🙏🙏,[],:folded_hands::folded_hands::folded_hands:
22,razziq._.qq,i hope this goes well...i hope i dont see like rediculous stuffs like another arm another head and skali one leg longer,"['hope', 'goe', 'well', 'hope', 'dont', 'see', 'like', 'redicul', 'stuff', 'like', 'anoth', 'arm', 'anoth', 'head', 'skali', 'one', 'leg', 'longer']",i hope this goes well...i hope i dont see like rediculous stuffs like another arm another head and skali one leg longer
23,d_nielhere,When can i?,[],When can i?
24,silentnightsinthecity,🙏,[],:folded_hands:
25,jc_is_kool,A,[],A
26,shuckoor_abdul,God bless all ... involved in this project,"['god', 'bless', 'involv', 'project']",God bless all ... involved in this project
27,jong_tp,👏,[],:clapping_hands:
28,mhdnurirwan,"Circuit breaker, phases and all those. Lets hope this will put an end to the virus 👏👏👏","['circuit', 'breaker', 'phase', 'let', 'hope', 'put', 'end', 'viru']","Circuit breaker, phases and all those. Lets hope this will put an end to the virus :clapping_hands::clapping_hands::clapping_hands:"
29,jodius_,Hope there will be success🙏,"['hope', 'success']",Hope there will be success:folded_hands:
30,lenix121,Go voluntary guinea pig corps! Risking their lives so we don't have to. Kudos!,"['go', 'voluntari', 'guinea', 'pig', 'corp', 'risk', 'live', 'kudo']",Go voluntary guinea pig corps! Risking their lives so we don't have to. Kudos!
31,sy1rahxo,we really need a vaccine !🙏🏻wishing all the best! prayers and love sent!,"['realli', 'need', 'vaccin', 'wish', 'best', 'prayer', 'love', 'sent']",we really need a vaccine !:folded_hands_light_skin_tone:wishing all the best! prayers and love sent!
32,xxnarrenxx,please be a succes,"['pleas', 'succ']",please be a succes
33,taraqistna,﷽,[],﷽
34,beiyitherandomperson__,🙏🏻🙏🏻🙏🏻🙏🏻,[],:folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone:
35,dessertsilove,Hope there will be success.,"['hope', 'success']",Hope there will be success.
36,potatocoffeepot,Pls pls let this vaccine be successful so tat we can all go back to the good old days.. No more masks wearing.. And we can all see our loved ones' smile.. 😊💕,"['pl', 'pl', 'let', 'vaccin', 'success', 'tat', 'go', 'back', 'good', 'old', 'day', 'mask', 'wear', 'see', 'love', 'one', 'smile']",Pls pls let this vaccine be successful so tat we can all go back to the good old days.. No more masks wearing.. And we can all see our loved ones' smile.. :smiling_face_with_smiling_eyes::two_hearts:
37,indralove17,NAS Daily came out few days ago...,"['na', 'daili', 'came', 'day', 'ago']",NAS Daily came out few days ago...
38,snowbreeeze,By the time this is compeleted the rest of the world might be inncoulated already,"['time', 'compelet', 'rest', 'world', 'might', 'inncoul', 'alreadi']",By the time this is compeleted the rest of the world might be inncoulated already
39,charm_arcellana,@larzen_dy,[],@larzen_dy
40,norshebits,Finally this stupid pandemic is gonna end soon,"['final', 'stupid', 'pandem', 'gon', 'na', 'end', 'soon']",Finally this stupid pandemic is gonna end soon
41,chenghong.ong.946,God bless Singapore .,"['god', 'bless', 'singapor']",God bless Singapore .
0,simondefrancesco,🤮🤮🤮🤮🤮🤮,[],:face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting:
1,jolynl,@mahjongjong,[],@mahjongjong
2,yumeichoong,👍🙏🏻,[],:thumbs_up::folded_hands_light_skin_tone:
3,braun.madame,@avvataar,[],@avvataar
