,Comments,Datetime,num_words
0,Thank you sir for ensuring that the vaccine is available for all Singaporeans.. take care,2021-02-19,15
1,"Dear PM , please consider allowing overseas citizens to return and pick up their luggage from home friends or family members, so that we could just collect our personal items and fly off immediately, without having to be subject to the 14 days stay home policy. Alternatively, please allow returning citizens to show proof of covid vaccination or recent negative pcr test, in order to waive the 14 day quarantine requirement. Thank you.",2021-02-18,70
2,Thank you dear PM for ensuring that vaccine is available for all citizens . Take care and God bless ,2021-02-17,18
3,"Thank you PM Sir. On a separate subject, I am puzzled that nobody in JTC is aware of the clearing of the Kranji woodland until after only about 3 weeks later. Surely someone in the higher up ranks at JTC must be not doing his job well. Clearing of a forest is unlike clearing of rubbish at rubbish chutes that may take just 10 mins to complete the job. Clearing of a forest takes weeks if not months to complete. Meanwhile where is the oversight, supervision and communication by JTC with the contractors, I wonder? Honestly it is quite akin to security agencies illegally leaving the protection of an installation for weeks without anyone higher-ups knowing it. ",2021-02-17,114
4,Any chance prime minister  those singaporean living abroad that this year 2021 they could come back Singapore to see their family again Pls advice ,2021-02-17,23
5,Good Evening Sir..Any chance for Singaporean who are based oversea and because of work commitment can't come to singapore for the vacination can get at the consular?kindly advise..Thank you Sir,2021-02-17,32
6,"Right choice, right decision will bring the right outcome. Singaporean people are so lucky to have a great leader like you who care about their welfare. Best wishes to all Singaporean people !",2021-02-18,32
7,thank you to the government who have make lots of progress and utmost efforts regardless of financial support for families or enterprises for the people in singapore during this covid period.,2021-02-18,31
8,"Great news, thanks for sharing this good news Sir, and thank you so much for the government's herculean efforts and excellent measures taken to help keep all Singaporeans safe from COVID-19.",2021-02-18,30
9,And yet Philippine Goverment is still arguing with covid -19 vaccine.,2021-02-17,10
10,"Thank you PM Lee for securing the vaccines for Singapore.y concern is for singaporean who are working overseas. Is their a flexibility time frame for them to come back to receive theIt free covid19 vaccination?  Under the current situation, they will need to take no pay leave for at least a month to come back N serving quarantine n expenses at home country night work country which is a hefty sum   I am hoping that there will be some light on this matter.  Thank you so much. God bless",2021-02-21,90
11,Thank you very much PM Lee for taking a good care people in Singapore. We are indeed in the good hand and my family feels really thankful for your hardworking. ,2021-02-18,30
12,"That's very exciting news, congratulations! Singapore.",2021-02-17,5
13,...a leader that cares for the people he leads...  Well done  PM Lee Hsien Loong.,2021-02-17,15
14,"Prime Minister, please let the dormitory workers go out. It has been 10 months now🙏🙏🙏",2021-02-17,14
15,Thank u sir.to be the first to be vaccinated u are Singapore hero,2021-02-18,12
16,Sana all na lang talaga. Singapore is the standard for one of the best Covid-19 management among nations. Congratulations PM Lee!,2021-02-17,21
