,Comments,Datetime,num_words
30,"On Monday, Ropner, as well as Singapore permanent resident Mark Lau San Mao, 30, were fined $3,000 for breaching Covid-19 safe distancing measures.  Both pleaded guilty to an offence under the Covid-19 (Temporary Measures) Act.  As for Lau, the Immigration and Checkpoints Authority (ICA) said on Tuesday that it will shorten the validity of his re-entry permit upon renewal.  The ICA said: ""Singapore permanent residents who have been convicted of an offence will have their permanent residence status reviewed.""  The cases involving eight other Britons - Annabelle Morgan Duke, 26; Philip Edward Knatchbull Holmes, 27; Mark Alexander Bellamy, 29; Amy Georgina Hunt, 30; Thomas Cuthbert Williams-Jones, 30; Oliver Francis William Campbell, 31; Benjamin David Waters, 32; and Amy Alexandra Stewart, 32 - are still pending.",2021-03-06,111
31,Sent them bck to the yacth sail to briton la..we sporean strugle and folow all rules..yet tjey having a good time,2021-03-06,23
32,What about the celebrity bday celebration? Those foreign artists no need go home ? ,2021-03-06,13
33,"I think Singapore government is wrong, i will tell the MP or minister if I meet them face to face. You can punish people with heavy fine, but not right to destroy their life by canceling their passes.  ",2021-03-07,38
34,Can we have this judge in charge for any foreign sentencing moving forward!,2021-03-06,13
35,They don't want to comply to regulations. They have to learn from this lesson and never repeat the offence  .,2021-03-08,18
36,The residents here are trying their best to adhere to all SMMs including many foreigners as well.There will always be a few odd ones who always tend to test the rules.,2021-03-06,30
38,Well Done SG! Cheers for the Right Decisions! 👏💪👍,2021-03-06,8
39,"It is the FTs' territory. No distancing staff  should go there, otherwise FT may have to go home and which SG is ""capable"" enough to fill their shoes. They are a ""special breed"" bros",2021-03-07,34
40,Great! However we must take care not to tar 'n feather all Brits because only Bad Apples make it to the news.,2021-03-08,22
41,Just blacklisted & banned her from coming to Singapore for good.,2021-03-06,10
42,Why are it always British foreigners breaking the law?,2021-03-07,9
43,"Swim some more lah, swim... Now you can swim back to wherever you came from..",2021-03-06,15
44,Too bad theres no brit flag carrying supporter for you if only you are in HongKong sure to get lots of publicity and support from the media,2021-03-07,27
45,"It is my desire to see more FTs and PRs be caught with this infringement and be sent home for good, never to come back!! we Sporeans are ready to take back the jobs.... it is time!",2021-03-07,37
46,"Sg citizen and PR who committed to crimes their punishment are lighter then the foreigners in Sg who commited to the same crime. The moral of the story, if wants to work in Sg better to apply PR or be their citizen otherwise Kunta Kinte@ Sg Slave 😂",2021-03-07,47
47,"But that Mark Lau, when shorten his validity of re-entry only upon PR renewal? Why can’t an immediate review be undertaken?",2021-03-06,21
48,And standby for all the insecure xenophobic comments in 3...2...1...,2021-03-06,9
49,Pr status  review dose mean  revoke come on ica u can do better then dat right only review is not acceptable,2021-03-06,21
50,Not worth doing at all. Hope all would know how serious it is.,2021-03-06,13
51,If you are scared of ppl taking your job....be better than them....no point celebrating one less foreigner in Singapore. You can't get rid of them.,2021-03-07,26
52,Sure or not Sekali Wayang only Kebelakang Pusing???,2021-03-07,8
53,Who are their employer(s)?,2021-03-06,5
54,now they know how fine is this country ya and nothing can be done for imported cases spread virus to community ya...,2021-03-07,22
55,What to do? U work in Singapore need to follow the rules here!,2021-03-07,13
56,Just saw a handful of them wearing masks on chin this week  Our lovely foreign talents How not to welcum,2021-03-06,20
57,Only locals and PRs are allowed to break the law,2021-03-07,10
58,I tot its ok for the brits! Since were are former colony?,2021-03-06,12
59,"It may look harsh as an initial thought. However, considering that inconsiderate people like them could have contributed to another spread of Covid, affecting dozens of others, wasting of huge resources to solve it and the lives of others, this is the right penalty. ",2021-03-07,44
60,Come.. Lets papa give u a hug,2021-03-06,7
61,Respect the country law you stay at. It's really that simple.,2021-03-06,10
63,PR- shorten stay? Not revoked?,2021-03-06,5
64,Need to abide by the laws of the country you are living in,2021-03-07,13
65,Good.... Go back to your country and have party there,2021-03-06,10
67,Another one bites the dust...,2021-03-06,5
68,Now you can dance all the way back to briton on the plane ya!!! Never play with the law here and there you go!!!! 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,2021-03-06,24
69,"Why want to slap yourself, by telling the whole world you are in the yacht. This a lesson to every one, enjoy yourself and not to snap photo what you do? You are asking for trouble at this hours.",2021-03-06,39
70,What about those mediacorpse celebs?,2021-03-06,5
71,Haha i would like to see it 10 out of 10 since they think the rules was a joke 😂,2021-03-06,17
72,Bye bye.. next time come back for holiday k,2021-03-06,9
73,"Before u leave sg, can i get to meet u? U look so great and yummy 😋😂",2021-03-06,16
74,Bye bye lady. You can go and sell Fish and chip back home. ,2021-03-06,13
75,"Ohoh, now Singapore is in shortage of foreign talents.",2021-03-06,9
76,Please patrol Robertson quay area  Tons of them,2021-03-06,8
77,13 of them . . . . so how many are deported?,2021-03-06,7
78,Amy fall from Grace .. pun intended ..😅,2021-03-06,6
79,Chuang Zhu prepare tes roches pour le lynchage,2021-03-06,8
81,"Hao Lian, now can balik kampong leow ",2021-03-06,7
83,"I can't help notice that so many of these smartasses who were ignoring Covid restrictions are British. They think they know better than SG, when the UK has suffered several hundred times the deaths per head of population that SG has. As an embarrassed Brit, all I can say is ""Throw them out of the country the ungrateful idiots!!""  ",2021-03-07,58
84,"The law is for all,  if not at all!!!",2021-03-06,9
85,Dont play play with Singapore ya.  Do abide the law else ...,2021-03-06,11
86,Why this one ban from working in Singapore but the PR from PRC did not revoke his PR?,2021-03-08,18
87,"After the fun, pay the price.",2021-03-07,6
88,Lucky she ain’t received a caning on her backside in Singapore.. 😄,2021-03-06,12
89,Na na na na... Na na na na... Hey hey goodbye....,2021-03-06,11
90,How come she gets banned from working in sg for breaking COVID law?? Which is good!!! BUT BRITISH Molester gets jail and not BAN from working in Singapore,2021-03-06,28
91,Professionals in working life but upside down in reality.,2021-03-06,9
92,"Yes, please bring back the “ah-Kong” no nonsense years ya... 🙏🙏",2021-03-06,9
93,All the Quays....must spot check,2021-03-06,6
94,Go to work for company's branch office in JB. Then still can come in to SG everyday under business travel pass,2021-03-06,20
95,"Annie Chiam says someone with a fake profile. Grow two balls first before hiding behind the keyboard and yeah even if you’re a woman grow two because you need them. Then would really appreciate if you derive malusial for me , if you were speaking about Malaysia first get a condom stop reproducing, we don’t need more of you in this world. Second, enrol yourself to one of those My First Skool and yeah learn to spell. Third, call your parents and seek forgiveness because they were intimate that night and you were a result of that. We have enough hatred and morons on earth, I guess we won’t need anymore of your kin. It’s okay if our written forms are peppered with mistakes as long you could derive from it. (are & is) “learn the difference” and when you’re supposed to use them. Malaysians may not be excellent with their speaking abilities and let alone writing forms but I know they’re friendly, radical, helpful, rational and mostly don’t live a delusional life, being fake to one another and grow up under the love and care of a caretaker or an underpaid foreign worker yearning for parents love later becomes a brat who has so much time to criticise without thinking before hand.",2021-03-07,218
96,"Amy grace, Always remember , Rome is not Singapore , learn to obey the law and order in Singapore and even in other countries too. If you can't follow the law and order in Singapore, pls feel free to go back to your motherland of Rome.",2021-03-06,43
97,you come to a country- respect it’s rules ! angmo are strange people ,2021-03-06,13
98,"Already fined her S$3K, why must ban her? S'pore law is too strict for such non-serious/non-murder offend. Very sad 😢.",2021-03-06,17
99,Her loss is someones gain to flying here to replace her position.Thanks first,2021-03-06,12
100,If wanna sell your bicycles.. let me know,2021-03-06,8
101,But ah....through Skype. Through zoom. Through....not physically in Singapore mah,2021-03-06,12
102,New jobs created for Singaporeans!,2021-03-06,5
103,Axe that ex-coloniser. Down to evil British empire. ,2021-03-06,7
104,1 more job available for Singaporeans...! 👍🏻,2021-03-06,5
106,Now you can do what you like ,2021-03-07,7
107,Brent Tan Jack Zheng lively comments,2021-03-07,6
110,Good job. Deported the entitled. I like,2021-03-07,7
116,Harry Adam ay I saw you there too. They’re coming for you,2021-03-07,13
117,Full of such garbage in the country,2021-03-07,7
120,Padan muka lah! Good riddance to such Covidiots.,2021-03-06,8
123,"BEST!!!! 👍👍👍 DUN COMPLY, OUT YOU GO!!!!!! 👏👏👏👏",2021-03-06,6
128,So happy to see this news.....well done!,2021-03-06,8
130,Stupid angmoh...so full of exceptionalism.,2021-03-06,6
135,Good...one more job vacancy for singaporeans,2021-03-06,7
145,"Oh my, fall from Grace",2021-03-06,5
150,You reap what you sow. Period,2021-03-06,6
153,Na Na Na Na Na Na Hey Hey Goodbye,2021-03-06,9
161,No respect for laws of resident ctry and ppl. Out you go! Shame on you!,2021-03-01,15
162,The citizens really sacrificed not to go out unnecessary but this are groups of peoples either they are foreigners or PR are the one had usually broke the laws. The Govt should get serious and no more compromised to this bunch of uneducated professionals who does not respect the laws in Singapore.,2021-03-01,52
163,"These types of articles really bring out the worst in people via the comment section. Its either the usual ""our Country, our rules"" or something xenophobic. What's done is done, they made a mistake, paid a heavy price for it (most of them deported). Not sure why people take this opportunity to be so mean spirited.. ",2021-03-01,55
164,Pay alrdy then dance naked again but pls do it at home to vent your frustration...  Ur PR shld be revoke..,2021-03-01,21
165,Why their PR and work pass not revoke? First time is jailed and fine isn’t it? Why they never got jailed?,2021-03-01,22
166,"Why are some fined, whereas others have their PR or employment permits revoked?  What is the standard used? ",2021-03-01,18
167,I dont feel sorry for them because the 1st rule when living in a foreign country is to respect and follow its rules... and Spore is extremely clear about that!!,2021-03-01,29
168,No mention of PR status or work permit being revoked.,2021-03-01,10
169,$3000 is probably small change for these rich expats on a yacht !!! Should’ve been 3 nights in jail at least I think ,2021-03-01,21
170,$3000 is nothing to them. They are earning more than $10k each month.  They will fear only if we cancel their PR or working permit. Then they will lose $$120k++ job.,2021-03-01,28
171,Revoke PR and work permit.  Why fine only when they knew  about the restriction and took the risk to fool themselves on the yacht.  Many people can fill their employment and PR.  They may continue to party in their home country all day long. ,2021-03-01,44
172,Lau San Mao sounds like durian,2021-03-01,6
173,Lau San Mao means Old Mountain Hair,2021-03-01,7
174,This Brits thinks they are still colonial masters doing what they like.,2021-03-01,12
175,"i wonder what these foreigners think when they bore the brunt of s'pore's strict and rigid law system?! probably, they will hold a grudge!",2021-03-01,23
176,Ahhh... the typical British defiance that has led to the UK variant virus and the present travel bans. These Brits just found out that Singapore has no soft spots in hitting them on their heads.,2021-03-01,35
177,"If they want to die,  they should go back to their own country and not pose a risk to their host country.  Irresponsible idots",2021-03-01,24
178,ha? the guy's name is really Lau San Mao?,2021-03-01,8
179,No revocation of employment pass or PR status ? Only fine ? ,2021-03-01,10
180,Maybe he is Jho Low after plastic surgery. ,2021-03-01,8
181,Haha I like his name.. Lau San Mao... his receding hair is living up to his name 🤣,2021-03-02,17
182,"Seriously $3k is peanuts for these rich expats who are likely to be earning at least 5-figure sums !!!  Even shortening their REP on upcoming renewal is just like a slap on the wrist.  revoke their PRs. Time to make an example out of these monkeys who keep thinking that they can break our laws and get away with it !!! Even citizens can get jailed, revoking PR is not too much to ask !",2021-03-03,71
183,"If I'm not mistaken, it was reported before 3 men was jailed briefly for kayaking; and these privileged folks only paid 3k fine which is peanuts to them.",2021-03-01,25
184,They take care of rich people.  The maid' s gathering..their life is not important?,2021-03-01,15
185,"What is $3000 to these people? So $6000 for reoffending? I wouldn’t want to sound childish but it seemed that what our governing body really concerned about is money, money and more money. Fine, fine and more fine. What and how have such penalties actually inculcated in offenders about their wrong undoing? Absolutely nothing. Failed system in place. ",2021-03-02,57
186,only 3k....status remain...maybe they contributed alot to taxes,2021-03-01,9
187,Oh! Pffft... No worries. They can afford it. That's like 10cents?,2021-03-01,9
188,"The yacht operator ought to be severely fined too for rentng out the boat to two groups of parties violating the rules and regulations.  How can the two groups don't get to mix when there are how many toilets within the small yacht, trying to challenge the law, then bear the harsh consequence?",2021-03-02,52
189,Behave yrself or get out of this country,2021-03-02,8
190,"I thought they're wumaos, nowadays downgrade become sanmao only ah?",2021-03-01,9
191,Wear so nice for what...,2021-03-01,5
192,1st time a wealthy social gathering get fine heavily and yet is peanuts to them🤣🤣😂.......perhaps FaceTime helps 😂,2021-03-02,17
193,There was a comment I read that these people could be spared any repercussions had it not been the kepo member of public who chanced upon the IG story and make the complain.,2021-03-01,33
194,"I bet if u station ambassadors at where expat or white immigrant like to live at areas, there'll be more to charge in court!!!",2021-03-01,23
195,Just a gentle reminder they didn't commit a murder if some got carried away.,2021-03-01,13
196,Why their PR or EP pass not revoked??? Are practicing double standards???,2021-03-01,12
197,They should be deported back to wherever they come from,2021-03-03,10
198,The last 4 already punished... This must an old news - https://www.channelnewsasia.com/news/singapore/lazarus-island-4-people-fined-over-gathering-phase-2-covid-19-14269614,2021-03-01,9
199,Throw them out of spore.. 3k for them just small change...,2021-03-01,10
200,Scrap them off fr Sg.  Yaya Papaya only...,2021-03-01,8
201,What is $3000 to these people?,2021-03-01,5
202,Why some fine $300 some $3000 ah.,2021-03-01,5
203,Sent back la..NO respect spore law,2021-03-01,7
204,His name sound badly in sg local hokkien. Lau San Mao,2021-03-01,11
206,So which one is Ra's al Gul ?,2021-03-01,6
208,No double standard since those earlier are fine and pr n work pass all cancers n send back so to be standard all this clown should be same ,2021-03-01,28
209,"""Briton Amy Grace Ropner, 28, and Singapore permanent resident Mark Lau San Mao, 30, were the first two people to be dealt with in court for being part of the event.""  - Die. On first glance, I read the guy's name as Mao San Wang (Musang King Durian)..... 😅",2021-03-01,44
211,Serve you foreigners right. Singapore has a backbone. ,2021-03-01,8
212,Cher see ! They breaking the rules  Oh Singapore 🇸🇬 ,2021-03-02,8
213,Good let them Learn abt our Singapore Law..👍👍👍👍👍,2021-03-01,8
214,Lau san mao = old 3 hairs,2021-03-01,5
215,Send all trash back to original country..Trash are not welcome here..,2021-03-01,12
217,Why just fine $3k he should have his PR revoke n kick him out of Singapore,2021-03-02,15
219,If they didn't post in Instagram nobody will know. Foolish people.,2021-03-02,10
220,"The name of the PR man, makes me crave for Mao Shan Wang!",2021-03-02,13
224,"We have so many PR s so can send this one back , right ? 😂😂",2021-03-01,13
226,3k is nothing for them ...must take passports or jobs..,2021-03-01,9
227,You wear mask  Is it because you are loyal to the country  In Singapore the answer is no  It is just self interest driven fear or greed is prevalent here  No MNC is iron proof  The system made the people become like that  Taking wealth we dun deserve bad effect  Make people become greedy selfish timid petty craving for power and wealth snd use this and  law to direct people to whistleblow to behave in a certain manner  Fake and shallow system to secure a single party dominance  What is the point ?  This profile will destroy talent and vulnerable to foreign power infiltration and once they could erode privacy snd law  The true evilness and nastiness of human vulnerability will reveal thenselves They only do in the surface thing  They feel that as long as you dun do wrong thing in the open or hurt and cheat in the open  You do it with cover up or lack of evidence  It is ok  What rubbish This generation of pap leadership suck big time Drawing own fat pay-check taking others wealth talent and tech through money lending  Strictly speaking they corrupted the whole population  I won’t be surprised rising number of sabotages in the pipelines Reward and punishment state controlled top down system dun nurture good people  A free and fair market plus a good education led by cohesive loyalists will,2021-03-02,230
228,That mee siam seller kena tmr liao,2021-03-01,7
229,We saw them on d same day at the sea 😅,2021-03-01,10
231,He doesn't look like one of the 老山貓leh!,2021-03-01,6
233,Why so lenient to angmo,2021-03-01,5
234,No all have a brain to think what is right or wrong.,2021-03-01,12
235,For a moment link it to durian.,2021-03-01,7
236,Send them back to the trash land where they were bred.....,2021-03-01,11
238,Revoke the PR status and kick them out!! ,2021-03-01,8
240,"Expensive lesson, to say the least.",2021-03-01,6
241,Quality foreign trash for us Singaporean....,2021-03-01,6
245,Literally from Pleasure craft to Pressure craft,2021-03-01,7
249,Send them home one honky and one brits.,2021-03-01,8
250,That’ll teach them to respect the law and the people in Singapore. Scums.,2021-03-01,14
251,Don't forget the Brits surrendered us to the Japanese on 15th Feb 1942.,2021-03-01,10
252,Remember what sentences to Michael Fay before..😁😁,2021-03-01,7
253,I wonder how much they earn per month and whats their job...,2021-03-01,12
254,Should revoke his PR status n send him back to where he belongs.. There is no place here for this scumbag..,2021-03-01,21
255,Cane the lot of them.. 👍👍,2021-03-01,5
256,Fine all MFs... revoke their PR status... deport them back... trying to be funny in Singapore...,2021-03-01,16
257,"This is an utter joke to give these idiots SGD3000 fine only. The fine shld be SGD600,000 or 30% of their annual income before tax (whichever is greater) and confiscate the boat/apartment etc where the party took place; for putting public health at risk. Then revoke their PR and/or work permit and deport them immediately straight from the court. Yes it's true that Singapore needs experts to work in the country but that doesn't give them a free pass to do whatever they want. Singapore is a very small country and virus can spread like wildfire. This is not a matter of xenophobia but IT IS more of a public health responsibility. I'm very sure, these ppl will not do what they did back in their own country. Irresponsible actions like this should be taken very seriously and gaslighting ppl who are against these kind of behaviour is really embarrassing and uncalled for.",2021-03-01,151
258,"befair, revoke theirs working pass leh",2021-03-02,6
262,Ang mo... chiobu sia..... lol,2021-03-01,5
263,Rich is good ...why i so poor 😭,2021-03-01,7
265,Kesian. Semoga diberi taufik dan hidayah.,2021-03-01,6
266,Dumb dumb where’s my gum gum,2021-03-01,7
270,They can go UN n complain -  no freedom no human rights no democracy no everything 😃😃😃😃😃😄😄😄😄,2021-03-01,15
271,"British = deport & ban PR = Revoke, deport & ban  👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",2021-03-01,7
272,Shi Zhisheng san mao now worth 三千 😂 ,2021-03-01,6
276,"I've read a few studies now that claim wearing 5 masks, a dive mask over those masks paired with not breathing and staying in the bomb shelter for the next 72 or so months may help reduce risk associated with living as well. Worth a shot it seems.",2021-02-26,45
277,"Sadly nowadays, hardly see people socially distancing themselves from others... Esp when queueing. 😔",2021-02-26,13
278,"Distancing officers should visit the market especially those stall set up outside the shop, every day so crowded, can not even walk pass through. Where are the distancing officer, time to make the arrest, but never be there. They should distributed them in market place not only shopping center.",2021-02-27,49
279,Keep the mouth shut or talk as little as possible.,2021-02-26,10
280,Your air filter looks like a cheap fan....,2021-02-26,8
283,How to put table top dividers at hawker centres🙄,2021-02-26,9
284,My parents... and that stupid brother just love to close the window especially when big rain and fresh big winds... ... Claiming balcony be wet. Hahahaha... ...  Aiyah... ...  ,2021-02-27,26
287,Very good infographic but unfortunately ionisers are not recommended because it INCREASES air pollution.  Smart Air published an article recently explaining how the usage of ionisers increases air pollution. More data here: https://smartairfilters.com/en/blog/ionizers-can-increase-pollution-particles-formaldehyde/,2021-02-26,32
288,"Exercise, sunlight, eating healthy and vitamin supplements are our first line of defence against diseases. It strengthens our immune system.",2021-02-26,20
289,That looks like a good list of dining establishments to support.,2021-02-24,11
290,These are the same people who will get the $100 vouchers to thank them for being disciplined in safe management measures right?,2021-02-24,21
291,I heard the cage at kallang also like that .. say only 8 people can play. But more than 10 people playing. Hopefully they will get caught soon.,2021-02-24,25
292,You can go the massage parlours along North bridge road. I was shocked when i had a patron beside me while i woke up from my foot massage. Can kio many fines from there,2021-02-24,34
293,Highly recovery rate aside...it appears to be easily transmitted. Imagine the majority of the population get’s to be infected??,2021-02-24,21
294,"Crowds in MRT, busses and shopping malls: Okay, the authorities never see us",2021-02-24,13
295,"Just wondering, this Club One Min is 2nd offence so shouldn't they get a heavier sentence for repeatedly failing to adhere to what was instructed.",2021-02-24,23
296,Not the 1st time going against the rule when many are still complying? GOV needs to increase the penalty and fine for 2nd or multiple times offenders...,2021-02-24,25
297,"We extended so many short term stay passes, what do you think they are working as?",2021-02-24,16
298,So unlucky get caught..as there are so many such cases in Singapore,2021-02-24,13
299,Why no fine for those that produce “covid negative report” but turn out to have the virus when then arrived in Singapore ? ,2021-02-24,22
300,"If other people can comply by the rules and take this pandemic seriously, I don’t see why these jokers can’t. If can’t understand such simple rules and the severity that comes with it, revoke their citizenship. ",2021-02-24,39
301,If every one of us does our part to contain and follow rules then probably there will be lesser cases of covid19. human likes to take the challenge at risk!. Always think it won't happen to me lah so lucky meh!. ,2021-02-24,40
302,"So whatever the government give here it goes back to them $100,000++ hahaha!! Well ppl still won't follow the rules still wanna party 🤦🏽‍♀️ as in this phase 3, 8 in grp become 10 or 20 not scared coz $300 each only mah 🤷🏽‍♀️ heyy still out there ppl suffering with no jobs still has financial issues going on & plus & minus 300 humans still breaching the rules & pls don't comment or say anyth what others are doin when you are one of them. Adioz. Happy Thursday✌️",2021-02-25,75
303,Good... please throw the LAW book on they... and fined them to the max. ya... 🙏🙏🙏,2021-02-24,15
304,"If there any WP holder get penalties about illegal gathering should let us know. It can be good example for us that noone above the law here. I know somebody would attack me about I'm saying this, but really I gotten sick seeing how they really challenge SG government with their illegal gathering. There is still a lot FDW, FW can't go out to enjoy their rest day, only stuck at home or dormitory, yet this bunch of cividiot act like they are is own this country😐😐",2021-02-24,85
305,Thanks to these people that we can’t resume 11 v 11 football! ,2021-02-24,11
306,Like those bars along Siglap?,2021-02-24,5
307,There are plenty companies bleaching the rules which is playing hide and seek. Just circuit breaker better la. Waste of resources.,2021-02-24,21
308,How many outlets i know u know and they themselves oso knew it but that’s the unlucky one!! ,2021-02-24,19
309,These are mild compared to the parties here https://youtu.be/VOMBLcNB-8c,2021-02-24,8
311,"We really need to be done with all these SOP nonsense!! People have a right to party, can't keep hiding from a simple flu virus that has over 99% recovery rate yo",2021-02-24,30
312,fine them till they cry🤣🤣,2021-02-24,5
313,Raid them all! So many out there. Using f&b license to run ktv and nightclubs. ,2021-02-25,16
314,Best Ang BAO for authorities so far?,2021-02-24,7
316,Go Arab street and check .. plenty of ppl not wearing mask even tho no food and drinks .. the restaurant still allowed .. ,2021-02-24,21
317,"These offenders will not be  bothered  ,unless the sentence or fines are really  something hard!!!eg take away their licence.",2021-02-24,20
318,Too long most very stressed liao no dancing n no singing to distress  more fighting to destress,2021-02-25,17
319,"Just shut their business for good lah, ahyo.",2021-02-24,8
320,This is NOT ang bao for govt. Safety for all of us. Infact the 2nd time offence should hv higher fine or license revoke.,2021-02-24,23
321,Just fined only and closed for 10 or 20 days is no big deal to them. Govt should impose heavier penalty. ,2021-02-24,19
322,Going all out haven't clock the target yet....beware all.....,2021-02-24,9
324,"With the restriction,  does biz owner pay less for the opex proportionally?",2021-02-24,12
325,Surprise no one visited golden mile...mini thailand no one cares about coivd there....,2021-02-28,14
327,"Today: Absolute ZERO Safe Distancing - 24 ‎February ‎2021, ‏‎2:41PM https://youtu.be/PrKLAHoGq9Y",2021-02-24,7
328,We need more collectited money 💰,2021-02-24,5
333,"I doubted at first but after my first payouts, I realized that it's not about being trading, but about being positive and having a positive mindset as well. Thank you Mr Richard Flacon for making me recovered my lost funds, so quick and stress less. Receiving a huge of profits worth $9,980 Is enough for me to be grateful,  You are indeed the best..contact her with the link     Richard Flacon FX ",2021-02-24,70
334,Good. Open up some more and see how much more you'll lose instead. Heartland >>https://youtu.be/xKvpDqu0tw0,2021-02-24,13
335,Tiger Suren Peggy Ang SLF at orchard🤔🤔,2021-02-24,7
336,"I don't know why you're wasting time before you invest in Bitcoin, it's currently at $50k. I speculated with my analysis in June last year that it will hit $20k before the end of 2020 and here we are. You probably think it's too late to invest in it but the truth of the matter is, it isn't. Bitcoin will hit $100k before the end of 2021. Yeah, there will be some pull back but that shouldn't bother you as you're gonna be earning it daily long-term. Invest with us now and start earning 2% daily roi in bitcoin for 12 months. Send Jason Cruse a dm to get started. ",2021-02-24,95
337,A real waste of time and resources in going all this way to prevent people from living out their lives and victimizing them.,2021-02-24,23
338,"$3k is nothing to them but the law has to be fair for everyone, regardless of rich and poor",2021-02-24,18
339,Cancel the visa and send them back to UK... where they can violate and protest lockdown all they want. Don't need such foreigners here in Singapore.,2021-02-25,25
340,Why does the government thinks money (in terms of fines) is the solution to every problem and criminal act ? ,2021-02-25,19
342,Go island..fine 3k...home party only 300?,2021-02-24,6
343,"How come the people gathering in the park and in the bars get 300$, those 3,000$? ",2021-02-24,14
345,Time to go leave Sg,2021-02-24,5
346,Will they face canceled permit n deportation like FW,2021-02-24,9
347,How much did they fine the celebrity birthday party gathering?,2021-02-24,10
348,"Unless you have lots of money, don't risk breaking and getting caught for infringing Covid-19 laws.",2021-02-24,15
