,Comments,Datetime,num_words
0,Good evening to our dearest respected PM Mr Lee  Thank you very much you make it Singapore is safety  And is opening Phase 3 of the Nation reopening  Happy to hear this and we have you who care  And we also very grateful to the medical team is excellence Thank you PM Mr Lee Best Wishes to you and your family good health long life happiness and prosperous  ,2020-12-14,67
1,Please do our part.Keep up the good job.Look at other country.Once they let their guard down.See what happen next?? Just follow the rule and keep all of us safe and our rice bowl safe if not....,2020-12-15,32
2,"Actually 5 or 8 still not really helps for festival celebration. Cant even hold a reunion with your siblings, parents or grandparents together not mentioning cny visiting though. When they announced this happily and confidently assume everyone shall be able to enjoy those upcoming festival. Any house with 2 kids plus 1 maid basically u cant go anywhere that has more than 3 living in the house or to any restaurant. Is as good as go eat urselves ðŸ¤£ðŸ¤£ðŸ¤£",2020-12-16,73
3,Why this phase 3?  It seems no different from ph 2 except the increase in crowds gathering. In the economy of scale does this help much. To me it seems more like waving at the next wave of infections. We had already bear with this scenario for so long so why just can't we wait a little longer for the vaccines to take effect before concluding. ,2020-12-15,63
4,I really just need the gyms to allow more people in. Can we please do that.,2020-12-14,16
5,Some people don't think that an increase of three people is a lot but it makes a lot of difference for some people and especially for F & B businesses.,2020-12-14,28
6,So? When can I play Futsal?! S-League can start and finish. WTH. Iâ€™ve been patient enough with this half-baked measures for such activities. - Fad,2020-12-14,22
7,Knn Say trace tgt donâ€™t have 70% so cannot phase 3 Now say can phase 3  They can predict by 28/12 will have more then 70% ppl using trace tgt  Cow head donâ€™t match horse mouth  Kepalah pisang ,2020-12-14,33
8,Phase 3 also not much different from phase 2 lo. ,2020-12-14,8
9,nothing much different between 2 and 3,2020-12-14,5
10,"Nuthing much lah phrase 3, pls cb bk again leh, i like cb no queues & jams at malls or roads...ðŸ˜",2020-12-14,19
11,"Too early for phase 3, there might be cases coming from future oversea visitors or hidden time bomb along our own local people. The best way is to get everyone to go for testing. Before during phase 3 case went up again. And than is too late to regards",2020-12-14,47
12,"While this announcement is welcomed, the Safe Mgt team can go round to condos/HDB/houses to check residences with lots of shoes and noise in the evening and wee hours to catch the ones breaking the rules during the holiday season, before Phase 3. ",2020-12-15,44
13,"No matter how wide our border is going to open...it wont push up our trade activities  or increasing tourist nos..cos, other countries still unable to get out from their lockdown.  Back to normal is abt going along with the momentum...u cant do it alone..",2020-12-14,47
14,"Why everyone in the Task Force look so gloom,neverðŸ˜Šlook soðŸ˜©,happy abit lah!",2020-12-14,12
15,"Wow! From 5 to 8! Omg. Thank you so much, so so much! Ah ma, you wait outside hor, ah kong finished eating then you come in.... OK? I give you chair you sit outside wait hor. ",2020-12-15,35
16,Just in time for New Year n CNY celebration. Time to party n mahjong til u drop. Come CNY Covid mysteriously go into hiding n no longer that dangerous,2020-12-15,29
17,Seriously? Havent fix the broken pipe already start to open water tap??,2020-12-14,12
18,Happy to have phrase 3 opening soon. Still our responsibility to follow the rules n be safe.  N it helps alot for many F&B outlets too. ðŸ‘,2020-12-15,26
19,"Phase 3 is not just about the numbers. It fortifies the government's confidence, preparedness and readiness in handling the covid situation. Let's continue to do our part and make Singapore the envy of the world ðŸ’ªðŸ’ª",2020-12-14,32
20,"Does the 8 person restriction also include the current household? Meaning if there's already three person in the household, does that means another 8 person not from the household can visit?",2020-12-14,28
22,"events 250,social 8...simi lan?? always talk n slap own own face,now suddenly can phrase 3 when trace together not even meet requirement,why? becos of vaccine loh..so confident the vaccine will work n always like to rush into things,later turn out to be a mess again",2020-12-15,48
23,"Now those who have a clique of 6 people will be happy, whereas those with clique of 9 people... make sure u arent left out for any events that ur clique made ðŸ˜‚",2020-12-14,30
24,So we can have choirs,2020-12-14,5
