,Post Description,Post Datetime,Comments,Comment Datetime,num_words
3,"A single check-in with the TraceTogether app or token will suffice, with exceptions made to places where the Covid-19 transmission risk is higher.

Link in bio @straits_times
📸: Lim Yaohui
#StraitsTimes #Covid19 #TraceTogether #SafeEntry #coronavirus",2021-02-02 04:50:19+00:00,Screenshot and show the guards,2021-02-02 04:57:43+00:00,5
4,"A single check-in with the TraceTogether app or token will suffice, with exceptions made to places where the Covid-19 transmission risk is higher.

Link in bio @straits_times
📸: Lim Yaohui
#StraitsTimes #Covid19 #TraceTogether #SafeEntry #coronavirus",2021-02-02 04:50:19+00:00,Off bluetooth after entering mall.,2021-02-02 07:02:26+00:00,5
6,"A single check-in with the TraceTogether app or token will suffice, with exceptions made to places where the Covid-19 transmission risk is higher.

Link in bio @straits_times
📸: Lim Yaohui
#StraitsTimes #Covid19 #TraceTogether #SafeEntry #coronavirus",2021-02-02 04:50:19+00:00,"what happens if u turn off the bluetooth, will the app still record ur location",2021-02-02 11:52:42+00:00,15
7,"A single check-in with the TraceTogether app or token will suffice, with exceptions made to places where the Covid-19 transmission risk is higher.

Link in bio @straits_times
📸: Lim Yaohui
#StraitsTimes #Covid19 #TraceTogether #SafeEntry #coronavirus",2021-02-02 04:50:19+00:00,To bad. I dont even scan,2021-02-02 04:54:48+00:00,6
12,"🚨 Take note if you still have not collected your TraceTogether token.

More than 2.6 million tokens have been collected to date under the TraceTogether programme.

Link in bio @straits_times
📸: Alphonsus Chern
#TraceTogether #StraitsTimes",2021-01-29 09:55:38+00:00,Mean if I stay woodland n I can go to Jurong west Cc collect right,2021-01-29 12:48:54+00:00,15
13,"🚨 Take note if you still have not collected your TraceTogether token.

More than 2.6 million tokens have been collected to date under the TraceTogether programme.

Link in bio @straits_times
📸: Alphonsus Chern
#TraceTogether #StraitsTimes",2021-01-29 09:55:38+00:00,Never mention to collect within your own area CC?,2021-01-30 05:34:57+00:00,9
17,"🚨 Take note if you still have not collected your TraceTogether token.

More than 2.6 million tokens have been collected to date under the TraceTogether programme.

Link in bio @straits_times
📸: Alphonsus Chern
#TraceTogether #StraitsTimes",2021-01-29 09:55:38+00:00,"No matter which CC my family go to, all sold out 😂",2021-01-30 23:58:54+00:00,11
20,"🚨 Take note if you still have not collected your TraceTogether token.

More than 2.6 million tokens have been collected to date under the TraceTogether programme.

Link in bio @straits_times
📸: Alphonsus Chern
#TraceTogether #StraitsTimes",2021-01-29 09:55:38+00:00,trace together die together if kena virus,2021-01-29 13:30:30+00:00,7
21,"🚨 Take note if you still have not collected your TraceTogether token.

More than 2.6 million tokens have been collected to date under the TraceTogether programme.

Link in bio @straits_times
📸: Alphonsus Chern
#TraceTogether #StraitsTimes",2021-01-29 09:55:38+00:00,"I buy old MAL🇲🇾(coin$note)10Kmyr per☝Old SIN🇸🇬(coin$note)10Ksgd per☝Old BRU🇧🇳(coin$note)10Kbnd per☝YA ALLAH Tembaga,☝☝✅🤙✅✅Old coinOld notesStamps Duit lamaCincinStokeAtiqueRing🚀🚀🚀🚀..................................❤️❤️❤️🌏🌏🌏🌓🌏",2021-01-30 05:47:23+00:00,25
24,"The law will specify that TraceTogether data can be used to probe only 7 categories of serious offences, such as murder, rape and kidnapping.

Link in bio @straits_times 
📸: Alphonsus Chern
#StraitsTimes #TraceTogether #Covid19 #Coronavirus",2021-01-08 14:00:34+00:00,"Crimes are crimes, aren’t they?",2021-01-08 14:05:12+00:00,6
25,"The law will specify that TraceTogether data can be used to probe only 7 categories of serious offences, such as murder, rape and kidnapping.

Link in bio @straits_times 
📸: Alphonsus Chern
#StraitsTimes #TraceTogether #Covid19 #Coronavirus",2021-01-08 14:00:34+00:00,bruh just put gps in our body lah,2021-01-08 14:37:50+00:00,8
27,"The law will specify that TraceTogether data can be used to probe only 7 categories of serious offences, such as murder, rape and kidnapping.

Link in bio @straits_times 
📸: Alphonsus Chern
#StraitsTimes #TraceTogether #Covid19 #Coronavirus",2021-01-08 14:00:34+00:00,"Aiyoh, why make a huge fuse about it. Don't commit any crimes then you don't need to even think about such thing liao. If a person wilfully commits a crime, then too bad la, they asking for it. If you never, then nothing to fear right? I suspect only those that have done something wrong, and have something to hide, will be worried.",2021-01-08 19:35:22+00:00,61
28,"The law will specify that TraceTogether data can be used to probe only 7 categories of serious offences, such as murder, rape and kidnapping.

Link in bio @straits_times 
📸: Alphonsus Chern
#StraitsTimes #TraceTogether #Covid19 #Coronavirus",2021-01-08 14:00:34+00:00,"The question is, how would we know what the government is using something developed by govtech, is being used for? Ownself check ownself?",2021-01-08 14:22:49+00:00,23
29,"The law will specify that TraceTogether data can be used to probe only 7 categories of serious offences, such as murder, rape and kidnapping.

Link in bio @straits_times 
📸: Alphonsus Chern
#StraitsTimes #TraceTogether #Covid19 #Coronavirus",2021-01-08 14:00:34+00:00,"I ask this question very neutrally because I’m just genuinely curious: Why are we so afraid of the government tracking us if we are not doing illegal stuff? I’m really just looking for genuine answers, not looking pick fight thanks 🙏🏻",2021-01-08 15:08:55+00:00,42
30,"The law will specify that TraceTogether data can be used to probe only 7 categories of serious offences, such as murder, rape and kidnapping.

Link in bio @straits_times 
📸: Alphonsus Chern
#StraitsTimes #TraceTogether #Covid19 #Coronavirus",2021-01-08 14:00:34+00:00,"Now people know, when they are about to commit crime, they won’t bring their token or their phones.. dumb policy.😁",2021-01-08 15:47:54+00:00,21
31,"The law will specify that TraceTogether data can be used to probe only 7 categories of serious offences, such as murder, rape and kidnapping.

Link in bio @straits_times 
📸: Alphonsus Chern
#StraitsTimes #TraceTogether #Covid19 #Coronavirus",2021-01-08 14:00:34+00:00,"I disagree, I believe our country, government and enforcement hv the right to access TraceTogether data to all crimes not only just serious crime ! If anyone committed a crime, Police should use every piece of information to hunt then down 100%, period !!",2021-01-08 15:34:54+00:00,41
33,"The law will specify that TraceTogether data can be used to probe only 7 categories of serious offences, such as murder, rape and kidnapping.

Link in bio @straits_times 
📸: Alphonsus Chern
#StraitsTimes #TraceTogether #Covid19 #Coronavirus",2021-01-08 14:00:34+00:00,"Nah this too easy for them, screw it dont go out alr",2021-01-08 14:44:39+00:00,12
34,"The law will specify that TraceTogether data can be used to probe only 7 categories of serious offences, such as murder, rape and kidnapping.

Link in bio @straits_times 
📸: Alphonsus Chern
#StraitsTimes #TraceTogether #Covid19 #Coronavirus",2021-01-08 14:00:34+00:00,😂 one time say won't use data now there's law that say they can use the data from Tracenow,2021-01-09 00:20:49+00:00,16
36,"Take note, students. You won't have to rush down to a community club to collect your TraceTogether token.

Link in bio @straits_times
📸: Gavin Foo
#tracetogethertoken #tracetogether #StraitsTimes",2020-12-23 04:42:09+00:00,I thought tracetogether app can liao? Why still need token?,2020-12-23 09:28:01+00:00,10
38,"Take note, students. You won't have to rush down to a community club to collect your TraceTogether token.

Link in bio @straits_times
📸: Gavin Foo
#tracetogethertoken #tracetogether #StraitsTimes",2020-12-23 04:42:09+00:00,Later gov track u I just put under my table,2020-12-23 09:39:30+00:00,10
39,"Take note, students. You won't have to rush down to a community club to collect your TraceTogether token.

Link in bio @straits_times
📸: Gavin Foo
#tracetogethertoken #tracetogether #StraitsTimes",2020-12-23 04:42:09+00:00,I alredy have the trace together app already 👁👄👁,2020-12-23 09:45:25+00:00,8
40,"Take note, students. You won't have to rush down to a community club to collect your TraceTogether token.

Link in bio @straits_times
📸: Gavin Foo
#tracetogethertoken #tracetogether #StraitsTimes",2020-12-23 04:42:09+00:00,"i'm sorry, but i have to say #toxicity #toxicityincoming",2020-12-23 10:15:35+00:00,6
41,"Take note, students. You won't have to rush down to a community club to collect your TraceTogether token.

Link in bio @straits_times
📸: Gavin Foo
#tracetogethertoken #tracetogether #StraitsTimes",2020-12-23 04:42:09+00:00,I already got it hahahahah,2020-12-23 11:08:10+00:00,5
42,"Take note, students. You won't have to rush down to a community club to collect your TraceTogether token.

Link in bio @straits_times
📸: Gavin Foo
#tracetogethertoken #tracetogether #StraitsTimes",2020-12-23 04:42:09+00:00,Can I exchange my old one for the new one?,2020-12-23 11:29:47+00:00,10
43,"Take note, students. You won't have to rush down to a community club to collect your TraceTogether token.

Link in bio @straits_times
📸: Gavin Foo
#tracetogethertoken #tracetogether #StraitsTimes",2020-12-23 04:42:09+00:00,but what if i graduated already,2020-12-23 11:57:03+00:00,6
44,"Take note, students. You won't have to rush down to a community club to collect your TraceTogether token.

Link in bio @straits_times
📸: Gavin Foo
#tracetogethertoken #tracetogether #StraitsTimes",2020-12-23 04:42:09+00:00,Lmao why we need sia they should give to elderly first,2020-12-23 12:02:12+00:00,11
