id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1361092467114713088,1360954340253388803,2021-02-15 07:18:26 +08,2021-02-15,07:18:26,+0800,930004784,hykalpasha,H y k a l 🇮🇩 P a s h a,,@Corona_KafirNw Bubarkan MUI UN-FAEDAH,in,[],[],[],0,0,1,[],[],https://twitter.com/HykalPasha/status/1361092467114713088,False,,0,,Singapore,,,,,,"[{'screen_name': 'Corona_KafirNw', 'name': 'Sora TaranBala✝️🇮🇩✝️', 'id': '1311573979103076352'}]",,,,
1360991949738582021,1360991949738582021,2021-02-15 00:39:01 +08,2021-02-15,00:39:01,+0800,1173000452952088577,soimnana,Nana,,"so hawtt😍 if only it's not corona, imma wear this outside  https://t.co/sn509kwSZM",en,[],[],['https://pbs.twimg.com/media/EuM29v1VgAc4RYz.jpg'],0,0,0,[],[],https://twitter.com/SoImNana/status/1360991949738582021,False,,1,https://pbs.twimg.com/media/EuM29v1VgAc4RYz.jpg,Singapore,,,,,,[],,,,
1360962994461495302,1360960669634367489,2021-02-14 22:43:58 +08,2021-02-14,22:43:58,+0800,2942975634,endriyw,𝗔ᴡᴀɴ🇮🇩🇵🇸🇹🇷,,@B_dzoel induk corona 😂,in,[],[],[],1,0,1,[],[],https://twitter.com/Endriyw/status/1360962994461495302,False,,0,,Singapore,,,,,,"[{'screen_name': 'B_dzoel', 'name': 'Bang_Dzoel', 'id': '1351722821009829890'}]",,,,
1360961421287251972,1360946967073947653,2021-02-14 22:37:42 +08,2021-02-14,22:37:42,+0800,1161580762476494848,santinodimauro1,Santino DiMauro,,"@Klinik_News Unterirdischer Post 1. Fussball Trainer dürfen sich also nur zu ⚽️Themen äussern? Bedenkliche Ansicht 2. Genau das hat Lauterbach doch gemacht 3. Für den FCB war die Reise nicht sinnfrei, die Club WM ein sehr wichtiger Titel &amp; Katar ist keine halbe Weltreise &amp; nahezu Corona frei",de,[],[],[],0,0,0,[],[],https://twitter.com/SantinoDiMauro1/status/1360961421287251972,False,,0,,Singapore,,,,,,"[{'screen_name': 'Klinik_News', 'name': 'Klinikum Bielefeld', 'id': '54211042'}]",,,,
1360868317125177344,1360804879300628483,2021-02-14 16:27:45 +08,2021-02-14,16:27:45,+0800,960297622970843136,kingsanjii,sanjana ♥️,,@aadithya_harish corona is over in tamil nadu,en,[],[],[],1,0,0,[],[],https://twitter.com/kingsanjii/status/1360868317125177344,False,,0,,Singapore,,,,,,"[{'screen_name': 'aadithya_harish', 'name': 'Aadithya Harish', 'id': '1063367523712692225'}]",,,,
1360835163572199427,1360778341138145284,2021-02-14 14:16:00 +08,2021-02-14,14:16:00,+0800,485404031,anisnothanis1,Anisnothanis 🇲🇾,,"@putroi_ Tengz odl, fak corona",in,[],[],[],0,0,0,[],[],https://twitter.com/anisnothanis1/status/1360835163572199427,False,,0,,Singapore,,,,,,"[{'screen_name': 'putroi_', 'name': 'putrackermann', 'id': '803860287031898112'}]",,,,
1360827608456331265,1360810906179936257,2021-02-14 13:45:59 +08,2021-02-14,13:45:59,+0800,799950410102370306,wiena_kinasih,Wiena Kinasih,,@Corona_KafirNw Bablaasss angine😷,tl,[],[],[],1,0,1,[],[],https://twitter.com/wiena_kinasih/status/1360827608456331265,False,,0,,Singapore,,,,,,"[{'screen_name': 'Corona_KafirNw', 'name': 'Sora TaranBala✝️🇮🇩✝️', 'id': '1311573979103076352'}]",,,,
1360822675514433536,1360810906179936257,2021-02-14 13:26:23 +08,2021-02-14,13:26:23,+0800,799950410102370306,wiena_kinasih,Wiena Kinasih,,@Corona_KafirNw Media skrngpun juga asal ada berita langsung diup.ditelusuri dulu donk cerita sbnrnya.stlh heboh baru di cari kebenarannya😵😵🤧,in,[],[],[],1,1,3,[],[],https://twitter.com/wiena_kinasih/status/1360822675514433536,False,,0,,Singapore,,,,,,"[{'screen_name': 'Corona_KafirNw', 'name': 'Sora TaranBala✝️🇮🇩✝️', 'id': '1311573979103076352'}]",,,,
1360808878233972738,1360808878233972738,2021-02-14 12:31:33 +08,2021-02-14,12:31:33,+0800,977471368030662661,zetyaida_,:),,"Makan sebelah meja family ex, tak dosa kan kalau tak salam time corona ni",in,[],[],[],0,0,0,[],[],https://twitter.com/zetyaida_/status/1360808878233972738,False,,0,,Singapore,,,,,,[],,,,
1360805622921396229,1360785568620191750,2021-02-14 12:18:37 +08,2021-02-14,12:18:37,+0800,799950410102370306,wiena_kinasih,Wiena Kinasih,,"@Corona_KafirNw @MUIPusat Makanya kita cukup bilang ... Bodo Amattt dng fatwa"" haram itu🤣🤣🤣",in,[],[],[],1,0,2,[],[],https://twitter.com/wiena_kinasih/status/1360805622921396229,False,,0,,Singapore,,,,,,"[{'screen_name': 'Corona_KafirNw', 'name': 'Sora TaranBala✝️🇮🇩✝️', 'id': '1311573979103076352'}, {'screen_name': 'MUIPusat', 'name': 'Majelis Ulama Indonesia', 'id': '918988151925850112'}]",,,,
