id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1364622244987633667,1364622244987633667,2021-02-25 01:04:31 +08,2021-02-25,01:04:31,+0800,371229186,tezuma75,Jeremy Song,,"#SouthKorea 's #military is facing criticism after a #NorthKorean man managed to swim across what's supposed to be the world's most heavily guarded #border.He was caught on #demilitarisedzone #surveillance cameras eight times, but #soldiers did not begin looking for him for hours  https://t.co/ZxQUX9zykp",en,[],[],[],0,0,3,"['southkorea', 'military', 'northkorean', 'border', 'demilitarisedzone', 'surveillance', 'soldiers']",[],https://twitter.com/tezuma75/status/1364622244987633667,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1364621953374429185/pu/img/rDB2UkIS061Eje9M.jpg,Singapore,,,,,,[],,,,
1364560127446028297,1364560127446028297,2021-02-24 20:57:41 +08,2021-02-24,20:57:41,+0800,887629461583085568,l__hariz,Hariz,,I rasa gov should introduce wildlife tax. Mcm kita beli tanah/rumah/gov itself buat jalan kena bayar &amp; duit tu guna untuk wildlife / restoration even some of money boleh guna untuk animal protection equipment surveillance or anything related. Kita dah amik rumah diorg 🤕.,in,[],[],[],1,4,2,[],[],https://twitter.com/l__hariz/status/1364560127446028297,False,,0,,Singapore,,,,,,[],,,,
1364551762544259074,1364521441341931526,2021-02-24 20:24:26 +08,2021-02-24,20:24:26,+0800,1260890672795537408,garyongsg,Gary Ong,,@ELFT_QI @katbrit11 Perhaps to include the need for audit and compliance in order to ensure sustainability of intervention or change? This mechanism provides surveillance function for project team to detect special cause variations and emerging defects in the system.,en,[],[],[],0,0,0,[],[],https://twitter.com/GaryOngSG/status/1364551762544259074,False,,0,,Singapore,,,,,,"[{'screen_name': 'ELFT_QI', 'name': 'QI @ ELFT', 'id': '2214357536'}, {'screen_name': 'katbrit11', 'name': 'Katherine Brittin 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f🇿🇦☀️', 'id': '2769066281'}]",,,,
1364445053951774722,1364445053951774722,2021-02-24 13:20:25 +08,2021-02-24,13:20:25,+0800,788697546,mgerrydoyle,Gerry Doyle,,one of the coolest things about the curiosity and perseverance landings is that they didn't do any orbiting or landing site surveillance... they were launched from earth on a trajectory that intersected with the martian atmosphere  that's a lot of math,en,[],[],[],1,3,18,[],[],https://twitter.com/mgerrydoyle/status/1364445053951774722,False,https://twitter.com/planet4589/status/1364444555425251328,0,,Singapore,,,,,,[],,,,
1364388079985778691,1364388078429687808,2021-02-24 09:34:02 +08,2021-02-24,09:34:02,+0800,439129506,jollyman3,jollyman @ Muhammad Faizal,,Need for physical and cybersecurity measures like surveillance and incident response plans.,en,[],[],[],0,0,0,[],[],https://twitter.com/jollyman3/status/1364388079985778691,False,,0,,Singapore,,,,,,[],,,,
1364388078429687808,1364388078429687808,2021-02-24 09:34:01 +08,2021-02-24,09:34:01,+0800,439129506,jollyman3,jollyman @ Muhammad Faizal,,"Security challenges of vaccination programs include: theft, data breaches, counterfeits, impersonation, transport and storage protection.  #nationalsecurity #healthsecurity #covid19 #vaccines #cybersecurity #surveillance #physicalsecurity  https://t.co/mxP3FY97vr",en,[],['https://www.ifsecglobal.com/global/covid-vaccination-programme-fraught-with-security-challenges/?elq_mid=5256&elq_cid=143962'],[],1,0,0,"['nationalsecurity', 'healthsecurity', 'covid19', 'vaccines', 'cybersecurity', 'surveillance', 'physicalsecurity']",[],https://twitter.com/jollyman3/status/1364388078429687808,False,,0,,Singapore,,,,,,[],,,,
1364310697123999745,1364310697123999745,2021-02-24 04:26:32 +08,2021-02-24,04:26:32,+0800,958903137846226944,sapsonicinc,sapsonic,,"RT @davegershgorn: hey! if you’re interested in A.I./ surveillance/the intersection between tech and government, the best way to keep up to date is by following me on Medium. i have a nifty subdomain and everything   https://t.co/1xP3pqvOEc",en,"[{'screen_name': 'davegershgorn', 'name': 'dave gershgorn', 'id': '2743000744'}]",['http://dave.medium.com'],[],0,0,0,[],[],https://twitter.com/sapsonicinc/status/1364310697123999745,False,,0,,Singapore,,,,,,[],,,,
1364274693050523651,1364274693050523651,2021-02-24 02:03:28 +08,2021-02-24,02:03:28,+0800,930361719603392513,walkingproblemg,WalkingProblem,,"""Regular surveillance of the banking system has not found significant funds from #Myanmar companies and individuals in banks in Singapore, the Monetary Authority of Singapore (MAS) said on Tuesday, Feb. 23.""   https://t.co/Q2rm04Bmpf",en,[],['https://mothership.sg/2021/02/mas-myanmar-foreign-reserves-statement/'],[],0,0,0,['myanmar'],[],https://twitter.com/WalkingProblemG/status/1364274693050523651,False,,0,,Singapore,,,,,,[],,,,
1364191703586902016,1364181027464376321,2021-02-23 20:33:42 +08,2021-02-23,20:33:42,+0800,3220070977,graham_euan,Euan Graham,,@DavidLarter President Sauron’s commitment to internal surveillance is certainly robust. But we should take also take the long view on Mordor’s reform process. And they do buy shedloads of baby milk formula.,en,[],[],[],1,1,16,[],[],https://twitter.com/graham_euan/status/1364191703586902016,False,,0,,Singapore,,,,,,"[{'screen_name': 'DavidLarter', 'name': 'David B. Larter', 'id': '377419742'}]",,,,
1364149770646740992,1364149770646740992,2021-02-23 17:47:04 +08,2021-02-23,17:47:04,+0800,93147577,champettes,ちゃんぺっつ,,カジノマウントおじさん『コントロールルーム入ったらわかると思うけどさぁ〜（云々）』 ディーラー『Surveillanceルームのことですか？』 カジノマウン(ry『うーん、そういうのよく知らないけどさ』 ディーラー『…。』,ja,[],[],[],0,0,1,[],[],https://twitter.com/champettes/status/1364149770646740992,False,,0,,Singapore,,,,,,[],,,,
1364144310325710848,1364144310325710848,2021-02-23 17:25:22 +08,2021-02-23,17:25:22,+0800,3168176377,skbi_smu,Sim Kee Boon Institute for Financial Economics,,"The @amro_asia is our region’s macroeconomic surveillance organisation that aims to secure financial stability in the ASEAN+3 region. SKBI Director, Dave Fernandez, was present at the Advisory Panel meeting held this week to discuss the latest regional #macroeconomic issues.  https://t.co/r0V8IqVqjS",en,"[{'screen_name': 'amro_asia', 'name': 'asean+3 macroeconomic research office (amro)', 'id': '1245979460240674816'}]",[],['https://pbs.twimg.com/media/Eu5nUXoVEAEE5Kn.jpg'],0,0,0,['macroeconomic'],[],https://twitter.com/SKBI_SMU/status/1364144310325710848,False,,1,https://pbs.twimg.com/media/Eu5nUXoVEAEE5Kn.jpg,Singapore,,,,,,[],,,,
1364053893278220288,1364053893278220288,2021-02-23 11:26:05 +08,2021-02-23,11:26:05,+0800,123680403,apmen,APMEN,,"Did you miss our TechTalk on Challenges facing National Malaria Programs in maintaining continued focus on Vector Surveillance? Do not fear, go to:  https://t.co/6JQ8v6lDfC @JCU_mossies @tomburkot @Dr_TanyaRussell Robert Farlow Dr. Pradeep Srivastava #VectorControl #malaria",en,"[{'screen_name': 'jcu_mossies', 'name': 'mosquito-borne diseases group', 'id': '1198198055922806790'}, {'screen_name': 'tomburkot', 'name': 'tom burkot', 'id': '476652617'}, {'screen_name': 'dr_tanyarussell', 'name': 'tanya russell', 'id': '1198207888541540352'}]",['https://buff.ly/37E3h1K'],[],0,6,8,"['vectorcontrol', 'malaria']",[],https://twitter.com/APMEN/status/1364053893278220288,False,,0,,Singapore,,,,,,[],,,,
1364048920343498753,1364048920343498753,2021-02-23 11:06:20 +08,2021-02-23,11:06:20,+0800,886374620,lizalinwsj,Liza Lin,,Interesting development on state surveillance: US court warns law enforcement units against the use of cellphone GPS data without a warrant for investigations. Via @ByronTau  https://t.co/FO1JYgfASd,en,"[{'screen_name': 'byrontau', 'name': 'byron tau', 'id': '16125224'}]",['https://www.wsj.com/articles/treasury-watchdog-warns-of-governments-use-of-cellphone-data-without-warrants-11614003868?st=82c5w4726agxmuu&reflink=article_copyURL_share'],[],1,0,0,[],[],https://twitter.com/lizalinwsj/status/1364048920343498753,False,,0,,Singapore,,,,,,[],,,,
1364005965796831235,1364005965796831235,2021-02-23 08:15:38 +08,2021-02-23,08:15:38,+0800,311523088,seahounds,Stephen Beng,,"The compliance program includes #education, air-sea-land #surveillance, remote vessel #tracking and #audits of activities requiring permit. Aim: to achieve high levels of #voluntary compliance, maintain strong enforcement to deter and detect illegal activity. #MarineProtectedArea",en,[],[],[],0,4,7,"['education', 'surveillance', 'tracking', 'audits', 'voluntary', 'marineprotectedarea']",[],https://twitter.com/seahounds/status/1364005965796831235,False,https://twitter.com/sgmarineparks/status/1364003657524469764,0,,Singapore,,,,,,[],,,,
1363521283195998208,1363439949677088771,2021-02-22 00:09:41 +08,2021-02-22,00:09:41,+0800,900652293946724352,singaporemcd,zi jingming kill 100 still socialism gud?,,@keyvinqiu combining the 2 most fundamental aspects of singaporean society; mass state surveillance and exams,en,[],[],[],0,2,1,[],[],https://twitter.com/singaporemcd/status/1363521283195998208,False,,0,,Singapore,,,,,,"[{'screen_name': 'keyvinqiu', 'name': 'HRH, KNN, CCB Poque Imark', 'id': '355364764'}]",,,,
