,Comments,Datetime,num_words
145,So Indian or chinese virus now?,2021-03-13,6
146,Who is paying the medical bill?,2021-03-13,6
147,Can refuse swab test one meh?,2021-03-13,6
148,"ISD should add those racists comment people in this watchlist too, just like NSboy arrested recently by them. They might have the same motive like the NSBoy. Who knows? ",2021-03-13,29
149,Which GP letting him escape swap test? Shouldn't the clinic be charge too?!,2021-03-14,12
150,"Oh my... he might be wfh, but he sure have been going out and about for meals and probably groceries... just hope that he wears his masks properly, and not infecting the community...",2021-03-13,33
151,Such selfish work pass holder refusing Covid test should have their work pass terminated.,2021-03-13,14
152,"Health minister and MOM ,please address singaporean queries on this matter",2021-03-13,11
153,Did i read this wrongly? He declined to be tested for covid 19? What joke is this?,2021-03-12,16
155,Can choose not to be tested meh arrivals?...what sovereign rights...agin for this Indian? Pls yah gov.sg....be strict...not just to sinkies only,2021-03-13,24
156,"People are not allowed to have a runny nose or the regular flu, like they have for decades, without being harassed anymore?!",2021-03-13,22
157,Full of CECA employees there,2021-03-12,5
159,He should be charged! How can opt out?!,2021-03-13,8
160,Thrash talent from this country should be bar from entering Singapore. They have given enough trouble for the people of Singapore.,2021-03-13,21
163,Is MOM and MOH again.....,2021-03-12,5
164,Go & never come back. Good riddance!,2021-03-13,6
165,Eh want to sabo go back your country and sabo la,2021-03-12,11
166,Is this the 4th case of Covid detection due to Pre- Departure test like the few other CECA??,2021-03-12,17
168,A suspiciously ill individual can DECLINE to be test for COVID?  What kind of Task Force is this?  Ask yourselves what will happen if such a person infects others who will take it back to the heartlands wherein people have recklessly abandoned Safe Distancing.  >>  https://www.youtube.com/watch?v=qGiqpRwTeUw,2021-03-13,44
170,Can decline testing for covid??  So high SES ah?,2021-03-12,9
171,"Bloody PAP and their flawed immigration and health policies, always endangered the local people in Singapore.",2021-03-13,16
172,Disgusting attitude send him back plus ban set up example to all case close ,2021-03-13,14
173,I didnt know you can reject covid test. Now everyone knows what to do ☺️,2021-03-13,14
175,Revoked his passes...we have better locals qualified engineers in Singapore 🇸🇬 sent back these arrogant they think they are BIG #%*¥...,2021-03-14,20
176,One way ticket back...Solve.,2021-03-12,5
177,Should strip off his work pass!,2021-03-14,6
178,Well done lah!  Hope authorities in Singapore will Decline your entry forever !  ,2021-03-13,12
179,Can permanently deport such similar cases of short trip Non- Citizens??,2021-03-12,11
180,waste of our SG resources,2021-03-13,5
181,"Should question Deutche Bank on their Covid Procedures, too.  Sack them if necessary.",2021-03-13,13
182,I didn't know we can decline testing o.O,2021-03-12,8
183,Yes yes yes CECA. Nice work. ,2021-03-13,6
184,Cancel the fcuker work pass and send him home,2021-03-13,9
185,"This is crazy. We are fighting Covid-19 for a year ready n we allow someone to say no to Covid-19 test? He has a runny nose, a symptom of the virus! As a precaution, he should be tested without consent. This is Science not a choice for us to make.",2021-03-13,50
186,Hisss our 61 % beloved  CECA FT,2021-03-12,5
187,Lol our gahment busy importing more of them over,2021-03-12,9
188,Kick him out of the country at once. We d'nt need this type of FT's.,2021-03-13,13
189,"Hidden source, they are among us👀",2021-03-12,6
190,"Soon our National Flag will turn Purple & the small dot  on the map, will land on our foreheads. 😆😆😆 ",2021-03-12,18
191,Wish the govt stop bringing in all these FT ,2021-03-13,9
192,Give one way ticket not return ,2021-03-13,6
193,Better trace how many he has infected.,2021-03-13,7
194,Haizz... The same 'kind' again? The stubborn headed,2021-03-13,8
195,Can decline test one mehhhhhhhhh?!?!?! 🙄,2021-03-13,5
196,"He refused to be tested. He's a WP. Can we ban him then, given his ""understanding?""",2021-03-13,15
197,Brainless ENGINEER.Is he holding a valid University Degree !!!!,2021-03-12,7
198,Stop all foreign Work force! They are selfish n  do not work as a team player. Chop them off from our workforce.,2021-03-13,22
199,How the hell do you declined a covid test?! ,2021-03-13,9
201,"A mystery question, where he caught the covid from or he's a carrier, who knows haiz",2021-03-13,15
202,Can someone slap him for me.. thanks in advance..,2021-03-13,9
203,Are they allowed to decline?,2021-03-13,5
204,Too much MC kana sack ,2021-03-12,5
206,Don't ever let him come back again.,2021-03-13,6
207,"That’s the problem with all this CECA Indians, fake degree and importing Convid-19 to our shores.How selfish are they, declined to  be tested and transmitted to the community. Should banned importing all this Foreigners from coming in the first place . ",2021-03-12,40
208,He should be charge!  Deport him back!,2021-03-13,7
212,Should insist that a trained dog smell him for covid,2021-03-12,10
213,No travel for Singaporeans but seems people can travel freely to and fro India. Why the double standards. Would a Singaporean be able to reject the swab test? Sg frontliners are subjected to swab tests up to 3 times in 7 days. How is a foreigner with symptoms able to reject getting tested? Double triple ceca standards again.,2021-03-12,56
215,Who dares to take the covid test when you report & treat the person like he has gotten HIV/Aids...,2021-03-13,19
216,What to do? CECA boleh! ,2021-03-12,5
217,What action MOM is taken ,2021-03-13,5
219,Why these ppl so stubborn and stupid. Ban this fellow from Singapore,2021-03-13,12
221,Straits and CNA r doing the max damages to the democratically elected Gov. Communication ministry wake up???,2021-03-13,17
222,"How can they allowed people to refuse Covid-19 test? It seems that this irresponsible government and its supporters are the ones who continuously supporting such an action that implicate the people in this country who have been responsible. Stop putting stupid rules in place with social distancing and whatever when you keep putting people into this country to infect the people. To date, why is the case numbers not the same as the reported cases? Have this government been keeping from us? Only good at blaming the people but not looking at their irresponsible act. Why blame the locals who contracted the virus? They are just following the leaders.",2021-03-13,109
223,it is always make in india lah,2021-03-13,7
226,"I was at one bakery today. Cashier having running nose!!! Only heard her after I paid and collected my bread and turning to walk out of the shop. Why sick still come to work?!!!  At a dilemma, should I have pointed out to her?",2021-03-12,44
227,thanks for spreading the virus before you return home,2021-03-12,9
228,Jail term is the most lenient for this arrogant being,2021-03-12,10
229,"Also, what the logic is this country when a family member is quarantined because one is in contact with a patient of Covid-19 but allowed the rest of the family to go about with their own business. Should the rest of the family be quarantined as well and be tested for the virus? How safe will the people be when these people are in the community? So stop putting blame on the local who got infected but look at the irresponsible action of the leaders and their supporters. Time to answer.",2021-03-13,91
231,Another Covid idiot? Why are Doctors allowing patients not to take Covid test? Revoke his pass. Don't need such irresponsible foreigners here. IT engineers plenty of Singaporeans can do the job. Our Uni in Top Rank remember?,2021-03-13,36
233,"""declined to be tested""???? He should be arrested and  charged!!!!",2021-03-12,10
234,"If serological test positive then this guy one of the remnant cases of the 14 day quarantine argh? It’s too short lah. Full 21 days quarantine ( no self-isolation please, essential errands are very subjective on different TO DO lists😎😎😎)inclusive safer in my personal opinion lah",2021-03-13,44
235,"This is second case at Deutsche Bank it seems. Remember the lady who is a contact of the PSA Marine harbour pilot who also refused to get tested for COVID as well back in Dec? This IT engineer started work beginning of Feb? 30 days in between. Any connection?  “The 52-year-old woman works as a client analyst at Deutsche Bank at One Raffles Quay but does not interact with clients or external parties, said MOH, adding that her last day of work was on Dec 28.”   https://www.channelnewsasia.com/news/singapore/covid-19-jan-1-new-cases-community-raffles-girls-imported-moh-13876880",2021-03-13,83
236,"The authorities must be very strict with this bank. Everyone who had come into contact with him must be quarantined. I don't believe he is fully working from home. If he can work from home, why can't he work from India? Why? India doesn't have internet access??? I am frustrated such people are considered community cases. If a cluster happens from him, and restrictions are again imposed, all of us Singaporeans are impacted. Wong and Gan, are you guys noticing a pattern here???",2021-03-13,80
237,The laws for FTs is compulsory to test for Covid no such thing can decline,2021-03-12,15
238,"So much has been done yet 1 idiot spoils it. Should be charged in court, n how come the doc never insisted the guy to take swab test???",2021-03-13,27
239,WTF😡 Can decline to be tested??  What's the doctor doing?,2021-03-12,9
240,You already know the comments are gonna be trash,2021-03-12,9
241,BAN the moronic imbecile from coming back!!!,2021-03-13,7
242,Import more. From CECAland again. TIU MOM!!! PUI!!!,2021-03-13,8
243,He should be banned from entering again,2021-03-13,7
244,"Pls check his certificate,, ori or false cert.🤔",2021-03-13,8
245,Should throw this stupid FT in jail for endangering others...stop importing FT trash here,2021-03-14,15
247,"Safer to avoid Indian Indians (white collar kind) on trains and buses now.... they seem to have higher probability of being infected w covid and not detected.. if govt doesn't want to protect us, I will have to protect myself...",2021-03-12,39
249,Please sent him to Prison !! ,2021-03-14,5
256,Send him back to his home land ,2021-03-13,7
265,Selfish..... please think about others..,2021-03-13,5
267,Pl revoke his work permit....,2021-03-13,5
270,Sigh....king of the world,2021-03-13,5
274,Too late to stop the spread 🦠🔍  https://media1.giphy.com/media/93fnjvu3ZtZgvMUjoE/giphy.gif,2021-03-13,6
277,Send him back n fine him,2021-03-13,6
279,Why are the idiots at The Straits Times referring to his status?? Like what does that have to do with his covid contraction?? Morons,2021-03-13,24
280,Send them back n ban entry to Sg,2021-03-13,8
283,The weakness of our gov 🤷‍♂️🤷‍♂️🤷‍♂️,2021-03-13,5
289,Cancel this work permit foreign trash,2021-03-13,6
297,"Lai lai ,we welcome you. 🤣🤣🤣",2021-03-12,5
300,Alamak problem lah this fella,2021-03-12,5
301,Declined to be tested. Selfish ,2021-03-12,5
302,Every damn day! Was I ever wrong?!,2021-03-12,7
304,Stupid bank for employing irresponsible employee.,2021-03-12,6
305,White collar India Indians again! U mean we don't have enough genuine Singapore citizens (born and bred in Singapore) who can be IT engineers??,2021-03-12,23
307,Don knw how many he infected 🤦🏾‍♂️,2021-03-12,6
312,Ah xin kia no jobs,2021-03-12,5
318,Please continue to wear your masks. Thank you.,2021-03-12,8
319,Everyday import import import. Looks like hitting the blank wall and cannot improve anymore. ,2021-03-12,14
321,If already take a vaccine also want to wear mask,2021-03-12,10
322,"Well done, front liners and task force. We are doing well, especially the dormitories which goes haywire due to the close living environment",2021-03-12,23
326,Impose 28 days quarantine for non vaccinated travellers including airlines crew so that more travellers will get vaccinated in order to enjoy 14 days quarantine. Jail and cane all fake test and fake vaccination travellers,2021-03-12,33
328,Brainwashing 🧠 in progress... import more and more...   https://static.tcgplayer.com/eyJrZXkiOiI1RkFDQ0E0My05RkEzLTQ3NDEtOUM3MS1EM0FGRDI1QjFGMEQuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7ImhlaWdodCI6MjA0OH0sImpwZWciOnsicXVhbGl0eSI6NDB9fX0=,2021-03-12,7
329,Just 1 in Comm?  Think again.. >>> https://www.youtube.com/watch?v=qGiqpRwTeUw,2021-03-12,5
330,Infection among new maids seems quite high. MOM should consider tightening the criteria for  hiring maids until the pandemic is over.,2021-03-14,21
331,"Huge gatherings of especially foreign domestic worker around e.g. PLQ Mall, Kinex, City Plaza on weekends can be a risk for the pandemic spread within peers as well as their employer. This may be a blind spot for safe distance ambassador and authority.... ",2021-03-14,44
332,Indonesian maid is sole Covid-19 community case in Singapore.,2021-03-12,9
333,"No evidence is not good news, is bad news.",2021-03-12,9
334,"Fatality figure stood still for a very long time, as if we can control how sick each patient could get.",2021-03-12,20
335,Went to meet bf dare not admit lah.,2021-03-12,8
336,The way the helpers gathers during off days...good luck,2021-03-12,10
337,This maid already have employer?,2021-03-12,5
338,"Well done, front liners and task force in keeping Singapore infections rate so low and overcoming the dormitories bad infection rates",2021-03-12,21
