,Comments,Datetime,num_words
0,Thank you for the mask.👍 Thank you for caring our citizen fellows at all time.Heartiest thanks to the Foundation❤,2021-03-01,18
1,I went to get my mask at Bugis+ but end up stuck in the machine and hence have call the hotline but till now unable to redeem as it says my quota have reached ,2021-03-01,34
2,I went to collect mask but couldn't as it was stating invalid nric .plz help,2021-03-01,14
5,Thank you! 😋🙏🏻 How Singapore Residents can collect Free Reusable Mask https://youtu.be/-Xp9IqKEJLA,2021-03-02,10
7,~ Happy Lunar New Year To All Who Celebrate ~,2021-02-12,8
8,"YES all thanks to these workers from frontline and essential services, to transport and retail for making it easier for Singaporeans to move on and forward during this pandemic.",2021-02-12,29
9,A happy and healthy and prosperous New Year to Singapore and to the world 🍍🍊🍍🍊,2021-02-13,14
10,"Thank you very much for all d hard work to PM Lee front line heroes, Doctors, Nurses, & all Personal helpers, stay safe & take good care..👍☺️",2021-02-12,25
12,Hope the crew can be flying at full pelt before too long,2021-02-12,12
13,Happy lunar new year sir ❤,2021-02-12,5
15,"Thank you sir 🙏 God bless you, happy birthday & 🎂 happy Chinese New year also thanks",2021-02-12,14
16,"Good morning Mr PM Lee . Thank you Mr PM Lee for Your wishes of Blessings ""  祝大家新年快乐，幸福安康！ – LHL""  It must so glad for the staffs  of the Singapore Airlines Cabin Crew Control Centre at Changi Airport T3 and Changi General Hospital for  Your visitation to bring CNY greetings and  festive cheer and to thank their teams for keeping Singapore going, not just today on Chinese New Year, but every single day of the year.",2021-02-13,71
17,"Blessed Chinese New Year, PM Lee, Sir and your family members. Shalom!",2021-02-12,12
18,"Happy Lunar Newyear , Great Leader.",2021-02-12,5
19,Wish the big Ox will bulldoze all the border controls that the tiny Rat erected last year and we all can travel and our lives return to normalcy.,2021-02-12,28
20,One small request sir can see the migrants workers and wish the lunar new year wishes,2021-02-13,16
21,Your permanent pm in Singapore sir.your GREAT sir,2021-02-13,7
22,Please sir tekka market to kallang bahru no direct bus service sir please note this massage  new #YearoftheOx﻿ ,2021-02-13,17
23,"Using taxpayer money, burnt cash to support SIA, Changi Airport. ",2021-02-13,10
25,Happy lunar New year SIR,2021-02-13,5
26,"Thank you all for all the support during tough time. Sir, Your efforts are incomparable in making Singapore moving forward 👏👏👏 Xinnian Kuaile!🧧🧧🧧",2021-02-12,22
27,All the best for you all!,2021-02-12,6
28,"Wishing Singapore Airlines and crew members have a fruitful, safe and prosperous year ahead! There are many local supporters who value and treasure your services! 加油！！！",2021-02-14,25
31,Many blessings and thanks to all. 🤩😍,2021-02-12,6
33,"Happy new year PM, God always lead you, you lead us very good way thank you",2021-02-12,16
34,Vaccination needs time to work so shouldn't hurry when NOT completed !!!,2021-02-12,10
37,You are great LHL PM Singapore. Happy CNY.Thank you so much.,2021-02-14,10
39,Just hope everybody is safe and sound WITHOUT INFECTION ~  I suggest Cabin Crews only start flying when BOTH DOSES TAKEN !  SO TO MINIMISE SPECULATION if still hit by it !!!,2021-02-12,29
40,Good morning Everyone ☕☕☕ ❤️ Happy chinese new year ❤️ I wish Everyone Very happy chinese new year 🥰🥰🥰🥰🥰🥰 Good health  Happy pleasant  wonderful enjoyable  & peaceful life,2021-02-14,23
41,Happy Lunar New Year to you and your family. Good health and God Bless.......,2021-02-13,14
42,Chinese new year daddy lee hsien loong,2021-02-12,7
44,"PM Lee always care of worker's. On D1 CNY  PM Lee how busy will pay a visit to Thanks everyone for the hard work. PM ensure everyone SG to jabs the vaccine is FOC. We SG are united, together we fight the COVID-19 free. PM say by end of the years 2021.We can back to our normal life.  Good Leader PM making SG moving forward life good. Thank you PM everyone SG Love you cheers!",2021-02-13,72
45,"Wish Aviation will smooth as usual, I really miss my jod. Can't wait for joining back.",2021-02-14,15
49,Soon this new lunar new year we shall bounce back from pandamic effects 💪,2021-02-14,13
50,Happy CNY to PM nd all,2021-02-14,6
51,i am totally different people staying Banglow house and HDB (Housing Development Board) .,2021-02-26,13
52,Happy prosperous and auspicious lunar new year good health and spirit PM Lee CNY celebration is a bit different happy lunar new year 🧧🍊🍊,2021-02-12,23
53,SIA crew members.....keep up the spirit of caring and serving on board.  Do take care of one's health too and well wishes for the year 2021 with A Peaceful and Prosperous CNY.  Melynde Jinny Ng,2021-02-14,34
55,"新年快乐 to you and your family!! May the year of the Niu 🐂 brings HAPPINESS, LOVE, HEALTH & WEALTH to all...HUAT AH!!!🧧🍊🧧🍊🧧🍊",2021-02-13,20
57,感恩 PM🙏.  Wishing 🇸🇬 you and everyone a Happy Healthy Huat Niu🐂 Year #Stay Safe ,2021-02-12,12
61,Happy new year dear Mr Lee ! God bless !,2021-02-12,8
65,HENGONG ONG HUAT PM LEE. HAPPY NEW YEAR & GOD BLESSED ☘☘🙏🙏☘☘,2021-02-12,10
68,HAPPY NEW YR  MY DEAREST PM LEE GREAT LEADER IN SPOREN HAPPY BIRTHDAY 2 U🎂🍾🍡🍥🍤🍧🍨🍻🎉🎈🎁🎊🍊🍊🍍🍍🍍,2021-02-12,14
69,Un lujo de PM... Happy New Year...,2021-02-13,7
78,very nice 2021 Hope all Covid19 disappear.,2021-02-12,6
82,Very nice daddy lee hsien loong,2021-02-12,6
86,Great leader happy  CNY sir,2021-02-12,5
89,Your great leader ship sir,2021-02-13,5
97,The father threatened.  The son brings gifts. Good omen for the ox.,2021-02-13,12
98,Happy chinese new year mr lee,2021-02-12,6
101,Blessed. Chinese New Year PM and your family!,2021-02-12,8
104,Chinese new year daddy lee hsien loong,2021-02-12,7
105,"THE BIG EAR MUST RULE FOREVER . GOOD LUCK TO YOU , PRIME MINISTER LEE HSIEN LOONG .",2021-02-13,15
107,Happy lunar new year to all.,2021-02-13,6
114,Very nice daddy lee hsien loong,2021-02-12,6
119,"Dear Sir, glad to learn that  the World Economic Forum (Davos Agenda week) 2021 will be held this year in Singapore. Fabulous! 🌈🙂🇸🇬 ",2021-02-11,21
124,you are grate sir..India Tamilnadu  super sir,2021-02-01,8
126,We are living dangerously in times like these,2021-02-01,8
128,"UN, ICJ, World Bank, IMF, WHO should all move their HQ to Singapore.",2021-01-31,13
129,you are grate sir..form Bangladesh worker,2021-01-31,7
130,"Hi PM Lee,  So far our government is doing a great job in containing the virus n I hope the May WEF run smoothly so that we can add another feather to Singapore's cap. HUAT AH.",2021-01-31,35
132,Very nice daddy lee hsien loong,2021-01-30,6
133,As a responsible PM please help recover the money scammed from retirees in Singapore by unscrupulous Singapore banks.,2021-01-30,18
136,"THE BIG EAR MUST RULE FOREVER . GOOD LUCK TO YOU , PRIME MINISTER LEE HSIEN LOONG .",2021-01-30,15
138,Lee Hsien Loong I always ready with you  after Trump era,2021-01-30,11
139,love the purple orchid and purple tie! 💜 ,2021-01-30,7
143,God bless you wherever you go 👍👍,2021-01-30,6
144,Thanks Sir for your valuable address about  climate change problem and mysterious virus,2021-01-30,13
145,"Hopefully, you are not using Singapore to help China CCP to drive their agendas. CCP has so many of its spokesmen it can rely. Don’t let Emperor Xi make use of you! ",2021-01-30,33
148,"Thank you Sir PM Lee,God bless all,🙏💖",2021-01-30,8
149,From you. I see the  spirit of Mr Lee Kuan Yew!  And I believe he is proud of you!  所谓的没有国哪有家？身为一名土生土长的新加坡公民。能够生长在这土地上。我感到十分庆幸也感到十分安慰！这份感激是言语所无法表达的！是由自心中万分的感激！身为一个公民我所能做的就是配合您的执政。以表达我对您的爱戴！对国家的信任与爱护！🙏,2021-01-30,19
150,Thank you PM Lee for sharing,2021-01-30,6
155,******  LATEST UPDATES   DATE: 30 January 2021  TIME: 06:52am   Remarks:   Infra blue module at inner heart pocket updates :-),2021-01-30,15
156,"Thank you very much Sir PM Lee Hsien Loong, We all very appreciated that government did so much for sharing this information with us 🙏🙏🙏🥰🥰🥰💖💖💖🇸🇬🇸🇬🇸🇬💯💯💯🧧🧧🧧🙋‍♀️🙋‍♂️🙆‍♀️🙆‍♂️👨‍👩‍👧‍👦👨‍👩‍👧‍👦👨‍👩‍👧‍👦👨‍👩‍👧‍👦👨‍👩‍👧‍👦👨‍👩‍👧‍👦👍👍👍👏👏👏😘😍🥰💖💖💖",2021-01-30,24
163,The world suffering by climate change. And newly added mysterious virus that destroying our economy and education.Thanks Sir to your timely address.,2021-01-29,21
164,"Good evening my beloved PM Lee Proud of your Speech at WEF .... & feeling even more proud a tiny red dot like our country is hosting the World Economic Forum next May, very impressed of our capabilities & strength!  The event was never hosted outside Davos beside once in New York, feeling honour! #SGUnited💪🏻💪🏻💪🏻",2021-01-29,51
