post_id,,username,date_time,comments_raw
101582725,8808600,Mo Raffi,"Apr 10, 2020","Most Dormitories, have been having below average hygiene level. The dorm operators just interested in collecting $$$. Should deploy EHS personel & SAF personel to enforce on these areas so that to help contain the spread. Kudos, to the people/agencies actively & diligently involved.👏👏"
101582725,8808600,Csk Cxq,"Apr 10, 2020","Can government send masks to the dormitories? At this critical time, masks should be given immediately to prevent spread in the dormitories. Cant wait for social initiative to finish the sewing of cloth masks. Be practical and timely else we may see the daily numbers hitting thousands."
101582725,8808600,Fahad Saddam Hossain,"Apr 10, 2020",Thank you honorable sir.  Take a look foreign worker strongly.  Giving us wonderful facility 😍 😍
101582725,8808600,Ng P Penny,"Apr 10, 2020","As usual, Singapore is rational & provide not just medical care but also daily meals & the well being of FW. Even cleaning & disinfecting of dorms. My prayers to our compassionate team of leaders & ALL involved in tackling & “CLEAN UP” process of these FW clusters."
101582725,8808600,Tio James,"Apr 10, 2020","You are too cautious and SLOW!  why do we need to let hawkers time to ""adjust"" to wearing masks??!!   Make it mandatory and IMMEDIATE!  Dont always wait for something to happen then react.  You are not being proactive enough"
101582725,8808600,洪福明,"Apr 10, 2020",I request the workers be given reusable masks. It will be economically viable as they reduce spread to those helping them eg police and army.
101582725,8808600,Thiaga Rajan,"Apr 10, 2020",Yesterday i had foreign workers india and Bangladesh  cutting grass and all eating and sleeping in my void deck in sembawang. But i see no urgency to cut the grass as not really grown.should lockdown this guys all.Town council should look into this too.
101582725,8808600,Wong Yew Thong,"Apr 10, 2020","very risky move, but can try, as this virus is quick and easy to transmitted. not easy game to play. be fast on 3rd and 4th strategy, you got move faster than the virus one step ahead."
101582725,8808600,Mel Tank,"Apr 10, 2020","The task force must also take note on the emotional behavior of the FW. Must be fast to react and response fast to unhappiness, worries and anxiety among them.  Enforcement must be readily operational as the group is not small in size. 有备无患！新加坡加油！"
101582725,8808600,Ken Ken,"Apr 10, 2020","Circuit breaker is too weak a term used to stop people from moving around to start with, using the wrong term doesn't reflect the seriousness of issues here. The right term is ""lockdown"". Where on earth people want to use circuit breaker to term some event not related to electronic or electrical.  I wonder why our multi million paid minsters cannot coin the right term?   Tell the people seriously that it is in fact a lockdown and they are to stay at home, stop telling people ""CB"",there is no emotion attached to ""CB""."
101582725,8808600,Rene Lim,"Apr 10, 2020","Thank you Singapore Government, President, PM, MPs."
101582725,8808600,Hock Chuan Chan,"Apr 10, 2020",my opinion: the Best is singapore Army send some Infantry Soldier to Patrol the Dormitories!!!
101582725,8808600,Shruti Vatsa Anand,"Apr 10, 2020",STAY HOME AND COOPERATE THE GOVERNMENT 🙏🏻
101582725,8808600,Hock Chuan Chan,"Apr 10, 2020",singaporean! Gentle Reminder!: if you Need to go Supermarket (located at Shopping mall) after you have buy the items; Please Go Home!!!
101582725,8808600,Jeis Siva,"Apr 10, 2020",By delaying the inevitable full lockdown..ur only prolonging the virus spread...
101582725,8808600,Jessie Goh,"Apr 10, 2020",真的辛苦了这些部长。please take care of your health and stay safe and healthy🙏🙏
101582725,8808600,Shaikh Helal,"Apr 10, 2020",thanks singapur government for take care workers..
101582725,8808600,善被欺,"Apr 10, 2020","Care so much for FT, locals work as part-timers got no help!"
101582725,8808600,Miron Miru,"Apr 10, 2020",Thanks Sg government for their humanity....
101582725,8808600,Calin Tan,"Apr 10, 2020",Please take good care of our friends .
101582725,8808600,普禄,"Apr 10, 2020",Mobilise Nsmen to guard these premises and support
101582725,8808600,Brian Tan,"Apr 10, 2020",Banned the MRTs and public buses now once and for all. 
101582725,8808600,Waisum Lee,"Apr 11, 2020",Thanks for the updates.
101582725,8808600,Ding Siew Fuay,"Apr 10, 2020",Stay home. 2 words. Why cannot understand..🙄🙄🙄
101582725,8808600,Zaw Win Paing,"Apr 10, 2020",We love u Mr Lawrence. U r powerful.
101582725,8808600,Sally Chua,"Apr 10, 2020",❤🙏❤ take care with metta
101582725,8808600,Ricky Pang Kim Kwang,"Apr 10, 2020",Singapore have many island can set up there away our island.
101582725,8808600,Amelia Tok,"Apr 10, 2020",Thank you Mr Wong 🙏🏻 辛苦你了！
101582725,8808600,Patrick Leong,"Apr 10, 2020",Stay Home & Stay Healthy. Cheers.
101582725,8808600,Md Alamin,"Apr 10, 2020",thanks you so much Sir......
101582725,8808600,Norsiah Yusoff,"Apr 10, 2020",Thank you Sir😊
101582725,8808600,Angie Ling,"Apr 10, 2020",Still saw some of them never wear masks at Rivervale Mall nRivervale Plaza 
101582725,8808600,Angelia Lim,"Apr 10, 2020",Stop out doors exercises 
101582725,8808600,Evangeline Ng,"Apr 10, 2020",Pls make wearing mask mandatory.... plssssssss
101582725,8808600,Cheong Siew Min,"Apr 10, 2020",Thanks to PM MP👍👍👍💪
101582725,8808600,Benny Yap,"Apr 10, 2020",Big Box @ jurong East.
101582725,8808600,曾耀賢,"Apr 10, 2020",High risk. 
101582725,8808600,Terry Lee,"Apr 10, 2020",Isn't it too late to do that?
101582725,8808600,Rayhan Sarker,"Apr 10, 2020",Thanks  a lot
101582725,8808600,Sojib Karmokar,"Apr 10, 2020",Thanks you sir
101582725,8808600,Tania Shui,"Apr 14, 2020",Has the taskforce published any precautions for our FDWs living in dormitories in their native languages? This is critical if they do not have full comprehension of this covid situation. Has this been considered? Do we need help in acquiring language support?
101582725,8808600,Muskaan Singh,"Apr 10, 2020",👍
101582725,8808600,Jessie Chua,"Apr 10, 2020",🙏🙏🙏🙏
101582725,8808600,Ah Ho Ah Ho,"Apr 10, 2020",Blk 17 UPPER BOON  Keng Road Market singapore 380017.THIS IS A MOBILE Shop Company NAME PHONE BOX. #01-93 N #01-94. Date 7.4.20 TUESDAY N 8.4.20 Wednesday Open the Shop AT 5AM.NEA Already INFORM HIM ON THE 6.4.20 Monday CAN NOT OPEN The SHOP UNTIL 4.5.20.BUT HE Still OPEN THE SHOP AND (This IS A Very Very Serious OFFEND THIS WILL  CAUSE More VIRUS. I THINK HE WANT TO CHAllENGE  OUR GOVERNMENT.PLEASE REVOKE His license.HE WANTS TO  BE FAMOUS THEN MAKE HIM FAMOUS PLEASE  HELP TO SHARE .
101582725,8808600,Spark Allied,"Apr 10, 2020",Please Don’t leave home without a 😷 masks and  Social distancing too.  For our seek and each and every Singaporean life.  Let’s make this  ‘circuit breaker’ a success or else all efforts will go down the drain.  Frontline medical staffs will suffer endlessly. ❤️💪🏻🙏🏻
