,Comments,Datetime,num_words
0,"Wishing you, PM Lee and Madam Ho Ching Happy Valentine's Day. Agreed with you that hopefully, next year, celebrating Valentine's Day will be closer to each other and feel warmest.",2021-02-14,28
1,Today this world celebrating Valentines Day. Now we neglected to our parents now who are helpless.Now we misusing to Valentines Day.we need mutual love and respect. Thanks Sir for your valuable comment,2021-02-14,30
2,"Blessed valentine day to u and your family. Thank you for your posting, I always like to read what you write, is encouraging. I hope this budget will have some good news for the jobless, I have finish using the top up $500 skill future for the sgunited course but todate still have not secure a job yet. Hope sgunited will look into another $500 top up for age above 60 who are interested to take up courses especially senior in age group 61 to 67. Thank you for you n your team taking care of us during this difficult time.",2021-02-14,96
3,Happy Lunar New Year to you and your family. Good health and God Bless.......,2021-02-14,14
4,Love of you for the country and citizens .....world will remember it and all leaders of the world's should learn it from you ...wish your happiest long life with good health and mind always MR. LHL (PM),2021-02-15,36
5,Thank you Mr Lee for the heart warming message. May you be bless with happiness and good health.  From the good friends from the pic.  It is a pleasant surprise for us both ☺,2021-02-16,33
6,Thank u sir for mentioning the many Singaporeans who are still stuck overseas and not being able to return due to work commitments and other safe measures (esp the 14 days quarantine). We hope to return home soon to hug our loved ones.... ,2021-02-14,42
7,"Good afternoon Mr PM Lee . Thank you Sire for Your Wishes  ""Happy Valentine’s Day! – LHL""  on 14th February to everyone which is a day to ve spend with loved ones . Yes agree with You that COVID-19 has kept people apart but still our love and cares are in heart . Certainly missed our loved ones who are stuck at overseas and missing those unable to return back to celebrate CNY but now with the Skype and Zoom , it has help to keep each other in contact .",2021-02-14,85
8,"Singaporean is so blessed to have a Prime Minister who care so much for his people. Hope you have a wonderful Valentine’s Day with your family.  Thank you, Sir. ❤️🌹❤️🌹",2021-02-15,30
9,Happy Valentine's Day  to all my good friends n Best of Health...take  care everybody!!,2021-02-15,14
10,"To hear these words and the outlook of one day being able to be with our love ones across the border just soothe the pain. Thank you Mr. Lee for giving us a glimmer of light at the end of the tunnel. We miss our aging parents, kids , wife, husband and love ones.",2021-02-14,53
11,"....Happy new year, and most respect to our prime minister LHL...",2021-02-14,11
12,"Happy Chinese New Year to everyone with all my heart. During the time we can't travel, let's explore Singapore to the fullest!",2021-02-16,20
13,"Thank you PM Lee. Wishing PM Lee, family and everyone a well needed Happy Blessed Lunar New Year & Happy Valentine's Day. Stay healthy stay loved stay safe.",2021-02-14,26
15,Happy Valentine Day to those who celebrate and XIn Nian Kuaile,2021-02-14,11
16,Wishing You Happy Valentines Day to you sir.. And all the Singapore 🇸🇬 Residents..,2021-02-14,13
17,Happy New Yr & Best Wishes To Everyone,2021-02-14,7
18,Happy Valentines Day PM Mr Lee and Mrs Lee Ho Ching❤🧧❤,2021-02-14,11
19,"Happy 🐮 Year and Happy Valentine💙  Mr Lee & family🙏  from Siusi, Italy (The Dolomites)",2021-02-14,13
20,"Happy valentine day sir. And also to one and all,may all of us have love and care for each other now and always in our hearts and minds, Happy Valentine day.",2021-02-14,32
21,Thank you sir! Wishing you a blessed Valentines too! ,2021-02-14,9
22,Happy new year Good PM family and All Singapore Peoples ,2021-02-14,10
23,"I believe that most Singaporeans are ready to get vaccination for the coronavirus; however, the team force is not ready for us. Sigh..,",2021-02-14,23
24,Thank you Sir! Happy Valentine Day to all! 🥰,2021-02-14,8
25,"Just hope that the vaccine works... the covid-19 can be under control...and all of us can go back to our normal life..hope...this year... 牛气冲天!。。be safe ,be healthy..and a happy ox year la😷🥰😃",2021-02-15,36
26,"Happy Valentine’s Day greetings from the Philippines, PM Lee Hsien Loong. Keep safe and healthy. Singapore needs you.",2021-02-14,19
28,We Loved Because God First Loved Us,2021-02-14,7
29,Happy Valentines' Day to my romantic interest Alicia Ngiaw and all who observe this occasion.,2021-02-14,15
30,Wishing you mr Lee and family good health and happiness ,2021-02-14,10
31,This is lovely we need Valentine’s Day every day for the next few months to help each other pull through. Sharing love ❤️ to all.,2021-02-14,25
32,Happy Valentine’s Day to you and your family ,2021-02-14,9
33,💖 valentine day is for all even animals blessing 🌺V🌈 Day to everyone 💝,2021-02-14,12
36,Beautiful Blessed Valentine's Day to you PM LEE,2021-02-14,7
38,Happy lunar new year and valentines day from the UK! Hopefully we can come home soon!!!! Stay safe and healthy!,2021-02-14,20
39,Hoping to be able to travel by end of this year especially with the vaccine being administered to citizens who want it. ,2021-02-14,22
41,happy Chinese new year for All people Singapore and for Lee hsien loog's,2021-02-14,12
42,Thanks to Covid19 as it have made many families together  since the day the Lockdown happened till now. All because of work at home policy started the families are   together ❤,2021-02-14,30
43,"And now these three remain: faith, hope and love. But the greatest of these is love 💓!",2021-02-14,16
44,Happy Valentine’s Day sir .. god bless u and god bless singapore 🇸🇬 ,2021-02-14,12
