,Comments,Datetime,num_words
26,Every solution comes with a different set of problems.  Expect property prices to rise around popular schools.,2021-03-04,17
27,"What’s the point of building schools in the neighbourhood when your child couldn’t even get a place to the nearest one? While stressing that all schools are ‘equally good’, a ranking system still exists somewhere. Phase 2B relies on biased connections and parents with privileged free time to volunteer and become ‘community leaders’. If both parents are working class full-time or having more than 1 child it is challenging to find such spare time. Please be fair.",2021-03-07,76
28,"Yeah, should have reviewed long ago. My kid can't get in to the school just across the road. Every morning gt to squeeze the peak hr bus to go to her school now.",2021-03-03,32
29,Drop those grassroot volunteers and parent volunteers please. These are toxic schemes with hidden agenda,2021-03-03,15
30,Priorities should be given to kids staying nearby the schools or siblings from the same school.,2021-03-03,16
31,Repeat arguments for years again. Sian!,2021-03-03,6
32,Grassroots privilege shld removed. Then their members will reduced,2021-03-03,9
33,"Not all parents can afford the time to volenteer. If volenteer is to get a slot, then its no longer volenteer 🤣",2021-03-03,21
34,"Sending kids to school, Need to do volunteering?? Seriously. Every school is a good school",2021-03-04,15
35,Distance also benefits those who have the money to move near the school in advance.,2021-03-04,15
36,"In other words, discrimination.  I have always viewed it as disgusting and discriminatory.",2021-03-03,13
37,Scrap the 2B distance based for religious affiliation. They should be given priority instead.,2021-03-03,13
38,"just have these simple phases:  1) Siblings 2) if u stay near 3) other Singaporeans 4) Foreigners  whatever volunteer, MOE kindergarten priority blah blah blah... need meh?",2021-03-03,23
39,Increase places mean increase  no of students per class,2021-03-03,9
40,"Well in all this whole conversation everyone seems to be saying the right and correct stuff abt this situation, but but to be honest do u all actually think MOE cares abt what u say... I mean just take a look at everything that is happening in this generation of schooling system or this generation of kids  1. Teachers are afraid of students and parents. Scolding them is wrong punishing them is wrong and so on and on 2. Teachers having to pay for parking in the school, mind you they are the ones bringing up our future leaders.  3. leaders that are making all this decision, are their kids in normal neighborhoods schools or elite schools. Do they really know what actually happens in all this school?  4. Look at what has happen now, compare to the time this decision makers were kids. They enjoyed the beach (swimming, staying overnight, don’t need licenses for tent) cinemas (cheap movie tickets for kids), playgrounds (where they can play with sand)   Kids in this generation will never have the fun exciting time we all use to have while we were kids.. they are not thinking of the kids period!! they are thinking abt themselves and their job and their money..",2021-03-04,205
42,"""Phase 2C is considered the most competitive, as it sees the most number of schools needing a ballot compared with the earlier stages.""  Phase 1, ok, to alleviate human traffic. Phase 2A, for what? Entrench privilege? Phase 2B, also for those who got spare hours to burn. Phase 2C, requires commitment to actually relocate to the school's vicinity.",2021-03-03,52
44,Distance based priority should go to those who live there all through the period the child attends the school otherwise the child must then move if the parents move since it is all about distance! Best idea in the world for those long property near popular schools. 6 year turnaround. We already have school starting times to suit the school bus profits so why not now use school to enrich property owners and brokers? Hahahahahahahahaha..  Seems to be less about children  education and more about adult  auxiliary profits and commissions!,2021-03-03,89
47,Remove the Affiliated parents phrase. It only serve for privilege group.,2021-03-03,11
48,Let also channel out Suggestions and Constructive Feedbacks to reach.gov.sg Under the education as subject  https://form.gov.sg/#!/5cc17daef99a6d00102b5c54,2021-03-03,14
49,"So many kinks in the system that has just snowballed over the years and placing the average Singaporeans at a disadvantage.  Voicing our opinions are, most of the time, futile coz no one's gonna really walk the ground and truly understand the struggles of the average Singaporeans.   And while we are here debating on the different phases of registration, there is still a small group of children who requires special education. These special individuals will benefit from true inclusion, i.e. curriculum that is catered to serve both neurotypical and children with special needs, not literal inclusion of placing a few in a class and declaring it inclusive.   Bottom line is, the privileged are always going to continue to be the privileged lot and they are going to get their ways all the time anyway. The average Singaporean children just have to work extra hard, that's all we can do.  Every executed government plan always has economic benefits, that is not bad at all of course, but I wish there can be more balance. Hope the system can be thoroughly looked into and not like just switching from Tscores to AL scores kinda change..",2021-03-04,192
54,Jia Hui Aw Adam Tan,2021-03-03,5
59,Darryl Kiasu Goh Every school is a good school,2021-03-03,9
67,...thats mean to say whether u jab or no jab there is no assurance you have or will get COVID again ? so why take the vaccine erh ? ...so how then ?,2021-03-01,30
68,Even if the person is vaccinated doesn’t mean he/she is free from the other mutated strains. ,2021-03-01,18
69,So what are people who advocate vaccination going to say now that the govt does not think it is important enough to impose a ban on travellers who are not vaccinated? Are they going to say the govt is selfish like the citizens who refused to be vaccinated? ,2021-03-01,48
70,All the tcss...of cos lah..got community cases..we the one kena the blame mah..they will only regret but not apologetic,2021-03-01,23
71,Good..good idea...keep block any visitors come to singapore,2021-03-01,10
72,"How about conditions to leave Singapore too? Ppl here are quite Sian already and looking for the next trip, to escape from the stress",2021-03-01,24
73,"But WEF delegates are exempted from SHN. The covid virus must be very smart, it will dodge WEF participants. Am I right Chan Chun Sing?",2021-03-01,25
74,"Yes, because there is no way to proof authenticity of vaccinations in some countries. ",2021-03-01,14
75,That’s because they know even with the vaccine you can still get COVID. So testing and implementing SHN is still key to containment.,2021-03-02,24
76,Many still find ways to break the SHN restrictions!,2021-03-01,9
77,Good call since the vaccines have not proven to stop infections.  https://www.google.com/amp/s/www.dailymail.co.uk/health/article-8982747/amp/Modernas-covid-vaccine-NOT-block-covid-positive-spreading-it.html,2021-03-01,11
78,How can I get vaccinated as I’m stuck in Thailand. Does the S’pore embassy in Thailand arrange the shot?,2021-03-01,21
79,"For the sake of the economy, you can say anything u like. ",2021-03-01,12
80,"Well, that's sure a safer way for all countrymen until later stage & the result of the out come of Covid19 for all the countries.",2021-03-01,23
81,Yes at least no more pollution in BKE ans SLE in the mornings.,2021-03-01,13
82,"""At this time, data are not available to determine how long the vaccine will provide protection, nor is there evidence that the vaccine prevents transmission of SARS-CoV-2 from person to person."" - FDA  https://content.govdelivery.com/accounts/USFDA/bulletins/2c440b4",2021-03-01,31
83,Absolutely wrong decision to keep Singapore safe they should have entry permit with Covid 19 vaccination,2021-03-01,15
84,... 😱 so those HUGE numbers of Imported cases are 😂k lah ?! 🤮 ...,2021-03-01,10
85,This vaccine can kill economy lah😊,2021-03-02,6
86,It's safer. If you take vacinne and free to roam around its dangerous. Can be spreading viruss,2021-03-01,16
87,Then what’s the bloody point in vaccinating ?  ,2021-03-02,8
89,Then stop all imported case...dont keep on going talking cck...,2021-03-01,11
91,then we no rush to go get vaksinlah .,2021-03-01,8
92,Any update on the uncle on ICU and any deaths or other injuries in Singapore after the last report??,2021-03-02,19
94,"“Countries across the world should not wait for the majority of people to be vaccinated against coronavirus and need to open their borders by implementing systematic pre-departure testing, IATA Director General Alexandre de Juniac said on Monday.”  https://www.business-standard.com/article/international/can-t-wait-for-majority-to-be-vaccinated-need-to-open-borders-now-iata-dg-120112301247_1.html",2021-03-01,36
95,I am still hoping for travel bubbles to emerge... Looking forward to taking a holiday,2021-03-01,15
103,Hahahahaha....hahahaha how many cases we had already??,2021-03-01,8
104,Good take!👏 Travellers may produce fake vaccinated certs,2021-03-01,8
105,"Intro the Big 3 requirement for entry: 1. Vaccinated 2. Swab Test 3. SHN/Quarantine  If we skip step 2 and 3, our country will be swarm with you know which nationality la at Changi Airport with their fake vaccination certs. So yeah!",2021-03-03,37
106,SHN must have strict enforcement,2021-03-01,5
107,“There's no evidence that any of the current Covid-19 vaccines can completely stop people from being infected – and this has implications for our prospects of achieving herd immunity.”  https://www.bbc.com/future/article/20210203-why-vaccinated-people-may-still-be-able-to-spread-covid-19,2021-03-01,27
108,"A gentle reminder:  “What is at stake is not just hundreds of thousands of jobs, but our status as an air hub, Singapore’s relevance to the world, our economic survival, and in turn, the ability to determine our own future.”  https://www.bloomberg.com/news/articles/2020-10-06/singapore-races-to-open-borders-warning-its-future-is-at-stake",2021-03-01,41
110,That should be the last thing on your mind,2021-03-01,9
111,End of Aus/NZ travel bubble as and when.,2021-02-28,9
112,"If masks work, why social distance? If social distancing works, why wear masks? If both masks and social distancing works, why lockdown? If lockdowns work, why the need to do it over and over again?",2021-02-28,35
114,Hopeless pm won an election on her ability to keep nz clean ..cant do it can see ...lockdown lockdown doesn't work,2021-02-28,20
115,Good to try to contain it then to let it spread,2021-02-28,11
116,Lockdown immediately after another lockdown...,2021-02-28,5
120,Man made plgue really destroy economy ...  Are we still soaking in the lies ? @ pap govt ! 😐😠😬😡😈  https://rumble.com/ve8gb1-2.28.21-we-are-taking-back-our-country-from-evil-tyrants-pray.html?fbclid=IwAR1x0havLEnYJvwOSNIjEtrHnS87-uZ1dxvqmtMzeM1uveQeHQZcJAWAk5U ,2021-02-28,15
121,"So going by that logic, we have to have zero cases going forward including any variates, or we will be in a cycle of perpetual lock downs forever? That should completely destroy any semblance of an economy.. Very Clever",2021-02-28,39
123,"True, until our Singaporeans can learn to follow the rules and hygiene and not take shortcut...only will Community infection be much reduces and eradicated.. Not with ppl breaching Safe Distancing Rules, wear their masks below their noses or chins, just to get by....",2021-02-25,44
124,", 👍👋👋👋 Not even open border for near country.. We are very obedience but others are still not educated... Still have many uncountable number of illegals.. All these people??? So protect our own citizens, safe n healthy....",2021-02-25,35
125,“we are safe when the whole world is safe”.... must be joking.  our leaders need to realise that they is no such thing as a safe world beyond our home front door😊.,2021-02-25,32
126,The only thing to concern is the side effects of the Vaccination. Some cannot take up the 2nd dose as is stronger than the 1st one. Thus some complications may happen.,2021-02-25,29
127,"Phase 3 is for eternity, new normal means we do things differently from the pre-2020 days.  People are wanting back their life previously but is not to be.  We either adapt or we continue to whine over the measures and way of life now.",2021-02-25,43
128,"Then for Singaporean’s goodness and safety sake, don’t bring in imported cases! Especially from countries with big cases  While we Singaporean’s are maintaining safe measures, the govt keeps bringing in imported cases??",2021-02-25,35
129,"They are not capable enough to control the situation that's why we cannot get out of P3 not like NZ already well advance and ahead of us many many months and still hardly have cases reported. Our Ministers and Task Force are useless when come to handling such a situation, how well can you expect from them only want is more $$$ to their pockets and not so much concern or care for the people.",2021-02-25,72
130,Makes complete sense to stay safe and vigilant so we can return to a new normal life ahead,2021-02-25,18
131,Something goes wrong after taking the vaccine??????????????? ,2021-02-25,7
132,"Play safe also complain, risk it also complain, Singaporeans hard to please.",2021-02-25,12
133,"Just look at the crowds in Chinatown during cny period and at malls most of the time, I say go back to CB lol",2021-02-25,24
134,Keep it this way so i can continue to work from home...... #nowayhome,2021-02-25,12
135,"If the government have doubt in the vaccines, then why encourage citizens to take it? double standard!",2021-02-25,17
136,"Even we are ready, the world is not 🙏🙏🙏",2021-02-25,8
137,"No evidence yet, then tell us to take the vaccine for what...🤔",2021-02-25,12
138,Better late than reverse back to CB,2021-02-25,7
139,What if those whom refuses to take the vaccine? Are we going to stay in phase 3 till SG100? ,2021-02-25,17
140,Then can we go back phase 2? My boss don’t allow wfh unless it’s phase 2 😅,2021-02-25,16
141,No worries. Patiently waiting for 2022 where it'll be over.,2021-02-25,8
142,"Wfh is the new norm that companies have to embrace. If the square brain boss refuse, prepare to close down.",2021-02-26,20
143,"I thought it should be proven to be effective first before it is rolled out. What does it mean then when it is already put out into the market and people are vaccinated to say we have to wait to see its effectiveness before we move on. Sounds like some mumbo jumbo talk. Is that how medical science works? If they are telling us that the vaccine is effective before the inoculation start, then why are they back stepping on their claims by saying we have to wait and see if it is effective. You are just confusing us with your own confusion.",2021-02-25,103
144,"So must we wait for the vaccine prove effective then inoculates? If not proven, why urge citizens to vaccinate? Weird",2021-02-25,20
145,Not really worried since whatever antiviral they are using for treatment at the hospitals is clearly working for the infected.,2021-02-25,20
146,Why never put his salutation Dr in front of his name?,2021-02-25,11
147,May last for 4 to 5 years lor  We are not safe till the whole world is safe from Corona Virus ,2021-02-25,19
148,Can keep phase 3 but will be doing without masks soon. Cannot tahan anymore. Next year cny will not be like this year. Very stupid to keep on following for nothing ! ,2021-02-25,30
149,Great can never be too lenient in order to ensure the whole nation is safe from now and future too as far as this gifted virus concerned,2021-02-25,27
150,Go back to Phase 1 for life is more quieter & peaceful just like in the 70s.,2021-02-25,14
151,The best time to come out of phase 3 is when the whole world come to a single digit together,2021-02-25,19
152,This lie is so inflated that it's only a matter of time before it bursts.,2021-02-25,14
153,Like a white mouse being grabbed in the claws of a praying mantis and sucks the free will dry.,2021-02-25,19
154,Only when you have zero cases for   12 18 24 months. Then you can slowly say its safe. Vaccine is not cure.,2021-02-25,19
155,Who can we blame for this covid 19. If only the governments around the world act fast and stop the spread before it become a pandemic. I feel their response have fail us. Now we can only suffer safely distance measures and wearing mask. I miss taking out my mask and breath in fresh air..cooling breeze as I walk at the park or smell the sea breeze. Now I don't dare to run n exercise scaring people will take pic of me if i stop a while to catch my breath or fast walk to catch up my breath before resume my run.,2021-02-26,102
156,"looking at the crowds, we still have phase ah? ahaha",2021-02-25,10
157,Isn’t it too soon to think that the vaccines help? I might be wrong but isn’t it a vaccine take years of research to confirm it works and safe for everyone to take?,2021-02-26,35
158,Prepare to wear masks forever! 😷,2021-02-25,5
159,How can they be sure it’s working if there is no community transmission?,2021-02-25,14
160,"Wait till evidence if it works""😯😯😯",2021-02-27,6
161,At least until most people vaccinated then consider moving out of p3,2021-02-25,11
162,My main question is how long before siam diu open and how long before my thai ladies can come back to work? They suffering a lot in thailand no jobs. Can we please open back it is to help them. We can accumulate some good karma that way for ourselves as well,2021-02-27,52
163,"Plot twist: Xi Jinping made COVID-19 everlasting well into 2021 not just 2020. I can see why this China president loves 2020 and 2021 so much, so sadistic..... 2021 already, still must wear mask because of Xi Jinping.",2021-02-25,33
164,That's  mean they going back to phase 2,2021-02-25,6
165,Don’t think we can go back to normal life so soon .. Need to wait for at-least 2 and 3 years . I hope Covid-19 will then leave us 😂,2021-02-25,25
166,An almost perfect country won't move out of any phase with daily imported cases.,2021-02-25,13
167,Then ask our citizen inject for fk?dont tell me the injection is notting,2021-02-25,14
170,Have money enough for  barang barang  or a food's   is okay  for no  end   the lockdown  covid -19  for  stop   the   spread  coronavirus,2021-02-25,21
171,So phase 3 won't phase out so soon?,2021-02-25,6
173,They need to reach the QUOTA first before they can passed the exam😄😄,2021-02-28,13
174,Because majority of the vaccination is from Pfizer. Sinovac will have other result. ,2021-02-25,13
175,"Or until the next election of Generals, whichever comes first.",2021-02-25,10
176,Hmmm vaccines.... HIV TB also havent cure... now covid🤷‍♂️,2021-02-25,9
177,Keep screwing sinkies to justify the committee incompetency.,2021-02-25,8
178,"Of course with daily imports of infected cases somehow affecting the community with almost zero cases, it’s not possible. Meanwhile local businesses are suffering. ",2021-02-26,25
179,"JAB  Vaccines, Go  Far far away Like Superman, Pubs, Nightclubs and SPF.",2021-02-26,12
180,Hopefully phase 3 can last longer,2021-02-26,5
181,Hurry open travel bubble with HK again. Or maybe open bubble with US and UK too. I want to travel.,2021-02-26,20
183,How to move safely when you keep importing LOL,2021-02-26,9
184,Bull crap need to move on with life ,2021-02-25,8
185,Then take how long??! So can keep import.,2021-02-26,8
186,Phase 3 for three years will be good....,2021-02-25,7
188,"Not too long a wait for the Nasal vaccine, instead of the present intramuscular injections. By mid-2022?  https://youtu.be/buIJaq1R8Tw  https://medicine.wustl.edu/news/nasal-vaccine-against-covid-19-prevents-infection-in-mice/",2021-02-25,17
189,— Got diff meh ? Some ppl still behaving like no Covid19 leh .,2021-02-26,11
190,Just give me Dorscon Green le,2021-02-25,6
191,At least the United Kingdom has plans in place which covers international leisure travel too by the way.  https://www.bbc.com/news/uk-56158405,2021-02-25,18
192,Janil run s o c? ,2021-02-25,5
193,We will prevail and outlast this virus,2021-02-27,7
194,One word two syllables  AGREED,2021-02-25,5
196,"There are still idiots out there not following and obeying the  rules...can see it everyday without failed!I shudder to think that when these idiots got their vaccinations,they will behave even worse!",2021-02-25,34
197,"""Phase 3 will last until there is evidence that vaccines are effective in preventing future Covid-19 outbreaks, said Senior Minister of State for Health Janil Puthucheary. ""  It means the vaccines there no evidence of effective yet , then vaccine for what ???????",2021-02-26,39
198,I think this is as good as not saying anything when young children & pregnant mothers are unable to get the vaccines & worst is nobody can 100% guarantee the vaccines are safe for everyone?,2021-02-25,32
199,"What is next after phrase 3,phrase 4?",2021-02-25,6
200,"Not only must we not think of phase 4, we must revert back to phase 1 with a total lockdown. Had we  lockdown earlier, we would have been covid free long ago.",2021-02-25,30
201,Please dont open border for Malaysians to work here. Dangerous.,2021-02-26,10
202,Who cares. We are in phase 10 already.,2021-02-25,7
203,"Listen to the real experts with real degrees, masters, PhD who practice type of experts. Facebook university experts churn out infections diseases specialist are never to be trusted.",2021-02-25,28
204,Sit tight for a never-ending phase 3 then.  https://www.usatoday.com/story/news/health/2021/02/17/covid-19-likely-become-endemic-experts-say-heres-what-means/4487953001/,2021-02-25,6
214,Kept importing no problem Mungurcherry,2021-02-25,5
215,"Premium Ajwa Madinah dates selling out fast at $30/KG.   For every KG purchased, $1 will be donated to the Mosque.   Do contact us now at +6587897123 or just click on this link https://wa.link/1ssgwa and chat with us right away on whatsapp!",2021-02-25,38
217,Seah Jun Wei Collin Teo Jun Kai ,2021-02-25,7
221,No worries we have Sinovac👍👍👍,2021-02-25,5
222,Get stories delivered to you on Telegram: https://t.me/TheStraitsTimes,2020-12-30,7
223,The UK identified the strain but it is prevalent in many other countries too. ,2020-12-30,14
224,"(Bully beef.)  The more the British PRC positive viral fragments are spread across healthcare workers, the quicker the human herd is driven by the drovers dog to herd immunity. (Vaccines are the quickest, most reliable and safest methods of doing so.)  Everywhere.",2020-12-30,42
225,Can we please stop calling it the British Coronavirus. It originated in Spain.  Do your research.,2020-12-30,16
226,How many people dead from the opium war? What goes around comes around. ,2020-12-30,13
227,"meanwhile in tiny singapore, people are asking the politicians to put up a show and be jabbed first..... if there is an asian equivalent of a trump supporter...",2020-12-30,28
228,Covid-19 is always looking for opportunity to change the game plan. Creative virus.,2020-12-30,13
229,"I saw a video from a pastor talking about whether the covid19 is indeed a sign of the end times all one hour long that is most interesting not boring.He talked about Jesus to his disciples when they asked him for the signs.One of them was the more emergence of diseases in the last 20 years.Of course in the past the worst belonged to the bubonic plague that claimed the lives of 200 million around the world the spanish flu costs 50 million do go home with the Lord but looking at the 20 the century there were many new viruses ebola,aids,bird flu,swine flu,sars,covid19 etc..with such regularities it make sense for anyone to seriously take note what they are seeing and not continue sleeping without paying attention to the signs of the end times to emerge",2020-12-30,135
230,Oh dear pls save them. And have the full lock down,2020-12-30,11
231,"Really stupid move... If you cannot even protect your own healthcare personnel first, what is the point ? They are your first line of defence when serious cases comes in....",2020-12-30,29
233,Full lockdown and rotan for Covid rule breakers!! ,2020-12-30,8
235,"Dont compare singapore homeless , it is not fair to pick on, there are other big countries having this facing this problems.",2020-12-28,21
236,Paid public servants millions dollars salary to serve the citizen's helass...,2020-12-27,10
237,LKY used to deny the existence of the poor in Singapore.,2020-12-27,11
238,Eric Chua  weldone jobs  it meaningful 👏 👌 ,2020-12-26,6
240,"If locals, then put them in a shelter. For work permit holder, if they not willing to rent a place to stay here, then send them back to where they belong.",2020-12-27,31
241,Airport also got alot of homeless people..  Pls find them..,2020-12-26,10
242,Singapore is a garden city but to have homeless on the street is not only eyesore to Singaporean but also to tourist,2020-12-26,22
243,Singapore or singapura confuse ne,2020-12-26,5
244,"Beautiful  to see people of walks of life doing the needful. It is really great, bro n sis. Bravo.",2020-12-26,19
245,The vast majority of the homeless are foreign workers from nearby countries.  The first source of help should come from their respective embassy in Singapore.   As quoted from the news article:  There are also those left in limbo here after travel restrictions prevented them from returning to their homes overseas.,2020-12-26,50
246,Is Singapore turning into a third world nation?? What's the point of you having higher wages but can't afford basic housing.,2020-12-26,19
247,Very appreciative for the efforts. God bless them for their good deeds.,2020-12-26,12
248,"It is very rare to see homeless people in Singapore, while it is quite common in London and Berlin.",2020-12-26,19
249,"Isn't this the job of our Minister, our Mayor and our government?",2020-12-26,11
250,"Yes there are homeless everywhere in the world and so is Singapore. And we're not talking about anywhere else but Singapore. There are alot of them, thing is,media doesn't show much ,gov doesn't say much abt it.",2020-12-26,35
251,"As a society, the key is not just helping them but having a system strong enough to be aware when new cases appear. Some people may be too shy to walk into an office to get help, or may not fall under the criteria and get swept away by frontline civil servants just doing their job. We need to talk to them to assess correctly, not based on some arbitrary rules.",2020-12-26,71
252,"Let them be, they choose to be homeless",2020-12-26,8
253,Expect at least 1000 -2000 homeless in Singapore..both local and foreigner sleeping on the streets,2020-12-26,14
254,Every community should help and not just certain group of people just waiting for assistance.,2020-12-26,15
255,There are lots of individuals and organisations who are reaching out on a regular weekly basis. Those are unsung heroes. ,2020-12-26,20
256,Very sad this happened in a rich country called Singapore!,2020-12-26,10
257,"Local homeless problem has been there for decades, yet they refuse to completely solve it. So why now suddenly so concern?? Because there are many Mslaysian workers chosen to sleep on the street to save on rental cost???  Come on, these Malaysian workers are not homeless. Their home at JB. They sleep in the street just want to save on rental.  There are many Malaysian workers work in Singapore, rent a room/flat here, and spend here.  So why these group of Malaysian workers, whose previously took advantage of Singapore Income tax system, worked here and stayed in JB, spent in JB cannot rent a room now???  Where in the wotld, you go other people country to work, expect the Govt there to provide free lodging???? Maybe it's only Singapore is the STUPID one??   These people  don't deserve any help. The money they save on rental will be spent in Malaysia helping Malaysia economic.  Please help the local first in the utmost priority.",2020-12-26,161
258,Could it be their hobby too,2020-12-26,6
259,"It would not be right to say all people found sleeping outside MRT stations,bus interchanges etc..are without a roof over their head/s some could have their own reason/s as to why they choose that some could be saving $ on transportation maybe their work place is within walking distance so they can sleep rest longer before reporting to work save time n $.",2020-12-26,65
260,I am glad something is being done more now for the homeless.,2020-12-26,12
261,"It is sad but its becoming a reality we all must face..we do have homeless people...some are people who really have no home and some just cant be at home due to dire circumstances..Isabella Lim do you think they choose to be in this state?  No one want this to happen but its true sometimes unforseen circumstances make it this way..are they asking for your money? Are they bothering you for a place to stay or food to eat? so dont call them a burden,they dont need your sympathy nor money...most of them them just need to be love and taken care of...have a kind and humane heart...dont let our life now make us become less human and not care about this people..you never know if God will put you in this situation also ..you just never know..",2020-12-26,147
262,"Help are plentiful in the community, by the authorities. But It is impossible to get rid of all homeless, by their own actions, people. There will always be hard to get along people who reject their home for the streets, etc. They cannot get along with co tenant as well.",2020-12-26,50
263,Can consider rent houses and beds for them foc to help them. ,2020-12-26,12
265,"Haha... In Tokyo Shinjuku metro station lots of night sleepers in the tunnels with built cardboard also seeing kind people, kids distributing meals to them  Could see those during day time ",2020-12-26,31
266,All the govt haters fallin.... come come this article will make your day so you all can sleep well tonight in fulfilling your daily duty...,2020-12-26,25
267,"What LKY assured (us that it) won’t happened, the 4G made it happened -.- is it?",2020-12-26,15
268,Surprisingly there are homeless people in SG,2020-12-26,7
270,The number of homeless people must be zero.  No compromise.  We can do it.,2020-12-26,14
271,Well Done God bless you,2020-12-26,5
272,"(Fear no evil.)  No food, no shelter, no money at 0400 is a scary sia experience for the human herd entire. (Many things start glowing in the dark.)  Everywhere.",2020-12-26,28
