username,comments,timestamp,postUrl,pubDate,description
spac3walk3r,My friend who works SDA also got complain said alot still do not follow the rules and yet tried to bully him whenever he is working and had no choice sometimes has to enforce the law. If everyone cooperate would  be better. Obey the rules and do not let Government give them the chance to fine you on the spot and take away your money cos it's not worth it. Overall SDA in here are doing their job. They also human like us trying to meet ends meet,2021-02-21T05:49:59.000Z,https://www.instagram.com/p/CLivtV4h5nU/,2021-02-21T05:41:52.000Z,"As a safe distancing ambassador, Mr Adrian Goh takes on a role similar to that of school prefects - to remind people that their behaviour is being monitored and they cannot flout Covid-19 rules with impunity.

In his job, he has encountered incidents both humorous and unpleasant. Read his story - link in bio @straits_times 

📸: Yong Li Xuan
#Covid19 #safedistancing #StraitsTimes"
cannyhuiting,Young people in here nv show respect to SDA. As they hate to see them. They tend to challenge them when they were being approached.,2021-02-21T05:46:14.000Z,https://www.instagram.com/p/CLivtV4h5nU/,2021-02-21T05:41:52.000Z,"As a safe distancing ambassador, Mr Adrian Goh takes on a role similar to that of school prefects - to remind people that their behaviour is being monitored and they cannot flout Covid-19 rules with impunity.

In his job, he has encountered incidents both humorous and unpleasant. Read his story - link in bio @straits_times 

📸: Yong Li Xuan
#Covid19 #safedistancing #StraitsTimes"
zhi_jon,"Having worked as a safeentry ambassador and having talked to the safe distancing ambassadors, they are just normal people who took this job cause they need an income",2021-02-21T05:55:25.000Z,https://www.instagram.com/p/CLivtV4h5nU/,2021-02-21T05:41:52.000Z,"As a safe distancing ambassador, Mr Adrian Goh takes on a role similar to that of school prefects - to remind people that their behaviour is being monitored and they cannot flout Covid-19 rules with impunity.

In his job, he has encountered incidents both humorous and unpleasant. Read his story - link in bio @straits_times 

📸: Yong Li Xuan
#Covid19 #safedistancing #StraitsTimes"
andunderscorerew,"Well done Mr Goh. You’re out there reminding those who need reminding to be safe. For themselves. And more importantly, for everyone else. Keep up the good and caring work 👏",2021-02-21T05:48:01.000Z,https://www.instagram.com/p/CLivtV4h5nU/,2021-02-21T05:41:52.000Z,"As a safe distancing ambassador, Mr Adrian Goh takes on a role similar to that of school prefects - to remind people that their behaviour is being monitored and they cannot flout Covid-19 rules with impunity.

In his job, he has encountered incidents both humorous and unpleasant. Read his story - link in bio @straits_times 

📸: Yong Li Xuan
#Covid19 #safedistancing #StraitsTimes"
potatocoffeepot,Respect for doing such a job as a safe distancing ambassador bcos you can be verbally n physically abused by some unreasonable people...,2021-02-21T05:47:39.000Z,https://www.instagram.com/p/CLivtV4h5nU/,2021-02-21T05:41:52.000Z,"As a safe distancing ambassador, Mr Adrian Goh takes on a role similar to that of school prefects - to remind people that their behaviour is being monitored and they cannot flout Covid-19 rules with impunity.

In his job, he has encountered incidents both humorous and unpleasant. Read his story - link in bio @straits_times 

📸: Yong Li Xuan
#Covid19 #safedistancing #StraitsTimes"
boybabyrage,"If u follow the rules, they don't have to approach you. Period ! 🙌",2021-02-21T07:15:56.000Z,https://www.instagram.com/p/CLivtV4h5nU/,2021-02-21T05:41:52.000Z,"As a safe distancing ambassador, Mr Adrian Goh takes on a role similar to that of school prefects - to remind people that their behaviour is being monitored and they cannot flout Covid-19 rules with impunity.

In his job, he has encountered incidents both humorous and unpleasant. Read his story - link in bio @straits_times 

📸: Yong Li Xuan
#Covid19 #safedistancing #StraitsTimes"
24au24,AKA snitches.,2021-02-21T05:49:00.000Z,https://www.instagram.com/p/CLivtV4h5nU/,2021-02-21T05:41:52.000Z,"As a safe distancing ambassador, Mr Adrian Goh takes on a role similar to that of school prefects - to remind people that their behaviour is being monitored and they cannot flout Covid-19 rules with impunity.

In his job, he has encountered incidents both humorous and unpleasant. Read his story - link in bio @straits_times 

📸: Yong Li Xuan
#Covid19 #safedistancing #StraitsTimes"
rizstarsky,😂,2021-02-21T05:46:13.000Z,https://www.instagram.com/p/CLivtV4h5nU/,2021-02-21T05:41:52.000Z,"As a safe distancing ambassador, Mr Adrian Goh takes on a role similar to that of school prefects - to remind people that their behaviour is being monitored and they cannot flout Covid-19 rules with impunity.

In his job, he has encountered incidents both humorous and unpleasant. Read his story - link in bio @straits_times 

📸: Yong Li Xuan
#Covid19 #safedistancing #StraitsTimes"
teamleader___,Where is your mask sir,2021-02-21T06:21:42.000Z,https://www.instagram.com/p/CLivtV4h5nU/,2021-02-21T05:41:52.000Z,"As a safe distancing ambassador, Mr Adrian Goh takes on a role similar to that of school prefects - to remind people that their behaviour is being monitored and they cannot flout Covid-19 rules with impunity.

In his job, he has encountered incidents both humorous and unpleasant. Read his story - link in bio @straits_times 

📸: Yong Li Xuan
#Covid19 #safedistancing #StraitsTimes"
redpill.is.here,Technically they do work for the govt...,2021-02-21T06:47:00.000Z,https://www.instagram.com/p/CLivtV4h5nU/,2021-02-21T05:41:52.000Z,"As a safe distancing ambassador, Mr Adrian Goh takes on a role similar to that of school prefects - to remind people that their behaviour is being monitored and they cannot flout Covid-19 rules with impunity.

In his job, he has encountered incidents both humorous and unpleasant. Read his story - link in bio @straits_times 

📸: Yong Li Xuan
#Covid19 #safedistancing #StraitsTimes"
