,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
0,0,You can pre order more.,3/9/21,0.5,0.5,0.0,1.0,0.0,0.0,neutral
47,56,Squaredot wrote: Better separate your parents from your boy.,3/3/21,0.5,0.5,0.0,0.734,0.266,0.4404,neutral
52,61,wtf,3/3/21,-0.5,1.0,1.0,0.0,0.0,-0.5859,neutral
66,95,Function : TBC waiting for it to dry after washing 5.,3/2/21,-0.06666666666666665,0.6,0.0,1.0,0.0,0.0,neutral
71,109,Curious..,3/2/21,-0.1,1.0,0.0,1.0,0.0,0.0,neutral
86,124,articland05 wrote: too many le i nv buy any masks...all use govt give de.,3/1/21,0.5,0.5,0.0,1.0,0.0,0.0,neutral
96,134,Not expert but think cause this one involve more electronics and network bah.,3/1/21,0.5,0.5,0.0,1.0,0.0,0.0,neutral
104,142,I think it\x92s because of the weather now; very hot again.,3/1/21,0.325,1.0,0.0,1.0,0.0,0.0,neutral
112,150,what more you want?,3/1/21,0.5,0.5,0.0,0.655,0.345,0.1477,neutral
117,157,Must think from general population.,3/1/21,0.05000000000000002,0.5,0.0,1.0,0.0,0.0,neutral
151,192,Now we are safe just waiting for you.,22/2/21,0.5,0.5,0.0,0.707,0.293,0.4404,neutral
165,231,no need so complicated.,22/2/21,-0.5,1.0,0.423,0.577,0.0,-0.296,neutral
169,235,Frankly I think they did a damn good job.,20/11/20,0.7,0.6000000000000001,0.255,0.472,0.274,0.0516,neutral
172,238,Good job on this PAP.,20/11/20,0.7,0.6000000000000001,0.0,0.58,0.42,0.4404,neutral
175,241,"We are much more obedient compared to any other country's populace except maybe Japan, and our country is small and easy to control, which Japan is not.",20/11/20,0.19166666666666668,0.6016666666666667,0.0,0.9,0.1,0.4404,neutral
182,248,"Anyway, yes, what I mean is, you can ownself praise ownself as a private citizen of this country.",20/11/20,-0.15625,0.53125,0.0,0.69,0.31,0.743,neutral
183,249,"Bidacurry wrote: Ok, so you point is?",20/11/20,0.5,0.5,0.0,0.732,0.268,0.296,neutral
216,303,"Since Jan 26, households can have a maximum of eight unique visitors per day.",21/2/21,0.375,1.0,0.0,1.0,0.0,0.0,neutral
231,318,Idiot nurse.,20/2/21,-0.8,0.8,0.767,0.233,0.0,-0.5106,neutral
251,341,"since we are pretty much controlled, maybe it's time to review and relax the mask rules?",21/2/21,0.225,0.6,0.0,0.697,0.303,0.7269,neutral
253,343,"s-ghost wrote: since we are pretty much controlled, maybe it's time to review and relax the mask rules?",21/2/21,0.225,0.6,0.0,0.724,0.276,0.7269,neutral
263,356,Duh!,20/2/21,-0.375,0.6,0.0,1.0,0.0,0.0,neutral
275,377,N95 is more for fine particulate prevention not necessary medical purpose.,20/2/21,0.22916666666666669,0.5,0.0,0.828,0.172,0.2682,neutral
290,392,elimmel wrote: Sure many never go see doctor la.,19/2/21,0.5,0.6944444444444444,0.0,0.777,0.223,0.3182,neutral
341,471,"Try using your hands to cusp the sides and nose, it'd be much more unbreathable.",13/2/21,0.5,0.5,0.0,1.0,0.0,0.0,neutral
346,476,Nevertheless it would save you from the $300 fine definitely.,13/2/21,0.20833333333333334,0.5,0.0,0.476,0.524,0.7717,neutral
353,483,"And after that maybe then spring up as symptomatic case who sees the GP and uses TT actively, then that case becomes unlinked.",13/2/21,-0.13333333333333333,0.6,0.0,0.905,0.095,0.3182,neutral
357,487,So many places just walk in nia.,13/2/21,0.5,0.5,0.0,1.0,0.0,0.0,neutral
397,530,"Based on our investigations so far, the cases are in the community, and there are no new cases in the dormitories.",2/11/21,0.015909090909090914,0.7272727272727273,0.099,0.901,0.0,-0.296,neutral
405,538,It is important that everyone remain vigilant and adhere to the safe management measures.,2/11/21,0.45,0.75,0.0,0.632,0.368,0.6597,neutral
419,552,why dont you take the time to read and if everyone is far away from each other and saliva doesn't spray and linger then there is absolutely zero need for mask right?,2/9/21,0.11517857142857144,0.7026785714285714,0.0,1.0,0.0,0.0,neutral
447,587,Anyone know why they love talking on phones?,2/9/21,0.5,0.6,0.0,0.625,0.375,0.6369,neutral
456,600,"Been there numerous times,...",2/9/21,0.0,0.5,0.0,1.0,0.0,0.0,neutral
470,614,The only rule is need to wear mask when no exercising.,2/9/21,0.0,1.0,0.18,0.82,0.0,-0.296,neutral
488,635,"to spew essentially... if its so ok, then why arent you brave cowards walking around without masks?",2/10/21,0.43333333333333335,0.6,0.134,0.727,0.139,0.0233,neutral
492,639,she is higher educated SUPPOSEDLY... (degree buy from where?),2/10/21,0.25,0.5,0.0,1.0,0.0,0.0,neutral
521,677,"""Healthy"" also need to wear mask....so as to reduce (nobody said it can be totally stopped) infection risk.",2/10/21,0.25,0.625,0.122,0.878,0.0,-0.3321,neutral
525,681,"You would not know whether or not you are truly ""healthy"" or not, unless you get tested very frequently, which is of coz practically impossible here.",2/10/21,-0.012222222222222209,0.63,0.088,0.912,0.0,-0.3412,neutral
529,685,That is the most important aspect - does it work in the real world in dropping infections all around the world?,2/10/21,0.3666666666666667,0.6,0.0,0.901,0.099,0.2716,neutral
548,715,"The real world epidemiological data is all there liao, am sure SG covid task force/experts/authorities know that.",2/10/21,0.35,0.5944444444444444,0.0,0.874,0.126,0.3182,neutral
551,718,"Plus there are asymptomatics out there which have infected others before.....no need for symptoms or ""healthy no need wear mask"".",2/10/21,0.5,0.5,0.215,0.677,0.108,-0.4019,neutral
553,722,Most importantly is to find the weakest link and get it fixed.,2/10/21,0.3333333333333333,0.5666666666666667,0.208,0.629,0.163,-0.1796,neutral
565,734,elimmel wrote: Returned on 1 Feb but only tested on 7 Feb?,2/10/21,0.0,1.0,0.0,1.0,0.0,0.0,neutral
581,752,Is safe.,2/10/21,0.5,0.5,0.0,0.256,0.744,0.4404,neutral
597,774,lala24 wrote: WHO v long ago is irrelevant.,2/10/21,-0.275,0.7,0.0,1.0,0.0,0.0,neutral
601,778,on paper they only contributed 20m.,2/10/21,0.0,1.0,0.0,1.0,0.0,0.0,neutral
614,793,Temasek masks are ok.,2/9/21,0.5,0.5,0.0,0.577,0.423,0.296,neutral
616,795,It needs to be 2 layers min and high thread count.,2/9/21,0.16,0.5399999999999999,0.0,1.0,0.0,0.0,neutral
641,820,"Yes you read that right, 1m distance.",2/8/21,0.2857142857142857,0.5357142857142857,0.0,0.69,0.31,0.4019,neutral
648,827,"Based on our investigations so far, the case is in the community, and there are no new cases in the dormitories.",2/7/21,0.015909090909090914,0.7272727272727273,0.099,0.901,0.0,-0.296,neutral
655,856,Common to see these elderly doing all kinds of sickening stuff.,2/7/21,-0.6,0.75,0.254,0.746,0.0,-0.5267,neutral
663,864,WTF man?,2/7/21,-0.5,1.0,0.819,0.181,0.0,-0.6739,neutral
680,903,Don't anyhow BS ok. Vaccinated doesn't mean won't tio covid.,2/7/21,0.09375,0.59375,0.173,0.827,0.0,-0.2235,neutral
685,914,You got jab TB vacc during young time does that mean you won't kena?,2/7/21,-0.10625,0.54375,0.0,1.0,0.0,0.0,neutral
687,916,You are lucky only.,2/7/21,0.16666666666666666,0.9166666666666667,0.0,0.517,0.483,0.4215,neutral
722,953,It is not too late at this stage for Singapore and we definitely can overcome this as a population.,4/5/20,-0.15,0.55,0.0,0.863,0.137,0.4019,neutral
748,987,"On what basis did MOH claim there was no evidence, just by citing only 1 single publication from China?",4/5/20,-0.03571428571428571,0.6071428571428571,0.115,0.885,0.0,-0.296,neutral
