,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
20,20,Supposedly 55k residents from age group 70 up took the vaccine so far Think could be higher risk for those older.,3/8/21,0.1722222222222222,0.611111111111111,0.095,0.905,0.0,-0.2732,fear
39,52,"Think if not wrong, in one of the article about opening to traveler who have vaccinated, its mentioned that will consider so only when there is prove that the vaccine prevent the virus from spreading widely.",3/8/21,0.049999999999999996,0.7666666666666666,0.0,0.903,0.097,0.3927,fear
42,55,"Ethan_ wrote: Think if not wrong, in one of the article about opening to traveler who have vaccinated, its mentioned that will consider so only when there is prove that the vaccine prevent the virus from spreading widely.",3/8/21,0.049999999999999996,0.7666666666666666,0.0,0.908,0.092,0.3927,fear
45,60,Looks like even China has HIGHER standards of pandemic controls compared to prostitute Sinkieland.,3/8/21,0.25,0.5,0.0,0.839,0.161,0.3612,fear
68,104,Main thing is to know what is the dosage required to be safe and effective.,18/1/21,0.4222222222222222,0.5444444444444444,0.0,0.684,0.316,0.7184,fear
119,192,I will take it right now......pple who are afraid obviously have no guts..... can't even depend on them to protect the country....,18/1/21,-0.10476190476190476,0.6452380952380953,0.092,0.798,0.109,0.1027,fear
150,261,Contrary to the fake news TS is percolating the Pfizer vaccine is very effective but has a higher rate of allergic reactions than the flu vaccine.,18/1/21,0.17666666666666667,0.8333333333333334,0.262,0.668,0.07,-0.723,fear
151,262,This means it will be off-limits for some people with allergic tendencies especially some seniors with pre-existing conditions who may not be able to manage it.,18/1/21,0.25,0.8125,0.081,0.919,0.0,-0.296,fear
152,263,A less powerful vaccine may be a benefit for some groups that might not otherwise be able to be vaccinated at all.,18/1/21,0.2111111111111111,0.5638888888888889,0.0,0.766,0.234,0.6712,fear
155,266,"Plus, the reports seem to play up a role against asymptomatic transmission with Moderna, which I think is key to ending this thing.",18/1/21,0.0,1.0,0.0,0.893,0.107,0.34,fear
164,283,cal127 wrote: Contrary to the fake news TS is percolating the Pfizer vaccine is very effective but has a higher rate of allergic reactions than the flu vaccine.,18/1/21,0.17666666666666667,0.8333333333333334,0.247,0.688,0.066,-0.723,fear
165,289,"I would take any of the vaccines currently available Pfizer, Moderna and Oxford\u2013AstraZeneca vaccine.....except for the Sinovac vaccine which has  an efficacy rate of only 50% which means that 1 out of every 2 person exposed to teh COVID-19 virus who takes this vaccine will get infected.....might as well take the other vaccine now lol even with the side effects and risks while ""Sinovac is under review""",18/1/21,0.26875000000000004,0.6187499999999999,0.05,0.878,0.072,0.3612,fear
167,296,Thats whad everyone is waiting to see lol.... Why do u tink the Singapore govt is reviewing the Sinovac vaccine lol delay tactic bro....,18/1/21,0.8,0.7,0.088,0.805,0.107,0.128,fear
168,297,While we can quickly start vacinnating the population with highly effective Pfizer and Moderna vaccines.....side effects and risks manageable for healthy adults below 70 lol...,18/1/21,0.5583333333333333,0.625,0.07,0.729,0.202,0.6115,fear
181,332,ngsteve wrote: Thats whad everyone is waiting to see lol.... Why do u tink the Singapore govt is reviewing the Sinovac vaccine lol delay tactic bro....,21/1/21,0.8,0.7,0.082,0.819,0.1,0.128,fear
182,333,While we can quickly start vacinnating the population with highly effective Pfizer and Moderna vaccines.....side effects and risks manageable for healthy adults below 70 lol... Do u mean that the gov pretend to appease china in the interim with no intention to eventually buy/use sinovac and is using that to push majority of Singaporeans to vaccinate with other vaccines first since there are fear of kena-ing sinovac or sinopharm.,21/1/21,0.2922619047619048,0.5565476190476191,0.114,0.781,0.105,0.0754,fear
187,354,Aspert says amdk vaccine is like quick software roll out.,3/8/21,0.3333333333333333,0.5,0.0,0.783,0.217,0.3612,fear
190,357,"Cn is traditional approach, u hope Yr body builds up the defence.",3/8/21,0.0,0.75,0.0,0.677,0.323,0.5106,fear
196,363,"If 60 also not recommended to take sinovac, that means it has serious problems.",3/8/21,-0.3333333333333333,0.6666666666666666,0.337,0.663,0.0,-0.5562,fear
229,405,Time to open up to whoever that want to take the jab since take up rate so little,3/2/21,-0.09375,0.5,0.0,0.929,0.071,0.0772,fear
238,423,This is to reduce the risk of people going at their own leisurely time and then forming a q outside the vaccination centres (eg after work).,3/2/21,0.3,0.525,0.084,0.916,0.0,-0.2732,fear
242,431,Declare it safe woah Sent from \u897f\u65b9\u6781\u4e50\u4e16\u754c using GAGT,3/2/21,0.5,0.5,0.0,0.734,0.266,0.4404,fear
260,459,They dont hv enough vaccines.,3/2/21,0.0,0.5,0.0,1.0,0.0,0.0,fear
306,546,The vaccine requires the body to do more work.,3/2/21,0.5,0.5,0.0,1.0,0.0,0.0,fear
309,555,"i think the online reg for elderly is lukewarm....many are kiasi but understandable they actually have ppl gg door to door to encourage u to sign up....my parents have their first shots this week, so far so far",3/3/21,0.11249999999999999,0.6083333333333334,0.0,0.824,0.176,0.8047,fear
321,573,And also more accurate reports of efficacies,3/3/21,0.45000000000000007,0.5666666666666667,0.0,1.0,0.0,0.0,fear
329,582,Quick death is not the worst.,3/3/21,-0.33333333333333337,0.75,0.348,0.357,0.294,-0.1546,fear
340,599,"Before getting his jab, the man had been assessed by trained healthcare personnel to be suitable for the Covid-19 vaccination, MOH said.",3/3/21,0.55,0.75,0.0,1.0,0.0,0.0,fear
350,610,yeah...they should have just let those wanted vaccination to get jabbed....isnt getting as much willing population vaccinated as possible the better decision?,3/8/21,0.25,0.75,0.0,0.879,0.121,0.4404,fear
352,612,Vaccine not enough or not enough manpower ?,3/11/21,0.0,0.5,0.0,1.0,0.0,0.0,fear
358,618,"More doses of the mainland-produced Sinovac vaccine will arrive within the month, Hong Kong\u2019s health minister said on Saturday.",3/6/21,0.5,0.5,0.0,1.0,0.0,0.0,fear
359,619,"Photo: Sam Tsang More doses of the mainland-produced Sinovac vaccine will arrive within the month, Hong Kong\u2019s health minister said on Saturday.",3/6/21,0.5,0.5,0.0,1.0,0.0,0.0,fear
379,646,So who is the one having fake news hmm Cut him some slack la.,3/6/21,-0.5,1.0,0.302,0.698,0.0,-0.6369,fear
382,649,"The question is whether he laughs at Pfizer and other vaccines when death occur, but passionately defending sinovac vaccines when death happens.",3/6/21,-0.0875,0.6125,0.24,0.554,0.206,-0.2732,fear
384,651,Darkorochix wrote: You guys are so pathetic.. One hand dont believe any report from the vaccine test say they manipulate data.,3/6/21,-1.0,1.0,0.0,0.852,0.148,0.5367,fear
391,658,Dont be pathetic pls.,3/6/21,-1.0,1.0,0.196,0.322,0.482,0.4168,fear
392,659,"Lol many bbfa here for the life of them ain't able to distinguish the difference btw correlation and causation, let alone understand what a vaccine does.",3/6/21,0.6,0.6083333333333333,0.072,0.827,0.101,0.2023,fear
431,711,"He said the man had suffered from four risk factors of a coronary artery disease, including his smoking habit, high blood pressure, hyperlipidemia and high blood glucose levels, which could pose threats to his health even without the vaccine.",3/3/21,0.16,0.5399999999999999,0.233,0.767,0.0,-0.8519,fear
441,721,"Sinovac shots, he added, would be adequate for those who usually stayed in Hong Kong or only travelled to the mainland, where mutated strains of the virus were not yet prevalent.",3/3/21,0.027777777777777773,0.5277777777777778,0.066,0.876,0.057,-0.0772,fear
445,725,\x93Dizziness is a common response among some people who get injected for vaccinations or blood-drawing.,3/3/21,-0.3,0.5,0.0,1.0,0.0,0.0,fear
448,728,"Hui also said those reactions were likely to have been caused by unconscious responses in the nervous system, such as rising heart rates due to a fear of needles or blood.",3/3/21,-0.041666666666666664,0.625,0.159,0.841,0.0,-0.6486,fear
449,729,"\x93If you are afraid of needles, maybe don\x92t look at the needle,\x94 he told a radio programme.",3/3/21,-0.6,0.9,0.0,1.0,0.0,0.0,fear
456,736,"If there are deaths after Pfzier or other ""AMDK"" vaccine, here surely will have lots of a certain group of people calling for blood right?",3/3/21,0.21875,0.5927579365079365,0.0,0.815,0.185,0.6124,fear
463,745,Lol morons.,3/3/21,0.0,0.85,0.451,0.0,0.549,0.128,fear
472,754,"For example, China can easily say not vaccinated with sinovac must go through 101 hurdles before entry.",3/5/21,0.43333333333333335,0.8333333333333334,0.0,0.87,0.13,0.34,fear
480,762,U mean the vaccine make u immune to covid?,3/5/21,-0.3125,0.6875,0.0,0.732,0.268,0.296,fear
489,771,TurboBumbleBee wrote: U mean the vaccine make u immune to covid?,3/5/21,-0.3125,0.6875,0.0,0.784,0.216,0.296,fear
497,795,So u mean everyone kena jab without even knowing if it gives any immunity or even reduce transmission?,3/5/21,-0.3125,0.6875,0.0,1.0,0.0,0.0,fear
501,799,"I may not trust that it will be effective protection from Wuhan Virus, but I trust the jab will not kill me ...",3/6/21,0.6,0.8,0.183,0.575,0.242,0.4124,fear
506,804,"A one-time payout of up to $10,000 will be given to those who experienced medically significant serious side effects, were hospitalised and required care in the high-dependency or intensive care unit, but subsequently recovered.",24/2/21,0.2104166666666667,0.6229166666666666,0.032,0.811,0.157,0.5346,fear
507,805,"""This programme will give a greater peace of mind for those taking the vaccination,"" MOH added.",24/2/21,0.5,0.5,0.0,0.684,0.316,0.7184,fear
548,866,all vaccines in market are rushed into production not well tested enough.,3/3/21,0.0,0.5,0.142,0.858,0.0,-0.2057,fear
551,869,So can't blame our elders for being kiasee as the worry of taking vaccine nao may ganna force to help clear the CCP stock seem justified mah.,3/3/21,0.25,0.6416666666666666,0.082,0.625,0.293,0.7517,fear
555,873,It has been some time since China has had anything significant to learn from Singapore\u2019s experience.,28/2/21,0.375,0.875,0.0,0.893,0.107,0.2023,fear
560,878,Singapore has Covid-19 under control and is not desperate.,28/2/21,0.3,1.0,0.0,0.803,0.197,0.2411,fear
568,886,"Beijing sent its coronavirus vaccine to the city state before Singapore\u2019s health authorities approved the jab Some health experts questioned China\u2019s intent behind the move, suggesting that it might be \u2018unhappy\u2019 if Singapore is slow in approving the vaccine When the Pfizer-BioNTech coronavirus vaccines arrived in Singapore in December, the moment was cheered by residents and politicians alike.",28/2/21,-0.35000000000000003,0.5499999999999999,0.022,0.88,0.098,0.6908,fear
572,890,Yet there was no such fanfare to greet the arrival of the China-made Sinovac shots on Tuesday evening.,28/2/21,0.0,0.5,0.107,0.78,0.112,0.0258,fear
575,893,"Analysts said the uncertainty surrounding the Sinovac jabs likely contributed to the stark contrast in reactions, while suggesting that there could be unstated diplomatic pressure on Singapore to approve the vaccine.",28/2/21,-0.1,0.8,0.137,0.863,0.0,-0.5574,fear
597,915,"Shih said that there could be \u201csome pressure applied behind the scenes\u201d for Singapore to approve the Sinovac jab, but added that even if it is approved there would likely be \u201cfew users\u201d in the city state given the supplies of the Pfizer-BioNTech and Moderna vaccines.",28/2/21,-0.2,0.85,0.032,0.892,0.075,0.4767,fear
598,916,"The Singapore government has not disclosed how many doses of each vaccine it has, and said residents would not get to choose the shots they receive.",28/2/21,0.5,0.5,0.0,1.0,0.0,0.0,fear
601,919,"He noted that the Sinovac vaccine has been through rounds of scientific and policy tests in different countries, and that talk of China pushing hard for a country to adopt its vaccine was \u201cdifficult to substantiate\u201d.",28/2/21,-0.14583333333333334,0.5708333333333333,0.039,0.914,0.047,0.0772,fear
663,991,"We hold ourselves to very high standards, especially those regarding the health and wellbeing of Singaporeans, how would we ever sacrifice those of our own just for diplomatic plus points?",3/1/21,0.26933333333333337,0.9006666666666666,0.0,1.0,0.0,0.0,fear
669,997,"MOH is the, and the one and only authority in the world who has the final say.",3/1/21,0.0,1.0,0.0,0.925,0.075,0.0772,fear
687,1021,Unless they willing tell u beforehand The slip will state the brand,3/1/21,0.25,0.75,0.0,1.0,0.0,0.0,fear
720,1060,"ngsteve wrote: Only Moderna and Pfizer is approved for vacination now....So please quickly go and take your injection now for those who qualify or can express interest lol...ASAP lol If enough supplies of those vacines are secured for the whole population why would u need to use the sinovac ones lah.... Thats why approval of teh Sinovac vaccine is still under review or ""delayed"" lol Stop worrying unneccessaryly lah.... Now with your intensions also cannot take, unless you are in the age group of 65-70 or healthcare worker or has gotten SMS.",3/1/21,0.35555555555555557,0.6333333333333333,0.043,0.773,0.184,0.9313,fear
736,1078,"If it is Sinovac, we have every right to REJECT on the spot.",3/1/21,0.2857142857142857,0.5357142857142857,0.222,0.778,0.0,-0.5319,fear
