,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
1,1,You are not the only one.,3/2/21,0.0,1.0,0.0,1.0,0.0,0.0,neutral
7,7,1 - why at home only parents will ask help?,3/2/21,0.0,1.0,0.0,0.722,0.278,0.4019,neutral
8,8,You mean if work in office they miracoulsly no need?,3/2/21,-0.3125,0.6875,0.196,0.804,0.0,-0.296,neutral
26,26,Food in CBD area also quite expensive.,3/2/21,-0.5,0.7,0.0,1.0,0.0,0.0,neutral
30,30,and worse.,3/2/21,-0.4,0.6,0.756,0.244,0.0,-0.4767,neutral
34,34,if no reply within certain time means is skiving.,3/2/21,0.21428571428571427,0.5714285714285714,0.195,0.619,0.186,-0.0258,neutral
41,41,"I am sure that 1,3 can be easily solved.",3/2/21,0.4666666666666667,0.8611111111111112,0.0,0.424,0.576,0.7003,neutral
45,45,don't think it will happen by this yr. HK so far vaccinated 6k of his people a day only.,28/2/21,0.05,1.0,0.0,1.0,0.0,0.0,neutral
133,140,But there r many ppl achieving millions in their cpf and can retire well Like who?,2/4/21,0.5,0.5,0.0,0.739,0.261,0.5574,neutral
138,145,Perisher wrote: CPF isn't risk free.,2/4/21,0.4,0.8,0.317,0.47,0.213,-0.2235,neutral
141,148,Using it wisely is much more important.,2/4/21,0.45,0.75,0.0,0.505,0.495,0.5984,neutral
143,150,"But, it's definitely better than buying insurance or investing stupidly.",2/4/21,-0.14999999999999997,0.75,0.192,0.449,0.359,0.3818,neutral
145,152,Not risk free?,2/4/21,0.4,0.8,0.49,0.181,0.329,-0.2235,neutral
156,163,Considering that bonds is likely to become less popular.,2/4/21,0.14444444444444446,0.6555555555555556,0.0,0.761,0.239,0.3626,neutral
158,165,Platinumstartvf wrote: 3 or 4% whatever lah..... now you know the reason why school never teach anything about financial literacy?,2/4/21,0.25,0.5,0.0,1.0,0.0,0.0,neutral
161,168,AppleBro wrote: If you did then good for you.,2/4/21,0.7,0.6000000000000001,0.0,0.734,0.266,0.4404,neutral
201,223,CPF OA  only 2.5 %,2/5/21,0.0,1.0,0.0,1.0,0.0,0.0,neutral
209,231,Fatfool wrote: CPF is not risk free.,2/8/21,0.4,0.8,0.284,0.525,0.191,-0.2235,neutral
211,239,"Yes, u r right.",2/8/21,0.2857142857142857,0.5357142857142857,0.0,0.27,0.73,0.4019,neutral
217,253,wow 40k cash.,2/8/21,0.1,1.0,0.0,0.345,0.655,0.5859,neutral
231,267,is it because of that laspe thats why healthy no mask?,6/8/20,0.5,0.5,0.158,0.647,0.194,0.128,neutral
236,274,I am surprised anyone wants to believe China and not SG.,6/8/20,0.15000000000000002,0.5,0.0,0.826,0.174,0.2263,neutral
238,276,"yes, and stir up  a panic buy, further reduce supply of masks for frontline workers.",6/8/20,0.0,0.5,0.183,0.667,0.15,-0.1531,neutral
246,285,just vote them out if you are unhappy.,6/8/20,-0.6,0.9,0.286,0.714,0.0,-0.4215,neutral
256,296,you are fine supporter and believer...,6/8/20,0.4166666666666667,0.5,0.0,0.506,0.494,0.4404,neutral
259,299,Maybe opposition will suddenly get smarter and China will be trustworthy.,6/8/20,0.0,0.5,0.0,0.577,0.423,0.765,neutral
261,301,"VEF888 wrote: yes, and stir up  a panic buy, further reduce supply of masks for frontline workers.",6/8/20,0.0,0.5,0.165,0.7,0.135,-0.1531,neutral
302,351,can't fault them for relying on authoritative figure.,6/8/20,0.3,0.9,0.0,0.756,0.244,0.3089,neutral
305,354,only limited supply for frontline workers and WHO issued directive on masks.,6/8/20,-0.03571428571428571,0.5714285714285714,0.147,0.853,0.0,-0.2263,neutral
316,366,VEF888 wrote: only limited supply for frontline workers and WHO issued directive on masks.,6/8/20,-0.03571428571428571,0.5714285714285714,0.128,0.872,0.0,-0.2263,neutral
317,375,Love your analogy.,6/8/20,0.5,0.6,0.0,0.323,0.677,0.6369,neutral
319,377,Very suitable description.,6/8/20,0.7150000000000001,0.9750000000000001,0.0,1.0,0.0,0.0,neutral
334,396,Why will they want to take up such a thankless job?,6/8/20,0.0,0.5,0.0,0.874,0.126,0.0772,neutral
367,447,why sacrifice your privacy when most top MNC jobs will pay you much more.,6/8/20,0.5,0.5,0.09,0.775,0.135,0.1761,neutral
371,451,would gladly vote for a better alternative if there's one.,6/8/20,0.5,0.75,0.0,0.569,0.431,0.6486,neutral
375,455,This is true everywhere.,6/8/20,0.35,0.65,0.0,0.517,0.483,0.4215,neutral
376,456,Just close your eyes and randomly pick a bunch of CEOs from the Fortunate 100 in US and am quite  sure they can perform a lot better than most White house Administrations in the history of  US of A. wisewise wrote: Eh... pls don\u2019t use probably.... it can go both way.. no?,6/8/20,0.2333333333333333,0.5148148148148147,0.039,0.791,0.17,0.7574,neutral
386,475,Will investors and company wait for Singaporeans to find the right government?,6/8/20,0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0,neutral
405,505,If any tom dick harry can run country then all countries will be rich.,6/8/20,0.375,0.75,0.175,0.635,0.19,0.0772,neutral
406,506,It is because running a country is not easy.,6/8/20,-0.21666666666666667,0.8333333333333334,0.256,0.744,0.0,-0.3412,neutral
411,518,It is pure mistake.,16/6/20,0.21428571428571427,0.5,0.444,0.556,0.0,-0.34,neutral
435,557,billovee wrote: Continue to carry their balls please for their lousy brain.,16/6/20,-0.5,0.5,0.222,0.633,0.146,-0.296,neutral
441,567,im living good too.,16/6/20,0.7,0.6000000000000001,0.0,0.508,0.492,0.4404,neutral
464,590,"Belle69 wrote: So many afterthoughts, reactionary.",6/7/20,0.5,0.5,0.0,1.0,0.0,0.0,neutral
467,593,"This time round he will say ""Now is another good time to close school again""",6/7/20,0.24999999999999997,0.5,0.0,0.828,0.172,0.4404,neutral
480,616,"Oh golly, why safe place also can have cluster :shocked:",6/7/20,-0.09999999999999998,0.65,0.0,0.756,0.244,0.4404,neutral
495,632,So cute to think then..,6/7/20,0.5,1.0,0.0,0.548,0.452,0.5095,neutral
502,639,He shows who's boss and does what's necessary,6/7/20,0.0,1.0,0.0,1.0,0.0,0.0,neutral
503,640,Perhaps ginnas have better immunity and if kena will not die so easily.,6/7/20,0.4666666666666667,0.6666666666666667,0.0,0.522,0.478,0.8467,neutral
505,642,iamnew wrote: Perhaps ginnas have better immunity and if kena will not die so easily.,6/7/20,0.4666666666666667,0.6666666666666667,0.0,0.567,0.433,0.8467,neutral
510,648,WTF is this man.. 70% ... r u all ok or not?,6/7/20,0.0,0.75,0.308,0.543,0.149,-0.516,neutral
512,654,No wifi u sure?,6/7/20,0.5,0.8888888888888888,0.4,0.182,0.418,0.0258,neutral
521,665,HirotoXeno wrote: No wifi u sure?,6/7/20,0.5,0.8888888888888888,0.293,0.4,0.307,0.0258,neutral
529,677,Fking dumb idiot edmwers.,6/7/20,-0.5875,0.65,0.767,0.233,0.0,-0.765,neutral
534,682,majestixv3 wrote: Fking dumb idiot edmwers.,6/7/20,-0.5875,0.65,0.623,0.377,0.0,-0.765,neutral
556,716,For kids quite hard man,6/7/20,-0.2916666666666667,0.5416666666666666,0.297,0.703,0.0,-0.1761,neutral
558,718,AlmightyOnes wrote: I guess most parents voted for this.,6/7/20,0.5,0.5,0.0,1.0,0.0,0.0,neutral
572,732,70% can never think critically for themselves.,6/8/20,0.0,0.8,0.0,1.0,0.0,0.0,neutral
573,733,"""Healthy ppl no need mask"" proven it.",6/8/20,0.5,0.5,0.222,0.505,0.273,0.128,neutral
597,758,They better come clean on how the 4 students got infected.,6/7/20,0.43333333333333335,0.6000000000000001,0.203,0.443,0.354,0.34,neutral
605,766,I am not sure about the peasant kid.,6/7/20,-0.25,0.8888888888888888,0.246,0.754,0.0,-0.2411,neutral
631,800,you cant make a judgment based on an assumption and when things happen nothing happens right ?,6/7/20,0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0,neutral
636,805,sizzy6 wrote: so theres no way the virus can relapse and increase higher ?,6/7/20,0.25,0.5,0.157,0.697,0.146,-0.046,neutral
642,814,Wow...,6/7/20,0.1,1.0,0.0,1.0,0.0,0.0,neutral
646,821,Not sure just state still infectious.,6/7/20,-0.25,0.8888888888888888,0.282,0.718,0.0,-0.2411,neutral
653,828,"Now it boils down to really not likely infectious, or it is infectious?",6/7/20,-0.07777777777777779,0.6444444444444445,0.0,1.0,0.0,0.0,neutral
657,836,We know so little about this virus now can even date when the infection occured!..Wow.,6/7/20,-0.1875,0.5,0.0,1.0,0.0,0.0,neutral
658,837,Better they dont say.,6/7/20,0.5,0.5,0.0,0.508,0.492,0.4404,neutral
675,857,Else who knows right?.,6/7/20,0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0,neutral
679,861,so many possible ways for the kids to catch the virus.,6/7/20,0.25,0.75,0.0,1.0,0.0,0.0,neutral
685,867,so many complains incoming.,6/7/20,0.5,0.5,0.49,0.51,0.0,-0.4364,neutral
692,874,Will he get as popular as Jo teo,6/7/20,0.6,0.9,0.0,0.714,0.286,0.4215,neutral
734,919,Will school so nice to conduct HBL for them?,6/7/20,0.6,1.0,0.0,0.689,0.311,0.5598,neutral
739,924,Infected and positive who fark care about viral load.,6/7/20,0.22727272727272727,0.5454545454545454,0.2,0.375,0.425,0.5574,neutral
742,927,"Got mean got, no mean no.",6/7/20,-0.078125,0.6875,0.524,0.476,0.0,-0.5267,neutral
767,952,"yes, it’s just a straight stage with no extension but I believe the boys will make use of it good and give us the best show possible.",26/1/20,0.475,0.575,0.046,0.579,0.375,0.9072,neutral
770,955,"@ChromiumDev chrome extension: why there is a huge waiting period for review even no changes in the permission, but trying to send some code fix.",14/1/20,0.4000000000000001,0.9,0.063,0.871,0.065,0.0129,neutral
800,985,But most zines are focusing on gather charity fund.,22/2/21,0.5,0.5,0.0,0.741,0.259,0.4215,neutral
801,986,That's why some decide to bring formal tone for professionalism and nothing is wrong with it.,22/2/21,-0.5,0.9,0.0,0.855,0.145,0.3724,neutral
807,992,Maybe sign that they'll be more brutal today.,22/2/21,-0.1875,0.75,0.386,0.614,0.0,-0.659,neutral
827,1013,Most wont release dvd even in kpop.,10/2/20,0.5,0.5,0.0,1.0,0.0,0.0,neutral
831,1017,"But heard many good things, and am encouraged that while many are asking is it safe to gather, some are saying, is it safe if we isolate…  https://t.co/DzCYQmYYbQ",7/2/20,0.54,0.52,0.0,0.682,0.318,0.8807,neutral
834,1020,:),26/1/20,0.5,1.0,0.0,0.0,1.0,0.4588,neutral
839,1025,No excuses for their poor form,22/2/21,-0.4,0.6,0.57,0.43,0.0,-0.6486,neutral
842,1028,21 year old CB will show his mark this year for sure.,18/2/21,0.3,0.5444444444444444,0.0,0.827,0.173,0.3182,neutral
860,1046,What kind of production manager is this?,2/9/20,0.6,0.9,0.0,1.0,0.0,0.0,neutral
862,1048,"The solaridity fund, GST payouts and what not only lasted that months we were in CB.",23/7/20,0.0,1.0,0.0,1.0,0.0,0.0,neutral
880,1066,"Many were late and/absent, not…  https://t.co/U7LYkYCHpS",2/7/20,0.1,0.55,0.0,1.0,0.0,0.0,neutral
882,1068,Why do I suddenly see so many people gg for morning jogs bruhh i mean sure not as many during CB but still like.. have we become a fit country out of nowhere HAHAHAH,30/6/20,0.26458333333333334,0.5793981481481482,0.0,0.809,0.191,0.684,neutral
896,1082,wtf,4/6/20,-0.5,1.0,1.0,0.0,0.0,-0.5859,neutral
907,1093,Ok lah!,18/5/20,0.625,0.5,0.0,0.286,0.714,0.3595,neutral
927,1114,But OK.,26/4/20,0.5,0.5,0.0,0.254,0.746,0.4466,neutral
958,1146,This is hard.,12/4/20,-0.2916666666666667,0.5416666666666666,0.412,0.588,0.0,-0.1027,neutral
963,1151,And now there is a $300 fine.,11/4/20,0.4166666666666667,0.5,0.0,0.735,0.265,0.2023,neutral
983,1171,Obviously pick and upgrade what works,23/2/21,0.0,0.5,0.0,1.0,0.0,0.0,neutral
1021,1209,Marriage may not be something you necessarily agree with or consider it your end goal which is totally fine.,16/7/20,0.20833333333333334,0.75,0.0,0.787,0.213,0.5563,neutral
1025,1213,@ounima_sai Dating and marriage is different.,28/6/20,0.0,0.6,0.0,1.0,0.0,0.0,neutral
1044,1232,Many well to do people are stuck in bad marriages and many poor/uneducated people know where to draw the line and walk away.,16/2/20,0.10000000000000005,0.5555555555555555,0.199,0.725,0.076,-0.5267,neutral
1055,1243,Uncertainty and variety is way much more stressful...,12/1/21,0.5,0.5,0.255,0.745,0.0,-0.34,neutral
1076,1264,"now that i think about it, it’s good that i didn’t follow thru the teaching position.",24/5/20,0.7,0.6000000000000001,0.0,0.818,0.182,0.4404,neutral
1081,1269,@SingaporeAir is it normal to take 3 months to “investigate” pps point for a flight confirmed flew in business class?,23/4/20,0.275,0.825,0.0,1.0,0.0,0.0,neutral
1088,1276,If this one is being a bitch also ok la i accept it that I am no longer good enough in what i do.,28/2/20,0.39999999999999997,0.5333333333333333,0.209,0.523,0.268,0.1779,neutral
1091,1279,It's crazy to think about.,16/1/20,-0.6,0.9,0.375,0.625,0.0,-0.34,neutral
1099,1287,Many countries have already suspended prayer sessions.,25/3/20,0.5,0.5,0.341,0.659,0.0,-0.4767,neutral
1106,1295,What does this mean?,17/3/20,-0.3125,0.6875,0.0,1.0,0.0,0.0,neutral
1110,1299,Pls pm YZ (93826964) if interested,28/7/20,0.25,0.5,0.0,0.5,0.5,0.4588,neutral
1114,1303,So disgusting.,6/5/20,-1.0,1.0,0.787,0.213,0.0,-0.5709,neutral
1136,1328,Ok...,2/5/20,0.5,0.5,0.0,1.0,0.0,0.0,neutral
1147,1339,This is how petulant this little Dictator is !,19/2/21,-0.234375,0.5,0.0,1.0,0.0,0.0,neutral
1156,1348,Who’s telling lies and who genuinely deserve some sympathy?,8/2/21,0.4,0.5,0.228,0.569,0.203,-0.0772,neutral
1162,1354,Social distancing is important.,25/1/21,0.21666666666666667,0.5333333333333333,0.0,0.625,0.375,0.2023,neutral
1167,1359,So we spend MCO well together at home😊 Many things we did too!,28/12/20,0.625,0.5,0.0,0.834,0.166,0.3382,neutral
1172,1364,So stay safe and take care.,21/8/20,0.5,0.5,0.0,0.385,0.615,0.749,neutral
1210,1406,Open to what?,30/4/20,0.0,0.5,0.0,1.0,0.0,0.0,neutral
1226,1427,All important events are cancelled 😭😭  How are y’all holding up friends?,22/4/20,0.4,1.0,0.126,0.566,0.308,0.4404,neutral
1227,1428,Stay home and stay safe!,22/4/20,0.625,0.5,0.0,0.556,0.444,0.4926,neutral
1242,1447,the world seems... bleak.,14/4/20,-1.0,1.0,0.0,1.0,0.0,0.0,neutral
1243,1448,It is tough and it will get tougher as the days goes by.,13/4/20,-0.3888888888888889,0.8333333333333334,0.106,0.775,0.12,0.0516,neutral
1247,1452,Go out when it is necessary to buy…  https://t.co/3mzCuCFB1D,13/4/20,0.0,1.0,0.0,1.0,0.0,0.0,neutral
1277,1483,"""Will this restaurant be open?""",4/4/20,0.0,0.5,0.0,1.0,0.0,0.0,neutral
1291,1497,"Stay safe and keep well, #DB30  https://t.co/JeotcS3Fzt",31/3/20,0.5,0.5,0.0,0.5,0.5,0.6124,neutral
