,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
13,13,General workers will min 6 per room.,15/2/21,0.05000000000000002,0.5,0.0,1.0,0.0,0.0,neutral
30,30,So Jo no need sorry.,16/2/21,-0.5,1.0,0.557,0.443,0.0,-0.4173,neutral
32,32,Just set rule ok leow.,16/2/21,0.5,0.5,0.0,0.645,0.355,0.296,neutral
43,46,Seems fair to make host countries to Filipino migrant workers ensure they are vaccinated whether coming or going,23/2/21,0.7,0.9,0.0,0.766,0.234,0.5994,neutral
54,57,Pls pm YZ (93826964) if interested,28/7/20,0.25,0.5,0.0,0.5,0.5,0.4588,neutral
64,67,Ask her to go see what her own country is doing for their own migrant workers before judging ours.,21/5/20,0.6,1.0,0.0,1.0,0.0,0.0,neutral
90,93,@robynaIexandra True.,2/6/20,0.35,0.65,0.0,0.263,0.737,0.4215,neutral
100,103,"But yes, it’s hot &amp; sticky and cases are still growing",24/4/20,0.25,0.8500000000000001,0.0,0.672,0.328,0.5267,neutral
103,106,slowly but surely!,24/4/20,0.16249999999999998,0.6444444444444444,0.0,0.326,0.674,0.63,neutral
109,112,Total fatalities since crisis began: 11,19/4/20,0.0,0.75,0.667,0.333,0.0,-0.8402,neutral
141,144,Didn’t know so many people disliked us 🤔,20/4/20,0.15,0.55,0.331,0.669,0.0,-0.4522,neutral
182,189,My mom cooked such delicious  food and I'm on a diet.,23/2/21,0.5,0.75,0.0,0.709,0.291,0.5719,neutral
198,205,"And farmers finally started saying, ""You know what?",21/2/21,0.0,1.0,0.0,1.0,0.0,0.0,neutral
260,267,"But when the inevitable happened, I thanked everyone.",18/11/20,0.0,1.0,0.0,0.674,0.326,0.4404,neutral
279,286,Right?,5/9/20,0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0,neutral
291,298,It is the bitter truth.,18/7/20,-0.1,0.5,0.346,0.37,0.284,-0.128,neutral
306,313,His Mom approved but more for his honesty.,2/6/20,0.5,0.5,0.0,0.476,0.524,0.7647,neutral
320,327,Like I might hit you or shout and say shit.,25/5/20,-0.2,0.8,0.275,0.534,0.191,-0.2732,neutral
336,343,Love u mom!!!,10/5/20,0.9765625,0.6,0.0,0.165,0.835,0.7249,neutral
344,351,Neither bakery nor coffee shop is open so better for me to buy something my mom would love to eat.,6/5/20,0.3333333333333333,0.5333333333333333,0.0,0.694,0.306,0.8377,neutral
357,364,"Since cases from construction workers dormitories are going higher everyday, all construction industry is under SHN.",20/4/20,0.024999999999999994,0.55,0.0,1.0,0.0,0.0,neutral
386,393,So many mothers are a testimony to this.,31/1/20,0.5,0.5,0.0,1.0,0.0,0.0,neutral
392,399,I know that my mom noticed me bcs it was so obvious.,25/1/20,0.0,0.5,0.0,1.0,0.0,0.0,neutral
402,409,I started reading in sec 1 and waited for each books’ drop.,19/1/20,-0.1,0.6,0.189,0.811,0.0,-0.2732,neutral
406,413,Which is pretty damn late.,18/1/20,-0.024999999999999994,0.8,0.303,0.337,0.36,0.128,neutral
415,428,"## Singapore relies heavily on the migrant worker population, with these folks being…  https://t.co/MImwjpmCa4",8/5/20,-0.2,0.5,0.0,1.0,0.0,0.0,neutral
427,467,@thesatbir In India yes for sure!,19/4/20,0.625,0.8888888888888888,0.0,0.43,0.57,0.6476,neutral
472,512,This new measured is greatly appreciate from the authority but not too sure why we still allow Dependant's Pass holder.,3/2/21,0.4787878787878788,0.6978114478114478,0.102,0.668,0.23,0.2625,neutral
473,513,Stay safe....,3/2/21,0.5,0.5,0.0,1.0,0.0,0.0,neutral
489,529,Soon nobody will bother anymore since deterrence without active detection is like tiger without teeth.,9/9/20,-0.13333333333333333,0.6,0.243,0.626,0.13,-0.2865,neutral
