,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
11,11,"As or March 7, more than 596,000 doses of the Covid-19 vaccine have been administered.",3/8/21,0.5,0.5,0.0,1.0,0.0,0.0,joy
31,40,You not happy can dun take.,3/8/21,-0.4,1.0,0.375,0.625,0.0,-0.4585,joy
33,42,jack-320 wrote: Oh great Please inject more So that we can live a normal life thereafter And able to do what we want to do Don't buy their lie that we can get back to normal after vaccines.,3/8/21,0.3194805194805195,0.525,0.0,0.815,0.185,0.7717,joy
62,98,I feel its good for old pple and those with possible health issues.,18/1/21,0.26666666666666666,0.6,0.0,0.791,0.209,0.4404,joy
74,110,Clearnfc wrote: I feel its good for old pple and those with possible health issues.,18/1/21,0.26666666666666666,0.6,0.0,0.818,0.182,0.4404,joy
87,133,Show me that covid virus is so special that traditional method of making vaccine is no longer effective.,18/1/21,0.319047619047619,0.7071428571428572,0.092,0.63,0.277,0.6588,joy
100,160,"Uhhh, first effective polio vaccine was made in 1950s.",18/1/21,0.425,0.5666666666666667,0.0,0.721,0.279,0.4767,joy
112,184,"No one knows but the silence is deafening and apparent people like you like that haha, ok you happy can already.",18/1/21,0.3875,0.5375,0.12,0.381,0.499,0.9428,joy
128,219,"haigeonos wrote: As effective and safe as salt water inj..... For healthy individuals who are 60 years and below, the safest and most effective vaccination is to get infected with the virus.",18/1/21,0.54,0.6199999999999999,0.073,0.595,0.332,0.8834,joy
142,241,"haigeonos wrote: As effective and safe as salt water inj..... For healthy individuals who are 60 years and below, the safest and most effective vaccination is to get infected with the virus .",18/1/21,0.54,0.6199999999999999,0.073,0.595,0.332,0.8834,joy
145,253,Suporter wrote: Let's weigh the pros and cons of sinovac only after it is approved by our G.  Don't tear hair yet.,18/1/21,0.0,1.0,0.0,0.882,0.118,0.4215,joy
175,318,"the more untransparent the more worrisome on its quality, effect and worst of all, complications.",19/1/21,0.0,0.6666666666666666,0.353,0.647,0.0,-0.796,joy
186,353,Libbis wrote: Aspert is cheap.,3/8/21,0.4,0.7,0.0,1.0,0.0,0.0,joy
199,366,"As more vaccine supplies have arrived, we are able to bring forward the vaccination for seniors aged 60 to 69 years.",3/8/21,0.3,0.5083333333333333,0.0,1.0,0.0,0.0,joy
201,368,"Each letter will have a weblink which can be used to register for vaccination, after which an SMS with a unique booking link will be sent to the senior\x92s mobile phone for them to book a vaccination appointment.",3/8/21,0.375,1.0,0.0,1.0,0.0,0.0,joy
226,402,your funny anecdote made me laugh.,3/2/21,0.275,0.55,0.0,0.381,0.619,0.7579,joy
257,446,"With some farking young ppl YAYA, we can expect change to be forever and impossible",3/2/21,-0.2833333333333333,0.7,0.0,1.0,0.0,0.0,joy
262,461,FDA and CDC has far more scientists that SG health and they hv approved it.,3/2/21,0.3,0.75,0.0,0.833,0.167,0.4215,joy
274,483,It's ironic they are so well paid and literal iron teflon coated bowl,3/2/21,0.2,0.9,0.098,0.722,0.18,0.3052,joy
370,631,"More doses of the mainland-produced Sinovac vaccine will arrive within the month, Hong Kong\x92s health minister said on Saturday.",3/6/21,0.5,0.5,0.0,1.0,0.0,0.0,joy
385,652,But the other hand like this news which is one of CCP outlet let out such \x93bad news\x94 then all so happy.,3/6/21,0.225,0.625,0.0,0.645,0.355,0.887,joy
403,683,madbasterdx wrote: Two more serious adverse events resulting in admission to the ICU after Sinovac vaccination.,3/7/21,0.08333333333333334,0.5833333333333333,0.238,0.762,0.0,-0.5222,joy
433,713,His blood glucose levels were normal when he was admitted to the hospital emergency unit.,3/3/21,0.15,0.6499999999999999,0.153,0.765,0.082,-0.296,joy
492,789,So u mean ceca can come here run around but we can't?,3/5/21,-0.3125,0.6875,0.0,1.0,0.0,0.0,joy
509,807,"Those who experienced serious side effects after the vaccination can also continue to concurrently receive support through applicable healthcare schemes, such as MediShield Life and subsidies at public healthcare institutions.",24/2/21,0.11666666666666668,0.5333333333333333,0.041,0.875,0.084,0.34,joy
519,823,"""There is a need to ensure that all Singaporeans receive timely and accurate information that is relatable and capable of being understood by everyone with diverse needs,"" Mr Sitoh noted.",3/3/21,0.30000000000000004,0.5166666666666667,0.0,0.839,0.161,0.6369,joy
590,908,"It wrote on Facebook that it believed the vaccine would contribute to Singapore\u2019s virus efforts, and that Beijing would continue to work with the city state to \u201cwin the final victory\u201d against the pandemic.",28/2/21,0.0,1.0,0.0,1.0,0.0,0.0,joy
637,965,"But from the Turkey report, seems to suggest that the side effects are pretty mild and only one with any serious side effects.",28/2/21,0.062499999999999986,0.7916666666666666,0.051,0.824,0.125,0.4404,joy
661,989,"We can then either donate it to other willing nations, or return them to China together with the reasons, and the test results.",3/1/21,0.0625,0.5625,0.0,1.0,0.0,0.0,joy
715,1055,Heng Heng can easily get it Just my 2c,3/1/21,0.43333333333333335,0.8333333333333334,0.0,0.769,0.231,0.34,joy
726,1066,2) stock here liao of cos must sell to someone right.,3/1/21,0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0,joy
747,1089,"However, when China declared that their vaccines belong to the world and with its cheap price.",3/1/21,0.4,0.7,0.0,1.0,0.0,0.0,joy
782,1149,That one is a different issue.,3/1/21,0.0,0.6,0.0,1.0,0.0,0.0,joy
783,1150,End of the day govt will want to open up.,3/1/21,0.0,0.5,0.0,0.874,0.126,0.0772,joy
951,1348,The TT fiasco is a good example.,24/1/21,0.7,0.6000000000000001,0.324,0.392,0.284,-0.1027,joy
957,1354,"If *touchwood* a death occurs from vaccine, I love to see them backtrack again.",24/1/21,0.5,0.6,0.215,0.552,0.232,0.0772,joy
997,1401,"Damn smart @icansing, @Medicated Oil, @Sauron, three of you are right.",25/1/21,0.25,0.5892857142857143,0.188,0.625,0.188,0.0,joy
1004,1408,dxdx999 wrote: Zhun bo I highly doubt they will do it like this politicalsg wrote: TS spreading fake news.,25/1/21,-0.16999999999999998,0.77,0.252,0.641,0.107,-0.5256,joy
1024,1434,"trojanhorse wrote: @icansing, @Medicated Oil, @Sauron, three of you are right.",25/1/21,0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0,joy
1043,1465,My Chinese A wor wtf.,25/1/21,-0.25,0.5,0.559,0.441,0.0,-0.5859,joy
1060,1485,"Actually it\x92s very easy one Vaccination is not compulsory But companies can tweak their HR policies in a way that if you do not get vaccinated, you will be placed in Cold Storage.",25/1/21,-0.012222222222222209,0.7000000000000001,0.0,0.907,0.093,0.4927,joy
1142,1601,It's like U enter a room full of dino bu and 1 supermodel and she gets the most attention then u headline it with ''Supermodel attracts eyeballs'' like that.,25/2/21,0.425,0.525,0.0,0.741,0.259,0.7717,joy
1165,1628,"kyo_465 wrote: For those losers who think got money why must buy Sinovac, the answer is that in this huge demand for vaccines, got money dun mean ppl will sell to you.",25/2/21,-0.03749999999999998,0.5958333333333333,0.134,0.794,0.072,-0.3127,joy
1183,1651,In this case different formulation method with different efficacies.,25/2/21,0.0,0.6,0.0,1.0,0.0,0.0,joy
1203,1677,This kind is like buying for diplomacy only.,25/2/21,0.3,0.95,0.0,0.504,0.496,0.7096,joy
1223,1697,Likely the authorities know the data most likely won\x92t be transparent.,25/2/21,0.16666666666666666,0.8333333333333334,0.0,1.0,0.0,0.0,joy
1238,1712,Your life will soon be as cheap as theirs.,26/2/21,0.4,0.7,0.0,1.0,0.0,0.0,joy
1252,1731,"WussRedXLi wrote: Interesting, coz they are supposed to be sending Sino pharm then, which is state-owned.",26/2/21,0.5,0.5,0.0,0.847,0.153,0.4019,joy
1262,1741,"Quoted top comment on SCMP: ""There seems to be a concerted effort by the Americans to propagandise and cajole people into accepting their vaccines while smearing their competitors.",26/2/21,0.5,0.5,0.0,0.85,0.15,0.5267,joy
1269,1752,glorious ccp cared so much that they unilaterally make declaration that the delivery is a great achievement for the vaccines n sinkie-tiong relatoionship in a diplomatic coup attempt via the vaccines.,26/2/21,0.16666666666666666,0.5499999999999999,0.0,0.693,0.307,0.9022,joy
1270,1753,sinkies gahment then is dun care with a simple low key accouncement.,26/2/21,0.0,0.5523809523809523,0.147,0.629,0.224,0.2732,joy
1284,1777,Interested party can sign up appointment in those locations.,26/2/21,0.25,0.5,0.0,0.565,0.435,0.6597,joy
1300,1807,good for you.,26/2/21,0.7,0.6000000000000001,0.0,0.408,0.592,0.4404,joy
1314,1825,"tripleme wrote: Ease curbs for those vaccinated To encourage more people to get vaccinated against Covid-19 when their turn comes, Mr Nair suggested easing restrictions for those who have received the jab.",26/2/21,0.5,0.5,0.0,0.788,0.212,0.7783,joy
1346,1859,Our standards are higher Standards?,25/2/21,0.25,0.5,0.0,1.0,0.0,0.0,joy
1348,1861,A lot of policies is a moving goalpost here in SG right?,25/2/21,0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0,joy
1354,1867,MRNA vaccines like Pfizer also 10 times more likely to trigger adverse reaction.,25/2/21,0.25,0.75,0.156,0.688,0.156,0.0,joy
1369,1882,It created a lot of doubt in Xian's food... Xian not happy of cos...bradpig got wind of it and quickly change to 4 star review to appease xian jian peng....,26/2/21,-0.033333333333333354,0.75,0.164,0.714,0.122,-0.3395,joy
1432,1962,Important part is the last line.,24/2/21,0.2,0.5333333333333333,0.0,0.735,0.265,0.2023,joy
1485,2023,Nice article.,24/2/21,0.6,1.0,0.0,0.263,0.737,0.4215,joy
1491,2029,matrix05 wrote: Nice article.,24/2/21,0.6,1.0,0.0,0.517,0.483,0.4215,joy
1507,2048,assertives wrote: Lol seeing this topic pop up after getting my first dose yesterday.,24/2/21,0.525,0.5166666666666666,0.0,0.823,0.177,0.4215,joy
1511,2060,Wait for another 3 mth data/news on infection after vaccination or vacc ineffective against new strains or need to pump annually (like for flu) to be effective.,24/2/21,0.36818181818181817,0.6272727272727273,0.124,0.772,0.104,0.1027,joy
1526,2075,I hope to vaccinate them here in Singapore (is it free?),24/2/21,0.4,0.8,0.0,0.756,0.244,0.4404,joy
1558,2107,Well doctors and MOH has evaluated the vaccines and proclaimed them safe and efficient to combat covid19.,24/2/21,0.5,0.5,0.103,0.56,0.336,0.6597,joy
1587,2140,"With different virus variants evolve, things are getting more complex.",24/2/21,0.06666666666666667,0.5,0.0,1.0,0.0,0.0,joy
1622,2195,George K. Simon interprets the guilt trip as a special kind of intimidation tactic .,24/2/21,0.47857142857142854,0.7357142857142858,0.278,0.568,0.153,-0.296,joy
1633,2216,Everybody just looking our for their own interest.,24/2/21,0.6,1.0,0.0,0.7,0.3,0.4588,joy
1641,2224,"What i read is that Moderna works with the B117, no significant difference in neutralising antibodies in B117.",25/2/21,-0.1875,0.875,0.116,0.789,0.095,-0.1027,joy
1647,2239,More interested in data on SA variant.,25/2/21,0.375,0.5,0.0,0.667,0.333,0.4576,joy
1784,2410,I don\x92t understand your specific kind of stupidity to claim otherwise but I \x93admire\x94 that you are totally committed to your own kind of stupidity.,20/2/21,0.08571428571428572,0.8107142857142857,0.217,0.679,0.105,-0.51,joy
1811,2457,"Nice try girl, I expected more from you, but you again disappoint.",21/2/21,0.3333333333333333,0.6333333333333333,0.246,0.623,0.131,-0.3919,joy
1831,2490,"Well, I am glad you posted this for all to see what a liar you are.",21/2/21,0.5,1.0,0.17,0.567,0.263,0.2023,joy
1840,2504,"""..that's your own words hor.",21/2/21,0.6,1.0,0.0,1.0,0.0,0.0,joy
1856,2543,"The Sinovac vaccine has yet to be approved, Mr Gan told reporters on Wednesday, after receiving his first dose of the Pfizer-BioNTech vaccine, the only authorised one in Singapore.",21/2/21,0.125,0.6666666666666666,0.0,0.909,0.091,0.4215,joy
1875,2578,rachdanon wrote: Waiting for the day we can choose vaccine...as likely they will require vaccine to travel.,22/2/21,0.0,1.0,0.0,1.0,0.0,0.0,joy
1924,2655,Not sure where you get your information from that Singapore already receive that vaccine.,22/2/21,-0.25,0.8888888888888888,0.131,0.869,0.0,-0.2411,joy
1945,2682,I am not surprised with your usual troll...a typical e.g.,24/2/21,-0.15555555555555556,0.5499999999999999,0.172,0.828,0.0,-0.1695,joy
1971,2727,Manthink wrote: I am not surprised with your usual troll...a typical e.g.,24/2/21,-0.15555555555555556,0.5499999999999999,0.143,0.857,0.0,-0.1695,joy
1972,2736,What\x92s there to troll when your post is so obvious for all to see?,24/2/21,0.0,0.5,0.0,1.0,0.0,0.0,joy
2000,2778,"This is a key reason why Indonesia, Brazil, Serbia, Turkey are able to get the Chinese vaccine quicker vs how the EU and US strangling to with the demand.",24/2/21,0.16666666666666666,0.5416666666666666,0.053,0.947,0.0,-0.128,joy
2030,2824,Manthink wrote: hmmm.. interesting - Your Lancet link started with a disclaimer by the author: Denis Logunov and colleagues1 report their interim results from a phase 3 trial of the Sputnik V COVID-19 vaccine in The Lancet.,24/2/21,0.5,0.5,0.0,0.92,0.08,0.4019,joy
2049,2848,Sounds like an advertisement more than justification.,24/2/21,0.5,0.5,0.0,0.706,0.294,0.3612,joy
2078,2894,Tschuus wrote: Manthink wrote: hmmm.. interesting - Your Lancet link started with a disclaimer by the author: Denis Logunov and colleagues1 report their interim results from a phase 3 trial of the Sputnik V COVID-19 vaccine in The Lancet.,25/2/21,0.5,0.5,0.0,0.924,0.076,0.4019,joy
2102,2934,You are really a horrible wumao just spreading lies Errr...why not let's agree on the terminologies in SG context.,25/2/21,-1.0,1.0,0.367,0.633,0.0,-0.8273,joy
2124,2957,Feeling safer with a choice would definitely help to encourage people to take.,25/2/21,0.0,0.5,0.0,0.35,0.65,0.9001,joy
2128,2962,"* Individuals who have had their COVID-19 vaccination are presently able to see these records on MOH\x92s HealthHub app, accessible via SingPass.",25/2/21,0.4375,0.5,0.0,1.0,0.0,0.0,joy
2133,2968,"* This way, vaccination information can be shared with relevant international authorities safely and securely.",25/2/21,0.325,0.5,0.0,0.579,0.421,0.7906,joy
2157,2998,But is likely cheap also.,25/2/21,0.2,0.85,0.0,1.0,0.0,0.0,joy
2171,3020,It's good to resume travel this way.,24/2/21,0.7,0.6000000000000001,0.0,0.674,0.326,0.4404,joy
2185,3046,"""We are actually quite impressed with the safety profile.",24/2/21,0.5,0.55,0.0,0.531,0.469,0.7346,joy
2200,3070,"Hence, a reasonable payout will help to maintain a bit of dignity.",24/2/21,0.2,0.6,0.0,0.597,0.403,0.6597,joy
2202,3072,I got a better idea that doesn't involve more money or incentives - make vaccination compulsory for work pass renewal.,24/2/21,0.5,0.5,0.0,0.733,0.267,0.6666,joy
2226,3099,Remember to take taxi or grab more often.,24/2/21,0.5,0.5,0.0,1.0,0.0,0.0,joy
2292,3176,lol) Can share your experience or thoughts with the community here?,22/2/21,0.8,0.7,0.0,0.82,0.18,0.296,joy
2300,3184,Totally agree.,22/2/21,0.0,0.75,0.0,0.264,0.736,0.4201,joy
2341,3241,So many times they spam news about initiating borders opening since when have SG even responded.,22/2/21,0.5,0.5,0.143,0.857,0.0,-0.3612,joy
2369,3273,https://edition.cnn.com/2021/02/20/h...day/index.html Quote: Health experts have said that data so far has shown that Covid-19 vaccines prevent symptoms of the virus -- but a new study suggests that the Moderna and Pfizer/BioNTech vaccines may also prevent infections.,21/2/21,0.11818181818181818,0.7272727272727273,0.0,0.937,0.062,0.0516,joy
2370,3274,"A team at the Mayo Clinic health system looked at more than 31,000 people across four states who had received at least one dose of either vaccine -- and found the vaccines were upward of 80% effective in preventing infection 36 days after the first dose.",21/2/21,0.2625,0.5083333333333334,0.023,0.911,0.066,0.4588,joy
2371,3275,"Vaccine efficacy was 75% 15 days after the first dose , and it appeared to be 83% after a total of 36 days passed .",21/2/21,0.125,0.5416666666666666,0.0,1.0,0.0,0.0,joy
2372,3276,"But that number rose to nearly 89% when researchers examined only people who received two doses , according to the study, which has not yet been peer-reviewed.",21/2/21,0.2333333333333333,0.7833333333333333,0.0,0.951,0.049,0.0772,joy
2453,3372,It is a 'live' situation.,19/2/21,0.13636363636363635,0.5,0.0,1.0,0.0,0.0,joy
2458,3378,YoYoMa88 wrote: It is a 'live' situation.,19/2/21,0.13636363636363635,0.5,0.0,1.0,0.0,0.0,joy
