,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
35,44,"Flu need to inject every year, it's not easy to cover everyone and sustain for that long.",3/8/21,-0.13333333333333333,0.6166666666666667,0.25,0.75,0.0,-0.6131,sadness
80,126,See the prifzer how many deaths already??,18/1/21,0.5,0.5,0.0,1.0,0.0,0.0,sadness
82,128,Sad Panda wrote: u proof it's safe first lo.,18/1/21,0.08333333333333333,0.611111111111111,0.258,0.5,0.242,-0.0516,sadness
215,382,the world needs to move on quickly with the jab.,3/2/21,0.3333333333333333,0.5,0.0,1.0,0.0,0.0,sadness
285,498,"She is illiterate, have ""3 high"".",3/2/21,0.16,0.5399999999999999,0.0,1.0,0.0,0.0,sadness
298,516,It just increases the chance that you will have mild syndrome and therefore less likely to die from it.,3/2/21,0.05555555555555555,0.5222222222222223,0.161,0.751,0.088,-0.3892,sadness
299,523,her 3 high got control or not.,3/2/21,0.16,0.5399999999999999,0.0,1.0,0.0,0.0,sadness
307,547,"If your mum has poor appetite/doesn't eat much/poor metabolism, better not go to a stress inducing place to get vaccinated.",3/2/21,0.04999999999999999,0.55,0.127,0.658,0.215,0.2805,sadness
312,558,"amekago wrote: my father just went for cataract surgery....they say no issue, can take Actually for my father... the hospital side say their side no problem but some patients still got rejected... my dad also got rejected by accessment from the doctors at the cc... OK la I also dun wanna him to take if not for the hardworking ""persuaders""... glad he didn't have to take...",3/3/21,0.3333333333333333,0.5333333333333333,0.124,0.772,0.103,0.1026,sadness
319,571,I don't see the need to rush into mass vaccinations at fast rate as some suggested.,3/3/21,0.2,0.6,0.0,1.0,0.0,0.0,sadness
322,574,MarkerG wrote: I don't see the need to rush into mass vaccinations at fast rate as some suggested.,3/3/21,0.2,0.6,0.0,1.0,0.0,0.0,sadness
339,598,"when I told the doctor on-site my grandfather is taking cholesterol medication, all the more he encouraged my grandfather to take and look what happen here?",3/3/21,0.5,0.5,0.0,0.896,0.104,0.4173,sadness
365,626,"The expert panel had determined the death of the chronically ill man, 63, who had received the jab at Kwun Chung Sports Centre in Jordan, was not directly linked to the mainland-produced vaccine.",3/6/21,-0.275,0.7,0.171,0.767,0.061,-0.6486,sadness
369,630,"Var likely to rule as died from chrolinc diseases... desmond_yee1 wrote: https://www.scmp.com/news/hong-kong/...h-sinovac-jabs Hong Kong\x92s second batch of Sinovac vaccines will arrive within the month, the city\x92s health minister has said, while a source on Saturday revealed a chronically ill woman who had received the Covid-19 drug died days later after developing stroke symptoms.",3/6/21,-0.125,0.5,0.172,0.828,0.0,-0.875,sadness
394,661,gravity_infinity wrote: to be fair.. pfizer also have vaccine deaths the issue is will governments cover up the deaths and claim its not related so that vaccination exercise goes on?,3/6/21,0.35,0.65,0.0,1.0,0.0,0.0,sadness
