,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
11,11,Good thing is I stay at engineer dorm.,15/2/21,0.7,0.6000000000000001,0.0,0.674,0.326,0.4404,joy
32,32,Just set rule ok leow.,16/2/21,0.5,0.5,0.0,0.645,0.355,0.296,neutral
41,44,"I've seen people defend the treatment of the migrant workers as ""they are so lucky they should shut up and go home"".",24/2/21,0.3333333333333333,0.8333333333333334,0.0,0.853,0.147,0.5598,anger
43,46,Seems fair to make host countries to Filipino migrant workers ensure they are vaccinated whether coming or going,23/2/21,0.7,0.9,0.0,0.766,0.234,0.5994,neutral
47,50,"""Like [being] in jail"": important story about ongoing restrictions on migrant workers in SG.",21/2/21,0.15000000000000002,0.5,0.0,0.736,0.264,0.5106,anger
51,54,"While we’re glad to have excited patrons coming back to a hive of activities and lifestyle programmes at the #SGSportsHub, this migrant worker project will no doubt be cemented in our history",5/10/20,0.2916666666666667,0.5833333333333334,0.127,0.728,0.146,0.1779,joy
54,57,Pls pm YZ (93826964) if interested,28/7/20,0.25,0.5,0.0,0.5,0.5,0.4588,neutral
70,73,i’m very sure non of them wanted to contract the virus!,22/4/20,0.8125,1.0,0.0,0.776,0.224,0.4376,anger
77,80,Better that people are letting this moment open their eyes instead of staying wilfully ignorant like you boomer k bye,10/4/20,0.25,0.5,0.089,0.681,0.23,0.5106,anger
90,93,@robynaIexandra True.,2/6/20,0.35,0.65,0.0,0.263,0.737,0.4215,neutral
98,101,@biannagolodryga Though important to note that nearly all cases are centralized in foreign worker dormitories.,24/4/20,0.125,0.5083333333333333,0.0,0.886,0.114,0.2023,anger
100,103,"But yes, it’s hot &amp; sticky and cases are still growing",24/4/20,0.25,0.8500000000000001,0.0,0.672,0.328,0.5267,neutral
103,106,slowly but surely!,24/4/20,0.16249999999999998,0.6444444444444444,0.0,0.326,0.674,0.63,neutral
110,113,“A silver lining to this pandemic is that it has accelerated the improvement of the living conditions of the foreign workers” is truly a terrible closing line for this episode.,11/2/21,-0.5625,0.5625,0.089,0.743,0.169,0.4215,anger
128,131,Because of their own security.,21/7/20,0.6,1.0,0.0,0.625,0.375,0.34,anger
132,135,"don’t get me wrong , i agree with the idea of giving the money to support our frontliners &amp; foreign workers , but yall are taking it too far asking for MORE relief funds when the government set aside BILLIONS .",22/5/20,-0.0062500000000000056,0.63125,0.046,0.71,0.244,0.8376,anger
135,138,I have no hanash against what was said that some rich,18/5/20,0.375,0.75,0.159,0.58,0.261,0.34,anger
164,171,She is a good person.,24/2/21,0.7,0.6000000000000001,0.0,0.508,0.492,0.4404,joy
167,174,A child begging the police not to arrest his mom because his mom is a nice person.,24/2/21,0.27499999999999997,0.5,0.0,0.729,0.271,0.5908,anger
169,176,My mom liked this guy I was talking to then like now we don’t talk and like I rmb when I told her about it her mood straight up dropped she said that she actually liked that guy he was so sincere and genuine and now I’m in my feels again 😔 :/,24/2/21,0.3416666666666666,0.6666666666666666,0.04,0.695,0.265,0.9116,joy
172,179,"Someone suggested that helpers report to their agency/MOM once a month or have authorities conduct surprise checks on their living conditions, as well as routine health checkups  I think that's a great preventive measure to deter abuse.",24/2/21,0.8,0.75,0.096,0.665,0.239,0.6369,joy
175,182,I just prayed everything will be okay.,24/2/21,0.5,0.5,0.0,0.725,0.275,0.2263,fear
182,189,My mom cooked such delicious  food and I'm on a diet.,23/2/21,0.5,0.75,0.0,0.709,0.291,0.5719,neutral
197,204,"It took about 18 months for the babies to turn around, moms to get pregnant again with better genetics, go off, have another baby.",21/2/21,0.41666666666666663,0.5,0.0,0.888,0.112,0.4404,joy
199,206,This is a really good deal.,21/2/21,0.7,0.6000000000000001,0.0,0.556,0.444,0.4927,joy
206,213,He was only 14 and take caring of his mom by selling some food.,20/2/21,0.0,1.0,0.0,0.802,0.198,0.4939,sadness
214,221,It's very expensive but it is much better than any of Apple's overpriced trash.,19/2/21,-0.07500000000000001,0.705,0.0,0.772,0.228,0.5927,sadness
231,238,I enjoyed my time today with my mommy and another amazing vegan mom who will be one of the reasons why I will be inspired to become a mother myself.,4/2/21,0.55,0.8,0.0,0.7,0.3,0.8834,anger
237,244,I always look at the good in the world.,20/1/21,0.7,0.6000000000000001,0.0,0.707,0.293,0.4404,joy
242,249,it feels such a relief to see them debt free.,5/1/21,0.2,0.65,0.168,0.403,0.43,0.5994,joy
245,252,Seeing all these genuinely happy kids unboxing their Xboxes and PS5’s on Christmas makes me smile bc it reminds me how 25 years ago my grandma revealed a secret that my mom and dad agreed to buy me a Sega.,26/12/20,0.23333333333333336,0.6,0.0,0.808,0.192,0.8074,joy
249,256,I have experience and i’ve gone thru chemotherapy.”   The love he has...... Rest well angel.,27/11/20,0.5,0.6,0.0,0.656,0.344,0.743,sadness
260,267,"But when the inevitable happened, I thanked everyone.",18/11/20,0.0,1.0,0.0,0.674,0.326,0.4404,neutral
275,282,"I told my mom last night i have a lunch date with my boyfriend and she was happily saying ""good good""~ When i pointed to her who i am going out with she went ""alah~~~~"" 😝🤪😜😛  Spending time with lil brother today.…  https://t.co/Tow2eY3Rj1",6/9/20,0.55,0.5666666666666667,0.0,0.847,0.153,0.7579,sadness
285,292,Their parents will just be there trying to talk nice.,11/8/20,0.6,1.0,0.0,0.763,0.237,0.4215,joy
286,293,My mom would have beat the shit outta me.,11/8/20,-0.2,0.8,0.0,0.667,0.333,0.6124,anger
299,306,"They are very honest with their criticism when it comes to good, especially my dad.",5/7/20,0.49333333333333335,0.8666666666666667,0.136,0.561,0.304,0.5563,anger
301,308,All man can be a father but a true person knows how to be a dad.,21/6/20,0.35,0.65,0.0,0.764,0.236,0.5719,sadness
306,313,His Mom approved but more for his honesty.,2/6/20,0.5,0.5,0.0,0.476,0.524,0.7647,neutral
310,317,"And ever since then, it was hard for me to trust.",2/6/20,-0.2916666666666667,0.5416666666666666,0.102,0.657,0.241,0.4404,anger
