,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
20,20,Supposedly 55k residents from age group 70 up took the vaccine so far Think could be higher risk for those older.,3/8/21,0.1722222222222222,0.611111111111111,0.095,0.905,0.0,-0.2732,fear
30,39,whitecabbage wrote: Dont expect very good take up rates when you dont allow people to choose which vaccine we want You expect to vote for it?,3/8/21,0.9099999999999999,0.7800000000000001,0.15,0.805,0.045,-0.4568,anger
31,40,You not happy can dun take.,3/8/21,-0.4,1.0,0.375,0.625,0.0,-0.4585,joy
35,44,"Flu need to inject every year, it's not easy to cover everyone and sustain for that long.",3/8/21,-0.13333333333333333,0.6166666666666667,0.25,0.75,0.0,-0.6131,sadness
53,79,So think got do no do doesn't seems much different.,3/8/21,0.0,0.6,0.196,0.804,0.0,-0.296,neutral
58,84,"If don't have, think not really convincing the vaccine leh.",3/8/21,-0.25,1.0,0.216,0.784,0.0,-0.3559,anger
63,99,The sinovac is made using traditional method of using dead virus cell to trigger body to create antibodies.,18/1/21,-0.1,0.575,0.192,0.714,0.094,-0.4939,anger
65,101,"Of course, its not that effective.",18/1/21,0.6,0.8,0.338,0.662,0.0,-0.3724,neutral
70,106,Wrong.,18/1/21,-0.5,0.9,1.0,0.0,0.0,-0.4767,anger
76,119,Tschuus wrote: Wrong.,18/1/21,-0.5,0.9,0.608,0.392,0.0,-0.4767,anger
84,130,knn Then I ask you to prove vaccines made this way is not safe.,18/1/21,-0.25,0.5,0.167,0.833,0.0,-0.3412,anger
92,142,Clearnfc wrote: Then I ask you to prove vaccines made this way is not safe.,18/1/21,-0.25,0.5,0.156,0.844,0.0,-0.3412,anger
113,185,"This is edmw anyway, me don't care what you think.....I think you stupid.... but thats just me.... you not happy can ignore or block me.....",18/1/21,-0.6,1.0,0.29,0.63,0.08,-0.7903,anger
130,221,This is wrong.,18/1/21,-0.5,0.9,0.608,0.392,0.0,-0.4767,anger
139,230,Tschuus wrote: This is wrong.,18/1/21,-0.5,0.9,0.437,0.563,0.0,-0.4767,anger
150,261,Contrary to the fake news TS is percolating the Pfizer vaccine is very effective but has a higher rate of allergic reactions than the flu vaccine.,18/1/21,0.17666666666666667,0.8333333333333334,0.262,0.668,0.07,-0.723,fear
151,262,This means it will be off-limits for some people with allergic tendencies especially some seniors with pre-existing conditions who may not be able to manage it.,18/1/21,0.25,0.8125,0.081,0.919,0.0,-0.296,fear
164,283,cal127 wrote: Contrary to the fake news TS is percolating the Pfizer vaccine is very effective but has a higher rate of allergic reactions than the flu vaccine.,18/1/21,0.17666666666666667,0.8333333333333334,0.247,0.688,0.066,-0.723,fear
175,318,"the more untransparent the more worrisome on its quality, effect and worst of all, complications.",19/1/21,0.0,0.6666666666666666,0.353,0.647,0.0,-0.796,joy
179,330,Is what type of the weaken virus that is critical.,21/1/21,0.0,0.8,0.389,0.611,0.0,-0.6249,neutral
193,360,"So it may be more long term, mayb no need to jab version 2, 3, 4 etc China traditional approach my ass.",3/8/21,0.15,0.5499999999999999,0.231,0.769,0.0,-0.6908,neutral
196,363,"If 60 also not recommended to take sinovac, that means it has serious problems.",3/8/21,-0.3333333333333333,0.6666666666666666,0.337,0.663,0.0,-0.5562,fear
238,423,This is to reduce the risk of people going at their own leisurely time and then forming a q outside the vaccination centres (eg after work).,3/2/21,0.3,0.525,0.084,0.916,0.0,-0.2732,fear
261,460,Enough  of that rubbish abt not being approved.,3/2/21,0.0,0.5,0.25,0.75,0.0,-0.3252,anger
263,467,No wonder Lawrence Wong beh song Wow........,3/2/21,0.1,1.0,0.268,0.732,0.0,-0.296,neutral
278,489,"If I am not in Chennai or Mumbai soon, we will lose many clients.",3/2/21,0.5,0.5,0.184,0.816,0.0,-0.4019,neutral
291,509,Google more for news bah By right 3 high is considered high risk for covid right.,3/2/21,0.2782857142857143,0.5302857142857142,0.13,0.87,0.0,-0.2732,neutral
298,516,It just increases the chance that you will have mild syndrome and therefore less likely to die from it.,3/2/21,0.05555555555555555,0.5222222222222223,0.161,0.751,0.088,-0.3892,sadness
317,569,"Years later burden family, possible ?",3/3/21,0.0,0.5,0.42,0.58,0.0,-0.4404,neutral
