,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
20,20,How come I try to put on the mask feels very warm leh.,3/1/21,0.78,0.78,0.0,0.834,0.166,0.2944,anger
21,21,Some more the smell very strong not nice to wear.,3/1/21,0.2544444444444445,0.8177777777777777,0.183,0.564,0.253,0.2494,anger
41,41,Also don't know where the kosong cases of confirmed influenza cases come from.,3/3/21,0.4,1.0,0.0,1.0,0.0,0.0,fear
51,60,"No joke....somemore not as if my side/hose no manpower to take care (wife coming bk soon liao 1700h)) Asked her to wear at least a KN95 in the house and put on flat mask for the kid she told me not to kua zhang, kid is stick, wear mask uncomfortable.",3/3/21,-0.27499999999999997,0.5083333333333333,0.127,0.815,0.058,-0.4215,anger
60,89,Smell : weird smell so wash before usage.,3/2/21,-0.5,1.0,0.221,0.779,0.0,-0.1779,fear
75,113,The 1st and 2nd batch of free mask the material used like not \u901a\u98ce as i can smell my own breath whenever i breathe in and out.,3/2/21,0.3333333333333333,0.6,0.0,0.799,0.201,0.7003,fear
76,114,"IndigoEyes wrote: To be fair, I don't know why some Singaporeans who not travelling joined that group also.",18/1/21,0.7,0.9,0.0,0.874,0.126,0.3182,anger
79,117,"People like TS joined a group not meant for them, hear something they don't like then spread to edmw... abit lol.",18/1/21,0.8,0.7,0.0,0.685,0.315,0.7783,anger
94,132,ichinisan wrote: This type of machine which is only used for collecting masks can have issues so easily.,3/1/21,0.21666666666666667,0.9166666666666667,0.0,0.845,0.155,0.4795,anger
106,144,"ahwei91 wrote: collected liao... the aunty after me, her mask dropped halfway and stuck on top of the exit hole, unable to take out... see before also.",3/1/21,0.0,0.5,0.069,0.868,0.062,-0.0516,fear
123,163,So audacious and totally disregard the law and others safety.,15/1/21,0.0,0.75,0.166,0.487,0.347,0.3818,anger
134,174,I'll be glad to get rid of the cuck muzzle once they stop slapping fine on people for not wearing.,24/2/21,0.45833333333333337,0.75,0.092,0.708,0.2,0.3818,anger
144,185,When more people take chances of re opening will be faster.,22/2/21,0.5,0.5,0.0,0.829,0.171,0.2648,fear
153,194,"Hong: this is not aids, healthy still got to wear.",22/2/21,0.5,0.5,0.201,0.799,0.0,-0.3089,anger
179,245,There is no such thing as lion's share of the credit going to the PAP.,20/11/20,0.0,0.5,0.116,0.632,0.253,0.3818,fear
187,253,"While waiting for his drinks order to be completed, he said he ""lightly coughed twice"" as his throat had been feeling irritated.",21/2/21,0.4,0.7,0.122,0.816,0.061,-0.3612,anger
193,259,Chen told Lianhe Wanbao that he understands that people might be more wary of others' coughing during this period.,21/2/21,0.0,0.6,0.0,1.0,0.0,0.0,anger
