,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
20,20,How come I try to put on the mask feels very warm leh.,3/1/21,0.78,0.78,0.0,0.834,0.166,0.2944,anger
21,21,Some more the smell very strong not nice to wear.,3/1/21,0.2544444444444445,0.8177777777777777,0.183,0.564,0.253,0.2494,anger
51,60,"No joke....somemore not as if my side/hose no manpower to take care (wife coming bk soon liao 1700h)) Asked her to wear at least a KN95 in the house and put on flat mask for the kid she told me not to kua zhang, kid is stick, wear mask uncomfortable.",3/3/21,-0.27499999999999997,0.5083333333333333,0.127,0.815,0.058,-0.4215,anger
76,114,"IndigoEyes wrote: To be fair, I don't know why some Singaporeans who not travelling joined that group also.",18/1/21,0.7,0.9,0.0,0.874,0.126,0.3182,anger
79,117,"People like TS joined a group not meant for them, hear something they don't like then spread to edmw... abit lol.",18/1/21,0.8,0.7,0.0,0.685,0.315,0.7783,anger
94,132,ichinisan wrote: This type of machine which is only used for collecting masks can have issues so easily.,3/1/21,0.21666666666666667,0.9166666666666667,0.0,0.845,0.155,0.4795,anger
123,163,So audacious and totally disregard the law and others safety.,15/1/21,0.0,0.75,0.166,0.487,0.347,0.3818,anger
134,174,I'll be glad to get rid of the cuck muzzle once they stop slapping fine on people for not wearing.,24/2/21,0.45833333333333337,0.75,0.092,0.708,0.2,0.3818,anger
153,194,"Hong: this is not aids, healthy still got to wear.",22/2/21,0.5,0.5,0.201,0.799,0.0,-0.3089,anger
187,253,"While waiting for his drinks order to be completed, he said he ""lightly coughed twice"" as his throat had been feeling irritated.",21/2/21,0.4,0.7,0.122,0.816,0.061,-0.3612,anger
193,259,Chen told Lianhe Wanbao that he understands that people might be more wary of others' coughing during this period.,21/2/21,0.0,0.6,0.0,1.0,0.0,0.0,anger
203,290,"In the end I ordered from watsons Taiwan and send to sg.. Watsons mask is kyky, dk why sg stops selling them If you can't handle me at my worst, then you sure as hell don't deserve me at my best.",21/2/21,0.16666666666666666,0.7296296296296295,0.199,0.676,0.125,-0.5859,anger
208,295,"First-time offenders who breach safe distancing measures are fined $300, and second-time wrongdoers $1,000.",21/2/21,0.5,0.5,0.144,0.69,0.167,0.1027,anger
209,296,Offenders may also face prosecution in court for egregious cases and higher fines if convicted.,21/2/21,0.25,0.5,0.305,0.695,0.0,-0.6908,anger
211,298,"Fines for not wearing masks totalled more than $510,000.",21/2/21,0.5,0.5,0.0,1.0,0.0,0.0,anger
222,309,"In response to queries from The Sunday Times, the police said it supports other agencies to enforce safe management measures at known hot spots.",21/2/21,0.20833333333333334,0.5750000000000001,0.0,0.803,0.197,0.6597,anger
