,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
29,29,But seriously this new one the 3d cutting is weird.,3/2/21,-0.3242424242424242,0.7553030303030303,0.412,0.588,0.0,-0.4404,sadness
39,39,Die die want to take care of the sick kid.,3/3/21,-0.7142857142857143,0.8571428571428571,0.539,0.243,0.218,-0.8225,sadness
51,60,"No joke....somemore not as if my side/hose no manpower to take care (wife coming bk soon liao 1700h)) Asked her to wear at least a KN95 in the house and put on flat mask for the kid she told me not to kua zhang, kid is stick, wear mask uncomfortable.",3/3/21,-0.27499999999999997,0.5083333333333333,0.127,0.815,0.058,-0.4215,anger
52,61,wtf,3/3/21,-0.5,1.0,1.0,0.0,0.0,-0.5859,neutral
57,86,"(btw there is also influenza test in the form of PCR, serology and of coz the good old viral culture) but govt say 8 months no flu eh lol",3/4/21,0.5333333333333333,0.5,0.173,0.669,0.158,-0.1406,joy
60,89,Smell : weird smell so wash before usage.,3/2/21,-0.5,1.0,0.221,0.779,0.0,-0.1779,fear
100,138,"Some due to design or operating system flaws/errors only after usage for some time problem then might surface, no need wait for electronics to fail.",3/1/21,-0.20833333333333334,0.5583333333333332,0.276,0.724,0.0,-0.8126,sadness
153,194,"Hong: this is not aids, healthy still got to wear.",22/2/21,0.5,0.5,0.201,0.799,0.0,-0.3089,anger
165,231,no need so complicated.,22/2/21,-0.5,1.0,0.423,0.577,0.0,-0.296,neutral
187,253,"While waiting for his drinks order to be completed, he said he ""lightly coughed twice"" as his throat had been feeling irritated.",21/2/21,0.4,0.7,0.122,0.816,0.061,-0.3612,anger
203,290,"In the end I ordered from watsons Taiwan and send to sg.. Watsons mask is kyky, dk why sg stops selling them If you can't handle me at my worst, then you sure as hell don't deserve me at my best.",21/2/21,0.16666666666666666,0.7296296296296295,0.199,0.676,0.125,-0.5859,anger
209,296,Offenders may also face prosecution in court for egregious cases and higher fines if convicted.,21/2/21,0.25,0.5,0.305,0.695,0.0,-0.6908,anger
220,307,"It said: ""All of us must comply with these measures to avoid a resurgence in community cases, which could have devastating impacts on lives and livelihoods.",21/2/21,-1.0,1.0,0.214,0.724,0.062,-0.6808,sadness
227,314,"But if he was wearing his mask like in the photo, too bad, deserve it.",20/2/21,-0.6999999999999998,0.6666666666666666,0.184,0.684,0.132,-0.25,fear
231,318,Idiot nurse.,20/2/21,-0.8,0.8,0.767,0.233,0.0,-0.5106,neutral
247,337,"I had seen many moronic lowlives, including yp who take off their masks just to cough into the air.",20/2/21,0.5,0.5,0.298,0.702,0.0,-0.7783,fear
270,363,"And if you are walking up the stairs or something, you will find that when you inhale so hard, the mask will be sucked to your nostrils, making it very difficult to breathe.",20/2/21,-0.4708333333333333,0.7708333333333333,0.203,0.797,0.0,-0.769,fear
276,378,My worst disposable mask ever bought - Ultron Medical.,20/2/21,-0.5,0.5,0.369,0.631,0.0,-0.6249,joy
284,386,Threw all 4 boxes away as I was risking my health when I kept on pulling and touching the exterior of the mask to get the fibres out of my nose.,20/2/21,0.5,0.5,0.078,0.922,0.0,-0.3182,fear
310,432,Otherwise this will unfortunately be the new norm for many years to come.,16/2/21,0.04545454545454545,0.6515151515151515,0.167,0.833,0.0,-0.34,joy
345,475,"Maybe this also applies a bit to the cheaper non-surgical $2.50 for 50pcs MIC ones, coz i did measure significantly lower levels of filtration on my laser particle counter.",13/2/21,0.375,0.875,0.078,0.922,0.0,-0.296,anger
359,489,The use of mask is to protection your surrounding against u in case u sick.,13/2/21,-0.7142857142857143,0.8571428571428571,0.216,0.784,0.0,-0.5106,fear
378,508,It is possible for one to be infected just before or just after vaccination as it typically takes a few weeks for an individual to build up immunity after completing vaccination.,2/10/21,-0.09166666666666667,0.5,0.099,0.901,0.0,-0.4939,fear
397,530,"Based on our investigations so far, the cases are in the community, and there are no new cases in the dormitories.",2/11/21,0.015909090909090914,0.7272727272727273,0.099,0.901,0.0,-0.296,neutral
418,551,The jogger is quite far away and he is complaining.,2/9/21,0.1,1.0,0.167,0.833,0.0,-0.2023,anger
443,583,Then got one idiot some nights come home from work (close to midnight) and chat on his phone at the carpark of the residents block.,2/9/21,-0.8,0.8,0.212,0.788,0.0,-0.7351,fear
445,585,Damn weird.,2/9/21,-0.5,1.0,1.0,0.0,0.0,-0.5267,anger
463,607,will be hard for TS to prove otherwise.,2/9/21,-0.2916666666666667,0.5416666666666666,0.167,0.833,0.0,-0.1027,anger
467,611,"Stupid, selfish Indian woman btw",2/9/21,-0.6499999999999999,1.0,0.684,0.316,0.0,-0.7579,anger
470,614,The only rule is need to wear mask when no exercising.,2/9/21,0.0,1.0,0.18,0.82,0.0,-0.296,neutral
475,620,I don't think TS is wrong.,2/9/21,-0.5,0.9,0.437,0.563,0.0,-0.4767,anger
476,621,"Sorry if u really concerned she is not wearing mask and spreading covid, going up close to speak to her is incredibly irresponsible!",2/9/21,0.2333333333333333,0.7000000000000001,0.193,0.807,0.0,-0.5838,fear
479,624,"TurboBumbleBee wrote: Sorry if u really concerned she is not wearing mask and spreading covid, going up close to speak to her is incredibly irresponsible!",2/9/21,0.2333333333333333,0.7000000000000001,0.179,0.821,0.0,-0.5838,fear
480,626,"Omg murderer soory hor, before you attack here are the facts i was wearing a mask i didnt go up close hence i had to speak louder to which she used the word barking since she more educated than me and since she beelive that talk no mask, no saliva will fall on anyone",2/9/21,0.5,0.5,0.208,0.792,0.0,-0.9022,fear
481,627,"wendychan202 wrote: soory hor, before you attack here are the facts i was wearing a mask i didnt go up close hence i had to speak louder to which she used the word barking since she more educated than me and since she beelive that talk no mask, no saliva will fall on anyone Mask is to protect others not to protect yourself.",2/9/21,0.5,0.5,0.112,0.81,0.078,-0.3182,anger
