,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
12,12,"kuma-mon wrote: Because need to handle issues at home + work 1) Retired parents asking u help this help that when they got lots of free time 2) For those married, need deal with wife nagging here and there 3) Unnecessary construction noises from town council + neighbour drilling noises 4) Cannot have proper meetings because of 1) and 3), colleagues always say my background noisy 5) Very hard to communicate and ask help from colleagues coz some are away if jitao too noisy (by neighbourhood construction noise) during virtual courses, i just heck give up and don't pay attention to the course alrdy",3/2/21,-0.02583333333333334,0.5508333333333334,0.07,0.816,0.114,0.7098,sadness
13,13,"kuma-mon wrote: Because need to handle issues at home + work 1) Retired parents asking u help this help that when they got lots of free time 2) For those married, need deal with wife nagging here and there 3) Unnecessary construction noises from town council + neighbour drilling noises 4) Cannot have proper meetings because of 1) and 3), colleagues always say my background noisy 5) Very hard to communicate and ask help from colleagues coz some are away Your point one & two contradict each other.",3/2/21,-0.04236111111111112,0.5215277777777778,0.088,0.793,0.119,0.6133,sadness
23,23,System very slow.,3/2/21,-0.39000000000000007,0.52,0.0,1.0,0.0,0.0,sadness
44,44,"Too bad, many people spoil market.",3/2/21,-0.09999999999999992,0.5833333333333333,0.412,0.588,0.0,-0.5423,sadness
66,67,Some businesses have realised that it's not important to keep people in the office for nothing for certain job scopes.,19/2/21,0.007142857142857131,0.7857142857142857,0.159,0.841,0.0,-0.3412,sadness
89,90,"""We should really build up a base of retirement savings while we're still young, especially now that the job market is not as stable with innovative disruption and it's not guaranteed that we can get a job we might want when we're older,"" he said.",2/4/21,0.02777777777777776,0.6555555555555556,0.092,0.82,0.088,-0.0485,sadness
215,243,"Since SA money cannot be touch and only OA can be used, after deducting the rest must pay cash.",2/8/21,0.0,1.0,0.072,0.928,0.0,-0.1027,sadness
277,319,I donated the $600 to charity and still think we didnt do so badly.. except the foreign worker dorm issue where it was difficult to believe it was a blind spot.,6/8/20,-0.45624999999999993,0.6145833333333333,0.153,0.765,0.082,-0.34,sadness
320,378,alalakam wrote: The only thing they did well is the job support scheme.,6/8/20,0.0,1.0,0.0,0.696,0.304,0.5859,sadness
395,485,"If the gov have implemented the lockdown earlier, these trumpards will have went crazy.",6/8/20,-0.3,0.7,0.156,0.844,0.0,-0.34,sadness
413,520,They think China wuhan unable to contain virus fast enough to quickly manufacture mask again.,16/6/20,0.008333333333333331,0.525,0.0,1.0,0.0,0.0,sadness
442,568,"oh my god, you think people dislike them due to living bad ?",16/6/20,-0.4124999999999999,0.5208333333333333,0.355,0.523,0.122,-0.6124,sadness
462,588,"Just that they are heavily reliant on information submitted from below, which can be easily falsified should the small fries/mid management play punk.",16/6/20,-0.005555555555555554,0.5777777777777778,0.093,0.681,0.226,0.4019,sadness
491,627,The virus has exposed yet another of sad truth about Singapore's wealth distribution in recent years.,6/7/20,-0.25,0.625,0.201,0.548,0.251,0.2732,sadness
513,655,They live in caves?,6/7/20,0.13636363636363635,0.5,0.0,1.0,0.0,0.0,sadness
516,660,I didn't know the ideal scenario is to have student teachers,6/7/20,0.9,1.0,0.236,0.764,0.0,-0.4168,sadness
544,698,Guess he is not so dumb as to miss what could be looming on the horizon after today's cases,6/7/20,-0.375,0.5,0.138,0.711,0.151,0.3179,sadness
563,723,Wanna be right at the expense of kids.,6/7/20,0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0,sadness
564,724,I think he can only make suggestion.,6/7/20,0.0,1.0,0.0,1.0,0.0,0.0,sadness
581,741,m@maboi wrote: I think he can only make suggestion.,6/8/20,0.0,1.0,0.0,1.0,0.0,0.0,sadness
583,744,He strikes me like someone who cannot admit wrong one.,6/8/20,-0.5,0.9,0.27,0.396,0.334,0.2411,sadness
