1,1.02E+16,"Here are some things you can look forward to once Singapore transits into Phase 3:

Full story: https://cna.asia/384IEv1",14/12/2020 19:22,80,https://facebook.com/ChannelNewsAsia/posts/10157951277612934,101579512,77612900
1,7.31E+14,"WATCH: PM Lee Hsien Loong announces Singapore's move to Phase 3 of its reopening and the approval of the Pfizer vaccine for use in the country.

His address is followed by a news conference by the COVID-19 multi-ministry task force.",14/12/2020 16:55,4233,https://facebook.com/ChannelNewsAsia/videos/730898567632641,730898567,632641
1,1.02E+16,"This couple opened their newest bar on Keong Saik Road, at a time when restaurants are closing. They tell #CNAluxury how they weathered the COVID-19 circuit breaker period.

CNALUXURY.CHANNELNEWSASIA.COM
Meet the couple lighting up Singapore’s F&B and nightlife scene with unique concepts",19/9/2020 21:00,12,https://facebook.com/ChannelNewsAsia/posts/10157763046402934,101577630,46402900
1,1.02E+16,"Ministry of Education, Singapore has announced that national year-end exams will proceed amid the COVID-19 pandemic. Take note of these special arrangements to keep students safe:

CHANNELNEWSASIA.COM
FAQ: Special arrangements for the year-end national examinations",21/8/2020 17:03,12,https://facebook.com/ChannelNewsAsia/posts/10157699725227934,101576997,25227900
1,1.02E+16,"🎧 Have you gone out or stayed home to avoid the crowds in Phase 2?

CHANNELNEWSASIA.COM
Phase 2 reopening: Election campaigning begins",23/6/2020 20:28,26,https://facebook.com/ChannelNewsAsia/posts/10157542373452934,101575423,73452900
1,2.68E+14,"WATCH: Singapore PM Lee Hsien Loong explains in a televised address why he is calling for a General Election during the COVID-19 pandemic.

PM Lee says with arrangements and precautions in place, ""I am confident we can hold a proper and safe election"".",23/6/2020 15:55,2712,https://facebook.com/ChannelNewsAsia/videos/268022434634627,268022434,634627
1,1.02E+16,"A 15-year-old student is among Singapore's 5 new COVID-19 community cases. She was likely to have been infected during the circuit breaker period, and not after school reopening, says MOH.

https://cna.asia/2YugaWP",13/6/2020 23:05,126,https://facebook.com/ChannelNewsAsia/posts/10157514013082934,101575140,13082900
1,1.02E+16,WATCH: Singapore exits its circuit breaker period tomorrow. Here’s a look at what activities can resume - and what you’ll need to wait a little longer for.,1/6/2020 17:09,89,https://facebook.com/ChannelNewsAsia/videos/236841010946575,101574778,22737900
2,1.02E+16,"The use of technology helps agencies deal with limits to increasing their manpower and resources, says K Shanmugam Sc.

CHANNELNEWSASIA.COM
Home Team focused on transformation through increased use of technology: Shanmugam",1/3/2021 18:56,10,https://facebook.com/ChannelNewsAsia/posts/10158135495462934,101581354,95462900
2,1.02E+16,"Singapore needs to be open to the world to make a living, but must guard against foreign interference in its domestic politics, says Josephine Teo.

CHANNELNEWSASIA.COM
Legislative ‘levers’ may be needed to deal with hostile information campaigns, says Josephine Teo",1/3/2021 18:37,14,https://facebook.com/ChannelNewsAsia/posts/10158135475407934,101581354,75407900
2,1.02E+16,"""As a crisis response to COVID-19, we have drawn from the past reserves an amount equivalent to about 20 years of financial surpluses,"" says Heng Swee Keat.

CHANNELNEWSASIA.COM
Singapore should strive to remain fiscally prudent amid highly uncertain global outlook: DPM Heng",26/2/2021 21:02,68,https://facebook.com/ChannelNewsAsia/posts/10158129414622934,101581294,14622900
