post_id,,username,date_time,comments_raw
40685914,63203520,张馨月,Feb-19,"With good leadership, Singapore government and the people can overcome any unexpected challenges and soar with dignity and honor for the greater good of mankind. There isn’t any problem with a good solution to end with greater progress and prosperity. "
40685914,63203520,Patricia Lee,Feb-17,"Thank You, PM Lee for sharing.  I think many things may not return to pre-COVID-19 world.  It has been shown our good leaders (past & present) and many resilient people here have learnt many things during this pandemic. I believe we will emerge stronger 😊.  Grateful.  "
40685914,63203520,Irene Hisham,Feb-17,Singaporeans are so blessed to have PM Lee and his ministers to manage the country🙏🎉
40685914,63203520,Andrea Corgosinho Groth,Feb-17,"As a PR in Singapore, having my own business and proudly employing Singaporeans, I must thank the government for all the support given to us (SMEs). I can’t stress how blessed we are, having the opportunity to spent the hardest time of this century in such a country. To all Singaporeans, a HUGE thank you. "
40685914,63203520,Eddy Mohd,Feb-17,"Thank you PM and DPM for taking care Singaporean very well, may be some are not be very happy with the budget this time but they should be thank full of good government and leadership since late LKY"
40685914,63203520,Soh Serene,Feb-16,Thank you 🙏 and a big 👍 to all singaporean on our tolerant & patience 
40685914,63203520,Noor Mohamed Naina Mohamed,Feb-17,Its a blessed being a Singaporean having a capable Government that hv always taking care of the people. But we in return hv to do our part as one nation to help our Government in return. Way to go....
40685914,63203520,Kalai Chelvan,Feb-16,More should hve been added to help low income families rather den giving out 100 each for every singaporeans
40685914,63203520,Mohd Salleh,Feb-17,"Yes we can and have do it, as we have no choice to survive. We are lucky to have a good Government who is supportive in many ways to  the envy to others who can’t make it."
40685914,63203520,Kathy Nyunt,Feb-17,"Lee Hsien Loong it s quite sad that you are unsually quiet about Burma Coup.If China regionally gets stronger after using all resources in Burma,the south east asia will be troubled. Please could you help (as ASEAN team members )on Burma political crisis .Clearly you are the strongest Lion in ASEAN."
40685914,63203520,Raymond Thoo,Feb-16,"A great team for Singaporeans but unfortunately the application for my friend’s recovery grant is unsuccessful, both parents have experienced a drastic drop in personal and household income. I really hope that MSF can look into the application for SEPs. "
40685914,63203520,Hope Lim,Feb-17,"Good Afternoon  Thank you PM Lee for the detail plan of the budget, there bounce to be some Singaporeans not happy especially the jobless group, some of us just finish the sgunited course, but todate still struggling to get a job , especially this group age 60 above , hoping DPM will announce another 500 top up skill future for us to take another course  i was a bit disappointed as DPM did not mention at all, neither can we take another sgunited course after finish one course. Thank you."
40685914,63203520,Innovative Irene,Feb-17,"Sir, a big thank you to you and DPM as well the entire team for standing with the nation during this most difficult time. Yesterday as I listen to DPM - I WOW out loud feeling so grateful that our leaders are all great visionaries - always planning ahead and getting SG ready to move forward. It is certain that when the world opens up, SG is ready - the foundations have already been laid and all preparation work done - we can move forward. Also really a big thank you to all Singaporeans and all who live and work in SG for their great support and cooperations - without everyone in this country we cannot fight this crisis as One United SG. Thank you so much. "
40685914,63203520,Luvlia Luvlylia,Feb-16,May this budget 2021 will support those who is financially situations. It might lighten up their burdens. 🙏
40685914,63203520,Encar Mercado,Feb-17,Singaporeans are really blessed to have PM Lee and the government for taking care of them. God bless you all. ❤️🙏
40685914,63203520,Bohdi Tree Tree,Feb-18,"Singaporean now with average age of >42. Employers need employ people with capability and not just look at age number.  Many seniors even in 60s still very active, healthy and can be good mentor. Isn't PM Lee already 70, DPM Heng in 60? Are they too old for employers ?  Maybe gov can impose tax rebate for companies with staff average age >50. Then those with staff average age <35, to pay more corp tax."
40685914,63203520,Ho See Chuan Jeffery,Feb-18,PM always thinking of people's lose job and company is in difficult situation. Without PM support and his wonderful teams members. Everyone must be thankful as govt had done their best Cheers!
40685914,63203520,Loke QL,Feb-17,Can do and must do :) Thank you for the leadership!
40685914,63203520,Abdullah Ali,Feb-16,Thank you  PM and DPM for taking care our Singaporean .
40685914,63203520,Chua Swee Hua,Feb-16,Good evening Mr PM Lee . Thank you for sharing the Budget 2021 plan done with Labour of Love announced by Mr DPM Heng .
40685914,63203520,Ramsey,Feb-16,If not for the visionary thinking and the blood sweat and tears by the Pioneer generations we would not even have a reserve to depend on during this terrible crises. We should never ever take our fiscal reserves for granted.  Other countries are larger and even have natural resources to depend on. We only have this man made natural resource which is our reserves. So it is impt to cherish it and also a moral imperative to put back the money for the future generations to use when another crises unfolds.
