post_id,,username,date_time,comments_raw
41110342,38959250,Lin Lily,Mar-01,Thank you for the mask.👍 Thank you for caring our citizen fellows at all time.Heartiest thanks to the Foundation❤
41110342,38959250,Shawn Wong,Mar-01,I went to get my mask at Bugis+ but end up stuck in the machine and hence have call the hotline but till now unable to redeem as it says my quota have reached 
41110342,38959250,Ramya V Desai,Mar-01,I went to collect mask but couldn't as it was stating invalid nric .plz help
41110342,38959250,Ten Si Yi,Mar-01,On carousell    🙄🙄 https://carousell.com/p/1072393657
41110342,38959250,Top FanPat Sim,Mar-01,❤
41110342,38959250,Joel Raymundo,Mar 2 at 10:55 PM,Thank you! 😋🙏🏻 How Singapore Residents can collect Free Reusable Mask https://youtu.be/-Xp9IqKEJLA
41110342,38959250,Surya Tamil,Mar 2 at 6:43 PM,Tq
40580189,74260770,Ng Ng,Feb-12,~ Happy Lunar New Year To All Who Celebrate ~
40580189,74260770,Jascinda See,Feb-12,"YES all thanks to these workers from frontline and essential services, to transport and retail for making it easier for Singaporeans to move on and forward during this pandemic."
40580189,74260770,Penny McKenzie,Feb-13,A happy and healthy and prosperous New Year to Singapore and to the world 🍍🍊🍍🍊
40580189,74260770,Jessie Lee,Feb-12,"Thank you very much for all d hard work to PM Lee front line heroes, Doctors, Nurses, & all Personal helpers, stay safe & take good care..👍☺️"
40580189,74260770,David Tan,Feb-13,Wish everyone Good Health 🙏
40580189,74260770,Irene Hoe,Feb-12,Hope the crew can be flying at full pelt before too long
40580189,74260770,Sagor Siraj Khan,Feb-12,Happy lunar new year sir ❤
40580189,74260770,ယ မင်း သူ,Feb-12,Happy New Year Thanks!
40580189,74260770,Murugan Raman,Feb-12,"Thank you sir 🙏 God bless you, happy birthday & 🎂 happy Chinese New year also thanks"
40580189,74260770,Chua Swee Hua,Feb-13,"Good morning Mr PM Lee . Thank you Mr PM Lee for Your wishes of Blessings ""  祝大家新年快乐，幸福安康！ – LHL""  It must so glad for the staffs  of the Singapore Airlines Cabin Crew Control Centre at Changi Airport T3 and Changi General Hospital for  Your visitation to bring CNY greetings and  festive cheer and to thank their teams for keeping Singapore going, not just today on Chinese New Year, but every single day of the year."
