post_id,,username,date_time,comments_raw
39049950,56229830,Chee Kin Lum,"Dec 18, 2020",Very proud of our government’s treatment of our migrant workers during this difficult period. Their contributions to Singapore’s development r evident n commendable. 👏👏
39049950,56229830,Francis Lhw,"Dec 18, 2020",Possibly the only country that give respect to migrant workers. How bless they might felt
39049950,56229830,Mazibur Fun  Page,"Dec 18, 2020",I’m really proud of you mr PM LEE Sg government. The works is number 1 in Singapore government management in this pandemic crisis. Thanks for care taker all of us
39049950,56229830,Leon Leong,"Dec 18, 2020","Thanks for the great leadership Sir , respect the contribution done by the gov lead by you "
39049950,56229830,Zoe Ong,"Dec 18, 2020",All heartfelt gratitude & blessings 💝 to Our beloved PM Lee & Team for the good work for our migrant workers who greatly contributed to our nation building. #SGUnited 
39049950,56229830,Sudan Wargantiwar,"Dec 18, 2020",Thank you PM Lee for treating migrants workers same as citizens.
39049950,56229830,MD Saidul Islam Sojan,"Dec 18, 2020",Sir thank you very much. Good contribution for migrant workers in Singapore
39049950,56229830,Ong Victorious,"Dec 18, 2020",Thank you Mr LEE And Singapore Government for taking care of All the people during this time of difficulty. We are Proud of your Great leadership. May God bless you and The Great Nation of Singapore richly and abundantly always !
39049950,56229830,Albe De Aroh,"Dec 18, 2020",Thank you SIR for you Leadership  making  this country safe in every means to combat covid not for your fellow  singaporeans but  looking to the welfare of all different  nationalities who is working here.Thanks for you support. A BiG salute  fo you Sir and you TEAM. Hoping other country look how you manage this covid well and they well follow how you really care  and love  your fellow singaporeans and extending it to other nationalities/foreigners  .🤝🙏🤝
39049950,56229830,Aniket Dighe,"Dec 18, 2020","Thank you Mr Lee and sg government for - Appreciating the migrant workers, keeping them safe and above all treating them as fellow humans. "
39049950,56229830,Carolyn Wong,"Dec 18, 2020",Thank You PM Lee. Thank you all our migrant workers for your contributions to our society. Thank you for staying strong and positive throughout the difficult times. Thank you and thank you ❤️
39049950,56229830,Goh Kim Yong,"Dec 18, 2020","I agree with Mr Lee, I would like to take this opportunity to thanks those migrant workers who have contributed to our society especially nurse and construction workers, salute."
39049950,56229830,Titu Dini Sarker Sarker,"Dec 20, 2020",Thank you very much sir thank you so please sir give two time interview for the military people because we are until now very tired please give them to chance thank you very much
39049950,56229830,Paskal Raj,"Dec 18, 2020","Yes, GOOD AFTERNOON SIR first I thank you so much for your government agencies, healthcare workers, dorm operators, private sector organisations, who really dedicated their hard work to bring under control covid 19. For their continued support and care for me. I will continue to follow the instructions given by your caring members in Singapore. Salute sir thanks a lot. Together we prosper and I wish in advance happy Christmas and prospers 2021."
39049950,56229830,Md Raju Ahmed,"Dec 18, 2020","We are really proud for coming such as a good country with more & more responsibility for the migrant workers👍👍👍 Thank you, Sir...."
39049950,56229830,Suhaimi Hafidz,"Dec 18, 2020",Congratulations and thanks the government for containing the Covid19 pandemic in Singapore 🇸🇬 
39049950,56229830,Atmas Shue,"Dec 18, 2020",I think that the government should reconsider on using the vaccine at such short notice when there are still alot of uncertainties on the side effects of the vaccine. I have family members in health care line fighting hard during this pandemic... But if I were to see them succumb due to improper vaccination rather than in action... I find it really wronged. https://www.chinapress.com.my/?p=2327043
39049950,56229830,Shahadat Koci,"Dec 18, 2020",Thank you Mr. PM  Thanks great leadership singapore and thanks all grovernment agencies and heathcare workers and all Dr.
39049950,56229830,Jennice Theresa Tng,"Dec 18, 2020","Our Mr Lee is a very cheerful, humble Minister, I met him few times in Ang Mo Kio RC events. Wishing our Mr Lee always in great health and happiness so as to continue to guide our youngest generations for a better tomorrow and our country always safe and sound, wealthy and healthy🎉🎉🎉🎉"
39049950,56229830,Pan Kit Lay,"Dec 18, 2020",So grateful to our migrant workers for their hard labour and sacrifices.
39049950,56229830,Mahbubur Rahman,"Dec 18, 2020","All these are true. Without any hesitation it can be Sadi that owning to very effective control measures, our fatality rate very very Low despite so many thousands of cases of infection. We are very lucky to have such a good leadership here. God bless you."
39049950,56229830,Sin Kiang Chua,"Dec 18, 2020","PM sir , hope the migrant workers can understand what you are trying to convey to them in English .. Will be good if there are Translators to relate this message to them in their native languages as not all are able to understand English "
39049950,56229830,Azam Showon,"Dec 18, 2020",Thank you sir . you are really grateful person the world.i wish your family everybody good health and godbless you all the Singaporean and all the migrat worker take care every on.Respect our sg rules and regulation
39049950,56229830,Thein Zan,"Dec 18, 2020","Covid is like global exam! Every country is sitting exam coercively by far, among them Singapore is one of outstanding students in the world! Congratulations 🍾 "
39049950,56229830,Sally Lee,"Dec 18, 2020",Good Morning Our  Precious Leader PM LEE. Thank you for taking care of all the people in Singapore during this difficult period.
39049950,56229830,Selim Anwar,"Dec 18, 2020",The governments of Singapore very careful foregin workers.Foregin  workers very grateful to Singapore governments.
39049950,56229830,Sheliya Wong,"Dec 18, 2020",I wish to take the opportunity to thank the workers who did my HDB upgrading works at Bukit Batok West. THANK YOU & KEEP IN GOOD HEALTH. GOD BLESS YOU! 
39049950,56229830,Majidur Rana,"Dec 18, 2020","Thank you so much sir for ur great contribution specially you have done great job for migrant workers , we are really feel proud to be a part of singapore , once again thank you very much on behalf of all migrant workers"
39049950,56229830,Abul Bashar,"Dec 18, 2020",Thanks Mr.PM.we are proud of your great leadership.
39049950,56229830,Lawrence PT Wong,"Dec 18, 2020","I agree with Chaitri Hapugalle that our PM LHL has personally shown great appreciation , recognition  n care to all migrant workers inclusive of thousands of foreign domestic workers ( maids n nurses) who hv given enormous contributions n relentless efforts in helping to build Spore from 3rd to 1st World status.   We, Singaporeans, acknowledge n appreciate the above valuable n remarkable sacrifices n hard strenuous works. We are lucky to have them working  with us.  BRAVO."
