,Post Description,Post Datetime,Comments,Comment Datetime,num_words
1,"heading out to the malls? try to avoid crowds by checking crowd levels at www.spaceout.gov.sg, or by shopping during off-peak hours 🕞

remember to keep your mask on and use tracetogether and safeentry to facilitate contact tracing. 😷

if you're unwell, make sure you see a doctor right away and stay home 🛋️

for more ways to keep yourself and your loved ones safe: go.gov.sg/safeshopping-ig (link in bio)",2021-01-22 08:37:09+00:00,So whats with China Town at this point of time? #contradictingwords,2021-02-01 12:27:35+00:00,10
2,"heading out to the malls? try to avoid crowds by checking crowd levels at www.spaceout.gov.sg, or by shopping during off-peak hours 🕞

remember to keep your mask on and use tracetogether and safeentry to facilitate contact tracing. 😷

if you're unwell, make sure you see a doctor right away and stay home 🛋️

for more ways to keep yourself and your loved ones safe: go.gov.sg/safeshopping-ig (link in bio)",2021-01-22 08:37:09+00:00,So whats with China Town at this point of time? #contradictingwords,2021-02-01 12:27:51+00:00,10
4,"why must the safeentry and tracetogether app/token be used together? 📲

dr @janilputhucheary explains how these 2 contracting tools work together to protect you and your loved ones.

for more: go.gov.sg/explain-jp-ig (link in bio)

#expertsexplain #whyah",2020-12-10 10:03:48+00:00,Do we need to 'check out' when we use our ID card to 'check in',2020-12-10 10:09:32+00:00,15
5,"why must the safeentry and tracetogether app/token be used together? 📲

dr @janilputhucheary explains how these 2 contracting tools work together to protect you and your loved ones.

for more: go.gov.sg/explain-jp-ig (link in bio)

#expertsexplain #whyah",2020-12-10 10:03:48+00:00,When can the phase 3 start in Singapore 🇸🇬? 🤔,2020-12-10 10:17:18+00:00,7
7,"why must the safeentry and tracetogether app/token be used together? 📲

dr @janilputhucheary explains how these 2 contracting tools work together to protect you and your loved ones.

for more: go.gov.sg/explain-jp-ig (link in bio)

#expertsexplain #whyah",2020-12-10 10:03:48+00:00,It will be good to incorporate some good features of Safe entry into Trace Together app. Personally I like the search feature of locations within close proximity .  I use that when I’m nearing the building to save time and straight to queue for entry instead of scanning the QR code.,2020-12-11 01:53:39+00:00,51
8,"why must the safeentry and tracetogether app/token be used together? 📲

dr @janilputhucheary explains how these 2 contracting tools work together to protect you and your loved ones.

for more: go.gov.sg/explain-jp-ig (link in bio)

#expertsexplain #whyah",2020-12-10 10:03:48+00:00,Why sometimes scan using the trace together cannot capture the QR code?? Hv to used the normal QR scanner.,2020-12-12 23:46:35+00:00,19
9,"why are some of our #covid19 safe management measures the way the are? #whyah 🤔

swipe ➡️ to reveal the reasons behind some of the measures we encounter in our daily life.

#staysafe use #tracetogether #safeentry",2020-11-26 02:34:04+00:00,Perhaps review the imported cases. More stringent requirements before they are allowed to fly to Sg esp for non-Singaporeans. It’s a waste of resources to manage them when they land in Sg infected and SHN.,2020-11-26 02:40:57+00:00,35
10,"why are some of our #covid19 safe management measures the way the are? #whyah 🤔

swipe ➡️ to reveal the reasons behind some of the measures we encounter in our daily life.

#staysafe use #tracetogether #safeentry",2020-11-26 02:34:04+00:00,Should repatriate them immediately instead of alloeing them to enter Singapore.,2020-11-26 03:51:24+00:00,11
11,"why are some of our #covid19 safe management measures the way the are? #whyah 🤔

swipe ➡️ to reveal the reasons behind some of the measures we encounter in our daily life.

#staysafe use #tracetogether #safeentry",2020-11-26 02:34:04+00:00,Maybe we should review who we import into the country first,2020-11-26 04:38:40+00:00,11
12,"why are some of our #covid19 safe management measures the way the are? #whyah 🤔

swipe ➡️ to reveal the reasons behind some of the measures we encounter in our daily life.

#staysafe use #tracetogether #safeentry",2020-11-26 02:34:04+00:00,Eh #WhyAh? my buddy @naimpromptu face got come out here... He kena saman isit? 🤔,2020-11-27 11:41:18+00:00,12
